,geometry,gkat,gabbj,garea,ltyp,gkode,stroffiziel,strname,gazzi,strname_deinr,esid,gkodn,dplzname,gvol,gbaum,egrid,egaid,lgbkr,dplz4,gexpdat,wbez,strnamk,strsp,dexpdat,wstat,gastw,lparzsx,gbaup,gebnr,ewid,gstat,dplzz,gdekt,dkodn,ganzwhg,doffadr,gbauj,wexpdat,gbez,deinr,gvolnorm,weinr,wstwk,gksce,gvolsce,wmehrg,label,ggdename,lparz,ggdenr,egid,plz_plz6,edid,strindx,whgnr,dkode,gklas
147,POINT (714779.8 99576.89999999999),1020,,110.0,,2714779.83,1,['Via Grumo'],,Via Grumo 16,10132835,1099576.88,Manno,,,CH269502074102,101272814,0,6928,24.08.2021,[''],['Via Grumo'],['IT'],24.08.2021,[3004],2.0,,8018.0,778a,['1'],1004,0,TI,1099576.88,1.0,0,,['2021-08-24T00:00:00'],,16,,[''],[3100],905,,[1],Via Grumo 16,Manno,778,5194,11143273,6928/692800,0,['Gru'],['_554000501'],2714779.83,1110.0
148,POINT (714650.1 99224.5),1020,,72.0,,2714650.142,1,['Piazza Bironico'],,Piazza Bironico 21,10132822,1099224.45,Manno,,,CH530295074171,101272815,0,6928,24.08.2021,"['', '']",['Piazza Bironico'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8018.0,812a,"['1', '2']",1004,0,TI,1099224.45,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,21,,"['', '']","[3100, 3101]",905,,"[1, 0]",Piazza Bironico 21,Manno,812,5194,11143274,6928/692800,0,['Bir'],"['_554000501', '']",2714650.142,1121.0
149,POINT (714548.2 98928),1020,,102.0,,2714548.232,1,['Strada Regina'],,Strada Regina 8,10132826,1098927.965,Manno,,,CH770795420260,101272816,0,6928,24.08.2021,[''],['Strada Regina'],['IT'],24.08.2021,[3004],2.0,,8013.0,828a,['1'],1004,0,TI,1098927.965,1.0,0,,['2021-08-24T00:00:00'],,8,,[''],[3100],905,,[1],Strada Regina 8,Manno,828,5194,11143275,6928/692800,0,['Reg'],['_554000501'],2714548.232,1110.0
150,POINT (714910 98894.10000000001),1020,,178.0,,2714910.09,1,['Via Gerre'],,Via Gerre 1,10132834,1098894.0,Manno,,,CH709507420213,101272817,0,6928,24.08.2021,[''],['Via Gerre'],['IT'],24.08.2021,[3004],2.0,,8013.0,838a,['1'],1004,0,TI,1098894.0,1.0,0,,['2021-08-24T00:00:00'],,1,,[''],[3100],905,,[0],Via Gerre 1,Manno,838,5194,11143276,6928/692800,0,['Ger'],['_554000501'],2714910.09,1110.0
151,POINT (714896.2 99466),1020,,89.0,,2714896.246,1,['Via Sialunga'],,Via Sialunga 17,10132846,1099465.958,Manno,,,CH740702954268,101272818,0,6928,24.08.2021,[''],['Via Sialunga'],['IT'],24.08.2021,[3004],2.0,,8019.0,842a,['1'],1004,0,TI,1099465.958,1.0,0,,['2021-08-24T00:00:00'],,17,,[''],[3100],905,,[1],Via Sialunga 17,Manno,842,5194,11143277,6928/692800,0,['Sia'],['_554000501'],2714896.246,1110.0
152,POINT (714213.9 99575.3),1020,,75.0,,2714213.916,1,['Via ai Boschetti'],,Via ai Boschetti 49d,10132828,1099575.253,Manno,,,CH254102950750,101272819,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,777a,['1'],1004,0,TI,1099575.253,1.0,0,,['2021-08-24T00:00:00'],,49d,,[''],[3100],905,,[1],Via ai Boschetti 49d,Manno,777,5194,11143278,6928/692800,0,['Bos'],['_554000501'],2714213.916,1110.0
153,POINT (714332.5 99480.2),1020,,95.0,,2714332.52,1,['Via ai Boschetti'],,Via ai Boschetti 41c,10132828,1099480.13,Manno,,,CH969502074155,101272820,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,754a,['1'],1004,0,TI,1099480.13,1.0,0,,['2021-08-24T00:00:00'],,41c,,[''],[3100],905,,[1],Via ai Boschetti 41c,Manno,754,5194,11143279,6928/692800,0,['Bos'],['_554000501'],2714332.52,1110.0
154,POINT (714600.5 99052.2),1020,,58.0,,2714600.52,1,['Streccia di Caminada'],,Streccia di Caminada 6c,10132827,1099052.13,Manno,,,CH329541020787,101272821,0,6928,24.08.2021,[''],['Streccia di Caminada'],['IT'],24.08.2021,[3004],3.0,,8017.0,785a,['1'],1004,0,TI,1099052.13,1.0,0,,['2021-08-24T00:00:00'],,6c,,[''],[3100],905,,[1],Streccia di Caminada 6c,Manno,785,5194,11143280,6928/692800,0,['Cam'],['_554000501'],2714600.52,1110.0
155,POINT (714539.8 99625.3),1020,,94.0,,2714539.865,1,['Via ai Boschetti'],,Via ai Boschetti 14,10132828,1099625.197,Manno,,,CH310735029585,101272823,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,198a,['1'],1004,0,TI,1099625.197,1.0,0,,['2021-08-24T00:00:00'],,14,,[''],[3100],905,,[1],Via ai Boschetti 14,Manno,198,5194,11143282,6928/692800,0,['Bos'],['_554000501'],2714539.865,1110.0
156,POINT (714687.2 99100),1020,,110.0,,2714687.237,1,['Via Orti'],,Via Orti 10a,10132839,1099099.963,Manno,,,CH390295340791,101272824,0,6928,24.08.2021,"['', '']",['Via Orti'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8015.0,102a,"['1', '2']",1004,0,TI,1099099.963,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,10a,,"['', '']","[3100, 3101]",905,,"[0, 0]",Via Orti 10a,Manno,102,5194,11143283,6928/692800,0,['Ort'],"['_554000501', '_554000502']",2714687.237,1121.0
157,POINT (714228.2 99606.3),1020,,,,2714228.2,1,['Via ai Boschetti'],,Via ai Boschetti 49f,10132828,1099606.21,Manno,,,CH384102079546,101272825,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,780c,['1'],1004,0,TI,1099606.21,1.0,0,,['2021-08-24T00:00:00'],,49f,,[''],[3100],905,,[1],Via ai Boschetti 49f,Manno,780,5194,11143284,6928/692800,0,['Bos'],['_554000501'],2714228.2,1110.0
158,POINT (714590.7 99059.8),1020,,58.0,,2714590.7,1,['Streccia di Caminada'],,Streccia di Caminada 6d,10132827,1099059.7,Manno,,,CH310741029531,101272826,0,6928,24.08.2021,[''],['Streccia di Caminada'],['IT'],24.08.2021,[3004],3.0,,8017.0,784a,['1'],1004,0,TI,1099059.7,1.0,0,,['2021-08-24T00:00:00'],,6d,,[''],[3100],905,,[1],Streccia di Caminada 6d,Manno,784,5194,11143285,6928/692800,0,['Cam'],['_554000501'],2714590.7,1110.0
159,POINT (714668.2 99198),1060,,212.0,,2714668.238,1,['Strada Bassa'],,Strada Bassa ,10132823,1099197.96,Manno,,,CH821547020783,101272827,0,6928,24.08.2021,,['Strada Bassa'],['IT'],24.08.2021,,2.0,,8011.0,1044a,,1004,0,TI,1099197.96,,0,,,cascina,,,,,905,,,Strada Bassa ,Manno,1044,5194,11143287,6928/692800,0,['Bas'],,2714668.238,1274.0
160,POINT (714536.5 99394.39999999999),1020,,139.0,,2714536.5,1,['Strada Regina'],,Strada Regina 65b,10132826,1099394.3,Manno,,,CH710736029537,101628025,0,6928,24.08.2021,"['', '']",['Strada Regina'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8014.0,239a,"['1', '2']",1004,0,TI,1099394.3,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,65b,,"['', '']","[3101, 3100]",905,,"[0, 0]",Strada Regina 65b,Manno,239,5194,11143288,6928/692800,0,['Reg'],"['_554000502', '_501']",2714536.5,1121.0
161,POINT (714822.2 99394),1020,,235.0,,2714822.244,1,['Via Vignole'],,Via Vignole 16,10128274,1099393.958,Manno,,,CH754702950709,101272828,0,6928,24.08.2021,[''],['Via Vignole'],['IT'],24.08.2021,[3004],1.0,,8014.0,338a,['1'],1004,0,TI,1099393.958,1.0,0,,['2021-08-24T00:00:00'],,16,,[''],[3100],905,,[0],Via Vignole 16,Manno,338,5194,11143290,6928/692800,0,['Vig'],['_554000501'],2714822.244,1110.0
162,POINT (714739.2 99415),1020,,151.0,,2714739.243,1,['Via Grumo'],,Via Grumo 7b,10132835,1099414.956,Manno,,,CH283602079521,101430460,0,6928,24.08.2021,[''],['Via Grumo'],['IT'],24.08.2021,[3004],1.0,,8015.0,280a,['1'],1004,0,TI,1099414.956,1.0,0,,['2021-08-24T00:00:00'],,7b,,[''],[3100],905,,[0],Via Grumo 7b,Manno,280,5194,11143291,6928/692800,0,['Gru'],['_554000501'],2714739.243,1110.0
163,POINT (714235.7 99591),1020,,114.0,,2714235.72,1,['Via ai Boschetti'],,Via ai Boschetti 49c,10132828,1099590.99,Manno,,,CH530295073478,101641314,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,129c,['1'],1004,0,TI,1099590.99,1.0,0,,['2021-08-24T00:00:00'],,49c,,[''],[3100],905,,[1],Via ai Boschetti 49c,Manno,129,5194,11143292,6928/692800,0,['Bos'],['_554000501'],2714235.72,1110.0
164,POINT (714308 99437.10000000001),1020,,123.0,,2714308.03,1,['Via ai Boschetti'],,Via ai Boschetti 41f,10132828,1099437.04,Manno,,,CH190295410741,101272829,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,757a,['1'],1004,0,TI,1099437.04,1.0,0,,['2021-08-24T00:00:00'],,41f,,[''],[3100],905,,[1],Via ai Boschetti 41f,Manno,757,5194,11143293,6928/692800,0,['Bos'],['_554000501'],2714308.03,1110.0
165,POINT (714920.4 99454.10000000001),1020,,136.0,,2714920.443,1,['Via Sialunga'],,Via Sialunga 12,10132846,1099453.997,Manno,,,CH990295470742,101272830,0,6928,24.08.2021,[''],['Via Sialunga'],['IT'],24.08.2021,[3004],2.0,,8015.0,352a,['1'],1004,0,TI,1099453.997,1.0,0,,['2021-08-24T00:00:00'],,12,,[''],[3100],905,,[0],Via Sialunga 12,Manno,352,5194,11143294,6928/692800,0,['Sia'],['_554000501'],2714920.443,1110.0
166,POINT (714606.6 98978.5),1020,,66.0,,2714606.676,1,['Strada Regina'],,Strada Regina 12f,10132826,1098978.468,Manno,,,CH429541020753,101272831,0,6928,24.08.2021,[''],['Strada Regina'],['IT'],24.08.2021,[3004],2.0,,8017.0,797a,['1'],1004,0,TI,1098978.468,1.0,0,,['2021-08-24T00:00:00'],,12f,,[''],[3100],905,,[1],Strada Regina 12f,Manno,797,5194,11143295,6928/692800,0,['Reg'],['_554000501'],2714606.676,1110.0
167,POINT (714604.4 98969.5),1020,,66.0,,2714604.439,1,['Strada Regina'],,Strada Regina 12e,10132826,1098969.493,Manno,,,CH430295074108,101272832,0,6928,24.08.2021,[''],['Strada Regina'],['IT'],24.08.2021,[3004],2.0,,8017.0,798a,['1'],1004,0,TI,1098969.493,1.0,0,,['2021-08-24T00:00:00'],,12e,,[''],[3100],905,,[1],Strada Regina 12e,Manno,798,5194,11143296,6928/692800,0,['Reg'],['_554000501'],2714604.439,1110.0
168,POINT (714376.4 99623.89999999999),1020,,126.0,,2714376.44,1,['Via ai Boschetti'],,Via ai Boschetti 32a,10132828,1099623.88,Manno,,,CH770795350281,101430461,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8015.0,143a,['1'],1004,0,TI,1099623.88,1.0,0,,['2021-08-24T00:00:00'],,32a,,[''],[3100],905,,[1],Via ai Boschetti 32a,Manno,143,5194,11143297,6928/692800,0,['Bos'],['_554000501'],2714376.44,1110.0
169,POINT (714790.2 99495),1020,,190.0,,2714790.246,1,['Via Grumo'],,Via Grumo 10,10132835,1099494.955,Manno,,,CH530295073676,101272833,0,6928,24.08.2021,[''],['Via Grumo'],['IT'],24.08.2021,[3004],1.0,,8017.0,315a,['1'],1004,0,TI,1099494.955,1.0,0,,['2021-08-24T00:00:00'],,10,,[''],[3100],905,,[0],Via Grumo 10,Manno,315,5194,11143298,6928/692800,0,['Gru'],['_554000501'],2714790.246,1110.0
170,POINT (714606.9 98986.89999999999),1020,,66.0,,2714606.93,1,['Strada Regina'],,Strada Regina 12g,10132826,1098986.814,Manno,,,CH410741029594,101272834,0,6928,24.08.2021,[''],['Strada Regina'],['IT'],24.08.2021,[3004],2.0,,8017.0,796a,['1'],1004,0,TI,1098986.814,1.0,0,,['2021-08-24T00:00:00'],,12g,,[''],[3100],905,,[1],Strada Regina 12g,Manno,796,5194,11143299,6928/692800,0,['Reg'],['_554000501'],2714606.93,1110.0
171,POINT (714974.9 99325.60000000001),1020,,125.0,,2714974.98,1,['Via Carà'],,Via Carà 2b,10132831,1099325.5,Manno,,,CH230295074176,101272835,0,6928,24.08.2021,[''],['Via Carà'],['IT'],24.08.2021,[3004],2.0,,8017.0,775a,['1'],1004,0,TI,1099325.5,1.0,0,,['2021-08-24T00:00:00'],,2b,,[''],[3100],905,,[1],Via Carà 2b,Manno,775,5194,11143300,6928/692800,0,['Car'],['_554000501'],2714974.98,1110.0
172,POINT (714674.2 99562),1020,,109.0,,2714674.245,1,['Via ai Boschetti'],,Via ai Boschetti 7,10132828,1099561.951,Manno,,,CH529540020728,101272836,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,701a,['1'],1004,0,TI,1099561.951,1.0,0,,['2021-08-24T00:00:00'],,7,,[''],[3100],905,,[1],Via ai Boschetti 7,Manno,701,5194,11143301,6928/692800,0,['Bos'],['_554000501'],2714674.245,1110.0
173,POINT (714387.3 99709.5),1020,,115.0,,2714387.32,1,['Via ai Boschetti'],,Via ai Boschetti 26,10132828,1099709.44,Manno,,,CH570795340255,101272837,0,6928,24.08.2021,"['', '']",['Via ai Boschetti'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8014.0,122a,"['1', '2']",1004,0,TI,1099709.44,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,26,,"['', '']","[3100, 3101]",905,,"[0, 0]",Via ai Boschetti 26,Manno,122,5194,11143302,6928/692800,0,['Bos'],"['_554000501', '_554000502']",2714387.32,1121.0
174,POINT (714779.7 99425.5),1020,,131.0,,2714779.73,1,['Via Grumo'],,Via Grumo 6,10132835,1099425.44,Manno,,,CH553602950783,101272838,0,6928,24.08.2021,"['', '']",['Via Grumo'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8014.0,317a,"['1', '2']",1004,0,TI,1099425.44,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,6,,"['', '']","[3101, 3100]",905,,"[0, 0]",Via Grumo 6,Manno,317,5194,11143303,6928/692800,0,['Gru'],"['_554000502', '_554000501']",2714779.73,1121.0
175,POINT (714373.1 99689.89999999999),1020,,134.0,,2714373.18,1,['Via ai Boschetti'],,Via ai Boschetti 32c,10132828,1099689.88,Manno,,,CH640702953413,101272839,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8015.0,140a,['1'],1004,0,TI,1099689.88,1.0,0,,['2021-08-24T00:00:00'],,32c,,[''],[3100],905,,[1],Via ai Boschetti 32c,Manno,140,5194,11143304,6928/692800,0,['Bos'],['_554000501'],2714373.18,1110.0
176,POINT (714580.9 99067.3),1020,,58.0,,2714580.9,1,['Streccia di Caminada'],,Streccia di Caminada 6e,10132827,1099067.29,Manno,,,CH340702953616,101272840,0,6928,24.08.2021,[''],['Streccia di Caminada'],['IT'],24.08.2021,[3004],3.0,,8017.0,296a,['1'],1004,0,TI,1099067.29,1.0,0,,['2021-08-24T00:00:00'],,6e,,[''],[3100],905,,[1],Streccia di Caminada 6e,Manno,296,5194,11143305,6928/692800,0,['Cam'],['_554000501'],2714580.9,1110.0
177,POINT (714550.6 99422.7),1020,,116.0,,2714550.632,1,['Strada Regina'],,Strada Regina 65c,10132826,1099422.625,Manno,,,CH540702953546,101641312,0,6928,24.08.2021,"['', '']",['Strada Regina'],['IT'],24.08.2021,"[3004, 3004]",3.0,,8017.0,222a,"['1', '2']",1004,0,TI,1099422.625,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,65c,,"['', '']","[3100, 3101]",905,,"[1, 1]",Strada Regina 65c,Manno,222,5194,11143306,6928/692800,0,['Reg'],"['_554000501', '']",2714550.632,1121.0
178,POINT (714242.2 99579),1020,,84.0,,2714242.24,1,['Via ai Boschetti'],,Via ai Boschetti 49a,10132828,1099578.943,Manno,,,CH553402950740,101272841,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8015.0,131a,['1'],1004,0,TI,1099578.943,1.0,0,,['2021-08-24T00:00:00'],,49a,,[''],[3100],905,,[1],Via ai Boschetti 49a,Manno,131,5194,11143307,6928/692800,0,['Bos'],['_554000501'],2714242.24,1110.0
179,POINT (714413.6 99631.39999999999),1020,,96.0,,2714413.664,1,['Via ai Boschetti'],,Via ai Boschetti 31,10132828,1099631.339,Manno,,,CH170795350291,101272842,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8013.0,174a,['1'],1004,0,TI,1099631.339,1.0,0,,['2021-08-24T00:00:00'],,31,,[''],[3100],905,,[1],Via ai Boschetti 31,Manno,174,5194,11143308,6928/692800,0,['Bos'],['_554000501'],2714413.664,1110.0
180,POINT (714589.5 99037.89999999999),1020,,58.0,,2714589.54,1,['Streccia di Caminada'],,Streccia di Caminada 6f,10132827,1099037.89,Manno,,,CH470795410268,101272843,0,6928,24.08.2021,[''],['Streccia di Caminada'],['IT'],24.08.2021,[3004],3.0,,8017.0,790a,['1'],1004,0,TI,1099037.89,1.0,0,,['2021-08-24T00:00:00'],,6f,,[''],[3100],905,,[1],Streccia di Caminada 6f,Manno,790,5194,11143309,6928/692800,0,['Cam'],['_554000501'],2714589.54,1110.0
181,POINT (714355 99506.39999999999),1020,,116.0,,2714355.06,1,['Via ai Boschetti'],,Via ai Boschetti 41a,10132828,1099506.39,Manno,,,CH940702954101,101272845,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,752a,['1'],1004,0,TI,1099506.39,1.0,0,,['2021-08-24T00:00:00'],,41a,,[''],[3100],905,,[1],Via ai Boschetti 41a,Manno,752,5194,11143311,6928/692800,0,['Bos'],['_554000501'],2714355.06,1110.0
182,POINT (714743 99440.60000000001),1020,,115.0,,2714743.0,1,['Via Grumo'],,Via Grumo 7a,10132835,1099440.59,Manno,,,CH270795360254,101272846,0,6928,24.08.2021,[''],['Via Grumo'],['IT'],24.08.2021,[3004],2.0,,8015.0,279a,['1'],1004,0,TI,1099440.59,1.0,0,,['2021-08-24T00:00:00'],,7a,,[''],[3100],905,,[1],Via Grumo 7a,Manno,279,5194,11143312,6928/692800,0,['Gru'],['_554000501'],2714743.0,1110.0
183,POINT (714793.9 99375.8),1020,,117.0,,2714793.91,1,['Via Carà'],,Via Carà 18a,10132831,1099375.77,Manno,,,CH683602079579,101615732,0,6928,24.08.2021,[''],['Via Carà'],['IT'],24.08.2021,[3004],1.0,,8013.0,320a,['1'],1004,0,TI,1099375.77,1.0,0,,['2021-08-24T00:00:00'],,18a,,[''],[3100],905,,[0],Via Carà 18a,Manno,320,5194,11143313,6928/692800,0,['Car'],[''],2714793.91,1110.0
184,POINT (714368.4 99656.3),1020,,188.0,,2714368.49,1,['Via ai Boschetti'],,Via ai Boschetti 32b,10132828,1099656.24,Manno,,,CH669502073467,101272847,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8015.0,142a,['1'],1004,0,TI,1099656.24,1.0,0,,['2021-08-24T00:00:00'],,32b,,[''],[3100],905,,[1],Via ai Boschetti 32b,Manno,142,5194,11143315,6928/692800,0,['Bos'],['_554000501'],2714368.49,1110.0
185,POINT (714315.4 99451.10000000001),1020,,94.0,,2714315.46,1,['Via ai Boschetti'],,Via ai Boschetti 41e,10132828,1099451.02,Manno,,,CH184102079517,101272849,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,756a,['1'],1004,0,TI,1099451.02,1.0,0,,['2021-08-24T00:00:00'],,41e,,[''],[3100],905,,[1],Via ai Boschetti 41e,Manno,756,5194,11143318,6928/692800,0,['Bos'],['_554000501'],2714315.46,1110.0
186,POINT (714691.1 99344.8),1020,,204.0,,2714691.15,1,['Via Carà'],,Via Carà 22a,10132831,1099344.72,Manno,,,CH230295073681,101269619,0,6928,24.08.2021,"['', '']",['Via Carà'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8014.0,285a,"['1', '2']",1004,0,TI,1099344.72,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,22a,,"['', '']","[3100, 3101]",905,,"[1, 0]",Via Carà 22a,Manno,285,5194,11143320,6928/692800,0,['Car'],"['_554000501', '']",2714691.15,1121.0
187,POINT (714220.9 99563.5),1020,,74.0,,2714220.93,1,['Via ai Boschetti'],,Via ai Boschetti 49b,10132828,1099563.46,Manno,,,CH540702953447,101628026,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,130b,['1'],1004,0,TI,1099563.46,1.0,0,,['2021-08-24T00:00:00'],,49b,,[''],[3100],905,,[1],Via ai Boschetti 49b,Manno,130,5194,11143321,6928/692800,0,['Bos'],['_554000501'],2714220.93,1110.0
188,POINT (714220.7 99621.5),1020,,113.0,,2714220.72,1,['Via ai Boschetti'],,Via ai Boschetti 49h,10132828,1099621.42,Manno,,,CH390295410770,101628027,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,781a,['1'],1004,0,TI,1099621.42,1.0,0,,['2021-08-24T00:00:00'],,49h,,[''],[3100],905,,[1],Via ai Boschetti 49h,Manno,781,5194,11143322,6928/692800,0,['Bos'],['_554000501'],2714220.72,1110.0
189,POINT (714321.9 99467.5),1020,,96.0,,2714321.91,1,['Via ai Boschetti'],,Via ai Boschetti 41d,10132828,1099467.41,Manno,,,CH170795410273,101269620,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8017.0,755a,['1'],1004,0,TI,1099467.41,1.0,0,,['2021-08-24T00:00:00'],,41d,,[''],[3100],905,,[1],Via ai Boschetti 41d,Manno,755,5194,11143323,6928/692800,0,['Bos'],['_554000501'],2714321.91,1110.0
190,POINT (714955.5 99297.60000000001),1020,,100.0,,2714955.52,1,['Via Carà'],,Via Carà 2a,10132831,1099297.53,Manno,,,CH190295470723,101269621,0,6928,24.08.2021,[''],['Via Carà'],['IT'],24.08.2021,[3004],1.0,,8013.0,363a,['1'],1004,0,TI,1099297.53,1.0,0,,['2021-08-24T00:00:00'],,2a,,[''],[3100],905,,[0],Via Carà 2a,Manno,363,5194,11143324,6928/692800,0,['Car'],['_554000501'],2714955.52,1110.0
191,POINT (714349.7 99549.10000000001),1020,,47.0,,2714349.742,1,['Via ai Boschetti'],,Via ai Boschetti 40,10132828,1099549.095,Manno,,,CH869502073595,101269622,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8015.0,162a,['1'],1004,0,TI,1099549.095,1.0,0,,['2021-08-24T00:00:00'],,40,,[''],[3100],905,,[1],Via ai Boschetti 40,Manno,162,5194,11143325,6928/692800,0,['Bos'],['_554000501'],2714349.742,1110.0
192,POINT (714610.3 99044.60000000001),1020,,58.0,,2714610.34,1,['Streccia di Caminada'],,Streccia di Caminada 6b,10132827,1099044.51,Manno,,,CH330295074142,101269623,0,6928,24.08.2021,[''],['Streccia di Caminada'],['IT'],24.08.2021,[3004],3.0,,8017.0,786a,['1'],1004,0,TI,1099044.51,1.0,0,,['2021-08-24T00:00:00'],,6b,,[''],[3100],905,,[1],Streccia di Caminada 6b,Manno,786,5194,11143326,6928/692800,0,['Cam'],['_554000501'],2714610.34,1110.0
193,POINT (714620.2 99037),1020,,58.0,,2714620.235,1,['Streccia di Caminada'],,Streccia di Caminada 6a,10132827,1099036.963,Manno,,,CH340702954111,101269624,0,6928,24.08.2021,[''],['Streccia di Caminada'],['IT'],24.08.2021,[3004],3.0,,8017.0,787a,['1'],1004,0,TI,1099036.963,1.0,0,,['2021-08-24T00:00:00'],,6a,,[''],[3100],905,,[1],Streccia di Caminada 6a,Manno,787,5194,11143327,6928/692800,0,['Cam'],['_554000501'],2714620.235,1110.0
194,POINT (714600.6 99597),1020,,131.0,,2714600.67,1,['Via ai Boschetti'],,Via ai Boschetti 10a,10132828,1099596.9,Manno,,,CH440702953580,101269625,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],1.0,,8017.0,211e,['1'],1004,0,TI,1099596.9,1.0,0,,['2021-08-24T00:00:00'],,10a,,[''],[3100],905,,[1],Via ai Boschetti 10a,Manno,211,5194,11143328,6928/692800,0,['Bos'],[''],2714600.67,1110.0
195,POINT (714779.2 99294),1020,,138.0,,2714779.242,1,['Via Carà'],,Via Carà 11b,10132831,1099293.96,Manno,,,CH440702954768,101269626,0,6928,24.08.2021,[''],['Via Carà'],['IT'],24.08.2021,[3004],1.0,,8014.0,85a,['1'],1004,0,TI,1099293.96,1.0,0,,['2021-08-24T00:00:00'],,11b,,[''],[3100],905,,[0],Via Carà 11b,Manno,399,5194,11143329,6928/692800,0,['Car'],['_554000501'],2714779.242,1110.0
196,POINT (714629.4 99232.7),1020,,56.0,,2714629.42,1,['Piazza Bironico'],,Piazza Bironico 11,10132822,1099232.69,Manno,,,CH583302079597,101269627,0,6928,24.08.2021,[''],['Piazza Bironico'],['IT'],24.08.2021,[3004],2.0,,8012.0,28a,['1'],1004,0,TI,1099232.69,1.0,0,,['2021-08-24T00:00:00'],,11,,[''],[3100],905,,[1],Piazza Bironico 11,Manno,28,5194,11143331,6928/692800,0,['Bir'],['_554000501'],2714629.42,1110.0
197,POINT (714644 99238.7),1020,,107.0,,2714644.012,1,['Piazza Bironico'],,Piazza Bironico 14,10132822,1099238.651,Manno,,,CH670795330224,101269628,0,6928,24.08.2021,"['', '', ""Sinistra all'esterno""]",['Piazza Bironico'],['IT'],24.08.2021,"[3004, 3004, 3004]",3.0,,8012.0,37a,"['1', '2', '3']",1004,0,TI,1099238.651,3.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,14,,"['', '', '']","[3100, 3101, 3102]",905,,"[0, 0, 0]",Piazza Bironico 14,Manno,37,5194,11143332,6928/692800,0,['Bir'],"['_554000501', '_554000502', '_554000503']",2714644.012,1122.0
198,POINT (714639.7 99214.2),1020,,53.0,,2714639.73,1,['Piazza Bironico'],,Piazza Bironico 2,10132822,1099214.18,Manno,,,CH609507330274,101271171,0,6928,24.08.2021,[''],['Piazza Bironico'],['IT'],24.08.2021,[3004],2.0,,8012.0,40a,['1'],1004,0,TI,1099214.18,1.0,0,,['2021-08-24T00:00:00'],,2,,[''],[3100],905,,[1],Piazza Bironico 2,Manno,40,5194,11143334,6928/692800,0,['Bir'],['_554000501'],2714639.73,1110.0
199,POINT (714626.9 99227.3),1020,,36.0,,2714626.908,1,['Piazza Bironico'],,Piazza Bironico 9,10132822,1099227.285,Manno,,,CH570795330258,101271172,0,6928,24.08.2021,[''],['Piazza Bironico'],['IT'],24.08.2021,[3004],2.0,,8012.0,27a,['1'],1004,0,TI,1099227.285,1.0,0,,['2021-08-24T00:00:00'],,9,,[''],[3100],905,,[0],Piazza Bironico 9,Manno,27,5194,11143335,6928/692800,0,['Bir'],['_554000501'],2714626.908,1110.0
