,geometry,gkat,gabbj,garea,ltyp,gkode,stroffiziel,strname,gazzi,strname_deinr,esid,gkodn,dplzname,gvol,gbaum,egrid,egaid,lgbkr,dplz4,gexpdat,wbez,strnamk,strsp,dexpdat,wstat,gastw,lparzsx,gbaup,gebnr,ewid,gstat,dplzz,gdekt,dkodn,ganzwhg,doffadr,gbauj,wexpdat,gbez,deinr,gvolnorm,weinr,wstwk,gksce,gvolsce,wmehrg,label,ggdename,lparz,ggdenr,egid,plz_plz6,edid,strindx,whgnr,dkode,gklas
10,POINT (714914.7 99014.2),1060,,610.0,,2714914.78,1,['Via Cantonale'],,Via Cantonale 27,10132830,1099014.16,Manno,,,CH609507470232,101327969,0,6928,24.08.2021,,['Via Cantonale'],['IT'],24.08.2021,,2.0,,8017.0,415a,,1004,0,TI,1099014.16,,0,1986.0,,,27,,,,905,,,Via Cantonale 27,Manno,415,5194,11100562,6928/692800,0,['Can'],,2714914.78,1220.0
11,POINT (714905.7 98979.2),1060,,205.0,,2714905.74,1,['Via Cantonale'],,Via Cantonale 25,10132830,1098979.13,Manno,,,CH430295074009,102197580,0,6928,24.08.2021,,['Via Cantonale'],['IT'],24.08.2021,,1.0,,8011.0,690a,,1004,0,TI,1098979.13,,0,,,,25,,,,905,,,Via Cantonale 25,Manno,690,5194,11100568,6928/692800,0,['Can'],,2714905.74,1230.0
12,POINT (714965.4 99205.39999999999),1060,,388.0,,2714965.43,1,['Via Cantonale'],,Via Cantonale 39,10132830,1099205.39,Manno,,,CH329547020733,101327965,0,6928,24.08.2021,,['Via Cantonale'],['IT'],24.08.2021,,1.0,,8011.0,387a,,1004,0,TI,1099205.39,,0,,,,39,,,,905,,,Via Cantonale 39,Manno,387,5194,11100569,6928/692800,0,['Can'],,2714965.43,1230.0
13,POINT (715018.3 99096.89999999999),1060,,1297.0,,2715018.37,1,['Via Cantonale'],,Via Cantonale 34a,10132830,1099096.85,Manno,,,CH469502074032,101327964,0,6928,24.08.2021,,['Via Cantonale'],['IT'],24.08.2021,,3.0,,8011.0,695a,,1004,0,TI,1099096.85,,0,,,,34a,,,,905,,,Via Cantonale 34a,Manno,695,5194,11100570,6928/692800,0,['Can'],,2715018.37,1230.0
14,POINT (714704.6 98943.3),1060,,610.0,,2714704.67,1,['Via Orti'],,Via Orti 3,10132839,1098943.24,Manno,,,CH369502073670,101340090,0,6928,24.08.2021,,['Via Orti'],['IT'],24.08.2021,,2.0,,8017.0,298a,,1004,0,TI,1098943.24,,0,1988.0,,,3,,,,905,,,Via Orti 3,Manno,298,5194,11100573,6928/692800,0,['Ort'],,2714704.67,1230.0
15,POINT (714727.7 98950.3),1060,,743.0,,2714727.73,1,['Via Orti'],,Via Orti 1a,10132839,1098950.28,Manno,,,CH369502073670,101340089,0,6928,24.08.2021,,['Via Orti'],['IT'],24.08.2021,,2.0,,8017.0,298d,,1004,0,TI,1098950.28,,0,1988.0,,,1a,,,,905,,,Via Orti 1a,Manno,298,5194,11100574,6928/692800,0,['Ort'],,2714727.73,1230.0
16,POINT (714584.2 99248),1030,,143.0,,2714584.238,1,['Strada Regina'],,Strada Regina 35,10132826,1099247.957,Manno,,,CH240702953353,101270972,0,6928,24.08.2021,"['', '']",['Strada Regina'],['IT'],24.08.2021,"[3004, 3004]",4.0,,8011.0,4a,"['1', '2']",1004,0,TI,1099247.957,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",Grotto Ortiga e abitazioni,35,,"['', '']","[3100, 3101]",905,,"[1, 1]",Strada Regina 35,Manno,4,5194,11143136,6928/692800,0,['Reg'],"['_554000501', '']",2714584.238,1121.0
17,POINT (714565.5 99231.7),1020,,123.0,,2714565.531,1,['Via Pinca'],,Via Pinca 6,10132840,1099231.694,Manno,,,CH269502073310,101270973,0,6928,24.08.2021,[''],['Via Pinca'],['IT'],24.08.2021,[3004],3.0,,8017.0,6a,['1'],1004,0,TI,1099231.694,1.0,0,,['2021-08-24T00:00:00'],,6,,[''],[3100],905,,[1],Via Pinca 6,Manno,6,5194,11143137,6928/692800,0,['Pin'],['_554000501'],2714565.531,1110.0
18,POINT (714566.6 99218.60000000001),1020,,138.0,,2714566.667,1,['Via Pinca'],,Via Pinca 4,10132840,1099218.544,Manno,,,CH370795330229,101270974,0,6928,24.08.2021,[''],['Via Pinca'],['IT'],24.08.2021,[3004],3.0,,8012.0,7a,['1'],1004,0,TI,1099218.544,1.0,0,,['2021-08-24T00:00:00'],,4,,[''],[3100],905,,[1],Via Pinca 4,Manno,7,5194,11143138,6928/692800,0,['Pin'],['_554000501'],2714566.667,1110.0
19,POINT (714578.2 99238.5),1020,,90.0,,2714578.22,1,['Strada Regina'],,Strada Regina 33,10132826,1099238.44,Manno,,,CH390295330794,101270975,0,6928,24.08.2021,[''],['Strada Regina'],['IT'],24.08.2021,[3004],3.0,,8012.0,9a,['1'],1004,0,TI,1099238.44,1.0,0,,['2021-08-24T00:00:00'],,33,,[''],[3100],905,,[1],Strada Regina 33,Manno,9,5194,11143139,6928/692800,0,['Reg'],['_554000501'],2714578.22,1110.0
20,POINT (714593.2 99274),1020,,183.0,,2714593.239,1,['Strada Regina'],,Strada Regina 47,10132826,1099273.957,Manno,,,CH309507330279,101270976,0,6928,24.08.2021,"['', '', '', '']",['Strada Regina'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004]",3.0,,8017.0,10ab,"['1', '2', '3', '4']",1004,0,TI,1099273.957,4.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,47,,"['', '', '', '']","[3100, 3100, 3101, 3101]",905,,"[0, 0, 0, 0]",Strada Regina 47,Manno,10,5194,11143140,6928/692800,0,['Reg'],"['_554000501', '_554000502', '_554000503', '_554000504']",2714593.239,1122.0
21,POINT (714604.2 99224),1020,,116.0,,2714604.238,1,['Strada Regina'],,Strada Regina 32,10132826,1099223.958,Manno,,,CH490295330760,101270977,0,6928,24.08.2021,"['', 'Sinistra', '', 'Destra']",['Strada Regina'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004]",3.0,,8011.0,19a,"['2', '3', '4', '5']",1004,0,TI,1099223.958,4.0,0,1800.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,32,,"['', '', '', '']","[3102, 3100, 3101, 3100]",905,,"[0, 0, 0, 1]",Strada Regina 32,Manno,19,5194,11143141,6928/692800,0,['Reg'],"['_554000502', '', '', '']",2714604.238,1122.0
22,POINT (714632.4 99240.2),1020,,55.0,,2714632.42,1,['Piazza Bironico'],,Piazza Bironico 10,10132822,1099240.11,Manno,,,CH590295330726,101270978,0,6928,24.08.2021,[''],['Piazza Bironico'],['IT'],24.08.2021,[3004],3.0,,8011.0,29a,['1'],1004,0,TI,1099240.11,1.0,0,1918.0,['2021-08-24T00:00:00'],Casa monofamigliare o bifamigliare (105),10,,[''],[3100],905,,[1],Piazza Bironico 10,Manno,29,5194,11143142,6928/692800,0,['Bir'],['_554000501'],2714632.42,1110.0
23,POINT (714641.6 99265.3),1020,,169.0,,2714641.64,1,['Piazza Bironico'],,Piazza Bironico 12,10132822,1099265.26,Manno,,,CH509507330211,101270979,0,6928,24.08.2021,[''],['Piazza Bironico'],['IT'],24.08.2021,[3004],2.0,,8012.0,30a,['1'],1004,0,TI,1099265.26,1.0,0,,['2021-08-24T00:00:00'],,12,,[''],[3100],905,,[1],Piazza Bironico 12,Manno,30,5194,11143143,6928/692800,0,['Bir'],['_554000501'],2714641.64,1110.0
24,POINT (714650.9 99264.3),1020,,48.0,,2714650.918,1,['Piazza Bironico'],,Piazza Bironico 16,10132822,1099264.243,Manno,,,CH510733029535,101270980,0,6928,24.08.2021,[''],['Piazza Bironico'],['IT'],24.08.2021,[3004],3.0,,8013.0,31a,['1'],1004,0,TI,1099264.243,1.0,0,,['2021-08-24T00:00:00'],,16,,[''],[3100],905,,[1],Piazza Bironico 16,Manno,31,5194,11143144,6928/692800,0,['Bir'],['_554000501'],2714650.918,1110.0
25,POINT (714655.2 99262),1020,,45.0,,2714655.239,1,['Piazza Bironico'],,Piazza Bironico 17,10132822,1099261.958,Manno,,,CH529533020791,101270981,0,6928,24.08.2021,[''],['Piazza Bironico'],['IT'],24.08.2021,[3004],3.0,,8013.0,32a,['1'],1004,0,TI,1099261.958,1.0,0,,['2021-08-24T00:00:00'],,17,,[''],[3100],905,,[1],Piazza Bironico 17,Manno,32,5194,11143145,6928/692800,0,['Bir'],['_554000501'],2714655.239,1110.0
26,POINT (714660.9 99288.39999999999),1020,,354.0,,2714660.98,1,['Via Carà'],,Via Carà 26,10132831,1099288.36,Manno,,,CH540702953348,101270982,0,6928,24.08.2021,"['', '', '', '', '', '', '', '', '']",['Via Carà'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",3.0,,8018.0,34a,"['1', '2', '3', '4', '5', '6', '7', '8', '9']",1004,0,TI,1099288.36,9.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,26,,"['', '', '', '', '', '', '', '', '']","[3101, 3101, 3101, 3101, 3101, 3100, 3100, 3100, 3100]",905,,"[1, 1, 1, 1, 1, 0, 0, 0, 0]",Via Carà 26,Manno,34,5194,11143146,6928/692800,0,['Car'],"['_554000505', '_554000506', '_554000507', '_554000508', '_554000509', '_554000501', '_554000503', '_554000502', '_554000504']",2714660.98,1122.0
27,POINT (714660.2 99262.3),1020,,60.0,,2714660.263,1,['Piazza Bironico'],,Piazza Bironico 18,10132822,1099262.292,Manno,,,CH553302950767,101270983,0,6928,24.08.2021,[''],['Piazza Bironico'],['IT'],24.08.2021,[3004],2.0,,8012.0,35a,['1'],1004,0,TI,1099262.292,1.0,0,,['2021-08-24T00:00:00'],,18,,[''],[3100],905,,[1],Piazza Bironico 18,Manno,35,5194,11143147,6928/692800,0,['Bir'],['_554000501'],2714660.263,1110.0
28,POINT (714628.2 99201),1020,,81.0,,2714628.238,1,['Via San Rocco'],,Via San Rocco 2,10132844,1099200.959,Manno,,,CH629533020757,101270985,0,6928,24.08.2021,"['', '']",['Via San Rocco'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8012.0,42ab,"['1', '2']",1004,0,TI,1099200.959,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,2,,"['', '']","[3101, 3100]",905,,"[0, 0]",Via San Rocco 2,Manno,42,5194,11143149,6928/692800,0,['Roc'],"['_554000501', '']",2714628.238,1121.0
29,POINT (714618.1 99218.5),1020,,93.0,,2714618.16,1,['Piazza Bironico'],,Piazza Bironico 5,10132822,1099218.45,Manno,,,CH653302950733,101270986,0,6928,24.08.2021,[''],['Piazza Bironico'],['IT'],24.08.2021,[3004],2.0,,8013.0,45a,['1'],1004,0,TI,1099218.45,1.0,0,,['2021-08-24T00:00:00'],,5,,[''],[3100],905,,[1],Piazza Bironico 5,Manno,45,5194,11143150,6928/692800,0,['Bir'],['_554000501'],2714618.16,1110.0
30,POINT (714613.2 99205),1020,,52.0,,2714613.238,1,['Piazza Bironico'],,Piazza Bironico 4,10132822,1099204.959,Manno,,,CH770795340284,101270987,0,6928,24.08.2021,[''],['Piazza Bironico'],['IT'],24.08.2021,[3004],2.0,,8012.0,47a,['1'],1004,0,TI,1099204.959,1.0,0,,['2021-08-24T00:00:00'],,4,,[''],[3100],905,,[1],Piazza Bironico 4,Manno,47,5194,11143151,6928/692800,0,['Bir'],['_554000501'],2714613.238,1110.0
31,POINT (714591.2 99214),1020,,70.0,,2714591.238,1,['Via Pinca'],,Via Pinca 3,10132840,1099213.958,Manno,,,CH790295340752,101270988,0,6928,24.08.2021,[''],['Via Pinca'],['IT'],24.08.2021,[3004],2.0,,8012.0,49a,['1'],1004,0,TI,1099213.958,1.0,0,,['2021-08-24T00:00:00'],,3,,[''],[3100],905,,[0],Via Pinca 3,Manno,49,5194,11143152,6928/692800,0,['Pin'],['_554000501'],2714591.238,1110.0
32,POINT (714627 99184.39999999999),1020,,81.0,,2714627.082,1,['Via Scuola Vecchia'],,Via Scuola Vecchia 8,10132845,1099184.305,Manno,,,CH810734029521,101270989,0,6928,24.08.2021,[''],['Via Scuola Vecchia'],['IT'],24.08.2021,[3004],2.0,,8012.0,62a,['1'],1004,0,TI,1099184.305,1.0,0,,['2021-08-24T00:00:00'],,8,,[''],[3100],905,,[1],Via Scuola Vecchia 8,Manno,62,5194,11143153,6928/692800,0,['Vec'],['_554000501'],2714627.082,1110.0
33,POINT (714625.2 99164),1020,,,,2714625.237,1,['Strada Bassa'],,Strada Bassa 7,10132823,1099163.96,Manno,,,CH970795340216,101270991,0,6928,24.08.2021,[''],['Strada Bassa'],['IT'],24.08.2021,[3004],4.0,,8011.0,68a,['1'],1004,0,TI,1099163.96,1.0,0,,['2021-08-24T00:00:00'],,7,,[''],[3100],905,,[1],Strada Bassa 7,Manno,68,5194,11143155,6928/692800,0,['Bas'],['_554000501'],2714625.237,1110.0
34,POINT (714570.2 99152),1020,,29.0,,2714570.236,1,['Via Lavatoio'],,Via Lavatoio 10,10132825,1099151.96,Manno,,,CH953402950701,101270992,0,6928,24.08.2021,[''],['Via Lavatoio'],['IT'],24.08.2021,[3004],3.0,,8012.0,76a,['1'],1004,0,TI,1099151.96,1.0,0,,['2021-08-24T00:00:00'],,10,,[''],[3100],905,,[1],Via Lavatoio 10,Manno,76,5194,11143156,6928/692800,0,['Lav'],['_554000501'],2714570.236,1110.0
35,POINT (714580.2 99142),1020,,116.0,,2714580.236,1,['Strada Regina'],,Strada Regina 25,10132826,1099141.96,Manno,,,CH969502073462,101270993,0,6928,24.08.2021,"['', '', '']",['Strada Regina'],['IT'],24.08.2021,"[3004, 3004, 3004]",3.0,,8013.0,77a,"['1', '2', '3']",1004,0,TI,1099141.96,3.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,25,,"['', '', '']","[3100, 3101, 3102]",905,,"[0, 0, 0]",Strada Regina 25,Manno,77,5194,11143157,6928/692800,0,['Reg'],"['_554000501', '_554000502', '_554000503']",2714580.236,1122.0
36,POINT (714560.2 99115),1020,,69.0,,2714560.235,1,['Via Lavatoio'],,Via Lavatoio 4,10132825,1099114.96,Manno,,,CH190295340762,101270994,0,6928,24.08.2021,[''],['Via Lavatoio'],['IT'],24.08.2021,[3004],2.0,,8012.0,80a,['1'],1004,0,TI,1099114.96,1.0,0,,['2021-08-24T00:00:00'],,4,,[''],[3100],905,,[1],Via Lavatoio 4,Manno,80,5194,11143158,6928/692800,0,['Lav'],['_554000501'],2714560.235,1110.0
37,POINT (714573.6 99110.7),1020,,158.0,,2714573.62,1,['Strada Regina'],,Strada Regina 19,10132826,1099110.67,Manno,,,CH109507340247,101270995,0,6928,24.08.2021,[''],['Strada Regina'],['IT'],24.08.2021,[3004],3.0,,8012.0,81a,['1'],1004,0,TI,1099110.67,1.0,0,,['2021-08-24T00:00:00'],,19,,[''],[3100],905,,[1],Strada Regina 19,Manno,81,5194,11143159,6928/692800,0,['Reg'],['_554000501'],2714573.62,1110.0
38,POINT (714595.2 99133),1020,,76.0,,2714595.236,1,['Strada Bassa'],,Strada Bassa 1,10132823,1099132.96,Manno,,,CH110734029565,101270996,0,6928,24.08.2021,"['', '']",['Strada Bassa'],['IT'],24.08.2021,"[3004, 3004]",3.0,,8012.0,82a,"['1', '2']",1004,0,TI,1099132.96,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,1,,"['', '']","[3100, 3101]",905,,"[0, 1]",Strada Bassa 1,Manno,82,5194,11143160,6928/692800,0,['Bas'],"['_554000501', '_554000502']",2714595.236,1121.0
39,POINT (714600.8 99141.60000000001),1020,,84.0,,2714600.81,1,['Strada Regina'],,Strada Regina 26,10132826,1099141.52,Manno,,,CH129534020724,101270997,0,6928,24.08.2021,[''],['Strada Regina'],['IT'],24.08.2021,[3004],3.0,,8012.0,83a,['1'],1004,0,TI,1099141.52,1.0,0,,['2021-08-24T00:00:00'],,26,,[''],[3100],905,,[1],Strada Regina 26,Manno,83,5194,11143161,6928/692800,0,['Reg'],['_554000501'],2714600.81,1110.0
40,POINT (714656.5 99189.39999999999),1020,,64.0,,2714656.58,1,['Strada Bassa'],,Strada Bassa 14,10132823,1099189.36,Manno,,,CH209507340213,101270999,0,6928,24.08.2021,[''],['Strada Bassa'],['IT'],24.08.2021,[3004],3.0,,8012.0,91a,['1'],1004,0,TI,1099189.36,1.0,0,,['2021-08-24T00:00:00'],,14,,[''],[3100],905,,[1],Strada Bassa 14,Manno,91,5194,11143163,6928/692800,0,['Bas'],['_554000501'],2714656.58,1110.0
41,POINT (714716.2 99154.7),1020,,106.0,,2714716.283,1,['Via Norello'],,Via Norello 24,10132838,1099154.684,Manno,,,CH269502073409,101271000,0,6928,24.08.2021,[''],['Via Norello'],['IT'],24.08.2021,[3004],2.0,,8014.0,97a,['1'],1004,0,TI,1099154.684,1.0,0,,['2021-08-24T00:00:00'],,24,,[''],[3100],905,,[1],Via Norello 24,Manno,97,5194,11143164,6928/692800,0,['Nor'],['_554000501'],2714716.283,1110.0
42,POINT (714720.2 99110),1020,,102.0,,2714720.237,1,['Via Orti'],,Via Orti 4,10132839,1099109.963,Manno,,,CH370795340226,101271001,0,6928,24.08.2021,"['', '']",['Via Orti'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8014.0,100a,"['1', '2']",1004,0,TI,1099109.963,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,4,,"['', '']","[3100, 3101]",905,,"[0, 0]",Via Orti 4,Manno,100,5194,11143165,6928/692800,0,['Ort'],"['_554000501', '_554000502']",2714720.237,1121.0
43,POINT (714599.4 99113),1020,,162.0,,2714599.41,1,['Strada Bassa'],,Strada Bassa 2,10132823,1099112.98,Manno,,,CH330295073449,101626419,0,6928,24.08.2021,"['', '']",['Strada Bassa'],['IT'],24.08.2021,"[3004, 3004]",4.0,,8012.0,106a,"['1', '2']",1004,0,TI,1099112.98,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,2,,"['', '']","[3101, 3102]",905,,"[1, 1]",Strada Bassa 2,Manno,106,5194,11143167,6928/692800,0,['Bas'],"['_554000501', '_554000502']",2714599.41,1121.0
44,POINT (714590.3 99108.8),1020,,94.0,,2714590.32,1,['Strada Regina'],,Strada Regina 22,10132826,1099108.74,Manno,,,CH340702953418,101271002,0,6928,24.08.2021,"['', '', '', '']",['Strada Regina'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004]",4.0,,8011.0,107a,"['1', '2', '3', '6']",1004,0,TI,1099108.74,4.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,22,,"['', '', '', '']","[3101, 3100, 3102, 3103]",905,,"[0, 0, 0, 0]",Strada Regina 22,Manno,107,5194,11143168,6928/692800,0,['Reg'],"['_554000502', '_554000501', '_554000503', '']",2714590.32,1122.0
45,POINT (714223.3 99685.89999999999),1020,,72.0,,2714223.31,1,['Via ai Boschetti'],,Via ai Boschetti 60,10132828,1099685.89,Manno,,,CH490295340757,101271003,0,6928,24.08.2021,[''],['Via ai Boschetti'],['IT'],24.08.2021,[3004],2.0,,8014.0,112a,['1'],1004,0,TI,1099685.89,1.0,0,,['2021-08-24T00:00:00'],,60,,[''],[3100],905,,[0],Via ai Boschetti 60,Manno,112,5194,11143169,6928/692800,0,['Bos'],['_554000501'],2714223.31,1110.0
46,POINT (714241.5 99670.5),1020,,147.0,,2714241.52,1,['Via ai Boschetti'],,Via ai Boschetti 58a,10132828,1099670.44,Manno,,,CH410734029560,101271004,0,6928,24.08.2021,"['', '']",['Via ai Boschetti'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8014.0,115a,"['1', '3']",1004,0,TI,1099670.44,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,58a,,"['', '']","[3100, 3101]",905,,"[1, 0]",Via ai Boschetti 58a,Manno,115,5194,11143170,6928/692800,0,['Bos'],"['_554000501', '']",2714241.52,1121.0
47,POINT (714221.5 99641),1020,,257.0,,2714221.519,1,['Via ai Boschetti'],,Via ai Boschetti 57,10132828,1099640.947,Manno,,,CH510734029526,101271005,0,6928,24.08.2021,"['', '', '']",['Via ai Boschetti'],['IT'],24.08.2021,"[3004, 3004, 3004]",4.0,,8013.0,127a,"['1', '2', '3']",1004,0,TI,1099640.947,3.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,57,,"['', '', '']","[3103, 3101, 3102]",905,,"[0, 0, 0]",Via ai Boschetti 57,Manno,127,5194,11143171,6928/692800,0,['Bos'],"['_554000503', '_554000501', '_554000502']",2714221.519,1122.0
48,POINT (714239.4 99628.5),1020,,142.0,,2714239.48,1,['Via ai Boschetti'],,Via ai Boschetti 55,10132828,1099628.47,Manno,,,CH529534020782,101271006,0,6928,24.08.2021,"['', '']",['Via ai Boschetti'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8017.0,128a,"['1', '2']",1004,0,TI,1099628.47,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,55,,"['', '']","[3100, 3101]",905,,"[0, 0]",Via ai Boschetti 55,Manno,128,5194,11143172,6928/692800,0,['Bos'],"['_554000501', '_554000502']",2714239.48,1121.0
49,POINT (714261.2 99584),1020,,157.0,,2714261.24,1,['Via ai Boschetti'],,Via ai Boschetti 51,10132828,1099583.943,Manno,,,CH569502073404,101271007,0,6928,24.08.2021,"['', '']",['Via ai Boschetti'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8017.0,132c,"['1', '2']",1004,0,TI,1099583.943,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,51,,"['', '']","[3100, 3101]",905,,"[0, 0]",Via ai Boschetti 51,Manno,132,5194,11143173,6928/692800,0,['Bos'],"['_554000501', '_554000502']",2714261.24,1121.0
50,POINT (714263.4 99635.8),1020,,137.0,,2714263.47,1,['Via ai Boschetti'],,Via ai Boschetti 52,10132828,1099635.73,Manno,,,CH610734029589,101271008,0,6928,24.08.2021,"['', '']",['Via ai Boschetti'],['IT'],24.08.2021,"[3004, 3004]",3.0,,8012.0,137a,"['1', '2']",1004,0,TI,1099635.73,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,52,,"['', '']","[3101, 3102]",905,,"[0, 0]",Via ai Boschetti 52,Manno,137,5194,11143174,6928/692800,0,['Bos'],"['_554000501', '_554000502']",2714263.47,1121.0
