index;geometry;EGID;mappale;nome;indirizzo;quartiere;NPA;comune;categoria;classe;epoca_costruzione;superficie;num_piani;coord_e;coord_n;SRE;k_SH;fab_SH;k_DHW;fab_DHW;fab_tot;P_tot
0;POINT (715065.6 91570.39999999999);11100226;190a;;Via Figino 14;Barbengo;6917;Lugano;1060;1230.0;8014.0;175.99242531502193;2.0;2715065.62;1091570.38;351.98485063004387;73;25694.8940959932;7;2463.893954410307;28158.788050403506;16.56399297082559
1;POINT (714308.3 90158.2);11100228;77a;;Via Cantonale 48;Figino;6918;Lugano;1060;1230.0;8015.0;175.99242531502193;1.0;2714308.34;1090158.13;175.99242531502193;73;12847.4470479966;7;1231.9469772051534;14079.394025201753;8.281996485412796
2;POINT (714920.4 90490.2);11100229;976a;;Via Cantonale 25;Figino;6918;Lugano;1060;1230.0;8015.0;550.0;1.0;2714920.4;1090490.12;550.0;73;40150.0;7;3850.0;44000.0;25.88235294117647
3;POINT (715069.4 91492.39999999999);11100235;188a;;Via Garone 4;Barbengo;6917;Lugano;1060;1230.0;8015.0;760.0;1.0;2715069.42;1091492.39;760.0;73;55480.0;7;5320.0;60800.0;35.76470588235294
4;POINT (714353.8 90189);11100237;254a;Magazzini comunali;Via Mugnee 2;Figino;6918;Lugano;1060;1252.0;8015.0;842.0;1.0;2714353.88;1090188.96;842.0;0;0.0;0;0.0;0.0;0.0
5;POINT (714547.9 91004.8);11100239;812a;;Via al Municipio 21;Barbengo;6917;Lugano;1030;1122.0;8018.0;434.0;3.0;2714547.93;1091004.7;1302.0;60;78120.0;21;27342.0;105462.0;52.731
6;POINT (714616.1 90694.89999999999);11100242;322i;SCUOLA MEDIA BARBENGO;Via Soreso 6;Barbengo;6917;Lugano;1060;1263.0;8016.0;946.0;1.0;2714616.13;1090694.87;946.0;123;116358.0;7;6622.0;122980.0;72.34117647058824
7;POINT (714718.1 90498.60000000001);11100248;87a;;Via San Carlo 10;Figino;6918;Lugano;1060;1252.0;8015.0;347.0;1.0;2714718.1;1090498.51;347.0;0;0.0;0;0.0;0.0;0.0
8;POINT (714962.1 91588.7);11100259;1144e;;Via Cadepiano 28;Barbengo;6917;Lugano;1060;1220.0;8018.0;157.0;4.0;2714962.15;1091588.632;628.0;87;54636.0;7;4396.0;59032.0;34.72470588235294
9;POINT (715205.3 91559.3);11100260;194a;;Via Cantonale 16;Barbengo;6917;Lugano;1060;1230.0;8015.0;1972.0;1.0;2715205.36;1091559.21;1972.0;73;143956.0;7;13804.0;157760.0;92.8
10;POINT (715988.7 90567.5);11100314;29a;Hotel;Via Principale 53;Carona;6914;Lugano;1040;1274.0;8012.0;219.0;4.0;2715988.76;1090567.48;876.0;0;0.0;0;0.0;0.0;0.0
11;POINT (715967.1 90523.8);11100315;29b;;Via Principale 55;Carona;6914;Lugano;1060;1121.0;8012.0;124.0;1.0;2715967.143;1090523.763;124.0;149;18476.0;21;2604.0;21080.0;10.54
12;POINT (725041.4 105183.5);11100326;307e;;Moschin ;Certara;6959;Lugano;1060;1230.0;8015.0;102.0;1.0;2725041.45;1105183.42;102.0;73;7446.0;7;714.0;8160.0;4.8
13;POINT (724323.4 104313.7);11100330;210a;Laboratorio, officina (34);Cimadera ;Cimadera;6959;Lugano;1060;1251.0;8011.0;71.0;2.0;2724323.41;1104313.68;142.0;128;18176.0;1;142.0;18318.0;10.775294117647059
14;POINT (719372.6 99481.10000000001);11100389;55a;;Via al Ram 1a;Davesco-Soragno;6964;Lugano;1030;1110.0;8013.0;48.0;2.0;2719372.682;1099481.018;96.0;141;13536.0;14;1344.0;14880.0;7.44
15;POINT (719290.4 99272.60000000001);11100392;169a;;Strada Cantonale 33;Davesco-Soragno;6964;Lugano;1060;1263.0;8011.0;169.0;2.0;2719290.49;1099272.55;338.0;131;44278.0;7;2366.0;46644.0;27.43764705882353
16;POINT (716074.6 93712.5);11100704;606a;;Via alla Sguancia 11;Pazzallo;6912;Lugano;1060;1230.0;8019.0;175.99242531502193;1.0;2716074.62;1093712.4;175.99242531502193;73;12847.4470479966;7;1231.9469772051534;14079.394025201753;8.281996485412796
17;POINT (715508.5 93000.5);11100705;554a;"Iceberg"" - Casa d'appuntamenti";Via Pian Scairolo 47;Pazzallo;6912;Lugano;1040;1274.0;8017.0;349.0;3.0;2715508.55;1093000.48;1047.0;0;0.0;0;0.0;0.0;0.0
18;POINT (715707.1 93713.89999999999);11100708;112a;;Via Pian Scairolo 9;Pazzallo;6912;Lugano;1060;1220.0;8020.0;864.0;4.0;2715707.19;1093713.839;3456.0;54;186624.0;7;24192.0;210816.0;124.00941176470589
19;POINT (715650 93380.89999999999);11100712;231a;;Via Senago 17;Pazzallo;6912;Lugano;1030;1110.0;8014.0;534.0;2.0;2715650.02;1093380.81;1068.0;131;139908.0;14;14952.0;154860.0;77.43
20;POINT (724465.4 105439.1);11100876;1450a;;Maglio di Colla ;Maglio di Colla;6959;Lugano;1060;1263.0;8014.0;277.0;3.0;2724465.392;1105439.027;831.0;123;102213.0;7;5817.0;108030.0;63.54705882352941
21;POINT (724524.4 105462.1);11100877;1493a;Scuole elementari;Maglio di Colla ;Maglio di Colla;6959;Lugano;1060;1263.0;8015.0;830.0;2.0;2724524.393;1105462.026;1660.0;123;204180.0;7;11620.0;215800.0;126.94117647058823
22;POINT (724530.8 105375.7);11100881;2172a;;Maglio di Colla ;Maglio di Colla;6959;Lugano;1060;1121.0;8014.0;175.99242531502193;2.0;2724530.87;1105375.6;351.98485063004387;131;46110.01543253574;21;7391.681863230921;53501.697295766666;26.750848647883334
23;POINT (720446.2 101630.7);11100890;327a;Scuola dell'infanzia;ra Stráda de Cruísc 7;Villa Luganese;6966;Lugano;1060;1263.0;8018.0;674.0;2.0;2720446.26;1101630.65;1348.0;109;146932.0;7;9436.0;156368.0;91.98117647058824
24;POINT (721226 96127.39999999999);11100897;71a;Via Raccord;Via Raccord 3;Gandria;6978;Lugano;1060;1220.0;8011.0;134.0;3.0;2721226.05;1096127.37;402.0;157;63114.0;7;2814.0;65928.0;38.781176470588235
25;POINT (719865.2 100617);11102085;106a;;Piazza del Municipio 2;Cadro;6965;Lugano;1060;1220.0;8011.0;359.0;3.0;2719865.286;1100616.932;1077.0;157;169089.0;7;7539.0;176628.0;103.89882352941177
26;POINT (719834.4 100575.7);11102088;252a;;Piazza Don Fedele Canonica 1;Cadro;6965;Lugano;1060;1121.0;8014.0;42.0;2.0;2719834.4;1100575.61;84.0;131;11004.0;21;1764.0;12768.0;6.384
27;POINT (719697.1 100593.8);11102093;29defk;;Via Lucia 1;Cadro;6965;Lugano;1040;1121.0;8013.0;267.0;2.0;2719697.143;1100593.736;534.0;141;75294.0;21;11214.0;86508.0;43.254
28;POINT (719870.4 100679.2);11102095;533a;La Posta;Via dei Circoli 22;Cadro;6965;Lugano;1060;1121.0;8014.0;175.99242531502193;1.0;2719870.41;1100679.13;175.99242531502193;131;23055.00771626787;21;3695.8409316154607;26750.848647883333;13.375424323941667
29;POINT (719825.2 100588.8);11102096;98a;Banca Raiffeisen;Piazza Santa Agata 2;Cadro;6965;Lugano;1060;1121.0;8011.0;80.0;3.0;2719825.24;1100588.79;240.0;154;36960.0;21;5040.0;42000.0;21.0
30;POINT (719322.2 100471);11102098;859a;;Via Centro Scolastico 14;Cadro;6965;Lugano;1060;1121.0;8015.0;1970.0;3.0;2719322.258;1100470.936;5910.0;100;591000.0;21;124110.0;715110.0;357.555
31;POINT (719585.2 101054);11102102;590ab;;Via Campagna di Dassone 1;Cadro;6965;Lugano;1020;1110.0;8011.0;437.0;2.0;2719585.273;1101053.934;874.0;154;134596.0;14;12236.0;146832.0;73.416
32;POINT (719761.4 100529.6);11102121;39a;;Via Stazione 3;Cadro;6965;Lugano;1060;1263.0;8011.0;339.0;3.0;2719761.49;1100529.58;1017.0;131;133227.0;7;7119.0;140346.0;82.5564705882353
33;POINT (718082.2 97446);11102537;479o;PPP Tunesi, Heer, Giani, Mesic;Via Boschina 3;Pregassona;6963;Lugano;1060;1230.0;8018.0;162.0;2.0;2718082.244;1097445.915;324.0;73;23652.0;7;2268.0;25920.0;15.24705882352941
34;POINT (718085.2 97477);11102538;479k;PPP Tunesi, Heer, Giani, Mesic;Via Boschina 5;Pregassona;6963;Lugano;1060;1220.0;8018.0;162.0;1.0;2718085.244;1097476.915;162.0;87;14094.0;7;1134.0;15228.0;8.957647058823529
35;POINT (718088.2 97509);11102539;479h;PPP Tunesi, Heer, Giani, Mesic;Via Boschina 7;Pregassona;6963;Lugano;1040;1230.0;8018.0;161.0;1.0;2718088.245;1097508.916;161.0;73;11753.0;7;1127.0;12880.0;7.576470588235294
36;POINT (718215.2 97691);11102541;440h;Stabili Via Industria;Via Industria 18;Pregassona;6963;Lugano;1060;1220.0;8018.0;175.99242531502193;6.0;2718215.25;1097690.918;1055.9545518901316;87;91868.04601444145;7;7391.681863230921;99259.72787767237;58.38807522216022
37;POINT (718010.6 97205.10000000001);11102545;491h;;Via Fola 15;Pregassona;6963;Lugano;1060;1230.0;8015.0;4537.0;1.0;2718010.69;1097205.02;4537.0;73;331201.0;7;31759.0;362960.0;213.50588235294117
38;POINT (718041.9 97409.7);11102546;481b;;Via Fola 12;Pregassona;6963;Lugano;1060;1220.0;8015.0;326.0;2.0;2718041.98;1097409.63;652.0;123;80196.0;7;4564.0;84760.0;49.858823529411765
39;POINT (718311.3 98181.39999999999);11102551;930b;;Via Giovanni Maraini 3;Pregassona;6963;Lugano;1040;1211.0;8018.0;175.99242531502193;1.0;2718311.354;1098181.348;175.99242531502193;60;10559.545518901316;21;3695.8409316154607;14255.386450516777;7.127693225258389
40;POINT (718313.2 98235.2);11102552;929a;;Via alla Bozzoreda 48;Pregassona;6963;Lugano;1060;1252.0;8015.0;566.0;1.0;2718313.23;1098235.18;566.0;0;0.0;0;0.0;0.0;0.0
41;POINT (715509.8 93357.3);11102666;257a;;Via Pian Scairolo 36;Pambio-Noranco;6915;Lugano;1060;1230.0;8017.0;1182.0;2.0;2715509.8;1093357.23;2364.0;73;172572.0;7;16548.0;189120.0;111.24705882352941
42;POINT (715407.6 93347.8);11102667;274a;Stabile Applicolor;Via ai Pree 8;Pambio-Noranco;6915;Lugano;1060;1220.0;8015.0;828.0;2.0;2715407.6;1093347.72;1656.0;123;203688.0;7;11592.0;215280.0;126.63529411764706
43;POINT (715513.1 93810.89999999999);11102672;167m;;Strada Vedrisèll 2;Pambio-Noranco;6915;Lugano;1060;1252.0;8020.0;175.99242531502193;1.0;2715513.187;1093810.847;175.99242531502193;0;0.0;0;0.0;0.0;0.0
44;POINT (715449.4 93070.89999999999);11102675;301a;;Via Pian Scairolo 54;Pambio-Noranco;6915;Lugano;1060;1230.0;8018.0;883.0;1.0;2715449.48;1093070.81;883.0;73;64459.0;7;6181.0;70640.0;41.55294117647059
45;POINT (720068.3 101913);11102722;3166a;La Posta;Strécia di Can 1;Sonvico;6968;Lugano;1020;1110.0;8011.0;125.0;2.0;2720068.297;1101912.932;250.0;154;38500.0;14;3500.0;42000.0;21.0
46;POINT (719225.2 102299.3);11102724;109a;;Stráda di Rónche ;Dino;6967;Lugano;1060;1263.0;8013.0;12.0;1.0;2719225.234;1102299.29;12.0;123;1476.0;7;84.0;1560.0;0.9176470588235294
47;POINT (720207.5 101968.5);11102725;741a;Oratorio;Stradón 17;Sonvico;6968;Lugano;1060;1272.0;8011.0;184.0;1.0;2720207.57;1101968.4;184.0;157;28888.0;7;1288.0;30176.0;17.750588235294117
48;POINT (719540.2 101277);11102830;1329a;Ristorante Miramonti+ abit;Piázza dra Stazzión 6;Dino;6967;Lugano;1030;1110.0;8012.0;144.0;3.0;2719540.281;1101276.932;432.0;149;64368.0;14;6048.0;70416.0;35.208
49;POINT (719843.1 94071.7);11102935;1140a;Ostello;Sentiero alla Cava 4;Pugerna;6823;Lugano;1040;1211.0;8011.0;106.0;3.0;2719843.11;1094071.65;318.0;154;48972.0;21;6678.0;55650.0;27.825
50;POINT (719228.8 95584.2);11102938;526a;;Viottolo Centrale 8;Castagnola;6976;Lugano;1020;1110.0;8012.0;48.0;3.0;2719228.884;1095584.149;144.0;149;21456.0;14;2016.0;23472.0;11.736
51;POINT (719204.5 95584.7);11102940;522a;Locanda Castagnola;Contrada Vecchio Municipio 1;Castagnola;6976;Lugano;1040;1212.0;8012.0;155.0;5.0;2719204.54;1095584.664;775.0;149;115475.0;21;16275.0;131750.0;65.875
52;POINT (718661.2 96017.39999999999);11102941;1280a;;Piazza Emilio Bossi 1;Lugano;6900;Lugano;1060;1252.0;8012.0;31.0;1.0;2718661.204;1096017.298;31.0;0;0.0;0;0.0;0.0;0.0
53;POINT (717541.4 96309.3);11102962;495a;;Via Serafino Balestra 17;Lugano;6900;Lugano;1060;1220.0;8018.0;420.0;7.0;2717541.42;1096309.26;2940.0;87;255780.0;7;20580.0;276360.0;162.56470588235294
54;POINT (717751.3 96293.8);11102963;511a;;Via Serafino Balestra 31;Lugano;6900;Lugano;1060;1220.0;8018.0;233.0;7.0;2717751.31;1096293.77;1631.0;87;141897.0;7;11417.0;153314.0;90.18470588235294
55;POINT (717037.2 96150);11102972;942a;;Via Cantonale 1a;Lugano;6900;Lugano;1040;1121.0;8012.0;294.0;5.0;2717037.202;1096149.898;1470.0;149;219030.0;21;30870.0;249900.0;124.95
56;POINT (716452.2 94396.89999999999);11102975;2754b;;Via Cassarinetta 27;Lugano;6900;Lugano;1060;1220.0;8017.0;186.0;4.0;2716452.192;1094396.842;744.0;123;91512.0;7;5208.0;96720.0;56.89411764705882
57;POINT (716477.5 95972.10000000001);11103005;1947a;;Via Moncucco 7;Lugano;6900;Lugano;1060;1220.0;8017.0;363.0;5.0;2716477.53;1095972.04;1815.0;123;223245.0;7;12705.0;235950.0;138.7941176470588
58;POINT (717096.6 96172.2);11103006;326a;;Via Ferruccio Pelli 1;Lugano;6900;Lugano;1060;1220.0;8017.0;554.0;7.0;2717096.66;1096172.16;3878.0;123;476994.0;7;27146.0;504140.0;296.5529411764706
59;POINT (717110.8 96203.8);11103007;2787a;;Via Ferruccio Pelli 3;Lugano;6900;Lugano;1060;1220.0;8018.0;413.0;7.0;2717110.88;1096203.71;2891.0;87;251517.0;7;20237.0;271754.0;159.85529411764705
60;POINT (717722.8 96257.60000000001);11103024;430a;;Via Serafino Balestra 22b;Lugano;6900;Lugano;1060;1220.0;8017.0;228.0;7.0;2717722.81;1096257.59;1596.0;123;196308.0;7;11172.0;207480.0;122.04705882352941
61;POINT (716893 96246.2);11103028;932a;;Via San Gottardo 13;Lugano;6900;Lugano;1060;1230.0;8012.0;664.0;3.0;2716893.01;1096246.18;1992.0;73;145416.0;7;13944.0;159360.0;93.74117647058823
62;POINT (718200.2 96077.39999999999);11103040;49u;;Viale Castagnola 8;Lugano;6900;Lugano;1060;1252.0;8012.0;356.0;2.0;2718200.24;1096077.36;712.0;0;0.0;0;0.0;0.0;0.0
63;POINT (717985.2 95783);11103043;49r;;Via Foce 9;Lugano;6900;Lugano;1040;1211.0;8012.0;177.0;2.0;2717985.226;1095782.904;354.0;149;52746.0;21;7434.0;60180.0;30.09
64;POINT (718121.2 95991);11103044;49t;;Viale Castagnola 6;Lugano;6900;Lugano;1040;1211.0;8012.0;1108.0;1.0;2718121.23;1095990.912;1108.0;149;165092.0;21;23268.0;188360.0;94.18
65;POINT (717222.8 95995.10000000001);11103055;256a;;Via Pretorio 2;Lugano;6900;Lugano;1060;1220.0;8014.0;1368.0;5.0;2717222.85;1095995.06;6840.0;123;841320.0;7;47880.0;889200.0;523.0588235294117
66;POINT (716178.8 96384.2);11103062;2178b;;Via Guglielmo Canevascini 5;Lugano;6900;Lugano;1060;1230.0;8014.0;584.0;6.0;2716178.83;1096384.13;3504.0;73;255792.0;7;24528.0;280320.0;164.89411764705883
67;POINT (716602.5 95636.3);11103186;2625a;;Via Aprica 16;Lugano;6900;Lugano;1030;1122.0;8018.0;353.0;3.0;2716602.53;1095636.26;1059.0;60;63540.0;21;22239.0;85779.0;42.8895
68;POINT (715849.9 93732.2);11103580;116d;;Via Pian Scairolo 1;Pazzallo;6912;Lugano;1060;1220.0;8014.0;2007.0;2.0;2715849.9;1093732.18;4014.0;123;493722.0;7;28098.0;521820.0;306.9529411764706
69;POINT (713624.1 89878.5);11131938;24c;;Via alla Foce 2a;Figino;6918;Lugano;1020;1110.0;8018.0;167.0;2.0;2713624.15;1089878.49;334.0;60;20040.0;14;4676.0;24716.0;12.358
70;POINT (713707.3 89851.10000000001);11131939;32a;;Via alla Foce 21;Figino;6918;Lugano;1020;1110.0;8018.0;98.0;3.0;2713707.33;1089851.01;294.0;60;17640.0;14;4116.0;21756.0;10.878
71;POINT (713835 90057.2);11131940;37e;;Via al Piano 1;Figino;6918;Lugano;1020;1121.0;8018.0;178.0;2.0;2713835.04;1090057.18;356.0;60;21360.0;21;7476.0;28836.0;14.418
72;POINT (713941.9 90006.3);11131942;257a;Casa Spoeri;Via Privata 5;Figino;6918;Lugano;1020;1110.0;8014.0;78.0;2.0;2713941.96;1090006.26;156.0;131;20436.0;14;2184.0;22620.0;11.31
73;POINT (713869.1 89923.89999999999);11131943;44d;;Via alla Foce 7b;Figino;6918;Lugano;1020;1121.0;8019.0;116.0;3.0;2713869.16;1089923.82;348.0;60;20880.0;21;7308.0;28188.0;14.094
74;POINT (714168.6 90145);11131944;64c;;Via delle Scuole 32;Figino;6918;Lugano;1020;1110.0;8018.0;175.99242531502193;2.0;2714168.64;1090144.97;351.98485063004387;60;21119.09103780263;14;4927.787908820614;26046.878946623245;13.023439473311623
75;POINT (714245.1 90123.8);11131945;76a;;Via Cantonale 52;Figino;6918;Lugano;1020;1122.0;8012.0;167.0;3.0;2714245.097;1090123.794;501.0;149;74649.0;21;10521.0;85170.0;42.585
76;POINT (714817.4 90448.89999999999);11131948;98a;;Via Cantonale 30;Figino;6918;Lugano;1020;1121.0;8012.0;178.0;3.0;2714817.42;1090448.85;534.0;149;79566.0;21;11214.0;90780.0;45.39
77;POINT (714817.7 90461.2);11131949;103a;;Via Cernesio 10;Figino;6918;Lugano;1020;1110.0;8012.0;44.0;2.0;2714817.789;1090461.127;88.0;149;13112.0;14;1232.0;14344.0;7.172
78;POINT (714821.1 90468.3);11131950;104a;;Via Cernesio 8;Figino;6918;Lugano;1020;1121.0;8011.0;96.0;4.0;2714821.11;1090468.24;384.0;154;59136.0;21;8064.0;67200.0;33.6
79;POINT (714841.1 90525.8);11131951;106a;;Via Cernesio 1;Figino;6918;Lugano;1020;1110.0;8017.0;74.0;2.0;2714841.118;1090525.788;148.0;76;11248.0;14;2072.0;13320.0;6.66
80;POINT (714612.7 91057.39999999999);11131952;109e;Sud;Via al Municipio 16;Barbengo;6917;Lugano;1060;1220.0;8018.0;107.0;3.0;2714612.78;1091057.39;321.0;87;27927.0;7;2247.0;30174.0;17.749411764705883
81;POINT (714680.6 90918);11131958;120a;;Via dei Balconi 5;Barbengo;6917;Lugano;1060;1220.0;8019.0;2543.0;2.0;2714680.66;1090917.98;5086.0;87;442482.0;7;35602.0;478084.0;281.2258823529412
82;POINT (714666.9 90751.3);11131959;136c;;Via Soreso 13;Barbengo;6917;Lugano;1020;1122.0;8018.0;137.0;3.0;2714666.92;1090751.27;411.0;60;24660.0;21;8631.0;33291.0;16.6455
83;POINT (715096.8 90920.10000000001);11131960;148d;;Via Campolungo 2;Barbengo;6917;Lugano;1030;1110.0;8011.0;175.99242531502193;2.0;2715096.85;1090920.0;351.98485063004387;154;54205.666997026754;14;4927.787908820614;59133.454905847364;29.566727452923683
84;POINT (714770.3 91255.3);11131961;169a;Casa Sobrio;Via Cadepiano 12;Barbengo;6917;Lugano;1020;1122.0;8011.0;148.0;3.0;2714770.33;1091255.22;444.0;154;68376.0;21;9324.0;77700.0;38.85
85;POINT (715084.4 91002.7);11131962;178c;;Via Campolungo 5;Barbengo;6917;Lugano;1030;1110.0;8014.0;210.0;2.0;2715084.42;1091002.61;420.0;131;55020.0;14;5880.0;60900.0;30.45
86;POINT (715085.6 91114.2);11131963;180e;Centro Rampiga;Via Rampiga 1;Barbengo;6917;Lugano;1040;1121.0;8017.0;171.0;3.0;2715085.66;1091114.13;513.0;76;38988.0;21;10773.0;49761.0;24.8805
87;POINT (715093.5 90834.10000000001);11131964;1010a;;Via Cantonale 13;Figino;6918;Lugano;1020;1110.0;8011.0;166.0;3.0;2715093.516;1090834.053;498.0;154;76692.0;14;6972.0;83664.0;41.832
88;POINT (715070.5 91443.89999999999);11131965;184b;;Via Garone 1;Barbengo;6917;Lugano;1060;1230.0;8014.0;437.0;2.0;2715070.52;1091443.82;874.0;73;63802.0;7;6118.0;69920.0;41.129411764705885
89;POINT (715225.7 91510.60000000001);11131966;193a;;Via Cantonale 18;Barbengo;6917;Lugano;1040;1251.0;8014.0;201.0;2.0;2715225.71;1091510.52;402.0;128;51456.0;1;402.0;51858.0;30.50470588235294
90;POINT (715181.9 91674.8);11131967;199a;;Via Cantonale 2;Barbengo;6917;Lugano;1040;1220.0;8017.0;2226.0;3.0;2715181.98;1091674.75;6678.0;123;821394.0;7;46746.0;868140.0;510.67058823529413
91;POINT (714646.1 91143.89999999999);11131968;212a;Sud;Via al Municipio 22;Barbengo;6917;Lugano;1020;1122.0;8012.0;156.0;3.0;2714646.125;1091143.803;468.0;149;69732.0;21;9828.0;79560.0;39.78
92;POINT (714670.8 91165.8);11131970;218a;Nord;Via Cadepiano 2;Barbengo;6917;Lugano;1020;1121.0;8011.0;98.0;3.0;2714670.85;1091165.72;294.0;154;45276.0;21;6174.0;51450.0;25.725
93;POINT (714678.8 91173.8);11131971;219a;Nord;Via Cadepiano 4;Barbengo;6917;Lugano;1020;1110.0;8011.0;190.0;3.0;2714678.85;1091173.73;570.0;154;87780.0;14;7980.0;95760.0;47.88
94;POINT (714702.9 91172.10000000001);11131972;224c;Nord;Corte di Sotto Cadepiano 3;Barbengo;6917;Lugano;1020;1110.0;8011.0;47.0;3.0;2714702.97;1091172.05;141.0;154;21714.0;14;1974.0;23688.0;11.844
95;POINT (714710.6 91169.2);11131973;228a;;Corte di Sotto Cadepiano 2;Barbengo;6917;Lugano;1020;1110.0;8011.0;60.0;3.0;2714710.64;1091169.18;180.0;154;27720.0;14;2520.0;30240.0;15.12
96;POINT (714687.2 91118.8);11131974;227a;;Via Prati Botta 5a;Barbengo;6917;Lugano;1020;1110.0;8019.0;80.0;2.0;2714687.22;1091118.73;160.0;60;9600.0;14;2240.0;11840.0;5.92
97;POINT (714807.5 90490);11131975;236a;Condominio Eliseo;Via Cernesio 4;Figino;6918;Lugano;1020;1122.0;8011.0;224.0;3.0;2714807.57;1090489.92;672.0;154;103488.0;21;14112.0;117600.0;58.8
98;POINT (714652 90405.7);11131976;237a;;Via San Carlo 13;Figino;6918;Lugano;1020;1121.0;8014.0;200.0;2.0;2714652.01;1090405.69;400.0;131;52400.0;21;8400.0;60800.0;30.4
99;POINT (713871.5 90046);11131978;243a;;Via Casoro 5;Figino;6918;Lugano;1020;1110.0;8013.0;144.0;2.0;2713871.5;1090045.96;288.0;141;40608.0;14;4032.0;44640.0;22.32
100;POINT (715194.7 91373.2);11131979;244abf;;Via Cantonale 22;Barbengo;6917;Lugano;1040;1121.0;8015.0;9775.0;2.0;2715194.78;1091373.14;19550.0;100;1955000.0;21;410550.0;2365550.0;1182.775
101;POINT (714783 91234.5);11131982;288a;;Via Vigano 1;Barbengo;6917;Lugano;1020;1121.0;8014.0;98.0;2.0;2714783.02;1091234.49;196.0;131;25676.0;21;4116.0;29792.0;14.896
102;POINT (714572.3 90333.89999999999);11131984;299c;;Via San Carlo 17;Figino;6918;Lugano;1030;1122.0;8014.0;125.0;3.0;2714572.32;1090333.86;375.0;131;49125.0;21;7875.0;57000.0;28.5
103;POINT (714059 90059);11131985;300a;;Via delle Scuole 12;Figino;6918;Lugano;1020;1110.0;8013.0;122.0;1.0;2714059.07;1090058.91;122.0;141;17202.0;14;1708.0;18910.0;9.455
104;POINT (714837.7 90488.10000000001);11131986;301a;;Via Cernesio 7;Figino;6918;Lugano;1020;1110.0;8015.0;113.0;3.0;2714837.79;1090488.061;339.0;100;33900.0;14;4746.0;38646.0;19.323
105;POINT (714080.1 90093.89999999999);11131987;304a;;Via delle Scuole 16;Figino;6918;Lugano;1020;1122.0;8015.0;175.99242531502193;2.0;2714080.093;1090093.798;351.98485063004387;100;35198.48506300439;21;7391.681863230921;42590.16692623531;21.295083463117656
106;POINT (714625.6 90427);11131989;316a;;Via San Carlo 16;Figino;6918;Lugano;1020;1110.0;8016.0;230.0;2.0;2714625.68;1090426.92;460.0;76;34960.0;14;6440.0;41400.0;20.7
107;POINT (714774 91217.5);11131990;319a;Nord;Via Vigano 4;Barbengo;6917;Lugano;1020;1121.0;8015.0;151.0;2.0;2714774.08;1091217.49;302.0;100;30200.0;21;6342.0;36542.0;18.271
108;POINT (714735.8 90437.60000000001);11131991;323a;;Via San Carlo 9;Figino;6918;Lugano;1030;1110.0;8014.0;170.0;3.0;2714735.82;1090437.57;510.0;131;66810.0;14;7140.0;73950.0;36.975
109;POINT (714684.8 90398.5);11131992;1197a;;Via San Carlo 11;Figino;6918;Lugano;1020;1110.0;8019.0;89.0;1.0;2714684.81;1090398.43;89.0;60;5340.0;14;1246.0;6586.0;3.293
110;POINT (714772.4 90468.60000000001);11131993;1402a;;Via San Carlo 7a;Figino;6918;Lugano;1020;1110.0;8019.0;99.0;3.0;2714772.46;1090468.59;297.0;60;17820.0;14;4158.0;21978.0;10.989
111;POINT (713433.3 90987.60000000001);11131995;534a;;Via al Lago 30;Figino;6918;Lugano;1020;1121.0;8014.0;151.0;2.0;2713433.32;1090987.59;302.0;131;39562.0;21;6342.0;45904.0;22.952
112;POINT (713397.4 91121.7);11131996;543a;;Via Roncone 9;Figino;6918;Lugano;1020;1122.0;8013.0;114.0;3.0;2713397.48;1091121.68;342.0;141;48222.0;21;7182.0;55404.0;27.702
113;POINT (713391.8 91288.3);11131997;556a;;Via Roncone 21;Figino;6918;Lugano;1020;1110.0;8017.0;198.0;2.0;2713391.84;1091288.22;396.0;76;30096.0;14;5544.0;35640.0;17.82
114;POINT (713328.8 91389.2);11131998;564a;;Via al Lago 66;Figino;6918;Lugano;1020;1122.0;8011.0;139.0;3.0;2713328.888;1091389.186;417.0;154;64218.0;21;8757.0;72975.0;36.4875
115;POINT (713461.9 90645.10000000001);11131999;583a;;Via al Lago 6;Figino;6918;Lugano;1020;1110.0;8012.0;110.0;3.0;2713461.9;1090645.01;330.0;149;49170.0;14;4620.0;53790.0;26.895
116;POINT (713453.5 90763.7);11132000;586i;Condominio Residenza Bellavista;Via al Lago 18;Figino;6918;Lugano;1020;1122.0;8016.0;601.0;3.0;2713453.55;1090763.68;1803.0;76;137028.0;21;37863.0;174891.0;87.4455
117;POINT (713441.6 90869.10000000001);11132001;588a;;Via Campagnora 9;Figino;6918;Lugano;1020;1110.0;8011.0;80.0;3.0;2713441.673;1090869.059;240.0;154;36960.0;14;3360.0;40320.0;20.16
118;POINT (713455.4 90837.39999999999);11132002;589a;Casa La Campagnora;Via Campagnora 7;Figino;6918;Lugano;1020;1110.0;8014.0;124.0;2.0;2713455.49;1090837.36;248.0;131;32488.0;14;3472.0;35960.0;17.98
119;POINT (713502 90720.89999999999);11132003;592a;Casa Rema;Via Campagnora 6;Figino;6918;Lugano;1020;1122.0;8014.0;248.0;3.0;2713502.0;1090720.89;744.0;131;97464.0;21;15624.0;113088.0;56.544
120;POINT (713470.6 90930.8);11132004;597a;Condominio Residenza Le Palme;Via al Lago 24;Figino;6918;Lugano;1020;1122.0;8014.0;1006.0;6.0;2713470.64;1090930.71;6036.0;131;790716.0;21;126756.0;917472.0;458.736
