index;geometry;EGID;mappale;nome;indirizzo;quartiere;NPA;comune;categoria;classe;epoca_costruzione;superficie;num_piani;coord_e;coord_n;SRE;k_SH;fab_SH;k_DHW;fab_DHW;fab_tot;P_tot
9973;POINT (719425.2 102037.6);191904202;178a;Fabbricato rurale (anche sub. 176a);Stráda di Rónche ;Sonvico;6968;Lugano;1060;1271.0;8013.0;66.0;2.0;2719425.193;1102037.54;132.0;0;0.0;0;0.0;0.0;0.0
9974;POINT (721747.5 103543.8);191904203;1862b;Fabbricato rurale;Stráda d'Árla ;Sonvico;6968;Lugano;1060;1271.0;8013.0;58.0;1.0;2721747.508;1103543.729;58.0;0;0.0;0;0.0;0.0;0.0
9975;POINT (719886 102073.6);191904204;263a;Autorimessa;Stráda di Örte ;Sonvico;6968;Lugano;1060;1242.0;8015.0;40.0;1.0;2719886.045;1102073.528;40.0;0;0.0;0;0.0;0.0;0.0
9976;POINT (720211.6 102044.9);191904205;721c;Autorimessa;Strada della Castellanza ;Sonvico;6968;Lugano;1060;1242.0;8014.0;37.0;1.0;2720211.619;1102044.839;37.0;0;0.0;0;0.0;0.0;0.0
9977;POINT (720295.2 101909.5);191904206;843b;Fabbricato rurale;Stráda dra Vall ;Sonvico;6968;Lugano;1060;1271.0;8012.0;37.0;1.0;2720295.228;1101909.491;37.0;0;0.0;0;0.0;0.0;0.0
9978;POINT (720893.3 102072);191904208;2112a;Bacino idrico;Senté dra Pésta ;Sonvico;6968;Lugano;1060;1274.0;8018.0;37.0;1.0;2720893.382;1102071.919;37.0;0;0.0;0;0.0;0.0;0.0
9979;POINT (720229.7 101822.3);191904209;871b;Autorimessa;Stráda dra Vall ;Sonvico;6968;Lugano;1060;1242.0;8019.0;36.0;1.0;2720229.763;1101822.288;36.0;0;0.0;0;0.0;0.0;0.0
9980;POINT (721261.1 102390);191904210;2239a;Grottino;Stráda da Pönte ;Sonvico;6968;Lugano;1060;1274.0;8013.0;68.0;1.0;2721261.149;1102389.945;68.0;0;0.0;0;0.0;0.0;0.0
9981;POINT (720458.4 102093.9);191904211;802a;Autorimessa;Stráda de Cité ;Sonvico;6968;Lugano;1060;1242.0;8013.0;49.0;1.0;2720458.401;1102093.852;49.0;0;0.0;0;0.0;0.0;0.0
9982;POINT (720074.6 101799.9);191904212;928d;Autorimessa;Salita don G. Rovelli ;Sonvico;6968;Lugano;1060;1242.0;8014.0;105.0;1.0;2720074.657;1101799.796;105.0;0;0.0;0;0.0;0.0;0.0
9983;POINT (719323.6 102224.1);191904213;118a;Fabbricato rurale;Stráda di Rónche ;Dino;6967;Lugano;1060;1271.0;8013.0;34.0;2.0;2719323.663;1102224.045;68.0;0;0.0;0;0.0;0.0;0.0
9984;POINT (721256.3 102527);191904214;2240a;Fabbricato rurale;Stráda da Pönte ;Sonvico;6968;Lugano;1060;1271.0;8013.0;53.0;2.0;2721256.359;1102526.939;106.0;0;0.0;0;0.0;0.0;0.0
9985;POINT (721803.4 102614.8);191904215;2527c;Stalla, fienile;Stráda da Piánche ;Sonvico;6968;Lugano;1060;1271.0;8013.0;42.0;2.0;2721803.481;1102614.781;84.0;0;0.0;0;0.0;0.0;0.0
9986;POINT (719727 101560.6);191904216;1042b;Autorimessa;Stráda de Lénz ;Dino;6967;Lugano;1060;1242.0;8015.0;47.0;2.0;2719727.065;1101560.557;94.0;0;0.0;0;0.0;0.0;0.0
9987;POINT (721922 103009.2);191904217;2335c;Autorimessa;Stráda da Rosón ;Sonvico;6968;Lugano;1060;1242.0;8020.0;58.0;1.0;2721922.025;1103009.181;58.0;0;0.0;0;0.0;0.0;0.0
9988;POINT (719449.5 102604.7);191904218;1576a;Fabbricato rurale;Senté de Valésgia 2;Sonvico;6968;Lugano;1060;1271.0;8013.0;43.0;2.0;2719449.533;1102604.655;86.0;0;0.0;0;0.0;0.0;0.0
9989;POINT (722148.6 102623.2);191904219;2556a;Casa di vacanza (monti);Stráda da Pedrín 1;Sonvico;6968;Lugano;1020;1110.0;8014.0;63.0;2.0;2722148.619;1102623.126;126.0;131;16506.0;14;1764.0;18270.0;9.135
9990;POINT (719157.3 100835.7);191904220;1156ab;Fabbricato rurale;Senté dro Stampín ;Dino;6967;Lugano;1060;1271.0;8013.0;50.0;2.0;2719157.384;1100835.671;100.0;0;0.0;0;0.0;0.0;0.0
9991;POINT (720240.4 101903.7);191904221;844a;Deposito;Stráda di Lógh ;Sonvico;6968;Lugano;1060;1252.0;8013.0;41.0;1.0;2720240.46;1101903.647;41.0;0;0.0;0;0.0;0.0;0.0
9992;POINT (722177.8 103006);191904222;2405a;Deposito;Stráda da Rosón ;Sonvico;6968;Lugano;1060;1252.0;8013.0;42.0;1.0;2722177.818;1103005.918;42.0;0;0.0;0;0.0;0.0;0.0
9993;POINT (719407.9 102608.2);191904223;1558a;Fabbricato rurale (anche sub. 1557a);Senté de Valésgia 1;Sonvico;6968;Lugano;1060;1271.0;8013.0;48.0;2.0;2719407.987;1102608.186;96.0;0;0.0;0;0.0;0.0;0.0
9994;POINT (719514.9 102085.3);191904224;206a;Fabbricato rurale;Stráda di Rónche ;Sonvico;6968;Lugano;1060;1271.0;8012.0;40.0;2.0;2719514.939;1102085.208;80.0;0;0.0;0;0.0;0.0;0.0
9995;POINT (719468.6 102648.8);191904225;1556b;Fabbricato rurale;Senté de Valésgia 5;Sonvico;6968;Lugano;1060;1271.0;8019.0;71.0;1.0;2719468.602;1102648.732;71.0;0;0.0;0;0.0;0.0;0.0
9996;POINT (720032.7 101720.7);191904226;926c;Edificio cimiteriale;Strada della Castellanza ;Sonvico;6968;Lugano;1060;1272.0;8012.0;41.0;1.0;2720032.766;1101720.614;41.0;157;6437.0;7;287.0;6724.0;3.9552941176470586
9997;POINT (719685.9 101286.2);191904227;1489c;Ripostiglio;Strada della Castellanza ;Dino;6967;Lugano;1060;1252.0;8013.0;41.0;1.0;2719685.904;1101286.116;41.0;0;0.0;0;0.0;0.0;0.0
9998;POINT (719333.1 101160.1);191904228;1278b;Autorimessa;Gasgiò ;Dino;6967;Lugano;1060;1242.0;8017.0;36.0;1.0;2719333.13;1101160.049;36.0;0;0.0;0;0.0;0.0;0.0
9999;POINT (720027.4 101961.6);191904229;386a;Fabbricato rurale;Stráda di Maestrán ;Sonvico;6968;Lugano;1060;1271.0;8012.0;69.0;2.0;2720027.405;1101961.587;138.0;0;0.0;0;0.0;0.0;0.0
10000;POINT (720196.6 102059.5);191904230;291a;Autorimessa;Strada della Castellanza ;Sonvico;6968;Lugano;1060;1242.0;8017.0;68.0;1.0;2720196.619;1102059.396;68.0;0;0.0;0;0.0;0.0;0.0
10001;POINT (719335.8 102281.7);191904231;110a;Fabbricato rurale (anche sub. 111b);Stráda di Rónche ;Dino;6967;Lugano;1060;1271.0;8013.0;87.0;2.0;2719335.792;1102281.664;174.0;0;0.0;0;0.0;0.0;0.0
10002;POINT (719849.9 102038.8);191904232;296b;Autorimessa;Strada della Castellanza ;Sonvico;6968;Lugano;1060;1242.0;8014.0;127.0;1.0;2719849.929;1102038.715;127.0;0;0.0;0;0.0;0.0;0.0
10003;POINT (723067.7 102680.8);191904233;2596b;Piccola stalla;Cioásc ;Sonvico;6968;Lugano;1060;1271.0;8012.0;18.0;1.0;2723067.787;1102680.728;18.0;0;0.0;0;0.0;0.0;0.0
10004;POINT (722949.9 102780.4);191904234;2742a;Stalla, fienile;Cioásc ;Sonvico;6968;Lugano;1060;1271.0;8013.0;48.0;2.0;2722949.958;1102780.306;96.0;0;0.0;0;0.0;0.0;0.0
10005;POINT (720460.4 102084.7);191904235;800c;Autorimessa;Stráda de Cité ;Sonvico;6968;Lugano;1060;1242.0;8013.0;57.0;1.0;2720460.466;1102084.598;57.0;0;0.0;0;0.0;0.0;0.0
10006;POINT (719266.9 101942.6);191904236;157a;Ripostiglio;Stráda da Tesseré ;Dino;6967;Lugano;1060;1252.0;8016.0;130.0;1.0;2719266.915;1101942.556;130.0;0;0.0;0;0.0;0.0;0.0
10007;POINT (719614.4 101207.4);191904237;1352b;Grottino;Pian d'Inguèll ;Dino;6967;Lugano;1060;1274.0;8020.0;44.0;2.0;2719614.486;1101207.364;88.0;0;0.0;0;0.0;0.0;0.0
10008;POINT (719480.6 101985.3);191904238;224b;Fabbricato rurale;Stráda di Rónche ;Sonvico;6968;Lugano;1060;1271.0;8013.0;51.0;2.0;2719480.683;1101985.276;102.0;0;0.0;0;0.0;0.0;0.0
10009;POINT (720634.7 102112.1);191904239;810a;Autorimessa;Stráda dra Vila ;Sonvico;6968;Lugano;1060;1242.0;8014.0;40.0;1.0;2720634.726;1102112.054;40.0;0;0.0;0;0.0;0.0;0.0
10010;POINT (720994.2 102033.3);191904240;2123a;Fabbricato rurale (anche sub. 2120a / b);Stráda dra Vila ;Sonvico;6968;Lugano;1060;1271.0;8013.0;61.0;2.0;2720994.227;1102033.227;122.0;0;0.0;0;0.0;0.0;0.0
10011;POINT (721914.5 103043.2);191904241;2314a;Grottino (anche sub. 2311a e 2312a);Stráda da Petrólze 7;Sonvico;6968;Lugano;1060;1274.0;8013.0;79.0;2.0;2721914.517;1103043.143;158.0;0;0.0;0;0.0;0.0;0.0
10012;POINT (719599.1 101424.3);191904242;1379a;Fabbricato rurale;Strécia de Resséch 6;Dino;6967;Lugano;1060;1271.0;8014.0;44.0;2.0;2719599.15;1101424.258;88.0;0;0.0;0;0.0;0.0;0.0
10013;POINT (720084.9 102359.6);191904243;1995a;Chiesa di San Martino;Stráda de San Martín 2;Sonvico;6968;Lugano;1060;1272.0;8011.0;97.0;1.0;2720084.946;1102359.577;97.0;157;15229.0;7;679.0;15908.0;9.35764705882353
10014;POINT (723075.1 103061.9);191904244;2720a;Stalla, fienile;Stráda da Usín ;Sonvico;6968;Lugano;1060;1271.0;8013.0;41.0;2.0;2723075.118;1103061.809;82.0;0;0.0;0;0.0;0.0;0.0
10015;POINT (719865.5 101548.6);191904245;958c;Deposito;ra Bressanéla ;Sonvico;6968;Lugano;1060;1252.0;8015.0;47.0;1.0;2719865.522;1101548.594;47.0;0;0.0;0;0.0;0.0;0.0
10016;POINT (719827.3 101500.1);191904246;3044a;Autorimessa;Strada della Castellanza ;Dino;6967;Lugano;1060;1242.0;8015.0;63.0;1.0;2719827.357;1101500.014;63.0;0;0.0;0;0.0;0.0;0.0
10017;POINT (719407.1 101874.1);191904247;182a;Fabbricato rurale;Senté de Cassína ;Dino;6967;Lugano;1060;1271.0;8013.0;55.0;2.0;2719407.122;1101874.025;110.0;0;0.0;0;0.0;0.0;0.0
10018;POINT (719411.9 102384.3);191904248;137a;Fabbricato rurale (anche sub. 138a);Stráda di Rónche ;Sonvico;6968;Lugano;1060;1271.0;8013.0;51.0;2.0;2719411.963;1102384.235;102.0;0;0.0;0;0.0;0.0;0.0
10019;POINT (719848.2 102056.8);191904249;296d;Deposito;Strada della Castellanza ;Sonvico;6968;Lugano;1060;1252.0;8014.0;87.0;2.0;2719848.205;1102056.748;174.0;0;0.0;0;0.0;0.0;0.0
10020;POINT (721375.8 102060);191904250;2483a;Casa di vacanza (monti);Stráda da Múrio 2;Sonvico;6968;Lugano;1020;1110.0;8012.0;38.0;2.0;2721375.867;1102059.917;76.0;149;11324.0;14;1064.0;12388.0;6.194
10021;POINT (724242.4 102739.8);191904251;1b;Fabbricato rurale;Zona Pairolo ;Sonvico;6968;Lugano;1060;1271.0;8016.0;57.0;2.0;2724242.394;1102739.709;114.0;0;0.0;0;0.0;0.0;0.0
10022;POINT (719705.6 102238.3);191904252;201a;Deposito;Stráda de Cadrígna ;Sonvico;6968;Lugano;1060;1252.0;8014.0;71.0;1.0;2719705.598;1102238.267;71.0;0;0.0;0;0.0;0.0;0.0
10023;POINT (719593.7 101265.3);191904253;1346d;Autorimessa;Piázza dra Stazzión ;Dino;6967;Lugano;1060;1242.0;8013.0;45.0;1.0;2719593.764;1101265.236;45.0;0;0.0;0;0.0;0.0;0.0
10024;POINT (720013.4 101804.2);191904254;676b;Autorimessa;Strada della Castellanza ;Sonvico;6968;Lugano;1060;1242.0;8015.0;48.0;1.0;2720013.42;1101804.104;48.0;0;0.0;0;0.0;0.0;0.0
10025;POINT (721490.2 102436.3);191904255;2265a;Fabbricato rurale;Stráda da Cioásc 2;Sonvico;6968;Lugano;1060;1271.0;8013.0;62.0;2.0;2721490.247;1102436.2;124.0;0;0.0;0;0.0;0.0;0.0
10026;POINT (721777.5 103557.1);191904256;1862c;Fabbricato rurale;Stráda d'Árla ;Sonvico;6968;Lugano;1060;1271.0;8013.0;43.0;1.0;2721777.534;1103557.078;43.0;0;0.0;0;0.0;0.0;0.0
10027;POINT (719583.3 102210.7);191904257;193a;Edificio AEM;Stráda de Cadrígna ;Sonvico;6968;Lugano;1060;1274.0;8012.0;112.0;3.0;2719583.342;1102210.687;336.0;0;0.0;0;0.0;0.0;0.0
10028;POINT (719395.3 101063.3);191904277;1285b;Autorimessa;Gasgiò ;Dino;6967;Lugano;1060;1242.0;8017.0;53.0;1.0;2719395.387;1101063.29;53.0;0;0.0;0;0.0;0.0;0.0
10029;POINT (719960.3 101539);191904278;970b;Deposito (anche sub. 971b);ra Bressanéla ;Sonvico;6968;Lugano;1060;1252.0;8017.0;47.0;1.0;2719960.294;1101538.92;47.0;0;0.0;0;0.0;0.0;0.0
10030;POINT (720068.7 101681.7);191904279;980a;Fabbricato rurale;Senté dra Pésta ;Sonvico;6968;Lugano;1060;1271.0;8013.0;52.0;2.0;2720068.715;1101681.631;104.0;0;0.0;0;0.0;0.0;0.0
10031;POINT (722714.6 103131);191904280;2690a;Stalla, fienile (pure sub 2688a e 2689a);Stráda da Usín ;Sonvico;6968;Lugano;1060;1271.0;8013.0;77.0;2.0;2722714.613;1103130.971;154.0;0;0.0;0;0.0;0.0;0.0
10032;POINT (719848 101984.5);191904282;296h;Grottino;Strada della Castellanza ;Sonvico;6968;Lugano;1060;1274.0;8019.0;40.0;1.0;2719848.08;1101984.431;40.0;0;0.0;0;0.0;0.0;0.0
10033;POINT (721080.4 102477.2);191904283;2235b;Fabbricato rurale;Stráda da Pönte 2;Sonvico;6968;Lugano;1060;1271.0;8013.0;41.0;2.0;2721080.474;1102477.143;82.0;0;0.0;0;0.0;0.0;0.0
10034;POINT (721803.9 103648.6);191904284;1857a;Autorimessa;Stráda da Preporchéra ;Sonvico;6968;Lugano;1060;1242.0;8013.0;62.0;1.0;2721803.891;1103648.523;62.0;0;0.0;0;0.0;0.0;0.0
10035;POINT (722457.3 103239.1);191904285;2386g;Ripostiglio;Stráda da Petrólze ;Sonvico;6968;Lugano;1060;1252.0;8013.0;38.0;2.0;2722457.382;1103239.082;76.0;0;0.0;0;0.0;0.0;0.0
10036;POINT (720197.3 102459);191904287;1990a;Fabbricato rurale;Senté de San Martín 3;Sonvico;6968;Lugano;1060;1271.0;8013.0;44.0;2.0;2720197.362;1102458.912;88.0;0;0.0;0;0.0;0.0;0.0
10037;POINT (722601.6 102917.8);191904288;2428a;Fabbricato rurale;Stráda da Usín ;Sonvico;6968;Lugano;1060;1271.0;8013.0;56.0;2.0;2722601.686;1102917.782;112.0;0;0.0;0;0.0;0.0;0.0
10038;POINT (719577.8 100057.3);191904991;783b;;Via dei Circoli ;Cadro;6965;Lugano;1060;1274.0;8017.0;44.0;1.0;2719577.856;1100057.215;44.0;0;0.0;0;0.0;0.0;0.0
10039;POINT (719263.1 100174.4);191904992;1409c;Autorimessa;Via Soldino ;Cadro;6965;Lugano;1060;1242.0;8019.0;88.0;1.0;2719263.144;1100174.384;88.0;0;0.0;0;0.0;0.0;0.0
10040;POINT (719791.4 100113.1);191904993;753b;Autorimessa;Via Fesciano ;Cadro;6965;Lugano;1060;1242.0;8020.0;49.0;1.0;2719791.47;1100113.056;49.0;0;0.0;0;0.0;0.0;0.0
10041;POINT (719668.7 100535.5);191904994;623c;Autorimessa;Via Navaret ;Cadro;6965;Lugano;1060;1242.0;8015.0;106.0;1.0;2719668.757;1100535.43;106.0;0;0.0;0;0.0;0.0;0.0
10042;POINT (719812.4 100571.5);191904995;254a;Chiesa di Sant'Agata;Via dei Circoli ;Cadro;6965;Lugano;1060;1272.0;8012.0;336.0;1.0;2719812.446;1100571.487;336.0;157;52752.0;7;2352.0;55104.0;32.41411764705882
10043;POINT (720157.6 100681.5);191904996;1260a;Ripostiglio;Via Sirano ;Cadro;6965;Lugano;1060;1252.0;8013.0;74.0;1.0;2720157.604;1100681.429;74.0;0;0.0;0;0.0;0.0;0.0
10044;POINT (719994.8 100748.1);191904997;539a;Fabbricato rurale;Via Villa Luganese ;Cadro;6965;Lugano;1060;1271.0;8013.0;71.0;1.0;2719994.856;1100748.034;71.0;0;0.0;0;0.0;0.0;0.0
10045;POINT (719018.2 100557);191904998;889hiz;Autorimessa;Via la Stampa ;Cadro;6965;Lugano;1060;1242.0;8013.0;384.0;1.0;2719018.218;1100556.896;384.0;0;0.0;0;0.0;0.0;0.0
10046;POINT (719968.4 100680.3);191904999;542a;Laboratorio;Via Villa Luganese ;Cadro;6965;Lugano;1060;1251.0;8014.0;47.0;1.0;2719968.423;1100680.242;47.0;128;6016.0;1;47.0;6063.0;3.566470588235294
10047;POINT (718942 100380.5);191905000;880e;Stabile amministrativo;Via la Stampa ;Cadro;6965;Lugano;1060;1220.0;8017.0;320.0;4.0;2718942.056;1100380.397;1280.0;123;157440.0;7;8960.0;166400.0;97.88235294117646
10048;POINT (720071.8 100782.2);191905001;422b;Autorimessa;Via Sassomazuolo ;Cadro;6965;Lugano;1060;1242.0;8017.0;58.0;1.0;2720071.792;1100782.182;58.0;0;0.0;0;0.0;0.0;0.0
10049;POINT (719953 99935.8);191905002;764a;Fabbricato rurale;Via alle Pessine ;Cadro;6965;Lugano;1060;1271.0;8013.0;94.0;1.0;2719953.08;1099935.79;94.0;0;0.0;0;0.0;0.0;0.0
10050;POINT (719420 100539);191905003;846b;Autorimessa;Via Camparano ;Cadro;6965;Lugano;1060;1242.0;8017.0;41.0;1.0;2719420.034;1100538.916;41.0;0;0.0;0;0.0;0.0;0.0
10051;POINT (719079.1 100705);191905004;889b;Stabile amministrativo;Via la Stampa ;Cadro;6965;Lugano;1060;1220.0;8014.0;1174.0;2.0;2719079.103;1100704.968;2348.0;123;288804.0;7;16436.0;305240.0;179.5529411764706
10052;POINT (719707.7 100569.4);191905005;30c;Autorimessa;Via Stazione ;Cadro;6965;Lugano;1060;1242.0;8015.0;40.0;2.0;2719707.718;1100569.386;80.0;0;0.0;0;0.0;0.0;0.0
10053;POINT (718835.2 100067.7);191905006;1355a;Capannone;Via la Stampa 9;Cadro;6965;Lugano;1060;1251.0;8012.0;2501.0;1.0;2718835.213;1100067.662;2501.0;128;320128.0;1;2501.0;322629.0;189.78176470588235
10054;POINT (719576.2 100826.2);191905007;1358a;Serra + serbatoio (anche sub. 1359b);Via Ronchetti 6;Cadro;6965;Lugano;1060;1271.0;8018.0;98.0;1.0;2719576.205;1100826.104;98.0;0;0.0;0;0.0;0.0;0.0
10055;POINT (719137 100727.5);191905008;889p;Deposito;Via la Stampa ;Cadro;6965;Lugano;1060;1252.0;8012.0;172.0;1.0;2719137.017;1100727.475;172.0;0;0.0;0;0.0;0.0;0.0
10056;POINT (719587.4 100860.5);191905009;600b;Autorimessa (anche sub. 691b);Via Ronchetti ;Cadro;6965;Lugano;1060;1242.0;8017.0;60.0;1.0;2719587.488;1100860.454;60.0;0;0.0;0;0.0;0.0;0.0
10057;POINT (719078.1 100362);191905010;886n;Costruzione produzione sabbia;Via la Stampa ;Cadro;6965;Lugano;1060;1274.0;8012.0;101.0;1.0;2719078.11;1100361.903;101.0;0;0.0;0;0.0;0.0;0.0
10058;POINT (719746.9 101055.6);191905011;559b;Autorimessa;Via dei Circoli ;Cadro;6965;Lugano;1060;1242.0;8015.0;110.0;1.0;2719746.987;1101055.595;110.0;0;0.0;0;0.0;0.0;0.0
10059;POINT (721286.7 99550.2);191905012;1467a;Casa di vacanza (monti);Alpe Bolla ;Cadro;6965;Lugano;1060;1121.0;8012.0;70.0;2.0;2721286.731;1099550.128;140.0;149;20860.0;21;2940.0;23800.0;11.9
10060;POINT (720360.4 99832.8);191905013;1038b;Fabbricato rurale;Via Valà-Primaioo ;Cadro;6965;Lugano;1060;1271.0;8016.0;41.0;1.0;2720360.439;1099832.714;41.0;0;0.0;0;0.0;0.0;0.0
10061;POINT (719009 100642.5);191905014;889e;Stabile amministrativo;Via la Stampa ;Cadro;6965;Lugano;1060;1220.0;8014.0;429.0;1.0;2719009.003;1100642.422;429.0;123;52767.0;7;3003.0;55770.0;32.805882352941175
10062;POINT (719771.6 100805.4);191905015;481a;Fabbricato rurale (anche sub. 480a);Via dei Circoli ;Cadro;6965;Lugano;1060;1271.0;8013.0;57.0;1.0;2719771.671;1100805.364;57.0;0;0.0;0;0.0;0.0;0.0
10063;POINT (720250.7 100974.8);191905016;385b;Autorimessa;Via Vassera ;Cadro;6965;Lugano;1060;1242.0;8018.0;40.0;1.0;2720250.736;1100974.777;40.0;0;0.0;0;0.0;0.0;0.0
10064;POINT (720082.8 100927.1);191905017;413a;Autorimessa (anche sub. 414a);Via Rovré ;Cadro;6965;Lugano;1060;1242.0;8014.0;43.0;1.0;2720082.873;1100927.04;43.0;0;0.0;0;0.0;0.0;0.0
10065;POINT (719976.8 100521.1);191905018;139a;Autorimessa;Via Sirano ;Cadro;6965;Lugano;1060;1242.0;8016.0;47.0;1.0;2719976.824;1100521.072;47.0;0;0.0;0;0.0;0.0;0.0
10066;POINT (719865.2 100332.8);191905019;710b;Autorimessa;Via Cella San Zeno ;Cadro;6965;Lugano;1060;1242.0;8014.0;43.0;1.0;2719865.209;1100332.727;43.0;0;0.0;0;0.0;0.0;0.0
10067;POINT (719653.8 100923.1);191905020;470c;Vedi 11135296;Via Circonvallazione ;Cadro;6965;Lugano;1060;1121.0;8015.0;71.0;4.0;2719653.821;1100923.025;284.0;100;28400.0;21;5964.0;34364.0;17.182
10068;POINT (719888.3 100302.4);191905021;709b;Autorimessa;Via Cella San Zeno ;Cadro;6965;Lugano;1060;1242.0;8016.0;46.0;1.0;2719888.31;1100302.356;46.0;0;0.0;0;0.0;0.0;0.0
10069;POINT (719165.1 99988);191905022;949a;Serra;Via Lanaggio ;Cadro;6965;Lugano;1060;1271.0;8012.0;107.0;1.0;2719165.173;1099987.91;107.0;0;0.0;0;0.0;0.0;0.0
10070;POINT (718794.2 99963.10000000001);191905023;913l;Capannone (piu' piani);Via la Stampa ;Cadro;6965;Lugano;1060;1251.0;8022.0;1259.0;2.0;2718794.267;1099963.002;2518.0;56;141008.0;1;2518.0;143526.0;84.4270588235294
10071;POINT (719627.7 100411);191905024;642b;Autorimessa;Via Camana ;Cadro;6965;Lugano;1060;1242.0;8016.0;117.0;1.0;2719627.713;1100410.908;117.0;0;0.0;0;0.0;0.0;0.0
10072;POINT (718774.8 100316.3);191905025;1441b;Capannone;Via Fola ;Cadro;6965;Lugano;1060;1251.0;8015.0;202.0;2.0;2718774.881;1100316.198;404.0;128;51712.0;1;404.0;52116.0;30.656470588235294
10073;POINT (719953.5 100329.2);191905026;720b;Autorimessa;Via Cella San Zeno ;Cadro;6965;Lugano;1060;1242.0;8020.0;126.0;1.0;2719953.523;1100329.149;126.0;0;0.0;0;0.0;0.0;0.0
10074;POINT (719860.6 100553.8);191905027;194a;Deposito;Via Palazzetto A. M. Bulani ;Cadro;6965;Lugano;1060;1252.0;8013.0;41.0;1.0;2719860.637;1100553.716;41.0;0;0.0;0;0.0;0.0;0.0
10075;POINT (719588.9 100447.6);191905028;643b;Autorimessa;Via Circonvallazione ;Cadro;6965;Lugano;1060;1242.0;8013.0;41.0;1.0;2719588.928;1100447.497;41.0;0;0.0;0;0.0;0.0;0.0
10076;POINT (719922.5 100588.7);191905029;158a;Autorimessa;Strada Nuova ;Cadro;6965;Lugano;1060;1242.0;8019.0;83.0;1.0;2719922.557;1100588.689;83.0;0;0.0;0;0.0;0.0;0.0
10077;POINT (719272.8 100280.1);191905030;865ac;Fabbricato rurale;Via Lanaggio ;Cadro;6965;Lugano;1060;1271.0;8013.0;85.0;2.0;2719272.809;1100280.094;170.0;0;0.0;0;0.0;0.0;0.0
10078;POINT (719834.8 100684.8);191905031;3a;Autorimessa;Via dei Circoli ;Cadro;6965;Lugano;1060;1242.0;8015.0;44.0;1.0;2719834.791;1100684.726;44.0;0;0.0;0;0.0;0.0;0.0
10079;POINT (719212.1 100252.8);191905032;934a;Fabbricato rurale (pure sub 935a e 936a);Via Sabbionaccio ;Cadro;6965;Lugano;1060;1271.0;8013.0;71.0;1.0;2719212.145;1100252.74;71.0;0;0.0;0;0.0;0.0;0.0
10080;POINT (719718.4 100370.5);191905033;664c;Edificio cimiteriale;Via alle Vigne ;Cadro;6965;Lugano;1060;1272.0;8012.0;84.0;1.0;2719718.451;1100370.488;84.0;157;13188.0;7;588.0;13776.0;8.103529411764706
10081;POINT (719989.1 100515.7);191905034;351a;Autorimessa;Via Sirano ;Cadro;6965;Lugano;1060;1242.0;8015.0;59.0;1.0;2719989.122;1100515.628;59.0;0;0.0;0;0.0;0.0;0.0
10082;POINT (719709.6 99939.2);191905035;809b;Ripostiglio;Via Pronuovo ;Cadro;6965;Lugano;1060;1252.0;8022.0;56.0;1.0;2719709.643;1099939.098;56.0;0;0.0;0;0.0;0.0;0.0
10083;POINT (720139.5 100483.6);191905036;1079a;Acquedotto comunale;Via Meer-Zarei ;Cadro;6965;Lugano;1060;1274.0;8014.0;58.0;2.0;2720139.531;1100483.594;116.0;0;0.0;0;0.0;0.0;0.0
10084;POINT (719607 99896);191905037;796b;Autorimessa;Via alla Cava ;Cadro;6965;Lugano;1060;1242.0;8015.0;39.0;1.0;2719607.072;1099895.989;39.0;0;0.0;0;0.0;0.0;0.0
10085;POINT (719490.2 100434.6);191905038;613b;Autorimessa;Via Camparano ;Cadro;6965;Lugano;1060;1242.0;8016.0;36.0;1.0;2719490.233;1100434.588;36.0;0;0.0;0;0.0;0.0;0.0
10086;POINT (719770.6 100612.1);191905039;21d;Ripostiglio;Via dei Circoli ;Cadro;6965;Lugano;1060;1252.0;8021.0;42.0;1.0;2719770.644;1100612.068;42.0;0;0.0;0;0.0;0.0;0.0
10087;POINT (719790.5 100660.9);191905040;6a;Autorimessa;Via dei Circoli ;Cadro;6965;Lugano;1060;1242.0;8015.0;55.0;1.0;2719790.543;1100660.879;55.0;0;0.0;0;0.0;0.0;0.0
10088;POINT (719652.4 100481.8);191905041;629b;Autorimessa;Via Camana ;Cadro;6965;Lugano;1060;1242.0;8019.0;41.0;1.0;2719652.453;1100481.768;41.0;0;0.0;0;0.0;0.0;0.0
10089;POINT (719700 100977.2);191905042;565b;Autorimessa;Via Margherita ;Cadro;6965;Lugano;1060;1242.0;8015.0;40.0;1.0;2719700.066;1100977.152;40.0;0;0.0;0;0.0;0.0;0.0
10090;POINT (719430.4 99900.8);191905043;995d;Ripostiglio;Via Circonvallazione ;Cadro;6965;Lugano;1060;1252.0;8021.0;36.0;1.0;2719430.398;1099900.79;36.0;0;0.0;0;0.0;0.0;0.0
10091;POINT (718915.9 100425.9);191905044;1518b;Autorimessa;Via la Stampa ;Cadro;6965;Lugano;1060;1242.0;8015.0;109.0;1.0;2718915.943;1100425.807;109.0;0;0.0;0;0.0;0.0;0.0
10092;POINT (719795.5 100838.1);191905045;504c;Ripostiglio;Via Reté ;Cadro;6965;Lugano;1060;1252.0;8019.0;52.0;1.0;2719795.506;1100838.012;52.0;0;0.0;0;0.0;0.0;0.0
