,geometry,gkat,gabbj,garea,ltyp,gkode,stroffiziel,strname,gazzi,strname_deinr,esid,gkodn,dplzname,gvol,gbaum,egrid,egaid,lgbkr,dplz4,gexpdat,wbez,strnamk,strsp,dexpdat,wstat,gastw,lparzsx,gbaup,gebnr,ewid,gstat,dplzz,gdekt,dkodn,ganzwhg,doffadr,gbauj,wexpdat,gbez,deinr,gvolnorm,weinr,wstwk,gksce,gvolsce,wmehrg,label,ggdename,lparz,ggdenr,egid,plz_plz6,edid,strindx,whgnr,dkode,gklas
73,POINT (718907.1 88323.8),1020,,113.0,,2718907.189,1,['Via ai Molini'],,Via ai Molini 29,10128279,1088323.739,Maroggia,,,CH840702955719,101246385,0,6817,05.09.2021,"['', '']",['Via ai Molini'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8014.0,380a,"['1', '2']",1004,0,TI,1088323.739,2.0,0,1962.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,29,,"['', '']","[3101, 3100]",905,,"[0, 0]",Via ai Molini 29,Maroggia,380,5195,11143510,6817/681700,0,['Mol'],"['_555000032', '_555000741']",2718907.189,1121.0
74,POINT (718901.8 87908.3),1020,,385.0,,2718901.82,1,['Via al Parco'],,Via al Parco 17,10138433,1087908.23,Maroggia,,,CH929557020730,101246386,0,6817,05.09.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Via al Parco'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",6.0,,8015.0,391a,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23']",1004,0,TI,1087908.23,23.0,0,1973.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,17,,"['PPP_4369', 'PPP_4355', 'PPP_4362', 'PPP_4363', 'PPP_4365', 'PPP_4367', 'PPP_4371', 'PPP_4356', 'PPP_4359', 'PPP_4364', 'PPP_4358', 'PPP_4376', 'PPP_4370', 'PPP_4361', 'PPP_4357', 'PPP_4378', 'PPP_4368', 'PPP_4377', 'PPP_4360', 'PPP_4372', 'PPP_4373', 'PPP_4374', 'PPP_4375']","[3102, 3100, 3101, 3101, 3101, 3102, 3103, 3100, 3100, 3101, 3100, 3104, 3102, 3100, 3100, 3104, 3102, 3104, 3100, 3103, 3103, 3103, 3104]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via al Parco 17,Maroggia,391,5195,11143511,6817/681700,0,['Par'],"['_555000317', '_555000309', '_555000318', '_555000319', '_555000320', '_555000176', '_555000314', '_555000310', '_555000311', '_555000315', '_555000312', '_555000316', '_555000307', '_555000308', '_555000313', '_555000304', '_555000305', '_555000306', '_555000321', '_555000322', '_555000323', '_555000324', '_555000325']",2718901.82,1122.0
75,POINT (718837.5 88435.60000000001),1020,,89.0,,2718837.58,1,['Vicolo ai Ronchetti'],,Vicolo ai Ronchetti 9,10139141,1088435.57,Maroggia,,,CH930295075716,101246387,0,6817,05.09.2021,"['', '']",['Vicolo ai Ronchetti'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8012.0,393a,"['1', '2']",1004,0,TI,1088435.57,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,9,,"['', '']","[3100, 3101]",905,,"[0, 0]",Vicolo ai Ronchetti 9,Maroggia,393,5195,11143512,6817/681700,0,['Ron'],"['_555000349', '_555000350']",2718837.58,1121.0
76,POINT (718774.1 88309.8),1020,,14.0,,2718774.186,1,['Piazzetta Francesco Somaini'],,Piazzetta Francesco Somaini 1,10194558,1088309.747,Maroggia,,,CH270795570288,101246389,0,6817,05.09.2021,[''],['Piazzetta Somaini'],['IT'],05.09.2021,[3004],3.0,,8011.0,422a,['2'],1004,0,TI,1088309.747,1.0,0,,['2021-09-05T00:00:00'],,1,,[''],[3100],905,,[1],Piazzetta Francesco Somaini 1,Maroggia,422,5195,11143514,6817/681700,0,['Som'],['_555000177'],2718774.186,1110.0
77,POINT (719104.5 88059.5),1020,,91.0,,2719104.51,1,['Vicolo del Tiglio'],,Vicolo del Tiglio 3,10139142,1088059.44,Maroggia,,,CH370795570254,101248144,0,6817,05.09.2021,[''],['Vicolo del Tiglio'],['IT'],05.09.2021,[3004],3.0,,8018.0,433a,['1'],1004,0,TI,1088059.44,1.0,0,,['2021-09-05T00:00:00'],,3,,[''],[3100],905,,[1],Vicolo del Tiglio 3,Maroggia,433,5195,11143515,6817/681700,0,['Tig'],['_555000020'],2719104.51,1110.0
78,POINT (718952.1 88307.2),1030,,375.0,,2718952.14,1,['Via Siegfried Bieber'],,Via Siegfried Bieber 39,10207549,1088307.17,Maroggia,,,CH309507570207,101248145,0,6817,05.09.2021,"['', '']",['Via Siegfried Bieber'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8013.0,436af,"['1', '2']",1004,0,TI,1088307.17,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,39,,"['', '']","[3100, 3101]",905,,"[0, 0]",Via Siegfried Bieber 39,Maroggia,436,5195,11143516,6817/681700,0,['Bie'],"['_555000178', '_555000179']",2718952.14,1121.0
79,POINT (718840.3 88422.89999999999),1020,,85.0,,2718840.37,1,['Vicolo ai Ronchetti'],,Vicolo ai Ronchetti 7,10139141,1088422.81,Maroggia,,,CH355702950769,101248146,0,6817,05.09.2021,[''],['Vicolo ai Ronchetti'],['IT'],05.09.2021,[3004],2.0,,8018.0,441a,['1'],1004,0,TI,1088422.81,1.0,0,,['2021-09-05T00:00:00'],,7,,[''],[3100],905,,[1],Vicolo ai Ronchetti 7,Maroggia,441,5195,11143518,6817/681700,0,['Ron'],['_555000030'],2718840.37,1110.0
80,POINT (718836.8 88448.3),1020,,61.0,,2718836.85,1,['Via ai Molini'],,Via ai Molini 3,10128279,1088448.206,Maroggia,,,CH369502075749,101248147,0,6817,05.09.2021,"['', '', '']",['Via ai Molini'],['IT'],05.09.2021,"[3004, 3001, 3001]",3.0,,8018.0,443a,"['1', '2', '3']",1004,0,TI,1088448.206,1.0,0,1991.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,3,,"['', '', '']","[3100, 3100, 3101]",905,,"[1, 0, 1]",Via ai Molini 3,Maroggia,443,5195,11143519,6817/681700,0,['Mol'],"['_555000359', '', '']",2718836.85,1122.0
81,POINT (719002.1 88275.8),1020,,103.0,,2719002.19,1,['Via ai Molini'],,Via ai Molini 69,10128279,1088275.734,Maroggia,,,CH210757029518,101248148,0,6817,05.09.2021,[''],['Via ai Molini'],['IT'],05.09.2021,[3004],2.0,,8014.0,427a,['1'],1004,0,TI,1088275.734,1.0,0,,['2021-09-05T00:00:00'],,69,,[''],[3101],905,,[1],Via ai Molini 69,Maroggia,427,5195,11143520,6817/681700,0,['Mol'],['_555000001'],2719002.19,1110.0
82,POINT (719002 88605.60000000001),1020,,113.0,,2719002.01,1,['Piazzo frazione'],,Piazzo frazione 3,10128277,1088605.52,Maroggia,,,CH255702950706,101248149,0,6817,05.09.2021,[''],['Piazzo frazione'],['IT'],05.09.2021,[3004],3.0,,8017.0,431a,['1'],1004,0,TI,1088605.52,1.0,0,1986.0,['2021-09-05T00:00:00'],,3,,[''],[3100],905,,[0],Piazzo frazione 3,Maroggia,431,5195,11143521,6817/681700,0,['Pia'],['_555000002'],2719002.01,1110.0
83,POINT (718767.2 88288.89999999999),1020,,47.0,,2718767.29,1,['Vicolo Francesco Somaini'],,Vicolo Francesco Somaini 2,10139143,1088288.86,Maroggia,,,CH490295450724,101248150,0,6817,05.09.2021,[''],['Vicolo Francesco Somaini'],['IT'],05.09.2021,[3004],3.0,,8016.0,211a,['1'],1004,0,TI,1088288.86,1.0,0,,['2021-09-05T00:00:00'],,2,,[''],[3100],905,,[1],Vicolo Francesco Somaini 2,Maroggia,211,5195,11143522,6817/681700,0,['Som'],['_555000005'],2718767.29,1110.0
84,POINT (719041.3 88148.60000000001),1020,,68.0,,2719041.346,1,['Via Val Mara'],,Via Val Mara 5,10139139,1088148.501,Maroggia,,,CH790295570780,101248151,0,6817,05.09.2021,[''],['Via Val Mara'],['IT'],05.09.2021,[3004],2.0,,8012.0,362a,['1'],1004,0,TI,1088148.501,1.0,0,,['2021-09-05T00:00:00'],,5,,[''],[3100],905,,[0],Via Val Mara 5,Maroggia,362,5195,11143523,6817/681700,0,['Mar'],['_555000006'],2719041.346,1110.0
85,POINT (718863.7 88147.60000000001),1020,,123.0,,2718863.73,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 15,10138436,1088147.59,Maroggia,,,CH370795450290,101248152,0,6817,05.09.2021,[''],['Viale B. Longhena'],['IT'],05.09.2021,[3004],2.0,,8012.0,191a,['1'],1004,0,TI,1088147.59,1.0,0,,['2021-09-05T00:00:00'],,15,,[''],[3100],905,,[1],Viale Baldassarre Longhena 15,Maroggia,191,5195,11143524,6817/681700,0,['Lon'],['_555000010'],2718863.73,1110.0
86,POINT (719052.9 88547.10000000001),1020,,139.0,,2719052.94,1,['Piazzo frazione'],,Piazzo frazione 6,10128277,1088547.07,Maroggia,,,CH210744029538,101248153,0,6817,05.09.2021,[''],['Piazzo frazione'],['IT'],05.09.2021,[3004],3.0,,8013.0,55a,['1'],1004,0,TI,1088547.07,1.0,0,,['2021-09-05T00:00:00'],,6,,[''],[3100],905,,[1],Piazzo frazione 6,Maroggia,55,5195,11143525,6817/681700,0,['Pia'],['_555000012'],2719052.94,1110.0
87,POINT (719031.7 88614.3),1020,,171.0,,2719031.717,1,['Piazzo frazione'],,Piazzo frazione 11,10128277,1088614.279,Maroggia,,,CH190295570790,101246526,0,6817,05.09.2021,"['', '']",['Piazzo frazione'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8014.0,399a,"['1', '2']",1004,0,TI,1088614.279,2.0,0,1970.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,11,,"['', '']","[3401, 3100]",905,,"[0, 0]",Piazzo frazione 11,Maroggia,399,5195,11143526,6817/681700,0,['Pia'],"['_555000013', '']",2719031.717,1121.0
88,POINT (719052.9 88150.2),1020,,27.0,,2719052.933,1,['Via Ressiga'],,Via Ressiga 16,10139137,1088150.125,Maroggia,,,CH690295440756,101246527,0,6817,05.09.2021,[''],['Via Ressiga'],['IT'],05.09.2021,[3004],2.0,,8013.0,103a,['1'],1004,0,TI,1088150.125,1.0,0,,['2021-09-05T00:00:00'],,16,,[''],[3100],905,,[0],Via Ressiga 16,Maroggia,103,5195,11143527,6817/681700,0,['Res'],['_555000014'],2719052.933,1110.0
89,POINT (719080.1 88180.10000000001),1020,,150.0,,2719080.15,1,['Via Ressiga'],,Via Ressiga 6,10139137,1088180.07,Maroggia,,,CH810757029508,101246528,0,6817,05.09.2021,"['', '']",['Via Ressiga'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8017.0,377a,"['1', '2']",1004,0,TI,1088180.07,2.0,0,1989.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,6,,"['', '']","[3100, 3101]",905,,"[0, 0]",Via Ressiga 6,Maroggia,377,5195,11143528,6817/681700,0,['Res'],"['_555000015', '']",2719080.15,1121.0
90,POINT (719039.7 88138.3),1020,,73.0,,2719039.77,1,['Via Val Mara'],,Via Val Mara 4,10139139,1088138.23,Maroggia,,,CH629544020755,101246529,0,6817,05.09.2021,[''],['Via Val Mara'],['IT'],05.09.2021,[3004],3.0,,8012.0,107a,['1'],1004,0,TI,1088138.23,1.0,0,,['2021-09-05T00:00:00'],,4,,[''],[3101],905,,[1],Via Val Mara 4,Maroggia,107,5195,11143530,6817/681700,0,['Mar'],['_555000018'],2719039.77,1110.0
91,POINT (718747.8 88249.39999999999),1020,,44.0,,2718747.801,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 3,10139138,1088249.373,Maroggia,,,CH530295074567,101246530,0,6817,05.09.2021,[''],['Via T. e G. Rodari'],['IT'],05.09.2021,[3004],3.0,,8012.0,231a,['1'],1004,0,TI,1088249.373,1.0,0,,['2021-09-05T00:00:00'],,3,,[''],[3100],905,,[1],Via Tommaso e Giacomo Rodari 3,Maroggia,231,5195,11143531,6817/681700,0,['Rod'],['_555000021'],2718747.801,1110.0
92,POINT (719136.4 88651.89999999999),1020,,142.0,,2719136.41,1,['Piazzo frazione'],,Piazzo frazione 13,10128277,1088651.87,Maroggia,,,CH110757029552,101246531,0,6817,05.09.2021,[''],['Piazzo frazione'],['IT'],05.09.2021,[3004],2.0,,8014.0,401a,['1'],1004,0,TI,1088651.87,1.0,0,1969.0,['2021-09-05T00:00:00'],,13,,[''],[3100],905,,[1],Piazzo frazione 13,Maroggia,401,5195,11143532,6817/681700,0,['Pia'],['_555000023'],2719136.41,1110.0
93,POINT (718848.4 88341.39999999999),1020,,161.0,,2718848.43,1,['Via ai Molini'],,Via ai Molini 13,10128279,1088341.38,Maroggia,,,CH184502079506,101246532,0,6817,05.09.2021,[''],['Via ai Molini'],['IT'],05.09.2021,[3004],2.0,,8014.0,159a,['1'],1004,0,TI,1088341.38,1.0,0,1967.0,['2021-09-05T00:00:00'],,13,,[''],[3101],905,,[0],Via ai Molini 13,Maroggia,159,5195,11143533,6817/681700,0,['Mol'],['_555000024'],2718848.43,1110.0
94,POINT (718836.6 88359.89999999999),1020,,99.0,,2718836.63,1,['Via ai Molini'],,Via ai Molini 9,10128279,1088359.81,Maroggia,,,CH240702954640,101246533,0,6817,05.09.2021,[''],['Via ai Molini'],['IT'],05.09.2021,[3004],2.0,,8012.0,315a,['1'],1004,0,TI,1088359.81,1.0,0,,['2021-09-05T00:00:00'],,9,,[''],[3101],905,,[0],Via ai Molini 9,Maroggia,315,5195,11143534,6817/681700,0,['Mol'],['_555000025'],2718836.63,1110.0
95,POINT (719014.5 88436.5),1020,,100.0,,2719014.56,1,['Via al Vallone'],,Via al Vallone 2,10138434,1088436.48,Maroggia,,,CH140702954476,101246535,0,6817,05.09.2021,[''],['Via al Vallone'],['IT'],05.09.2021,[3004],3.0,,8013.0,48a,['1'],1004,0,TI,1088436.48,1.0,0,,['2021-09-05T00:00:00'],,2,,[''],[3100],905,,[1],Via al Vallone 2,Maroggia,48,5195,11143536,6817/681700,0,['Val'],['_555000027'],2719014.56,1110.0
96,POINT (719063.8 88000.89999999999),1020,,90.0,,2719063.858,1,['Via Monte Generoso'],,Via Monte Generoso 11,10139135,1088000.839,Maroggia,,,CH140702955763,101246536,0,6817,05.09.2021,[''],['Via Monte Generoso'],['IT'],05.09.2021,[3004],2.0,,8012.0,406a,['1'],1004,0,TI,1088000.839,1.0,0,,['2021-09-05T00:00:00'],,11,,[''],[3100],905,,[1],Via Monte Generoso 11,Maroggia,406,5195,11143537,6817/681700,0,['Gen'],['_555000031'],2719063.858,1110.0
97,POINT (718886 88023.7),1020,,81.0,,2718886.042,1,['Via Dr. Willy Fröhlich'],,Via Dr. Willy Fröhlich 3,10138437,1088023.599,Maroggia,,,CH909507460230,101246537,0,6817,05.09.2021,[''],['Via Dr. Willy Fröhlich'],['IT'],05.09.2021,[3004],2.0,,8012.0,277a,['1'],1004,0,TI,1088023.599,1.0,0,,['2021-09-05T00:00:00'],,3,,[''],[3100],905,,[1],Via Dr. Willy Fröhlich 3,Maroggia,277,5195,11143538,6817/681700,0,['Frö'],['_555000033'],2718886.042,1110.0
98,POINT (719051.4 88020.3),1020,,135.0,,2719051.42,1,['Via Monte Generoso'],,Via Monte Generoso 10,10139135,1088020.21,Maroggia,,,CH270795460224,101248165,0,6817,05.09.2021,[''],['Via Monte Generoso'],['IT'],05.09.2021,[3004],2.0,,8015.0,302a,['1'],1004,0,TI,1088020.21,1.0,0,1974.0,['2021-09-05T00:00:00'],,10,,[''],[3100],905,,[0],Via Monte Generoso 10,Maroggia,302,5195,11143539,6817/681700,0,['Gen'],['_555000034'],2719051.42,1110.0
99,POINT (718918.6 88295.89999999999),1020,,97.0,,2718918.62,1,['Via ai Molini'],,Via ai Molini 33,10128279,1088295.8,Maroggia,,,CH869502075773,101248166,0,6817,05.09.2021,[''],['Via ai Molini'],['IT'],05.09.2021,[3004],2.0,,8014.0,382a,['1'],1004,0,TI,1088295.8,1.0,0,,['2021-09-05T00:00:00'],,33,,[''],[3100],905,,[1],Via ai Molini 33,Maroggia,382,5195,11143540,6817/681700,0,['Mol'],['_555000035'],2718918.62,1110.0
100,POINT (718812.7 88447.3),1030,,155.0,,2718812.77,1,['Via ai Molini'],,Via ai Molini 1,10128279,1088447.29,Maroggia,,,CH130295074509,101248168,0,6817,05.09.2021,"['', '', '']",['Via ai Molini'],['IT'],05.09.2021,"[3004, 3004, 3004]",4.0,,8014.0,166a,"['1', '4', '5']",1004,0,TI,1088447.29,3.0,0,1963.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",Casa monofamigliare o bifamigliare (267),1,,"['', '', '']","[3101, 3100, 3102]",905,,"[0, 0, 0]",Via ai Molini 1,Maroggia,166,5195,11143542,6817/681700,0,['Mol'],"['_555000371', '_555000372', '_555000408']",2718812.77,1122.0
101,POINT (718792.9 88288.8),1030,,151.0,,2718792.94,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 32,10138436,1088288.7,Maroggia,,,CH354502950705,101248170,0,6817,05.09.2021,"['', '', '', '', '']",['Viale B. Longhena'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004]",3.0,,8011.0,207a,"['1', '2', '3', '4', '5']",1004,0,TI,1088288.7,3.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,32,,"['', '', '', '', '']","[3100, 3401, 3102, 3401, 3100]",905,,"[0, 0, 0, 0, 0]",Viale Baldassarre Longhena 32,Maroggia,207,5195,11143544,6817/681700,0,['Lon'],"['_555000387', '_555000388', '_555000389', '_555000390', '623']",2718792.94,1122.0
102,POINT (719078.8 87923.8),1030,,196.0,,2719078.85,1,['Viale Stazione'],,Viale Stazione 7,10139140,1087923.74,Maroggia,,,CH769502074621,101248171,0,6817,05.09.2021,"['', '', '', '']",['Viale Stazione'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004]",3.0,,8013.0,263a,"['1', '2', '3', '5']",1004,0,TI,1087923.74,4.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,7,,"['', '', '', '']","[3101, 3101, 3102, 3102]",905,,"[0, 0, 0, 0]",Viale Stazione 7,Maroggia,263,5195,11143545,6817/681700,0,['Sta'],"['_555000394', '_555000395', '_555000396', '']",2719078.85,1122.0
103,POINT (718760.1 88253.8),1020,,399.0,,2718760.186,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 7,10139138,1088253.746,Maroggia,,,CH584502079564,101248172,0,6817,05.09.2021,"['', '', '', '', '', '']",['Via T. e G. Rodari'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004]",3.0,,8011.0,223a,"['1', '2', '3', '4', '5', '7']",1004,0,TI,1088253.746,6.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",Abitazione da 3 a 10 appartamenti (488),7,,"['', '', '', '', '', '']","[3102, 3101, 3100, 3101, 3100, 3102]",905,,"[0, 0, 0, 0, 0, 0]",Via Tommaso e Giacomo Rodari 7,Maroggia,223,5195,11143546,6817/681700,0,['Rod'],"['_555000397', '_555000527', '_555000398', '_555000528', '_555000399', '_555000400']",2718760.186,1122.0
104,POINT (718920.7 88248.3),1020,,96.0,,2718920.74,1,['Via ai Molini'],,Via ai Molini 8,10128279,1088248.22,Maroggia,,,CH830295074562,101248173,0,6817,05.09.2021,[''],['Via ai Molini'],['IT'],05.09.2021,[3004],2.0,,8012.0,138a,['1'],1004,0,TI,1088248.22,1.0,0,,['2021-09-05T00:00:00'],,8,,[''],[3100],905,,[0],Via ai Molini 8,Maroggia,138,5195,11143547,6817/681700,0,['Mol'],['_555000407'],2718920.74,1110.0
105,POINT (718819.5 88432.39999999999),1020,,53.0,,2718819.53,1,['Via ai Molini'],,Via ai Molini 5,10128279,1088432.38,Maroggia,,,CH140702954575,101248174,0,6817,05.09.2021,[''],['Via ai Molini'],['IT'],05.09.2021,[3004],2.0,,8019.0,167a,['1'],1004,0,TI,1088432.38,1.0,0,,['2021-09-05T00:00:00'],,5,,[''],[3401],905,,[0],Via ai Molini 5,Maroggia,167,5195,11143550,6817/681700,0,['Mol'],['_1'],2718819.53,1110.0
106,POINT (718938 87906.89999999999),1020,,372.0,,2718938.03,1,['Via al Parco'],,Via al Parco 11,10138433,1087906.8,Maroggia,,,CH910757029571,101248175,0,6817,05.09.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Via al Parco'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8012.0,390a,"['2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21']",1004,0,TI,1087906.8,20.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,11,,"['5272', '5271', '5270', '5269', '5268', '5267', '5266', '5262', '5264', '5263', '5265', '5260', '5259', '5258', '5274', '5273', '5257', '5275', '', '5261']","[3405, 3405, 3405, 3404, 3404, 3404, 3404, 3403, 3403, 3403, 3403, 3402, 3402, 3402, 3401, 3101, 3401, 3101, 3100, 3102]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via al Parco 11,Maroggia,390,5195,11143551,6817/681700,0,['Par'],"['_555000478', '_555000477', '_555000476', '_555000475', '_555000474', '_555000473', '_555000472', '_555000471', '_555000470', '_555000469', '_555000468', '_555000467', '_555000466', '_555000465', '_555000464', '_555000463', '_555000462', '_555000460', '_461', '_555000705']",2718938.03,1122.0
107,POINT (719100.1 88549.10000000001),1020,,180.0,,2719100.12,1,['Piazzo frazione'],,Piazzo frazione 12,10128277,1088549.0,Maroggia,,,CH970795570244,101251053,0,6817,05.09.2021,[''],['Piazzo frazione'],['IT'],05.09.2021,[3004],2.0,,8014.0,383a,['1'],1004,0,TI,1088549.0,1.0,0,1962.0,['2021-09-05T00:00:00'],,12,,[''],[3100],905,,[1],Piazzo frazione 12,Maroggia,383,5195,11169138,6817/681700,0,['Pia'],['_555000011'],2719100.12,1110.0
108,POINT (718678.6 88274.39999999999),1060,,272.0,,2718678.68,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 17,10139138,1088274.35,Maroggia,,,CH610745029587,101252751,0,6817,05.09.2021,,['Via T. e G. Rodari'],['IT'],05.09.2021,,1.0,,8012.0,248ab,,1004,0,TI,1088274.35,,0,,,chiesa,17,,,,905,,,Via Tommaso e Giacomo Rodari 17,Maroggia,248,5195,11169973,6817/681700,0,['Rod'],,2718678.68,1272.0
109,POINT (718438.1 88681.8),1020,,82.0,,2718438.183,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 4,10138436,1088681.752,Maroggia,,,CH669502074358,101418457,0,6817,05.09.2021,[''],['Viale B. Longhena'],['IT'],05.09.2021,[3004],2.0,,8013.0,2a,['1'],1004,0,TI,1088681.752,1.0,0,,['2021-09-05T00:00:00'],,4,,[''],[3100],905,,[1],Viale Baldassarre Longhena 4,Maroggia,2,5195,11204116,6817/681700,0,['Lon'],['_555000501'],2718438.183,1110.0
110,POINT (718766.1 88283.8),1020,,22.0,,2718766.186,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 14,10139138,1088283.747,Maroggia,,,CH409507450209,101418458,0,6817,05.09.2021,[''],['Via T. e G. Rodari'],['IT'],05.09.2021,[3004],2.0,,8013.0,212a,['1'],1004,0,TI,1088283.747,1.0,0,,['2021-09-05T00:00:00'],,14,,[''],[3100],905,,[0],Via Tommaso e Giacomo Rodari 14,Maroggia,212,5195,11204130,6817/681700,0,['Rod'],['_504'],2718766.186,1110.0
111,POINT (718804.9 88421.7),1020,,67.0,,2718804.96,1,['Vicolo ai Ronchetti'],,Vicolo ai Ronchetti 5,10139141,1088421.69,Maroggia,,,CH154502950773,101418459,0,6817,05.09.2021,[''],['Vicolo ai Ronchetti'],['IT'],05.09.2021,[3004],3.0,,8013.0,168a,['1'],1004,0,TI,1088421.69,1.0,0,,['2021-09-05T00:00:00'],(e 440),5,,[''],[3100],905,,[1],Vicolo ai Ronchetti 5,Maroggia,168,5195,11204135,6817/681700,0,['Ron'],['_555000071'],2718804.96,1110.0
112,POINT (718457.6 88673.3),1020,,53.0,,2718457.654,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 6,10138436,1088673.271,Maroggia,,,CH290295460789,101418461,0,6817,05.09.2021,[''],['Viale B. Longhena'],['IT'],05.09.2021,[3004],3.0,,8012.0,308a,['1'],1004,0,TI,1088673.271,1.0,0,,['2021-09-05T00:00:00'],,6,,[''],[3100],905,,[1],Viale Baldassarre Longhena 6,Maroggia,308,5195,11204146,6817/681700,0,['Lon'],['_555000509'],2718457.654,1110.0
113,POINT (718538.1 88629.8),1020,,81.0,,2718538.185,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 8,10138436,1088629.753,Maroggia,,,CH369502074660,101418462,0,6817,05.09.2021,[''],['Viale B. Longhena'],['IT'],05.09.2021,[3004],2.0,,8013.0,327a,['1'],1004,0,TI,1088629.753,1.0,0,,['2021-09-05T00:00:00'],,8,,[''],[3101],905,,[0],Viale Baldassarre Longhena 8,Maroggia,327,5195,11204148,6817/681700,0,['Lon'],['_555000510'],2718538.185,1110.0
114,POINT (718849.9 87871.3),1020,,55.0,,2718849.96,1,['Via al Parco'],,Via al Parco 19,10138433,1087871.21,Maroggia,,,CH440702954669,101418463,0,6817,05.09.2021,[''],['Via al Parco'],['IT'],05.09.2021,[3004],3.0,,8013.0,336a,['1'],1004,0,TI,1087871.21,1.0,0,,['2021-09-05T00:00:00'],,19,,[''],[3100],905,,[1],Via al Parco 19,Maroggia,336,5195,11204152,6817/681700,0,['Par'],['_555000512'],2718849.96,1110.0
