,geometry,gkat,gabbj,garea,ltyp,gkode,stroffiziel,strname,gazzi,strname_deinr,esid,gkodn,dplzname,gvol,gbaum,egrid,egaid,lgbkr,dplz4,gexpdat,wbez,strnamk,strsp,dexpdat,wstat,gastw,lparzsx,gbaup,gebnr,ewid,gstat,dplzz,gdekt,dkodn,ganzwhg,doffadr,gbauj,wexpdat,gbez,deinr,gvolnorm,weinr,wstwk,gksce,gvolsce,wmehrg,label,ggdename,lparz,ggdenr,egid,plz_plz6,edid,strindx,whgnr,dkode,gklas
40,POINT (718738.5 88265.89999999999),1020,,140.0,,2718738.565,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 15,10139138,1088265.859,Maroggia,,,CH510745029524,101246351,0,6817,05.09.2021,[''],['Via T. e G. Rodari'],['IT'],05.09.2021,[3004],2.0,,8011.0,229a,['1'],1004,0,TI,1088265.859,1.0,0,,['2021-09-05T00:00:00'],,15,,[''],[3100],905,,[1],Via Tommaso e Giacomo Rodari 15,Maroggia,229,5195,11143469,6817/681700,0,['Rod'],['_555000374'],2718738.565,1110.0
41,POINT (718741.6 88250.10000000001),1020,,40.0,,2718741.6,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 5,10139138,1088250.022,Maroggia,,,CH529545020780,101246352,0,6817,05.09.2021,[''],['Via T. e G. Rodari'],['IT'],05.09.2021,[3004],3.0,,8012.0,230a,['1'],1004,0,TI,1088250.022,1.0,0,,['2021-09-05T00:00:00'],,5,,[''],[3100],905,,[1],Via Tommaso e Giacomo Rodari 5,Maroggia,230,5195,11143470,6817/681700,0,['Rod'],['_555000094'],2718741.6,1110.0
42,POINT (718713.1 88288.5),1020,,117.0,,2718713.11,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 22,10139138,1088288.4,Maroggia,,,CH554502950734,101246353,0,6817,05.09.2021,"['', '']",['Via T. e G. Rodari'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8013.0,234a,"['1', '2']",1004,0,TI,1088288.4,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,22,,"['', '']","[3100, 3401]",905,,"[0, 0]",Via Tommaso e Giacomo Rodari 22,Maroggia,234,5195,11143471,6817/681700,0,['Rod'],"['_555000095', '_555000096']",2718713.11,1121.0
43,POINT (718727.5 88288.5),1020,,114.0,,2718727.512,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 18,10139138,1088288.47,Maroggia,,,CH670795450285,101246354,0,6817,05.09.2021,"['', '']",['Via T. e G. Rodari'],['IT'],05.09.2021,"[3004, 3004]",3.0,,8013.0,236a,"['1', '2']",1004,0,TI,1088288.47,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",236-235-234a,18,,"['', '']","[3101, 3100]",905,,"[1, 0]",Via Tommaso e Giacomo Rodari 18,Maroggia,236,5195,11143472,6817/681700,0,['Rod'],"['_555000097', '']",2718727.512,1121.0
44,POINT (718729.1 88284.8),1020,,36.0,,2718729.185,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 16,10139138,1088284.746,Maroggia,,,CH684502079530,101246355,0,6817,05.09.2021,[''],['Via T. e G. Rodari'],['IT'],05.09.2021,[3004],3.0,,8012.0,237a,['1'],1004,0,TI,1088284.746,1.0,0,,['2021-09-05T00:00:00'],,16,,[''],[3402],905,,[0],Via Tommaso e Giacomo Rodari 16,Maroggia,237,5195,11143473,6817/681700,0,['Rod'],['_555000098'],2718729.185,1110.0
45,POINT (718793.1 88223.8),1030,,105.0,,2718793.186,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 40,10138436,1088223.746,Maroggia,,,CH640702954502,101246357,0,6817,05.09.2021,"['', '']",['Viale B. Longhena'],['IT'],05.09.2021,"[3004, 3004]",3.0,,8011.0,251a,"['1', '2']",1004,0,TI,1088223.746,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,40,,"['', '']","[3100, 3100]",905,,"[1, 1]",Viale Baldassarre Longhena 40,Maroggia,251,5195,11143475,6817/681700,0,['Lon'],"['_555000101', '_555000102']",2718793.186,1121.0
46,POINT (718778.3 88227.3),1020,,139.0,,2718778.296,1,['Via Tommaso e Giacomo Rodari'],,Via Tommaso e Giacomo Rodari 1,10139138,1088227.257,Maroggia,,,CH654502950797,101513099,0,6817,05.09.2021,[''],['Via T. e G. Rodari'],['IT'],05.09.2021,[3004],2.0,,8012.0,252a,['1'],1004,0,TI,1088227.257,1.0,0,,['2021-09-05T00:00:00'],,1,,[''],[3100],905,,[0],Via Tommaso e Giacomo Rodari 1,Maroggia,252,5195,11143476,6817/681700,0,['Rod'],['_555000008'],2718778.296,1110.0
47,POINT (718793.9 88210),1020,,146.0,,2718793.9,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 42,10138436,1088209.968,Maroggia,,,CH669502074556,101246358,0,6817,05.09.2021,"['', '', '', '', '', '']",['Viale B. Longhena'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004]",4.0,,8011.0,253a,"['2', '3', '4', '5', '6', '7']",1004,0,TI,1088209.968,5.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,42,,"['', '', '', '', '', '']","[3100, 3401, 3102, 3100, 3102, 3100]",905,,"[0, 0, 1, 0, 1, 0]",Viale Baldassarre Longhena 42,Maroggia,253,5195,11143477,6817/681700,0,['Lon'],"['_555000104', '_555000105', '_555000106', '_103', '_555000505', '_555000619']",2718793.9,1122.0
48,POINT (718805.1 88176.8),1020,,151.0,,2718805.186,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 46,10138436,1088176.745,Maroggia,,,CH770795460248,101513100,0,6817,05.09.2021,"['', '']",['Viale B. Longhena'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8013.0,254a,"['1', '2']",1004,0,TI,1088176.745,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,46,,"['', '']","[3100, 3101]",905,,"[0, 0]",Viale Baldassarre Longhena 46,Maroggia,254,5195,11143478,6817/681700,0,['Lon'],"['_555000107', '_555000108']",2718805.186,1121.0
49,POINT (718818.4 88128.2),1020,,298.0,,2718818.49,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 48,10138436,1088128.16,Maroggia,,,CH784602079566,101246359,0,6817,05.09.2021,"['Destra', '', '', '', '', '', '', '', '', '']",['Viale B. Longhena'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",2.0,,8012.0,255a,"['2', '3', '4', '5', '6', '7', '8', '9', '11', '12']",1004,0,TI,1088128.16,10.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,48,,"['25046', '25045', '25047', '25044', '25049', '25051', '25053', '25052', '25048', '25055']","[3100, 3100, 3100, 3100, 3101, 3101, 3102, 3102, 3101, 3102]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Viale Baldassarre Longhena 48,Maroggia,255,5195,11143479,6817/681700,0,['Lon'],"['_414', '_555', '_556', '_557', '_560', '_559', '_561', '_562', '_558', '_563']",2718818.49,1122.0
50,POINT (718783.1 88117.8),1020,,322.0,,2718783.185,1,['Via al Lido'],,Via al Lido 4,10138432,1088117.742,Maroggia,,,CH790295460716,101246360,0,6817,05.09.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Via al Lido'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",3.0,,8015.0,256a,"['1', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30']",1004,0,TI,1088117.742,15.0,0,1973.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,4,,"['6326', '6332', '6328', '6327', '6333', '6335', '6334', '6338', '6331', '6325', '6330', '6340', '6336', '6337', '6339']","[3100, 3101, 3100, 3100, 3101, 3101, 3101, 3102, 3101, 3100, 3100, 3102, 3102, 3102, 3102]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via al Lido 4,Maroggia,256,5195,11143480,6817/681700,0,['Lid'],"['_555000195', '_555000199', '_555000207', '_555000200', '_555000210', '_555000208', '_555000209', '_555000196', '_555000197', '_555000206', '_555000201', '_555000202', '_555000203', '_555000204', '_555000205']",2718783.185,1122.0
51,POINT (718748.2 88143),1020,,276.0,,2718748.25,1,['Via al Lido'],,Via al Lido 6,10138432,1088142.96,Maroggia,,,CH709507460201,101246361,0,6817,05.09.2021,"['', '', '', '', '', '', '', '', '']",['Via al Lido'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",4.0,,8014.0,257a,"['1', '2', '3', '4', '5', '6', '7', '8', '9']",1004,0,TI,1088142.96,9.0,0,1963.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,6,,"['', '', '', '', '', '', '', '', '']","[3100, 3100, 3101, 3101, 3102, 3102, 3103, 3103, 3103]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",Via al Lido 6,Maroggia,257,5195,11143481,6817/681700,0,['Lid'],"['_555000109', '_555000111', '_555000112', '_555000113', '_555000114', '_555000115', '_555000116', '_555000259', '_555000415']",2718748.25,1122.0
52,POINT (718688.8 88195.8),1020,,1900.0,,2718688.81,1,['Via al Lido'],,Via al Lido 9,10138432,1088195.79,Maroggia,,,CH729546020703,101604485,0,6817,05.09.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Via al Lido'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8018.0,259a,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43']",1004,0,TI,1088195.79,43.0,0,1994.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",Abitazione da 11 o piu' appartamenti (0),9,,"['18236', '18980', '18239', '18233', '18234', '18237', '18244', '18245', '18228', '18242', '18247', '18246', '18250', '18238', '18252', '18248', '18477', '18249', '18261', '18257', '18263', '18259', '18226', '18225', '18232', '18229', '18230', '18227', '18224', '18231', '18240', '18243', '18235', '18258', '18262', '18260', '18254', '18978', '18255', '18256', '18979', '18253', '18251']","[3101, 3104, 3101, 3100, 3101, 3101, 3102, 3102, 3100, 3101, 3102, 3102, 3102, 3101, 3102, 3102, 3104, 3102, 3103, 3103, 3103, 3103, 3100, 3100, 3100, 3100, 3100, 3100, 3100, 3100, 3101, 3101, 3101, 3103, 3103, 3103, 3103, 3104, 3103, 3103, 3104, 3102, 3102]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0]",Via al Lido 9,Maroggia,259,5195,11143482,6817/681700,0,['Lid'],"['_555000117', '_555000226', '_555000118', '_555000119', '_555000120', '_555000121', '_555000122', '_555000123', '_555000227', '_555000236', '_555000124', '_555000125', '_555000225', '_555000237', '_555000238', '_555000239', '_555000240', '_555000241', '_555000242', '_555000243', '_555000244', '_555000245', '_555000228', '_555000229', '_555000230', '_555000231', '_555000232', '_555000233', '_555000234', '_555000235', '_555000256', '_555000257', '_555000258', '_555000246', '_555000247', '_555000248', '_555000249', '_555000250', '_555000251', '_555000252', '_555000253', '_555000254', '_555000255']",2718688.81,1122.0
53,POINT (718842.4 88075.7),1030,,342.0,,2718842.47,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 1,10128278,1088075.64,Maroggia,,,CH810746029510,101246362,0,6817,05.09.2021,"['', '', '', '', '', '']",['Quartiere Prà Comun'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004]",3.0,,8017.0,268a,"['1', '2', '3', '4', '5', '6']",1004,0,TI,1088075.64,6.0,0,1987.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,1,,"['', '', '', '', '', '']","[3101, 3101, 3100, 3401, 3100, 3402]",905,,"[0, 0, 0, 0, 0, 0]",Quartiere Prà Comun 1,Maroggia,268,5195,11143483,6817/681700,0,['Com'],"['_555000126', '_555000127', '_555000271', '_555000272', '_555000489', '_555000488']",2718842.47,1122.0
54,POINT (718915.4 88020.5),1040,,438.0,,2718915.49,1,['Viale Stazione'],,Viale Stazione 10,10139140,1088020.45,Maroggia,,,CH970795460277,102196878,0,6817,05.09.2021,[''],['Viale Stazione'],['IT'],05.09.2021,[3004],3.0,,8013.0,274a,['1'],1004,0,TI,1088020.45,1.0,0,,['2021-09-05T00:00:00'],Posta,10,,[''],[3100],905,,[0],Viale Stazione 10,Maroggia,274,5195,11143485,6817/681700,0,['Sta'],['_555000130'],2718915.49,
55,POINT (718953.3 87984.2),1030,,156.0,,2718953.36,1,['Viale Stazione'],,Viale Stazione 16,10139140,1087984.11,Maroggia,,,CH990295460745,102188502,0,6817,05.09.2021,[''],['Viale Stazione'],['IT'],05.09.2021,[3004],3.0,,8013.0,276a,['3'],1004,0,TI,1087984.11,1.0,0,,['2021-09-05T00:00:00'],,16,,[''],[3102],905,,[0],Viale Stazione 16,Maroggia,276,5195,11143486,6817/681700,0,['Sta'],['_555000261'],2718953.36,1110.0
56,POINT (719060.4 87875.2),1030,,75.0,,2719060.455,1,['Viale Stazione'],,Viale Stazione 34,10139140,1087875.171,Maroggia,,,CH110746029554,101246367,0,6817,05.09.2021,"['', '']",['Viale Stazione'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8014.0,289a,"['1', '2']",1004,0,TI,1087875.171,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,34,,"['', '']","[3101, 3102]",905,,"[0, 0]",Viale Stazione 34,Maroggia,289,5195,11143491,6817/681700,0,['Sta'],"['_555000004', '_555000142']",2719060.455,1121.0
57,POINT (718990.6 88247),1020,,91.0,,2718990.68,1,['Via ai Molini'],,Via ai Molini 14,10128279,1088246.97,Maroggia,,,CH154602950746,101246368,0,6817,05.09.2021,"['', '']",['Via ai Molini'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8012.0,300a,"['1', '2']",1004,0,TI,1088246.97,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,14,,"['', '']","[3100, 3101]",905,,"[0, 0]",Via ai Molini 14,Maroggia,300,5195,11143492,6817/681700,0,['Mol'],"['_555000143', '_555000392']",2718990.68,1121.0
58,POINT (718767.5 88099.39999999999),1020,,134.0,,2718767.53,1,['Via al Lido'],,Via al Lido 5,10138432,1088099.31,Maroggia,,,CH284602079542,101246369,0,6817,05.09.2021,"['', '']",['Via al Lido'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8012.0,304a,"['1', '2']",1004,0,TI,1088099.31,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,5,,"['', '']","[3100, 3101]",905,,"[0, 0]",Via al Lido 5,Maroggia,304,5195,11143493,6817/681700,0,['Lid'],"['_555000145', '']",2718767.53,1121.0
59,POINT (719095.2 88605.8),1020,,150.0,,2719095.194,1,['Piazzo frazione'],,Piazzo frazione 5,10128277,1088605.725,Maroggia,,,CH210746029520,101246370,0,6817,05.09.2021,"['', '']",['Piazzo frazione'],['IT'],05.09.2021,"[3004, 3004]",3.0,,8011.0,312a,"['1', '2']",1004,0,TI,1088605.725,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",Caa dal piazz,5,,"['', '']","[3100, 3100]",905,,"[1, 1]",Piazzo frazione 5,Maroggia,312,5195,11143494,6817/681700,0,['Pia'],"['_555000391', '']",2719095.194,1121.0
60,POINT (719033.5 87876.60000000001),1020,,168.0,,2719033.57,1,['Viale Stazione'],,Viale Stazione 32,10139140,1087876.53,Maroggia,,,CH254602950712,101246371,0,6817,05.09.2021,"['', '', '']",['Viale Stazione'],['IT'],05.09.2021,"[3004, 3004, 3004]",3.0,,8016.0,316a,"['1', '2', '3']",1004,0,TI,1087876.53,3.0,0,1985.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,32,,"['', '', '']","[3100, 3103, 3102]",905,,"[0, 0, 0]",Viale Stazione 32,Maroggia,316,5195,11143496,6817/681700,0,['Sta'],"['_555000148', '_555000149', '_555000150']",2719033.57,1122.0
61,POINT (718842.1 88179),1030,,443.0,,2718842.13,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 11,10138436,1088178.92,Maroggia,,,CH269502074694,101246372,0,6817,05.09.2021,"['', '', '', '']",['Viale B. Longhena'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004]",3.0,,8013.0,317a,"['1', '2', '3', '4']",1004,0,TI,1088178.92,4.0,0,1958.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",Abitazione da 3 a 10 appartamenti (656),11,,"['', '', '', '']","[3101, 3102, 3100, 3100]",905,,"[0, 0, 0, 0]",Viale Baldassarre Longhena 11,Maroggia,317,5195,11143497,6817/681700,0,['Lon'],"['_555000150', '_555000151', '_555000265', '626']",2718842.13,1122.0
62,POINT (718769.9 88045.5),1020,,162.0,,2718769.978,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 6,10128278,1088045.417,Maroggia,,,CH470795460253,101246373,0,6817,05.09.2021,[''],['Quartiere Prà Comun'],['IT'],05.09.2021,[3004],2.0,,8012.0,328a,['1'],1004,0,TI,1088045.417,1.0,0,,['2021-09-05T00:00:00'],,6,,[''],[3100],905,,[1],Quartiere Prà Comun 6,Maroggia,328,5195,11143498,6817/681700,0,['Com'],['_555000019'],2718769.978,1110.0
63,POINT (718772.1 88164.8),1020,,345.0,,2718772.185,1,['Via al Lido'],,Via al Lido 3,10138432,1088164.744,Maroggia,,,CH490295460721,101246374,0,6817,05.09.2021,"['', '', '', '', '', '', '', '']",['Via al Lido'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",3.0,,8017.0,331a,"['1', '3', '4', '5', '6', '7', '8', '9']",1004,0,TI,1088164.744,8.0,0,1990.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,3,,"['PPP_15223', 'PPP_15221', 'PPP_15222', 'PPP_15226', 'PPP_15225', 'PPP_15224', 'PPP_15228', 'PPP_15227']","[3100, 3100, 3100, 3101, 3101, 3101, 3102, 3102]",905,,"[0, 0, 0, 0, 0, 0, 0, 0]",Via al Lido 3,Maroggia,331,5195,11143499,6817/681700,0,['Lid'],"['_555000152', '_555000154', '_555000155', '_555000156', '_555000157', '_555000273', '_555000483', '_555000442']",2718772.185,1122.0
64,POINT (718550.1 88627.8),1020,,46.0,,2718550.185,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 10,10138436,1088627.753,Maroggia,,,CH429546020708,101246376,0,6817,05.09.2021,[''],['Viale B. Longhena'],['IT'],05.09.2021,[3004],3.0,,8013.0,334a,['1'],1004,0,TI,1088627.753,1.0,0,,['2021-09-05T00:00:00'],,10,,[''],[3100],905,,[1],Viale Baldassarre Longhena 10,Maroggia,334,5195,11143501,6817/681700,0,['Lon'],['_555000360'],2718550.185,1110.0
65,POINT (718838.1 88023.3),1020,,95.0,,2718838.112,1,['Via Dr. Willy Fröhlich'],,Via Dr. Willy Fröhlich 2,10138437,1088023.21,Maroggia,,,CH569502074689,101246377,0,6817,05.09.2021,[''],['Via Dr. Willy Fröhlich'],['IT'],05.09.2021,[3004],1.0,,8013.0,348a,['1'],1004,0,TI,1088023.21,1.0,0,,['2021-09-05T00:00:00'],,2,,[''],[3100],905,,[0],Via Dr. Willy Fröhlich 2,Maroggia,348,5195,11143502,6817/681700,0,['Frö'],['_555000159'],2718838.112,1110.0
66,POINT (718862.6 88064.2),1020,,167.0,,2718862.63,1,['Viale Stazione'],,Viale Stazione 4,10139140,1088064.19,Maroggia,,,CH690295460750,101246378,0,6817,05.09.2021,"['', '']",['Viale Stazione'],['IT'],05.09.2021,"[3004, 3004]",3.0,,8013.0,351a,"['1', '2']",1004,0,TI,1088064.19,2.0,0,1956.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,4,,"['', '']","[3100, 3101]",905,,"[0, 0]",Viale Stazione 4,Maroggia,351,5195,11143503,6817/681700,0,['Sta'],"['_555000160', '_555000161']",2718862.63,1121.0
67,POINT (718801.1 88202.8),1030,,242.0,,2718801.186,1,['Viale Baldassarre Longhena'],,Viale Baldassarre Longhena 44,10138436,1088202.745,Maroggia,,,CH629546020737,101246379,0,6817,05.09.2021,"['', '', '', '', '']",['Viale B. Longhena'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004, 3004]",3.0,,8012.0,354a,"['1', '2', '3', '4', '5']",1004,0,TI,1088202.745,5.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",Abitazione da 3 a 10 appartamenti (420),44,,"['', '', '', '', '']","[3100, 3101, 3102, 3100, 3102]",905,,"[0, 0, 0, 0, 0]",Viale Baldassarre Longhena 44,Maroggia,354,5195,11143504,6817/681700,0,['Lon'],"['_555000163', '_555000164', '_555000165', '_555000166', '_555000656']",2718801.186,1122.0
68,POINT (719041.9 88169.5),1020,,104.0,,2719041.98,1,['Via Val Mara'],,Via Val Mara 6,10139139,1088169.45,Maroggia,,,CH654602950770,101246380,0,6817,05.09.2021,[''],['Via Val Mara'],['IT'],05.09.2021,[3004],2.0,,8013.0,357a,['1'],1004,0,TI,1088169.45,1.0,0,1946.0,['2021-09-05T00:00:00'],,6,,[''],[3100],905,,[1],Via Val Mara 6,Maroggia,357,5195,11143505,6817/681700,0,['Mar'],['_555000530'],2719041.98,1110.0
69,POINT (718818 88066.8),1020,,126.0,,2718818.02,1,['Quartiere Prà Comun'],,Quartiere Prà Comun 2,10128278,1088066.75,Maroggia,,,CH785702079560,101246381,0,6817,05.09.2021,"['', '']",['Quartiere Prà Comun'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8013.0,360a,"['2', '3']",1004,0,TI,1088066.75,2.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,2,,"['', '']","[3101, 3100]",905,,"[0, 0]",Quartiere Prà Comun 2,Maroggia,360,5195,11143506,6817/681700,0,['Com'],"['_555000267', '_555000167']",2718818.02,1121.0
70,POINT (719056.5 88190.5),1020,,142.0,,2719056.57,1,['Via Ressiga'],,Via Ressiga 2,10139137,1088190.479,Maroggia,,,CH755702950730,101246382,0,6817,05.09.2021,"['', '', '', '']",['Via Ressiga'],['IT'],05.09.2021,"[3004, 3004, 3004, 3004]",3.0,,8013.0,371a,"['1', '2', '3', '4']",1004,0,TI,1088190.479,3.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,2,,"['', '', '', '']","[3100, 3401, 3402, 3403]",905,,"[0, 0, 0, 0]",Via Ressiga 2,Maroggia,371,5195,11143507,6817/681700,0,['Res'],"['_555000168', '_555000169', '_555000170', '_555000362']",2719056.57,1122.0
71,POINT (719076.1 87985.5),1020,,116.0,,2719076.11,1,['Via Monte Generoso'],,Via Monte Generoso 12,10139135,1087985.43,Maroggia,,,CH870795570278,101246383,0,6817,05.09.2021,"['', '', '']",['Via Monte Generoso'],['IT'],05.09.2021,"[3004, 3004, 3004]",3.0,,8013.0,373a,"['1', '2', '3']",1004,0,TI,1087985.43,3.0,0,,"['2021-09-05T00:00:00', '2021-09-05T00:00:00', '2021-09-05T00:00:00']",,12,,"['', '', '']","[3101, 3102, 3100]",905,,"[0, 0, 0]",Via Monte Generoso 12,Maroggia,373,5195,11143508,6817/681700,0,['Gen'],"['_555000171', '_555000172', '_555000173']",2719076.11,1122.0
72,POINT (719072.5 88158.3),1020,,119.0,,2719072.51,1,['Via Ressiga'],,Via Ressiga 4,10139137,1088158.21,Maroggia,,,CH890295570746,101246384,0,6817,05.09.2021,"['', '']",['Via Ressiga'],['IT'],05.09.2021,"[3004, 3004]",2.0,,8014.0,375a,"['1', '2']",1004,0,TI,1088158.21,2.0,0,1962.0,"['2021-09-05T00:00:00', '2021-09-05T00:00:00']",,4,,"['', '']","[3100, 3101]",905,,"[0, 0]",Via Ressiga 4,Maroggia,375,5195,11143509,6817/681700,0,['Res'],"['_555000174', '_555000175']",2719072.51,1121.0
