,geometry,gkat,gabbj,garea,ltyp,gkode,stroffiziel,strname,gazzi,strname_deinr,esid,gkodn,dplzname,gvol,gbaum,egrid,egaid,lgbkr,dplz4,gexpdat,wbez,strnamk,strsp,dexpdat,wstat,gastw,lparzsx,gbaup,gebnr,ewid,gstat,dplzz,gdekt,dkodn,ganzwhg,doffadr,gbauj,wexpdat,gbez,deinr,gvolnorm,weinr,wstwk,gksce,gvolsce,wmehrg,label,ggdename,lparz,ggdenr,egid,plz_plz6,edid,strindx,whgnr,dkode,gklas
10,POINT (716512.8 93943.2),1020,,275.0,,2716512.81,1,['Via Alessandro Antonietti'],,Via Alessandro Antonietti 17a,10129475,1093943.17,Paradiso,,,CH286102079624,102001711,0,6900,24.08.2021,"['', '', '', '', '']",['Via Antonietti'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004]",5.0,,8017.0,451c,"['1', '2', '3', '7', '9']",1004,9,TI,1093943.17,5.0,0,1988.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,17a,,"['', '', '', '', '']","[3101, 3102, 3102, 3104, 3103]",905,,"[0, 0, 0, 0, 0]",Via Alessandro Antonietti 17a,Paradiso,451,5210,11147224,6900/690009,0,['Ant'],"['93_9', '89_10', '90_11', '92_13', '91_12']",2716512.81,1122.0
11,POINT (716938.2 94320.8),1020,,109.0,,2716938.25,1,['Via Barzaghi'],,Via Barzaghi 1,10129476,1094320.76,Paradiso,,,CH430296076869,101187066,0,6900,24.08.2021,"['', '', '', '']",['Via Barzaghi'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004]",3.0,,8013.0,149a,"['1', '2', '3', '5']",1004,9,TI,1094320.76,4.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,1,,"['', '', '', '']","[3101, 3100, 3102, 3102]",905,,"[0, 0, 0, 0]",Via Barzaghi 1,Paradiso,149,5210,11147225,6900/690009,0,['Bar'],"['95_2', '94_1', '96_3', '97_4']",2716938.25,1122.0
12,POINT (716952.2 94261.60000000001),1020,,293.0,,2716952.25,1,['Via Barzaghi'],,Via Barzaghi 9,10129476,1094261.53,Paradiso,,,CH570796680241,101187067,0,6900,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Via Barzaghi'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",7.0,,8014.0,153i,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '38', '39', '40', '41', '42', '43', '44', '65', '66', '67', '68', '69', '70', '71', '75']",1004,9,TI,1094261.53,51.0,0,1966.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,9,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[3100, 3102, 3102, 3100, 3105, 3105, 3102, 3101, 3101, 3102, 3102, 3102, 3102, 3102, 3100, 3103, 3103, 3103, 3103, 3103, 3103, 3103, 3103, 3103, 3100, 3104, 3104, 3104, 3104, 3104, 3104, 3104, 3100, 3100, 3104, 3105, 3106, 3100, 3106, 3105, 3104, 3102, 3106, 3101, 3101, 3101, 3101, 3101, 3101, 3101, 3106]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Barzaghi 9,Paradiso,153,5210,11147226,6900/690009,0,['Bar'],"['108_2', '111_23', '112_24', '143_6', '140_52', '141_53', '113_25', '100_12', '101_13', '114_26', '115_27', '116_28', '117_29', '109_21', '118_3', '119_31', '120_32', '121_33', '122_34', '123_35', '124_36', '125_37', '126_38', '127_39', '128_4', '131_43', '132_44', '133_45', '134_46', '135_47', '136_48', '137_49', '138_5', '98_1', '129_41', '139_51', '144_61', '148_7', '146_63', '142_54', '130_42', '110_22', '147_64', '102_14', '103_15', '104_16', '105_17', '106_18', '107_19', '99_11', '145_62']",2716952.25,1122.0
13,POINT (717264.2 94112.89999999999),1020,,84.0,,2717264.213,1,['Via Boggia'],,Via Boggia 16,10129477,1094112.833,Paradiso,,,CH440702966250,101187070,0,6900,24.08.2021,"['', '']",['Via Boggia'],['IT'],24.08.2021,"[3004, 3004]",3.0,,8011.0,618a,"['1', '2']",1004,9,TI,1094112.833,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,16,,"['', '']","[3100, 3102]",905,,"[1, 0]",Via Boggia 16,Paradiso,618,5210,11147229,6900/690009,0,['Bog'],"['194_1', '_2']",2717264.213,1121.0
14,POINT (717497.6 94079.7),1020,,110.0,,2717497.6,1,['Via Boggia'],,Via Boggia 17,10129477,1094079.65,Paradiso,,,CH156102960726,101187071,0,6900,24.08.2021,"['', '']",['Via Boggia'],['IT'],24.08.2021,"[3004, 3004]",2.0,,8013.0,448c,"['1', '2']",1004,9,TI,1094079.65,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,17,,"['', '']","[3100, 3401]",905,,"[0, 0]",Via Boggia 17,Paradiso,448,5210,11147230,6900/690009,0,['Bog'],"['2964_2', '195_1']",2717497.6,1121.0
15,POINT (717388 94054.10000000001),1020,,255.0,,2717388.0,1,['Via Boggia'],,Via Boggia 18,10129477,1094054.0,Paradiso,,,CH856202960752,101647738,0,6900,24.08.2021,[''],['Via Boggia'],['IT'],24.08.2021,[3004],3.0,,8011.0,547a,['1'],1004,9,TI,1094054.0,1.0,0,,['2021-08-24T00:00:00'],,18,,[''],[3100],905,,[0],Via Boggia 18,Paradiso,547,5210,11147231,6900/690009,0,['Bog'],['196_1'],2717388.0,1110.0
16,POINT (717519 94070.10000000001),1020,,94.0,,2717519.0,1,['Via Boggia'],,Via Boggia 19,10129477,1094070.0,Paradiso,,,CH740702966146,101626876,0,6900,24.08.2021,[''],['Via Boggia'],['IT'],24.08.2021,[3004],2.0,,8014.0,409a,['1'],1004,9,TI,1094070.0,1.0,0,1965.0,['2021-08-24T00:00:00'],,19,,[''],[3100],905,,[0],Via Boggia 19,Paradiso,409,5210,11147232,6900/690009,0,['Bog'],['197_1'],2717519.0,1110.0
17,POINT (717456 94060.10000000001),1020,,223.0,,2717456.0,1,['Via Boggia'],,Via Boggia 20,10129477,1094060.0,Paradiso,,,CH840702966211,102184407,0,6900,24.08.2021,[''],['Via Boggia'],['IT'],24.08.2021,[3004],1.0,,8015.0,545a,['1'],1004,9,TI,1094060.0,1.0,0,,['2021-08-24T00:00:00'],,20,,[''],[3100],905,,[0],Via Boggia 20,Paradiso,545,5210,11147233,6900/690009,0,['Bog'],['198_1'],2717456.0,1110.0
18,POINT (717485.3 94054.5),1020,,83.0,,2717485.37,1,['Via Boggia'],,Via Boggia 22,10129477,1094054.447,Paradiso,,,CH730296076171,101187072,0,6900,24.08.2021,[''],['Via Boggia'],['IT'],24.08.2021,[3004],1.0,,8013.0,408a,['1'],1004,9,TI,1094054.447,1.0,0,,['2021-08-24T00:00:00'],,22,,[''],[3100],905,,[0],Via Boggia 22,Paradiso,408,5210,11147234,6900/690009,0,['Bog'],['199_1'],2717485.37,1110.0
19,POINT (716894.1 94394.60000000001),1030,,262.0,,2716894.12,1,['Via Ernesto Bosia'],,Via Ernesto Bosia 4,10129483,1094394.56,Paradiso,,,CH356802960760,101187073,0,6900,24.08.2021,"['', '', '', '', '', '']",['Via Bosia'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8012.0,134a,"['1', '2', '3', '4', '5', '6']",1004,9,TI,1094394.56,6.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,4,,"['', '', '', '', '', '']","[3101, 3102, 3102, 3103, 3103, 3104]",905,,"[0, 0, 0, 0, 0, 0]",Via Ernesto Bosia 4,Paradiso,134,5210,11147235,6900/690009,0,['Bos'],"['202_3', '203_4', '204_5', '205_6', '206_7', '207_8']",2716894.12,1122.0
20,POINT (716848 94302.10000000001),1040,,807.0,,2716848.0,1,['Via Ernesto Bosia'],,Via Ernesto Bosia 6,10129483,1094302.0,Paradiso,,,CH130296076874,101187075,0,6900,24.08.2021,[''],['Via Bosia'],['IT'],24.08.2021,[3004],3.0,,8011.0,100,['1'],1004,9,TI,1094302.0,1.0,0,1918.0,['2021-08-24T00:00:00'],Scuole elementari,6,,[''],[3401],905,,[0],Via Ernesto Bosia 6,Paradiso,100,5210,11147237,6900/690009,0,['Bos'],['211_1'],2716848.0,1263.0
21,POINT (716905.4 94364.2),1030,,241.0,,2716905.41,1,['Via Ernesto Bosia'],,Via Ernesto Bosia 11,10129483,1094364.16,Paradiso,,,CH410768029644,101999661,0,6900,24.08.2021,"['', '', '', '', '', '', '', '']",['Via Bosia'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8013.0,143a,"['1', '2', '3', '4', '5', '6', '7', '8']",1004,9,TI,1094364.16,8.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,11,,"['', '', '', '', '', '', '', '']","[3101, 3101, 3102, 3102, 3103, 3103, 3104, 3104]",905,,"[0, 0, 0, 0, 0, 0, 0, 0]",Via Ernesto Bosia 11,Paradiso,143,5210,11147238,6900/690009,0,['Bos'],"['213_3', '214_4', '215_5', '216_6', '217_7', '218_8', '219_9', '212_10']",2716905.41,1122.0
22,POINT (716909.2 94333.89999999999),1030,,270.0,,2716909.201,1,['Via Ernesto Bosia'],,Via Ernesto Bosia 13,10129483,1094333.839,Paradiso,,,CH429668020774,101187076,0,6900,24.08.2021,"['', '', '', '', '']",['Via Bosia'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004]",5.0,,8016.0,148a,"['1', '2', '3', '4', '5']",1004,9,TI,1094333.839,5.0,0,1984.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,13,,"['', '', '', '', '']","[3103, 3103, 3104, 3104, 3104]",905,,"[0, 0, 0, 0, 0]",Via Ernesto Bosia 13,Paradiso,148,5210,11147239,6900/690009,0,['Bos'],"['230_7', '231_8', '226_12', '224_10', '225_11']",2716909.201,1122.0
23,POINT (716901.2 94276.89999999999),1030,,150.0,,2716901.201,1,['Via Ernesto Bosia'],,Via Ernesto Bosia 19,10129483,1094276.836,Paradiso,,,CH456802960726,101609070,0,6900,24.08.2021,"['', '', '', '', '', '', '', '']",['Via Bosia'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",1.0,,8015.0,151l,"['1', '2', '3', '4', '5', '6', '7', '8']",1004,9,TI,1094276.836,8.0,0,1979.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,19,,"['', '', '', '', '', '', '', '']","[3100, 3100, 3100, 3100, 3100, 3100, 3100, 3100]",905,,"[0, 0, 0, 0, 0, 0, 0, 0]",Via Ernesto Bosia 19,Paradiso,151,5210,11147242,6900/690009,0,['Bos'],"['306_1', '307_2', '308_3', '312_7', '309_4', '313_8', '310_5', '311_6']",2716901.201,1122.0
24,POINT (716347.1 94196.60000000001),1030,,38.0,,2716347.154,1,['Via Calprino'],,Via Calprino 1,10129478,1094196.546,Paradiso,,,CH640702966081,101187077,0,6900,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '', '']",['Via Calprino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8013.0,399g,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '13']",1004,9,TI,1094196.546,12.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,1,,"['', '', '', '', '', '', '', '', '', '', '', '']","[3101, 3401, 3101, 3100, 3101, 3102, 3103, 3102, 3102, 3103, 3103, 3401]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Calprino 1,Paradiso,399,5210,11147243,6900/690009,0,['Cal'],"['333_7', '329_3', '334_8', '331_5', '332_6', '325_11', '326_12', '335_9', '324_10', '327_13', '328_14', '330_4']",2716347.154,1122.0
25,POINT (716333 94176),1020,,92.0,,2716333.04,1,['Via Calprino'],,Via Calprino 2,10129478,1094175.931,Paradiso,,,CH686802079687,101187078,0,6900,24.08.2021,"['', '', '', '', '', '', '', '']",['Via Calprino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8017.0,166e,"['1', '2', '3', '4', '5', '6', '7', '8']",1004,9,TI,1094175.931,8.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,2,,"['', '', '', '', '', '', '', '']","[3104, 3102, 3101, 3103, 3102, 3103, 3104, 3101]",905,,"[0, 0, 0, 0, 0, 0, 0, 0]",Via Calprino 2,Paradiso,166,5210,11147244,6900/690009,0,['Cal'],"['342_7', '338_3', '336_1', '341_6', '339_4', '340_5', '343_8', '337_2']",2716333.04,1122.0
26,POINT (716371.2 94164.89999999999),1020,,281.0,,2716371.196,1,['Via Calprino'],,Via Calprino 3,10129478,1094164.836,Paradiso,,,CH510760029682,101187079,0,6900,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Via Calprino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8013.0,384d,"['1', '2', '3', '4', '5', '6', '16', '17', '18', '19', '20', '21', '22', '23']",1004,9,TI,1094164.836,14.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,3,,"['PPP_20617', 'PPP_20610', 'PPP_20614', 'PPP_20618', 'PPP_20612', 'PPP_20613', 'PPP_20608', 'PPP_20609', 'PPP_20616', 'PPP_20611', 'PPP-20615', 'PPP_20620', 'PPP_', 'PPP_39947']","[3103, 3101, 3102, 3103, 3102, 3102, 3101, 3101, 3103, 3101, 3102, 3104, 3103, 3104]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Calprino 3,Paradiso,384,5210,11147245,6900/690009,0,['Cal'],"['13', '6', '10', '14', '8', '9', '4', '5', '12', '7', '11', '16', '15', '17']",2716371.196,1122.0
27,POINT (716388 94142.8),1020,,191.0,,2716388.07,1,['Via Calprino'],,Via Calprino 5,10129478,1094142.78,Paradiso,,,CH370796600236,101187080,0,6900,24.08.2021,"['', '', '', '', '', '', '']",['Via Calprino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004]",4.0,,8013.0,353a,"['1', '2', '3', '4', '5', '6', '7']",1004,9,TI,1094142.78,7.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,5,,"['', '', '', '', '', '', '']","[3102, 3101, 3102, 3100, 3100, 3101, 3100]",905,,"[0, 0, 0, 0, 0, 0, 0]",Via Calprino 5,Paradiso,353,5210,11147246,6900/690009,0,['Cal'],"['365_6', '362_3', '364_5', '2963_502', '361_2', '363_4', '360_501']",2716388.07,1122.0
28,POINT (716327.2 94126.89999999999),1020,,85.0,,2716327.196,1,['Via Calprino'],,Via Calprino 6,10129478,1094126.836,Paradiso,,,CH886102079614,101187081,0,6900,24.08.2021,[''],['Via Calprino'],['IT'],24.08.2021,[3004],2.0,,8014.0,413c,['1'],1004,9,TI,1094126.836,1.0,0,,['2021-08-24T00:00:00'],,6,,[''],[3100],905,,[1],Via Calprino 6,Paradiso,413,5210,11147247,6900/690009,0,['Cal'],['366_1'],2716327.196,1110.0
