,geometry,gkat,gabbj,garea,ltyp,gkode,stroffiziel,strname,gazzi,strname_deinr,esid,gkodn,dplzname,gvol,gbaum,egrid,egaid,lgbkr,dplz4,gexpdat,wbez,strnamk,strsp,dexpdat,wstat,gastw,lparzsx,gbaup,gebnr,ewid,gstat,dplzz,gdekt,dkodn,ganzwhg,doffadr,gbauj,wexpdat,gbez,deinr,gvolnorm,weinr,wstwk,gksce,gvolsce,wmehrg,label,ggdename,lparz,ggdenr,egid,plz_plz6,edid,strindx,whgnr,dkode,gklas
80,POINT (716977 94185.10000000001),1030,,1206.0,,2716977.0,1,['Via Guidino'],,Via Guidino 3,10129486,1094185.0,Paradiso,,,CH630296076009,101628395,0,6900,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Via Guidino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8016.0,398a,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40']",1004,9,TI,1094185.0,33.0,0,1983.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,3,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[3103, 3403, 3403, 3403, 3403, 3403, 3401, 3101, 3102, 3104, 3403, 3403, 3403, 3403, 3403, 3401, 3402, 3402, 3402, 3402, 3402, 3402, 3402, 3101, 3402, 3401, 3401, 3401, 3403, 3104, 3102, 3103, 3401]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Guidino 3,Paradiso,398,5210,11147336,6900/690009,0,['Gui'],"['1355_T5', '1327_A14', '1323_A10', '1329_A2', '1331_A4', '1335_A8', '1350_C6', '1351_T1', '1353_T3', '1358_T8', '1324_A11', '1325_A12', '1326_A13', '1333_A6', '1334_A7', '1349_C5', '1337_B1', '1338_B2', '1339_B3', '1340_B4', '1341_B5', '1342_B6', '1343_B7', '1352_T2', '1344_B8', '1346_C2', '1347_C3', '1348_C4', '1322_A1', '1357_T7', '1354_T4', '1356_T6', '1345_C1']",2716977.0,1122.0
81,POINT (717086.7 94174.8),1020,,305.0,,2717086.78,1,['Via Guidino'],,Via Guidino 7,10129486,1094174.74,Paradiso,,,CH986202079650,101628396,0,6900,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Via Guidino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",6.0,,8017.0,552c,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28']",1004,9,TI,1094174.74,28.0,0,1988.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,7,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[3402, 3102, 3401, 3402, 3401, 3403, 3402, 3402, 3102, 3402, 3401, 3403, 3401, 3103, 3103, 3403, 3403, 3402, 3402, 3402, 3403, 3403, 3403, 3403, 3101, 3101, 3401, 3401]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Guidino 7,Paradiso,552,5210,11147338,6900/690009,0,['Gui'],"['1375_2H', '1385_3T', '1362_1B', '1368_2A', '1364_1D', '1381_3E', '1372_2E', '1374_2G', '1386_4T', '1373_2F', '1363_1C', '1382_3F', '1365_1E', '1387_5T', '1388_6T', '1377_3A', '1378_3B', '1369_2B', '1370_2C', '1371_2D', '1379_3C', '1383_3G', '1384_3H', '1380_3D', '1367_1T', '1376_2T', '1361_1A', '1366_1F']",2717086.78,1122.0
82,POINT (716955 94121.10000000001),1020,,186.0,,2716955.0,1,['Via Guidino'],,Via Guidino 8,10129486,1094121.0,Paradiso,,,CH840702966112,101186638,0,6900,24.08.2021,[''],['Via Guidino'],['IT'],24.08.2021,[3004],2.0,,8018.0,426a,['1'],1004,9,TI,1094121.0,1.0,0,,['2021-08-24T00:00:00'],,8,,[''],[3100],905,,[1],Via Guidino 8,Paradiso,426,5210,11147339,6900/690009,0,['Gui'],['1389_1'],2716955.0,1110.0
83,POINT (716986.4 94126.39999999999),1020,,254.0,,2716986.48,1,['Via Guidino'],,Via Guidino 10,10129486,1094126.3,Paradiso,,,CH209607690275,101267718,0,6900,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Via Guidino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",6.0,,8013.0,239e,"['1', '2', '3', '4', '5', '7', '8', '9', '10', '11', '12', '13', '15', '16', '19', '20']",1004,9,TI,1094126.3,16.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,10,,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[3100, 3101, 3101, 3101, 3102, 3102, 3103, 3103, 3103, 3104, 3104, 3104, 3105, 3105, 3102, 3104]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Guidino 10,Paradiso,239,5210,11147342,6900/690009,0,['Gui'],"['1426_1', '1434_2', '1435_3', '1436_4', '1437_5', '1439_7', '1440_8', '1441_9', '1427_10', '1428_11', '1429_12', '1430_13', '1432_15', '1433_16', '1438_6', '1431_14']",2716986.48,1122.0
84,POINT (717232.9 94039.10000000001),1020,,297.0,,2717232.95,1,['Via Guidino'],,Via Guidino 11,10129486,1094039.05,Paradiso,,,CH910761029634,101267719,0,6900,24.08.2021,"['', '', '', '', '', '', '']",['Via Guidino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004]",2.0,,8018.0,433a,"['1', '2', '3', '7', '8', '9', '10']",1004,9,TI,1094039.05,7.0,0,1994.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,11,,"['', '', '', '', '', '', '']","[3100, 3100, 3100, 3100, 3100, 3100, 3100]",905,,"[1, 1, 1, 1, 1, 1, 1]",Via Guidino 11,Paradiso,433,5210,11147343,6900/690009,0,['Gui'],"['1442_1', '1444_3', '1443_2', '1445_4', '1446_5', '1447_6', '_7']",2717232.95,1122.0
85,POINT (717298 94006.10000000001),1020,,724.0,,2717298.0,1,['Via Guidino'],,Via Guidino 15,10129486,1094006.0,Paradiso,,,CH670796610228,101267721,0,6900,24.08.2021,"['', '', '', '']",['Via Guidino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004]",7.0,,8017.0,502c,"['1', '11', '12', '13']",1004,9,TI,1094006.0,4.0,0,1989.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",Abitazione da 3 a 10 appartamenti (0),15,,"['', '', '', '']","[3103, 3104, 3104, 3103]",905,,"[0, 0, 0, 0]",Via Guidino 15,Paradiso,502,5210,11147345,6900/690009,0,['Gui'],"['1481_21', '1483_23', '1484_24', '1482_22']",2717298.0,1122.0
86,POINT (717284.1 94037.7),1020,,437.0,,2717284.12,1,['Via Guidino'],,Via Guidino 13a,10129486,1094037.66,Paradiso,,,CH670796610228,101267722,0,6900,24.08.2021,"['', '', '', '', '', '', '']",['Via Guidino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004]",4.0,,8017.0,502a,"['1', '2', '3', '4', '5', '6', '7']",1004,9,TI,1094037.66,7.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,13a,,"['', '', '', '', '', '', '']","[3100, 3100, 3103, 3102, 3100, 3102, 3103]",905,,"[0, 0, 0, 0, 0, 0, 0]",Via Guidino 13a,Paradiso,502,5210,11147346,6900/690009,0,['Gui'],"['1473_2', '1472_1', '1478_7', '1476_5', '1474_3', '1475_4', '1477_6']",2717284.12,1122.0
87,POINT (717311.7 94019.3),1020,,396.0,,2717311.74,1,['Via Guidino'],,Via Guidino 13,10129486,1094019.24,Paradiso,,,CH670796610228,101267724,0,6900,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '']",['Via Guidino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8017.0,502b,"['1', '2', '3', '4', '8', '9', '10', '11', '12', '13', '14', '15', '16']",1004,9,TI,1094019.24,13.0,0,1989.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,13,,"['', '', '', '', '', '', '', '', '', '', '', '', '']","[3103, 3103, 3105, 3104, 3102, 3103, 3102, 3105, 3105, 3104, 3104, 3103, 3103]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Guidino 13,Paradiso,502,5210,11147348,6900/690009,0,['Gui'],"['1459_10', '1463_14', '1467_18', '1464_15', '1470_8', '1461_12', '1471_9', '1468_19', '1469_20', '1465_16', '1466_17', '1460_11', '1462_13']",2717311.74,1122.0
88,POINT (717119.2 94079.89999999999),1020,,137.0,,2717119.208,1,['Via Guidino'],,Via Guidino 20,10129486,1094079.83,Paradiso,,,CH669602076113,102187309,0,6900,24.08.2021,"['', '', '', '', '', '', '', '', '', '']",['Via Guidino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",6.0,,8014.0,512a,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']",1004,9,TI,1094079.83,10.0,0,1962.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",Abitazione da 3 a 10 appartamenti (0),20,,"['', '', '', '', '', '', '', '', '', '']","[3101, 3102, 3102, 3103, 3103, 3104, 3105, 3105, 3101, 3104]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Guidino 20,Paradiso,512,5210,11147349,6900/690009,0,['Gui'],"['1485_1C', '1487_2C', '1488_2D', '1489_3C', '1490_3D', '1491_4C', '1493_5C', '1494_5D', '1486_1D', '1492_4D']",2717119.208,1122.0
89,POINT (717112.2 94065.89999999999),1020,,157.0,,2717112.208,1,['Via Guidino'],,Via Guidino 22,10129486,1094065.83,Paradiso,,,CH369602076118,101647739,0,6900,24.08.2021,"['', '', '', '', '', '', '', '', '', '']",['Via Guidino'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",6.0,,8014.0,478a,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']",1004,9,TI,1094065.83,10.0,0,1962.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",Abitazione da 3 a 10 appartamenti (0),22,,"['', '', '', '', '', '', '', '', '', '']","[3101, 3102, 3102, 3101, 3103, 3103, 3104, 3104, 3105, 3105]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Guidino 22,Paradiso,478,5210,11147350,6900/690009,0,['Gui'],"['1495_1A', '1498_2B', '1497_2A', '1496_1B', '1499_3A', '1500_3B', '1501_4A', '1502_4B', '1503_5A', '1504_5B']",2717112.208,1122.0
90,POINT (717224.2 93982.89999999999),1020,,186.0,,2717224.212,1,['Via Guidino'],,Via Guidino 25,10129486,1093982.828,Paradiso,,,CH490296690740,101267725,0,6900,24.08.2021,"['', '', '']",['Via Guidino'],['IT'],24.08.2021,"[3004, 3004, 3004]",2.0,,8011.0,259e,"['4', '5', '6']",1004,9,TI,1093982.828,3.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,25,,"['', '', '']","[3100, 3100, 3101]",905,,"[0, 0, 0]",Via Guidino 25,Paradiso,259,5210,11147351,6900/690009,0,['Gui'],"['1505_1', '1506_2', '1507_3']",2717224.212,1122.0
91,POINT (716751.8 94539),1060,,385.0,,2716751.89,1,['Viale San Salvatore'],,Viale San Salvatore 3,10129488,1094538.97,Paradiso,,,CH429667020783,101267727,0,6900,24.08.2021,,['Viale San Salvatore'],['IT'],24.08.2021,,5.0,,8018.0,19a,,1004,9,TI,1094538.97,,0,1991.0,,,3,,,,905,,,Viale San Salvatore 3,Paradiso,19,5210,11147353,6900/690009,0,['Sal'],,2716751.89,1220.0
92,POINT (717020.1 94011.7),1020,,93.0,,2717020.15,1,['Via Guidino'],,Via Guidino 39,10129486,1094011.606,Paradiso,,,CH956202960718,101997879,0,6900,24.08.2021,[''],['Via Guidino'],['IT'],24.08.2021,[3004],2.0,,8016.0,570a,['1'],1004,9,TI,1094011.606,1.0,0,1981.0,['2021-08-24T00:00:00'],,39,,[''],[3100],905,,[1],Via Guidino 39,Paradiso,570,5210,11147355,6900/690009,0,['Gui'],['1515_1'],2717020.15,1110.0
93,POINT (717003.2 94015.89999999999),1020,,72.0,,2717003.205,1,['Via Guidino'],,Via Guidino 39a,10129486,1094015.827,Paradiso,,,CH110761029615,101267729,0,6900,24.08.2021,[''],['Via Guidino'],['IT'],24.08.2021,[3004],2.0,,8017.0,444c,['1'],1004,9,TI,1094015.827,1.0,0,,['2021-08-24T00:00:00'],,39a,,[''],[3100],905,,[1],Via Guidino 39a,Paradiso,444,5210,11147356,6900/690009,0,['Gui'],['1516_1'],2717003.205,1110.0
94,POINT (717010.6 94014.7),1020,,72.0,,2717010.64,1,['Via Guidino'],,Via Guidino 39b,10129486,1094014.67,Paradiso,,,CH940702966274,101267730,0,6900,24.08.2021,[''],['Via Guidino'],['IT'],24.08.2021,[3004],2.0,,8015.0,569a,['1'],1004,9,TI,1094014.67,1.0,0,,['2021-08-24T00:00:00'],,39b,,[''],[3100],905,,[1],Via Guidino 39b,Paradiso,569,5210,11147357,6900/690009,0,['Gui'],['1517_1'],2717010.64,1110.0
95,POINT (717013.8 94032.60000000001),1020,,135.0,,2717013.83,1,['Via Guidino'],,Via Guidino 41,10129486,1094032.54,Paradiso,,,CH740702966245,101267731,0,6900,24.08.2021,"['', '', '']",['Via Guidino'],['IT'],24.08.2021,"[3004, 3004, 3004]",3.0,,8014.0,530c,"['1', '2', '3']",1004,9,TI,1094032.54,3.0,0,1968.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,41,,"['', '', '']","[3101, 3101, 3102]",905,,"[0, 0, 0]",Via Guidino 41,Paradiso,530,5210,11147358,6900/690009,0,['Gui'],"['1518_1', '1519_2', '1520_3']",2717013.83,1122.0
96,POINT (716990 94037.5),1020,,123.0,,2716990.01,1,['Via Guidino'],,Via Guidino 43,10129486,1094037.44,Paradiso,,,CH729662020726,101267732,0,6900,24.08.2021,[''],['Via Guidino'],['IT'],24.08.2021,[3004],2.0,,8014.0,528c,['1'],1004,9,TI,1094037.44,1.0,0,1970.0,['2021-08-24T00:00:00'],,43,,[''],[3100],905,,[1],Via Guidino 43,Paradiso,528,5210,11147359,6900/690009,0,['Gui'],['1522_1'],2716990.01,1110.0
97,POINT (717028.2 94047.89999999999),1020,,70.0,,2717028.206,1,['Via Guidino'],,Via Guidino 44,10129486,1094047.829,Paradiso,,,CH390296690774,101267733,0,6900,24.08.2021,[''],['Via Guidino'],['IT'],24.08.2021,[3004],2.0,,8011.0,248a,['1'],1004,9,TI,1094047.829,1.0,0,,['2021-08-24T00:00:00'],,44,,[''],[3100],905,,[1],Via Guidino 44,Paradiso,248,5210,11147360,6900/690009,0,['Gui'],['1523_1'],2717028.206,1110.0
98,POINT (716943.6 93908.3),1020,,166.0,,2716943.64,1,['Via Guidino'],,Via Guidino 50,10129486,1093908.21,Paradiso,,,CH340702966977,101267735,0,6900,24.08.2021,[''],['Via Guidino'],['IT'],24.08.2021,[3004],3.0,,8013.0,254a,['1'],1004,9,TI,1093908.21,1.0,0,,['2021-08-24T00:00:00'],,50,,[''],[3100],905,,[0],Via Guidino 50,Paradiso,254,5210,11147362,6900/690009,0,['Gui'],['1529_1'],2716943.64,1110.0
99,POINT (716851.2 94514.89999999999),1040,,480.0,,2716851.198,1,['Via Generale Guisan'],,Via Generale Guisan 3,10129484,1094514.845,Paradiso,,,CH540702966711,101267736,0,6900,24.08.2021,[''],['Via Generale Guisan'],['IT'],24.08.2021,[3004],6.0,,8012.0,34a,['3'],1004,9,TI,1094514.845,1.0,0,,['2021-08-24T00:00:00'],albergo Vittoria,3,,[''],[3100],905,,[0],Via Generale Guisan 3,Paradiso,34,5210,11147363,6900/690009,0,['Gui'],['1548_990'],2716851.198,1211.0
100,POINT (716785.2 94515.89999999999),1030,,952.0,,2716785.196,1,['Via Generale Guisan'],,Via Generale Guisan 6,10129484,1094515.845,Paradiso,,,CH586102079619,101267737,0,6900,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '']",['Via Generale Guisan'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",7.0,,8018.0,492a,"['1', '2', '3', '4', '5', '6', '7', '15', '16', '17', '19', '21', '22']",1004,9,TI,1094515.845,13.0,0,1992.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,6,,"['', '', '', '', '', '', '', '', '', '', '', '', '']","[3105, 3104, 3104, 3105, 3105, 3106, 3104, 3105, 3106, 3104, 3104, 3106, 3104]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Generale Guisan 6,Paradiso,492,5210,11147364,6900/690009,0,['Gui'],"['1556_1.5', '1555_1.4', '1558_2.4', '1559_2.5', '1564_4.5', '1557_1.6', '1560_3.4', '1561_3.5', '1562_3.6', '1563_4.4', '1567_6.4', '1565_4.6', '_5.4']",2716785.196,1122.0
101,POINT (716880.5 94389.5),1030,,126.0,,2716880.54,1,['Via Generale Guisan'],,Via Generale Guisan 13,10129484,1094389.42,Paradiso,,,CH490296680743,101267738,0,6900,24.08.2021,[''],['Via Generale Guisan'],['IT'],24.08.2021,[3004],4.0,,8012.0,138a,['2'],1004,9,TI,1094389.42,1.0,0,,['2021-08-24T00:00:00'],,13,,[''],[3103],905,,[0],Via Generale Guisan 13,Paradiso,138,5210,11147369,6900/690009,0,['Gui'],['1610_6'],2716880.54,1110.0
102,POINT (716859.7 94389.5),1030,,251.0,,2716859.74,1,['Via Generale Guisan'],,Via Generale Guisan 14,10129484,1094389.4,Paradiso,,,CH170796680280,101267739,0,6900,24.08.2021,"['', '', '', '', '', 'Sinistra', 'Destra', 'Centro', '', '', '']",['Via Generale Guisan'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",6.0,,8013.0,91a,"['1', '2', '3', '4', '5', '6', '11', '12', '13', '14', '15']",1004,9,TI,1094389.4,11.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,14,,"['', '', '', '', '', '', '', '', '', '', '']","[3100, 3102, 3103, 3104, 3105, 3101, 3102, 3103, 3105, 3101, 3104]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Generale Guisan 14,Paradiso,91,5210,11147370,6900/690009,0,['Gui'],"['1623_2', '1615_5', '1617_7', '1619_9', '1613_12', '1612_3', '1616_6', '1618_8', '1621_11', '1614_4', '1620_10']",2716859.74,1122.0
103,POINT (716864.5 94372.10000000001),1030,,392.0,,2716864.54,1,['Via Generale Guisan'],,Via Generale Guisan 16,10129484,1094372.01,Paradiso,,,CH186802079663,102004433,0,6900,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '']",['Via Generale Guisan'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",6.0,,8015.0,92g,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '18', '20']",1004,9,TI,1094372.01,13.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,16,,"['17', '14', '15', '11', '10', '12', '8', '13', '6', '16', '7', '9', '18']","[3103, 3105, 3105, 3104, 3103, 3104, 3103, 3105, 3102, 3105, 3102, 3103, 3102]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Generale Guisan 16,Paradiso,92,5210,11147371,6900/690009,0,['Gui'],"['PPP3266', 'PPP2836', 'PPP2837', 'PPP2833', 'PPP2832', 'PPP2834', 'PPP2830', 'PPP2835', 'PPP2828', 'PPP2838', 'PPP2829', 'PPP2831', 'PPP']",2716864.54,1122.0
104,POINT (716866.8 94355),1030,,257.0,,2716866.88,1,['Via Generale Guisan'],,Via Generale Guisan 18,10129484,1094354.91,Paradiso,,,CH286002079651,101267740,0,6900,24.08.2021,"['', '', '', '', '']",['Via Generale Guisan'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004]",7.0,,8015.0,343a,"['1', '2', '3', '4', '5']",1004,9,TI,1094354.91,5.0,0,1980.0,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,18,,"['', '', '', '', '']","[3102, 3103, 3102, 3106, 3104]",905,,"[0, 0, 0, 0, 0]",Via Generale Guisan 18,Paradiso,343,5210,11147372,6900/690009,0,['Gui'],"['1642_2', '1644_4', '1643_3', '1648_8', '1646_6']",2716866.88,1122.0
105,POINT (716867.2 93881.89999999999),1020,,326.0,,2716867.202,1,['Via Carona'],,Via Carona 43,10129479,1093881.821,Paradiso,,,CH870796620254,102010708,0,6900,24.08.2021,[''],['Via Carona'],['IT'],24.08.2021,[3004],2.0,,8015.0,534c,['1'],1004,9,TI,1093881.821,1.0,0,1972.0,['2021-08-24T00:00:00'],,43,,[''],[3100],905,,[1],Via Carona 43,Paradiso,534,5210,11147373,6900/690009,0,['Car'],['1650_1'],2716867.202,1110.0
106,POINT (716548.8 94418.60000000001),1060,,233.0,,2716548.84,1,['Via San Pietro Pambio'],,Via San Pietro Pambio 1,10129487,1094418.53,Paradiso,,,CH786802079653,101267850,0,6900,24.08.2021,,['Via Pambio'],['IT'],24.08.2021,,4.0,,8013.0,54a,,1004,9,TI,1094418.53,,0,,,,1,,,,905,,,Via San Pietro Pambio 1,Paradiso,54,5210,11147374,6900/690009,0,['Pam'],,2716548.84,1220.0
107,POINT (716529 94398.10000000001),1030,,166.0,,2716529.0,1,['Via San Pietro Pambio'],,Via San Pietro Pambio 3,10129487,1094398.0,Paradiso,,,CH770796680270,102005071,0,6900,24.08.2021,"['', '', '', '']",['Via Pambio'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004]",3.0,,8013.0,53a,"['1', '2', '3', '5']",1004,9,TI,1094398.0,4.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,3,,"['', '', '', '']","[3101, 3101, 3102, 3102]",905,,"[0, 0, 0, 0]",Via San Pietro Pambio 3,Paradiso,53,5210,11147375,6900/690009,0,['Pam'],"['1662_2', '1661_1', '1664_4', '1663_3']",2716529.0,1122.0
