,geometry,gkat,gabbj,garea,ltyp,gkode,stroffiziel,strname,gazzi,strname_deinr,esid,gkodn,dplzname,gvol,gbaum,egrid,egaid,lgbkr,dplz4,gexpdat,wbez,strnamk,strsp,dexpdat,wstat,gastw,lparzsx,gbaup,gebnr,ewid,gstat,dplzz,gdekt,dkodn,ganzwhg,doffadr,gbauj,wexpdat,gbez,deinr,gvolnorm,weinr,wstwk,gksce,gvolsce,wmehrg,label,ggdename,lparz,ggdenr,egid,plz_plz6,edid,strindx,whgnr,dkode,gklas
11,POINT (705223.5 114621.1),1020,,160.0,,2705223.59,1,['Via del Sole'],,Via del Sole 27,10137778,1114621.09,Muralto,,,CH781802079843,101399736,0,6600,24.08.2021,"['', '', '', '', '']",['Via del Sole'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004]",4.0,,8011.0,124a,"['1', '2', '3', '4', '5']",1004,2,TI,1114621.09,5.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,27,,"['', '', '', '', '']","[3103, 3101, 3102, 3100, 3102]",905,,"[0, 0, 0, 0, 0]",Via del Sole 27,Muralto,124,5120,11171577,6600/660002,0,['Sol'],"['App.1', 'App.2', 'App.3', 'App.4', '']",2705223.59,1122.0
12,POINT (705269.8 114608.7),1020,,240.0,,2705269.87,1,['Via del Sole'],,Via del Sole 16,10137778,1114608.63,Muralto,,,CH790298180773,101399737,0,6600,24.08.2021,"['', '', '']",['Via del Sole'],['IT'],24.08.2021,"[3004, 3004, 3004]",3.0,,8013.0,125a,"['1', '2', '3']",1004,2,TI,1114608.63,3.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,16,,"['', '', '']","[3100, 3101, 3102]",905,,"[0, 0, 0]",Via del Sole 16,Muralto,125,5120,11171578,6600/660002,0,['Sol'],"['', '', '']",2705269.87,1122.0
13,POINT (705182.1 114444.2),1020,,192.0,,2705182.092,1,['Via Sempione'],,Via Sempione 3,10136223,1114444.143,Muralto,,,CH740702981883,101399739,0,6600,24.08.2021,"['', '', '', '']",['Via Sempione'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004]",4.0,,8013.0,130a,"['1', '2', '3', '4']",1004,2,TI,1114444.143,4.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,3,,"['', '', '', '']","[3101, 3100, 3102, 3401]",905,,"[0, 0, 0, 0]",Via Sempione 3,Muralto,130,5120,11171581,6600/660002,0,['Sem'],"['App.3', 'App.2', 'App.4', 'App.1']",2705182.092,1122.0
14,POINT (705127.2 114420.4),1020,,230.0,,2705127.26,1,['Via Sempione'],,Via Sempione 7,10136223,1114420.35,Muralto,,,CH751802980707,101399740,0,6600,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '']",['Via Sempione'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8017.0,131f,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']",1004,2,TI,1114420.35,11.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,7,,"['20', '13', '23', '14', '21', '22', '15', '16', '17', '18', '19']","[3100, 3101, 3101, 3101, 3101, 3101, 3102, 3102, 3103, 3103, 3104]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Sempione 7,Muralto,131,5120,11171583,6600/660002,0,['Sem'],"['PPP8769', 'PPP8762', 'PPP13380', 'PPP8763', 'PPP13378', 'PPP13379', 'PPP8764', 'PPP8765', 'PPP8766', 'PPP8767', 'PPP8768']",2705127.26,1122.0
15,POINT (705262.5 114428.4),1040,,248.0,,2705262.52,1,['Via Stazione'],,Via Stazione 6,10136225,1114428.38,Muralto,,,CH870798180271,101399741,0,6600,24.08.2021,"['Sinistra', 'Centro', 'Destra', 'Sinistra', 'Destra']",['Via Stazione'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004]",3.0,,8012.0,133a,"['1', '2', '3', '4', '5']",1004,2,TI,1114428.38,5.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,6,,"['', '', '', '', '']","[3102, 3102, 3102, 3103, 3103]",905,,"[0, 0, 0, 0, 0]",Via Stazione 6,Muralto,133,5120,11171584,6600/660002,0,['Sta'],"['App.1', 'App.2', 'App.3', 'App.4', 'App.5']",2705262.52,
16,POINT (705297.6 114428),1040,,250.0,,2705297.66,1,['Via Collegiata'],,Via Collegiata 1,10137771,1114427.97,Muralto,,,CH881802079809,101399742,0,6600,24.08.2021,[''],['Via Collegiata'],['IT'],24.08.2021,[3004],3.0,,8013.0,134a,['1'],1004,2,TI,1114427.97,1.0,0,,['2021-08-24T00:00:00'],Garni Rio,1,,[''],[3100],905,,[0],Via Collegiata 1,Muralto,134,5120,11171585,6600/660002,0,['Col'],[''],2705297.66,1211.0
17,POINT (705324.3 114429.3),1020,,462.0,,2705324.35,1,['Via Collegiata'],,Via Collegiata 3,10137771,1114429.28,Muralto,,,CH890298180739,101399743,0,6600,24.08.2021,"['Destra ovest', 'Nord', 'Destra nord', 'Destra', 'Destra', '', '', '']",['Via Collegiata'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8019.0,135a,"['1', '2', '3', '4', '5', '6', '7', '8']",1004,2,TI,1114429.28,8.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",Residenza Collegiata,3,,"['', '', '', '', '', '1', '7', '8']","[3102, 3101, 3101, 3100, 3102, 3100, 3103, 3103]",905,,"[0, 0, 0, 0, 0, 0, 0, 0]",Via Collegiata 3,Muralto,135,5120,11171586,6600/660002,0,['Col'],"['', '', '', '', '', '', '', '']",2705324.35,1122.0
18,POINT (705265.1 114448.2),1030,,149.0,,2705265.095,1,['Via Stazione'],,Via Stazione 8,10136225,1114448.143,Muralto,,,CH809807180267,101399744,0,6600,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Via Stazione'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8015.0,136a,"['1', '2', '3', '4', '5', '6', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34']",1004,2,TI,1114448.143,20.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",Condominio Trianon,8,,"['3716', '3717', '3720', '3719', '3722', '3724', '3723', '3721', '3718', '3714', '3715', '3713', '3725', '12152', '3729', '3730', '3731', '3732', '3733', '3734']","[3102, 3102, 3103, 3103, 3104, 3104, 3104, 3103, 3102, 3101, 3101, 3101, 3105, 3105, 3102, 3102, 3103, 3103, 3104, 3104]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Stazione 8,Muralto,136,5120,11171587,6600/660002,0,['Sta'],"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2705265.095,1122.0
19,POINT (705323.6 114458.2),1030,,,,2705323.68,1,['Via San Gottardo'],,Via San Gottardo 4,10136219,1114458.12,Muralto,,,CH810718029865,101399745,0,6600,24.08.2021,"['', '', '', '', '', '', '', '']",['Via San Gottardo'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",3.0,,8013.0,137a,"['1', '2', '3', '4', '5', '6', '7', '8']",1004,2,TI,1114458.12,8.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,4,,"['4', '9', '3', '2', '8', '7', '5', '6']","[3101, 3103, 3101, 3101, 3103, 3102, 3102, 3102]",905,,"[0, 0, 0, 0, 0, 0, 0, 0]",Via San Gottardo 4,Muralto,137,5120,11171588,6600/660002,0,['Got'],"['', '', '', '', '', '', '', '']",2705323.68,1122.0
20,POINT (705340.6 114475.8),1020,,184.0,,2705340.6,1,['Via San Gottardo'],,Via San Gottardo 6,10136219,1114475.72,Muralto,,,CH829818020743,101399746,0,6600,24.08.2021,"['', '', '', '', '']",['Via San Gottardo'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004]",4.0,,8013.0,138a,"['1', '2', '3', '4', '5']",1004,2,TI,1114475.72,5.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,6,,"['', '', '', '', '']","[3100, 3101, 3102, 3103, 3401]",905,,"[0, 0, 0, 0, 0]",Via San Gottardo 6,Muralto,138,5120,11171589,6600/660002,0,['Got'],"['App.1', 'App.2', 'App.3', 'App.4', 'App.5']",2705340.6,1122.0
21,POINT (705327.2 114528.9),1030,,149.0,,2705327.29,1,['Via San Gottardo'],,Via San Gottardo 5,10136219,1114528.84,Muralto,,,CH729812020734,101399747,0,6600,24.08.2021,"['', '', '']",['Via San Gottardo'],['IT'],24.08.2021,"[3004, 3004, 3004]",2.0,,8012.0,584a,"['1', '4', '5']",1004,2,TI,1114528.84,3.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",edificio verso montagna,5,,"['', '', '']","[3100, 3101, 3102]",905,,"[0, 0, 0]",Via San Gottardo 5,Muralto,584,5120,11171590,6600/660002,0,['Got'],"['', '', '']",2705327.29,1122.0
22,POINT (705308.3 114504.4),1030,,129.0,,2705308.387,1,['Via San Gottardo'],,Via San Gottardo 3,10136219,1114504.38,Muralto,,,CH840702981849,101399748,0,6600,24.08.2021,"['', '', '', '', '', '']",['Via San Gottardo'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004]",3.0,,8012.0,140a,"['1', '2', '5', '6', '7', '8']",1004,2,TI,1114504.38,6.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,3,,"['4', '3', '2', '1', '5', '6']","[3102, 3102, 3101, 3101, 3103, 3103]",905,,"[0, 0, 0, 0, 0, 0]",Via San Gottardo 3,Muralto,140,5120,11171591,6600/660002,0,['Got'],"['', '', '', '', '', '']",2705308.387,1122.0
23,POINT (705312.1 114552),1020,,108.0,,2705312.1,1,['Via Mariani'],,Via Mariani 2,10136215,1114551.97,Muralto,,,CH869802071831,101399749,0,6600,24.08.2021,[''],['Via Mariani'],['IT'],24.08.2021,[3004],2.0,,8012.0,144a,['1'],1004,2,TI,1114551.97,1.0,0,,['2021-08-24T00:00:00'],,2,,[''],[3100],905,,[1],Via Mariani 2,Muralto,144,5120,11171592,6600/660002,0,['Mar'],[''],2705312.1,1110.0
24,POINT (705681.7 114938.4),1020,,424.0,,2705681.73,1,['Via Orselina'],,Via Orselina 4,10136214,1114938.36,Muralto,,,CH640702980632,101399750,0,6600,24.08.2021,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",['Via Orselina'],['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",5.0,,8015.0,14a,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '21', '22', '23', '24', '25', '27', '28']",1004,2,TI,1114938.36,19.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",Condominio Vistabella,4,,"['_18', '_14', '_15', '_10', '_19', '_11', '_16', '_12', '_17', '_01', '_02', '_03', '_04', '_07', '_13', '_06', '_05', '_09', '_08']","[3105, 3104, 3104, 3103, 3105, 3103, 3104, 3103, 3104, 3101, 3101, 3101, 3101, 3102, 3103, 3102, 3102, 3102, 3102]",905,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Via Orselina 4,Muralto,14,5120,11171593,6600/660002,0,['Ors'],"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2705681.73,1122.0
25,POINT (705400.6 114525.3),1030,,133.0,,2705400.68,1,['Via San Gottardo'],,Via San Gottardo 11,10136219,1114525.2,Muralto,,,CH970798180237,101399751,0,6600,24.08.2021,"['', '', '']",['Via San Gottardo'],['IT'],24.08.2021,"[3004, 3004, 3004]",4.0,,8012.0,150a,"['1', '2', '3']",1004,2,TI,1114525.2,3.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,11,,"['1', '2', '3']","[3101, 3102, 3103]",905,,"[0, 0, 0]",Via San Gottardo 11,Muralto,150,5120,11171597,6600/660002,0,['Got'],"['', '', '']",2705400.68,1122.0
26,POINT (705428.1 114583.2),1020,,137.0,,2705428.099,1,"[""Via d'Alberti""]",,Via d'Alberti 8,10137772,1114583.145,Muralto,,,CH140702981893,101399752,0,6600,24.08.2021,"['Sinistra', 'Destra', 'Centro', '', '', '', '', '']","[""Via d'Alberti""]",['IT'],24.08.2021,"[3004, 3004, 3004, 3004, 3004, 3004, 3004, 3004]",4.0,,8012.0,180a,"['1', '2', '3', '4', '5', '6', '7', '8']",1004,2,TI,1114583.145,8.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,8,,"['', '', '', '', '', '', '', '']","[3100, 3103, 3100, 3102, 3102, 3103, 3101, 3101]",905,,"[0, 0, 0, 0, 0, 0, 0, 0]",Via d'Alberti 8,Muralto,180,5120,11171598,6600/660002,0,['Alb'],"['App.1', 'App.7', 'App.2', 'App.5', 'App.6', 'App.8', 'App.3', 'App.4']",2705428.099,1122.0
27,POINT (705382.7 114524.6),1020,,271.0,,2705382.72,1,['Via San Gottardo'],,Via San Gottardo 9,10136219,1114524.57,Muralto,,,CH910718029831,101399753,0,6600,24.08.2021,"['', '']",['Via San Gottardo'],['IT'],24.08.2021,"[3004, 3004]",3.0,,8012.0,154a,"['1', '2']",1004,2,TI,1114524.57,2.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00']",,9,,"['', '']","[3102, 3101]",905,,"[0, 0]",Via San Gottardo 9,Muralto,154,5120,11171599,6600/660002,0,['Got'],"['', '']",2705382.72,1121.0
28,POINT (705336.1 114540.2),1020,,62.0,,2705336.096,1,['Vicolo Gutta'],,Vicolo Gutta 2,10136232,1114540.145,Muralto,,,CH929818020709,101399754,0,6600,24.08.2021,[''],['Vicolo Gutta'],['IT'],24.08.2021,[3004],2.0,,8012.0,155a,['1'],1004,2,TI,1114540.145,1.0,0,,['2021-08-24T00:00:00'],,2,,[''],[3100],905,,[1],Vicolo Gutta 2,Muralto,155,5120,11171600,6600/660002,0,['Gut'],[''],2705336.096,1110.0
29,POINT (705318.7 114635.2),1020,,251.0,,2705318.73,1,['Via del Sole'],,Via del Sole 18,10137778,1114635.16,Muralto,,,CH940702981815,101399756,0,6600,24.08.2021,"['', '', '']",['Via del Sole'],['IT'],24.08.2021,"[3004, 3004, 3004]",3.0,,8013.0,159a,"['1', '3', '4']",1004,2,TI,1114635.16,3.0,0,,"['2021-08-24T00:00:00', '2021-08-24T00:00:00', '2021-08-24T00:00:00']",,18,,"['', '', '']","[3101, 3102, 3100]",905,,"[0, 0, 0]",Via del Sole 18,Muralto,159,5120,11171602,6600/660002,0,['Sol'],"['App.1', 'App.3', 'App.2']",2705318.73,1122.0
