,1110,1121,1122,1130,1211,1212,1220,1230,1231,1241,1242,1251,1252,1261,1262,1263,1264,1265,1271,1272,1273,1274,1275,1276,1277,1278
8011,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8012,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8013,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8014,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8015,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8016,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8017,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8018,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8019,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8020,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8021,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8022,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
8023,14,21,21,21,21,21,7,7,56,0,0,1,0,14,14,7,28,83,0,7,0,0,0,0,0,0
