,1110,1121,1122,1130,1211,1212,1220,1230,1231,1241,1242,1251,1252,1261,1262,1263,1264,1265,1271,1272,1273,1274,1275,1276,1277,1278
8011,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8012,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8013,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8014,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8015,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8016,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8017,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8018,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8019,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8020,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8021,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8022,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
8023,2000,2000,2000,2000,2000,2000,1700,1700,1700,8760,8760,1700,8760,1700,1700,1700,2200,2200,8760,1700,8760,8760,8760,8760,8760,8760
