EGID;GDEKT;GDENR;GDENAME;GSTAT;GSTATLAB_DE;GSTATLAB_FR;GSTATLAB_IT;GKODE;GKODN;EDID;EGAID;ESID;STRNAME;DEINR;STRSP;DPLZ4;DPLZZ;DPLZNAME;DKODE;DKODN;DOFFADR;DEXPDAT
11143137;TI;5194;Manno;1004;bestehend;existant;esistente;2714565.531;1099231.694;0;101270973;10132840;Via Pinca;6;IT;6928;0;Manno;2714565.531;1099231.694;0;2021-08-24 00:00:00
11143138;TI;5194;Manno;1004;bestehend;existant;esistente;2714566.667;1099218.544;0;101270974;10132840;Via Pinca;4;IT;6928;0;Manno;2714566.667;1099218.544;0;2021-08-24 00:00:00
11143139;TI;5194;Manno;1004;bestehend;existant;esistente;2714578.22;1099238.44;0;101270975;10132826;Strada Regina;33;IT;6928;0;Manno;2714578.22;1099238.44;0;2021-08-24 00:00:00
11143140;TI;5194;Manno;1004;bestehend;existant;esistente;2714593.239;1099273.957;0;101270976;10132826;Strada Regina;47;IT;6928;0;Manno;2714593.239;1099273.957;0;2021-08-24 00:00:00
11143141;TI;5194;Manno;1004;bestehend;existant;esistente;2714604.238;1099223.958;0;101270977;10132826;Strada Regina;32;IT;6928;0;Manno;2714604.238;1099223.958;0;2021-08-24 00:00:00
11143142;TI;5194;Manno;1004;bestehend;existant;esistente;2714632.42;1099240.11;0;101270978;10132822;Piazza Bironico;10;IT;6928;0;Manno;2714632.42;1099240.11;0;2021-08-24 00:00:00
11143143;TI;5194;Manno;1004;bestehend;existant;esistente;2714641.64;1099265.26;0;101270979;10132822;Piazza Bironico;12;IT;6928;0;Manno;2714641.64;1099265.26;0;2021-08-24 00:00:00
11143144;TI;5194;Manno;1004;bestehend;existant;esistente;2714650.918;1099264.243;0;101270980;10132822;Piazza Bironico;16;IT;6928;0;Manno;2714650.918;1099264.243;0;2021-08-24 00:00:00
11143145;TI;5194;Manno;1004;bestehend;existant;esistente;2714655.239;1099261.958;0;101270981;10132822;Piazza Bironico;17;IT;6928;0;Manno;2714655.239;1099261.958;0;2021-08-24 00:00:00
11143146;TI;5194;Manno;1004;bestehend;existant;esistente;2714660.98;1099288.36;0;101270982;10132831;Via Carà;26;IT;6928;0;Manno;2714660.98;1099288.36;0;2021-08-24 00:00:00
11143147;TI;5194;Manno;1004;bestehend;existant;esistente;2714660.263;1099262.292;0;101270983;10132822;Piazza Bironico;18;IT;6928;0;Manno;2714660.263;1099262.292;0;2021-08-24 00:00:00
11143148;TI;5194;Manno;1004;bestehend;existant;esistente;2714661.239;1099244.959;0;101270984;10132822;Piazza Bironico;20;IT;6928;0;Manno;2714661.239;1099244.959;0;2021-08-24 00:00:00
11143148;TI;5194;Manno;1004;bestehend;existant;esistente;2714661.239;1099244.959;1;102431966;10132822;Piazza Bironico;19;IT;6928;0;Manno;2714661.239;1099244.959;0;2021-08-24 00:00:00
11143149;TI;5194;Manno;1004;bestehend;existant;esistente;2714628.238;1099200.959;0;101270985;10132844;Via San Rocco;2;IT;6928;0;Manno;2714628.238;1099200.959;0;2021-08-24 00:00:00
11143150;TI;5194;Manno;1004;bestehend;existant;esistente;2714618.16;1099218.45;0;101270986;10132822;Piazza Bironico;5;IT;6928;0;Manno;2714618.16;1099218.45;0;2021-08-24 00:00:00
11143151;TI;5194;Manno;1004;bestehend;existant;esistente;2714613.238;1099204.959;0;101270987;10132822;Piazza Bironico;4;IT;6928;0;Manno;2714613.238;1099204.959;0;2021-08-24 00:00:00
11143152;TI;5194;Manno;1004;bestehend;existant;esistente;2714591.238;1099213.958;0;101270988;10132840;Via Pinca;3;IT;6928;0;Manno;2714591.238;1099213.958;0;2021-08-24 00:00:00
11143153;TI;5194;Manno;1004;bestehend;existant;esistente;2714627.082;1099184.305;0;101270989;10132845;Via Scuola Vecchia;8;IT;6928;0;Manno;2714627.082;1099184.305;0;2021-08-24 00:00:00
11143155;TI;5194;Manno;1004;bestehend;existant;esistente;2714625.237;1099163.96;0;101270991;10132823;Strada Bassa;7;IT;6928;0;Manno;2714625.237;1099163.96;0;2021-08-24 00:00:00
11143156;TI;5194;Manno;1004;bestehend;existant;esistente;2714570.236;1099151.96;0;101270992;10132825;Via Lavatoio;10;IT;6928;0;Manno;2714570.236;1099151.96;0;2021-08-24 00:00:00
11143157;TI;5194;Manno;1004;bestehend;existant;esistente;2714580.236;1099141.96;0;101270993;10132826;Strada Regina;25;IT;6928;0;Manno;2714580.236;1099141.96;0;2021-08-24 00:00:00
11143158;TI;5194;Manno;1004;bestehend;existant;esistente;2714560.235;1099114.96;0;101270994;10132825;Via Lavatoio;4;IT;6928;0;Manno;2714560.235;1099114.96;0;2021-08-24 00:00:00
11143159;TI;5194;Manno;1004;bestehend;existant;esistente;2714573.62;1099110.67;0;101270995;10132826;Strada Regina;19;IT;6928;0;Manno;2714573.62;1099110.67;0;2021-08-24 00:00:00
11143160;TI;5194;Manno;1004;bestehend;existant;esistente;2714595.236;1099132.96;0;101270996;10132823;Strada Bassa;1;IT;6928;0;Manno;2714595.236;1099132.96;0;2021-08-24 00:00:00
11143161;TI;5194;Manno;1004;bestehend;existant;esistente;2714600.81;1099141.52;0;101270997;10132826;Strada Regina;26;IT;6928;0;Manno;2714600.81;1099141.52;0;2021-08-24 00:00:00
11143163;TI;5194;Manno;1004;bestehend;existant;esistente;2714656.58;1099189.36;0;101270999;10132823;Strada Bassa;14;IT;6928;0;Manno;2714656.58;1099189.36;0;2021-08-24 00:00:00
11143164;TI;5194;Manno;1004;bestehend;existant;esistente;2714716.283;1099154.684;0;101271000;10132838;Via Norello;24;IT;6928;0;Manno;2714716.283;1099154.684;0;2021-08-24 00:00:00
11143165;TI;5194;Manno;1004;bestehend;existant;esistente;2714720.237;1099109.963;0;101271001;10132839;Via Orti;4;IT;6928;0;Manno;2714720.237;1099109.963;0;2021-08-24 00:00:00
11143166;TI;5194;Manno;1004;bestehend;existant;esistente;2714609.947;1099125.745;0;101626418;10132839;Via Orti;18;IT;6928;0;Manno;2714609.947;1099125.745;0;2021-08-24 00:00:00
11143166;TI;5194;Manno;1004;bestehend;existant;esistente;2714609.947;1099125.745;1;102451297;10132823;Strada Bassa;4;IT;6928;0;Manno;2714609.947;1099125.745;0;2021-08-24 00:00:00
11143167;TI;5194;Manno;1004;bestehend;existant;esistente;2714599.41;1099112.98;0;101626419;10132823;Strada Bassa;2;IT;6928;0;Manno;2714599.41;1099112.98;0;2021-08-24 00:00:00
11143168;TI;5194;Manno;1004;bestehend;existant;esistente;2714590.32;1099108.74;0;101271002;10132826;Strada Regina;22;IT;6928;0;Manno;2714590.32;1099108.74;0;2021-08-24 00:00:00
11143169;TI;5194;Manno;1004;bestehend;existant;esistente;2714223.31;1099685.89;0;101271003;10132828;Via ai Boschetti;60;IT;6928;0;Manno;2714223.31;1099685.89;0;2021-08-24 00:00:00
11143170;TI;5194;Manno;1004;bestehend;existant;esistente;2714241.52;1099670.44;0;101271004;10132828;Via ai Boschetti;58a;IT;6928;0;Manno;2714241.52;1099670.44;0;2021-08-24 00:00:00
11143171;TI;5194;Manno;1004;bestehend;existant;esistente;2714221.519;1099640.947;0;101271005;10132828;Via ai Boschetti;57;IT;6928;0;Manno;2714221.519;1099640.947;0;2021-08-24 00:00:00
11143172;TI;5194;Manno;1004;bestehend;existant;esistente;2714239.48;1099628.47;0;101271006;10132828;Via ai Boschetti;55;IT;6928;0;Manno;2714239.48;1099628.47;0;2021-08-24 00:00:00
11143173;TI;5194;Manno;1004;bestehend;existant;esistente;2714261.24;1099583.943;0;101271007;10132828;Via ai Boschetti;51;IT;6928;0;Manno;2714261.24;1099583.943;0;2021-08-24 00:00:00
11143174;TI;5194;Manno;1004;bestehend;existant;esistente;2714263.47;1099635.73;0;101271008;10132828;Via ai Boschetti;52;IT;6928;0;Manno;2714263.47;1099635.73;0;2021-08-24 00:00:00
11143175;TI;5194;Manno;1004;bestehend;existant;esistente;2714291.42;1099595.94;0;101271009;10171709;Via Vecchio Castagno;3;IT;6928;0;Manno;2714291.42;1099595.94;0;2021-08-24 00:00:00
11143176;TI;5194;Manno;1004;bestehend;existant;esistente;2714366.12;1099605.13;0;101271010;10132828;Via ai Boschetti;34;IT;6928;0;Manno;2714366.12;1099605.13;0;2021-08-24 00:00:00
11143177;TI;5194;Manno;1004;bestehend;existant;esistente;2714357.2;1099578.35;0;101271011;10132828;Via ai Boschetti;36;IT;6928;0;Manno;2714357.2;1099578.35;0;2021-08-24 00:00:00
11143178;TI;5194;Manno;1004;bestehend;existant;esistente;2714351.815;1099553.645;0;101271012;10132828;Via ai Boschetti;38;IT;6928;0;Manno;2714351.815;1099553.645;0;2021-08-24 00:00:00
11143179;TI;5194;Manno;1004;bestehend;existant;esistente;2714321.24;1099538.946;0;101271013;10132828;Via ai Boschetti;42;IT;6928;0;Manno;2714321.24;1099538.946;0;2021-08-24 00:00:00
11143180;TI;5194;Manno;1004;bestehend;existant;esistente;2714293.24;1099550.945;0;101271014;10132828;Via ai Boschetti;48;IT;6928;0;Manno;2714293.24;1099550.945;0;2021-08-24 00:00:00
11143181;TI;5194;Manno;1004;bestehend;existant;esistente;2714264.239;1099525.945;0;101271015;10132828;Via ai Boschetti;47;IT;6928;0;Manno;2714264.239;1099525.945;0;2021-08-24 00:00:00
11143182;TI;5194;Manno;1004;bestehend;existant;esistente;2714387.51;1099562.59;0;101271016;10132828;Via ai Boschetti;35;IT;6928;0;Manno;2714387.51;1099562.59;0;2021-08-24 00:00:00
11143183;TI;5194;Manno;1004;bestehend;existant;esistente;2714421.06;1099657.81;0;101271017;10132828;Via ai Boschetti;23;IT;6928;0;Manno;2714421.06;1099657.81;0;2021-08-24 00:00:00
11143184;TI;5194;Manno;1004;bestehend;existant;esistente;2714421.71;1099701.02;0;101271018;10132828;Via ai Boschetti;24;IT;6928;0;Manno;2714421.71;1099701.02;0;2021-08-24 00:00:00
11143185;TI;5194;Manno;1004;bestehend;existant;esistente;2714451.93;1099696.22;0;101271019;10132828;Via ai Boschetti;22b;IT;6928;0;Manno;2714451.93;1099696.22;0;2021-08-24 00:00:00
11143186;TI;5194;Manno;1004;bestehend;existant;esistente;2714477.16;1099691;0;101271020;10132828;Via ai Boschetti;20a;IT;6928;0;Manno;2714477.16;1099691;0;2021-08-24 00:00:00
11143187;TI;5194;Manno;1004;bestehend;existant;esistente;2714487.42;1099692.44;0;101271021;10132828;Via ai Boschetti;20b;IT;6928;0;Manno;2714487.42;1099692.44;0;2021-08-24 00:00:00
11143188;TI;5194;Manno;1004;bestehend;existant;esistente;2714440.243;1099624.946;0;101271022;10132832;Via Cassinelle;2;IT;6928;0;Manno;2714440.243;1099624.946;0;2021-08-24 00:00:00
11143189;TI;5194;Manno;1004;bestehend;existant;esistente;2714429.243;1099601.946;0;101626420;10132832;Via Cassinelle;4;IT;6928;0;Manno;2714429.243;1099601.946;0;2021-08-24 00:00:00
11143190;TI;5194;Manno;1004;bestehend;existant;esistente;2714424.87;1099578.37;0;101626421;10132832;Via Cassinelle;6;IT;6928;0;Manno;2714424.87;1099578.37;0;2021-08-24 00:00:00
11143191;TI;5194;Manno;1004;bestehend;existant;esistente;2714415.93;1099558.47;0;101271023;10132832;Via Cassinelle;8;IT;6928;0;Manno;2714415.93;1099558.47;0;2021-08-24 00:00:00
11143192;TI;5194;Manno;1004;bestehend;existant;esistente;2714557.246;1099659.947;0;101271024;10132826;Strada Regina;91;IT;6928;0;Manno;2714557.246;1099659.947;0;2021-08-24 00:00:00
11143193;TI;5194;Manno;1004;bestehend;existant;esistente;2714555.245;1099624.948;0;101271025;10132826;Strada Regina;89;IT;6928;0;Manno;2714555.245;1099624.948;0;2021-08-24 00:00:00
11143194;TI;5194;Manno;1004;bestehend;existant;esistente;2714520.244;1099598.948;0;101271026;10132836;Via Masma;1;IT;6928;0;Manno;2714520.244;1099598.948;0;2021-08-24 00:00:00
11143196;TI;5194;Manno;1004;bestehend;existant;esistente;2714491.06;1099504.74;0;101271027;10132836;Via Masma;9;IT;6928;0;Manno;2714491.06;1099504.74;0;2021-08-24 00:00:00
11143197;TI;5194;Manno;1004;bestehend;existant;esistente;2714481.241;1099472.95;0;101271028;10132836;Via Masma;11;IT;6928;0;Manno;2714481.241;1099472.95;0;2021-08-24 00:00:00
11143198;TI;5194;Manno;1004;bestehend;existant;esistente;2714472.241;1099450.95;0;101271029;10132836;Via Masma;15;IT;6928;0;Manno;2714472.241;1099450.95;0;2021-08-24 00:00:00
11143199;TI;5194;Manno;1004;bestehend;existant;esistente;2714637.246;1099612.949;0;101271030;10132828;Via ai Boschetti;10b;IT;6928;0;Manno;2714637.246;1099612.949;0;2021-08-24 00:00:00
11143201;TI;5194;Manno;1004;bestehend;existant;esistente;2714591.53;1099486.72;0;101271032;10132826;Strada Regina;75;IT;6928;0;Manno;2714591.53;1099486.72;0;2021-08-24 00:00:00
11143202;TI;5194;Manno;1004;bestehend;existant;esistente;2714561.61;1099378.25;0;101271033;10132826;Strada Regina;63;IT;6928;0;Manno;2714561.61;1099378.25;0;2021-08-24 00:00:00
11143203;TI;5194;Manno;1004;bestehend;existant;esistente;2714300.69;1099316.19;0;101271034;10132828;Via ai Boschetti;45;IT;6928;0;Manno;2714300.69;1099316.19;0;2021-08-24 00:00:00
11143204;TI;5194;Manno;1004;bestehend;existant;esistente;2714541.239;1099332.955;0;101271035;10132826;Strada Regina;59;IT;6928;0;Manno;2714541.239;1099332.955;0;2021-08-24 00:00:00
11143205;TI;5194;Manno;1004;bestehend;existant;esistente;2714582.48;1099303.77;0;101271036;10132826;Strada Regina;55;IT;6928;0;Manno;2714582.48;1099303.77;0;2021-08-24 00:00:00
11143206;TI;5194;Manno;1004;bestehend;existant;esistente;2714585.24;1099356.955;0;101271037;10132826;Strada Regina;60;IT;6928;0;Manno;2714585.24;1099356.955;0;2021-08-24 00:00:00
11143207;TI;5194;Manno;1004;bestehend;existant;esistente;2714634.99;1099538.76;0;101271038;10132826;Strada Regina;78;IT;6928;0;Manno;2714634.99;1099538.76;0;2021-08-24 00:00:00
11143208;TI;5194;Manno;1004;bestehend;existant;esistente;2714701.72;1099543.04;0;101271039;10132828;Via ai Boschetti;5;IT;6928;0;Manno;2714701.72;1099543.04;0;2021-08-24 00:00:00
11143209;TI;5194;Manno;1004;bestehend;existant;esistente;2714700.19;1099511.74;0;101271040;10132829;Via Campagnola;1;IT;6928;0;Manno;2714700.19;1099511.74;0;2021-08-24 00:00:00
11143210;TI;5194;Manno;1004;bestehend;existant;esistente;2714689.98;1099482.8;0;101271041;10132829;Via Campagnola;3;IT;6928;0;Manno;2714689.98;1099482.8;0;2021-08-24 00:00:00
11143211;TI;5194;Manno;1004;bestehend;existant;esistente;2714685.05;1099462.35;0;101271042;10132829;Via Campagnola;5;IT;6928;0;Manno;2714685.05;1099462.35;0;2021-08-24 00:00:00
11143212;TI;5194;Manno;1004;bestehend;existant;esistente;2714675.887;1099440.546;0;101271043;10132829;Via Campagnola;7;IT;6928;0;Manno;2714675.887;1099440.546;0;2021-08-24 00:00:00
11143213;TI;5194;Manno;1004;bestehend;existant;esistente;2714662.73;1099389;0;101271044;10132829;Via Campagnola;11;IT;6928;0;Manno;2714662.73;1099389;0;2021-08-24 00:00:00
11143214;TI;5194;Manno;1004;bestehend;existant;esistente;2714750.98;1099488.42;0;101271045;10132835;Via Grumo;9;IT;6928;0;Manno;2714750.98;1099488.42;0;2021-08-24 00:00:00
11143215;TI;5194;Manno;1004;bestehend;existant;esistente;2714747.88;1099388.51;0;101626422;10132835;Via Grumo;3;IT;6928;0;Manno;2714747.88;1099388.51;0;2021-08-24 00:00:00
11143216;TI;5194;Manno;1004;bestehend;existant;esistente;2714555.232;1098956.964;0;101626423;10132826;Strada Regina;10;IT;6928;0;Manno;2714555.232;1098956.964;0;2021-08-24 00:00:00
11143217;TI;5194;Manno;1004;bestehend;existant;esistente;2714589.11;1098946.38;0;101271046;10132826;Strada Regina;10b;IT;6928;0;Manno;2714589.11;1098946.38;0;2021-08-24 00:00:00
11143218;TI;5194;Manno;1004;bestehend;existant;esistente;2714789.249;1099660.951;0;101271047;10132835;Via Grumo;22;IT;6928;0;Manno;2714789.249;1099660.951;0;2021-08-24 00:00:00
11143219;TI;5194;Manno;1004;bestehend;existant;esistente;2714821.23;1099648.32;0;101271048;10132833;Via Dragoni;22;IT;6928;0;Manno;2714821.23;1099648.32;0;2021-08-24 00:00:00
11143220;TI;5194;Manno;1004;bestehend;existant;esistente;2714779.79;1099618.2;0;101271049;10132835;Via Grumo;20;IT;6928;0;Manno;2714779.79;1099618.2;0;2021-08-24 00:00:00
11143221;TI;5194;Manno;1004;bestehend;existant;esistente;2714783.92;1099466.55;0;101271050;10132835;Via Grumo;8;IT;6928;0;Manno;2714783.92;1099466.55;0;2021-08-24 00:00:00
11143222;TI;5194;Manno;1004;bestehend;existant;esistente;2714773.76;1099383.31;0;101271051;10132835;Via Grumo;4;IT;6928;0;Manno;2714773.76;1099383.31;0;2021-08-24 00:00:00
11143223;TI;5194;Manno;1004;bestehend;existant;esistente;2714817.74;1099453.44;0;101271052;10128274;Via Vignole;14;IT;6928;0;Manno;2714817.74;1099453.44;0;2021-08-24 00:00:00
11143224;TI;5194;Manno;1004;bestehend;existant;esistente;2714826.246;1099478.956;0;101271053;10128274;Via Vignole;12;IT;6928;0;Manno;2714826.246;1099478.956;0;2021-08-24 00:00:00
11143225;TI;5194;Manno;1004;bestehend;existant;esistente;2714828.76;1099523.47;0;101271054;10128274;Via Vignole;8;IT;6928;0;Manno;2714828.76;1099523.47;0;2021-08-24 00:00:00
11143226;TI;5194;Manno;1004;bestehend;existant;esistente;2714835.39;1099572.05;0;101269526;10128274;Via Vignole;4;IT;6928;0;Manno;2714835.39;1099572.05;0;2021-08-24 00:00:00
11143227;TI;5194;Manno;1004;bestehend;existant;esistente;2714842.13;1099600.34;0;101269527;10128274;Via Vignole;2;IT;6928;0;Manno;2714842.13;1099600.34;0;2021-08-24 00:00:00
11143228;TI;5194;Manno;1004;bestehend;existant;esistente;2714854.06;1099376.23;0;101269528;10132831;Via Carà;10;IT;6928;0;Manno;2714854.06;1099376.23;0;2021-08-24 00:00:00
11143229;TI;5194;Manno;1004;bestehend;existant;esistente;2714869.67;1099354.26;0;101269529;10132846;Via Sialunga;5;IT;6928;0;Manno;2714869.67;1099354.26;0;2021-08-24 00:00:00
11143230;TI;5194;Manno;1004;bestehend;existant;esistente;2714875.45;1099393.86;0;101269530;10132846;Via Sialunga;7;IT;6928;0;Manno;2714875.45;1099393.86;0;2021-08-24 00:00:00
11143231;TI;5194;Manno;1004;bestehend;existant;esistente;2714882.92;1099412.76;0;101269531;10132846;Via Sialunga;9;IT;6928;0;Manno;2714882.92;1099412.76;0;2021-08-24 00:00:00
11143232;TI;5194;Manno;1004;bestehend;existant;esistente;2714888.58;1099430.928;0;101269532;10132846;Via Sialunga;11;IT;6928;0;Manno;2714888.58;1099430.928;0;2021-08-24 00:00:00
11143233;TI;5194;Manno;1004;bestehend;existant;esistente;2714883.69;1099453.27;0;101269533;10132846;Via Sialunga;15;IT;6928;0;Manno;2714883.69;1099453.27;0;2021-08-24 00:00:00
11143234;TI;5194;Manno;1004;bestehend;existant;esistente;2714890.38;1099491.4;0;101269534;10132846;Via Sialunga;19;IT;6928;0;Manno;2714890.38;1099491.4;0;2021-08-24 00:00:00
11143235;TI;5194;Manno;1004;bestehend;existant;esistente;2714895.67;1099513.29;0;101272781;10132846;Via Sialunga;21;IT;6928;0;Manno;2714895.67;1099513.29;0;2021-08-24 00:00:00
11143236;TI;5194;Manno;1004;bestehend;existant;esistente;2714899.576;1099542.04;0;101272782;10132846;Via Sialunga;23;IT;6928;0;Manno;2714899.576;1099542.04;0;2021-08-24 00:00:00
11143237;TI;5194;Manno;1004;bestehend;existant;esistente;2714943.92;1099570.18;0;101626424;10132837;Via Mondadiscio;7;IT;6928;0;Manno;2714943.92;1099570.18;0;2021-08-24 00:00:00
11143238;TI;5194;Manno;1004;bestehend;existant;esistente;2714927.247;1099476.958;0;101567014;10132846;Via Sialunga;18;IT;6928;0;Manno;2714927.247;1099476.958;0;2021-08-24 00:00:00
11143239;TI;5194;Manno;1004;bestehend;existant;esistente;2714913.95;1099427.95;0;101272783;10132846;Via Sialunga;10;IT;6928;0;Manno;2714913.95;1099427.95;0;2021-08-24 00:00:00
11143240;TI;5194;Manno;1004;bestehend;existant;esistente;2714899.927;1099364.125;0;101272784;10132846;Via Sialunga;4;IT;6928;0;Manno;2714899.927;1099364.125;0;2021-08-24 00:00:00
11143241;TI;5194;Manno;1004;bestehend;existant;esistente;2714888.57;1099333.4;0;101272785;10132846;Via Sialunga;2;IT;6928;0;Manno;2714888.57;1099333.4;0;2021-08-24 00:00:00
11143242;TI;5194;Manno;1004;bestehend;existant;esistente;2714896.09;1099316.92;0;101272786;10132842;Via Quadrella;1;IT;6928;0;Manno;2714896.09;1099316.92;0;2021-08-24 00:00:00
11143243;TI;5194;Manno;1004;bestehend;existant;esistente;2714928.63;1099318.05;0;101641316;10132842;Via Quadrella;4;IT;6928;0;Manno;2714928.63;1099318.05;0;2021-08-24 00:00:00
11143244;TI;5194;Manno;1004;bestehend;existant;esistente;2714954.245;1099350.962;0;101272787;10132842;Via Quadrella;6;IT;6928;0;Manno;2714954.245;1099350.962;0;2021-08-24 00:00:00
11143245;TI;5194;Manno;1004;bestehend;existant;esistente;2715024.101;1099541.296;0;101272788;10132837;Via Mondadiscio;3;IT;6928;0;Manno;2715024.101;1099541.296;0;2021-08-24 00:00:00
11143246;TI;5194;Manno;1004;bestehend;existant;esistente;2715047.59;1099537.59;0;101272789;10132837;Via Mondadiscio;1;IT;6928;0;Manno;2715047.59;1099537.59;0;2021-08-24 00:00:00
11143247;TI;5194;Manno;1004;bestehend;existant;esistente;2715234.13;1099443.78;0;101272790;10128275;Via Violino;9;IT;6928;0;Manno;2715234.13;1099443.78;0;2021-08-24 00:00:00
11143248;TI;5194;Manno;1004;bestehend;existant;esistente;2714827.13;1099264.16;0;101272791;10132843;Via Rivalta;6;IT;6928;0;Manno;2714827.13;1099264.16;0;2021-08-24 00:00:00
11143249;TI;5194;Manno;1004;bestehend;existant;esistente;2714733.76;1099283.29;0;101272792;10132838;Via Norello;31;IT;6928;0;Manno;2714733.76;1099283.29;0;2021-08-24 00:00:00
11143250;TI;5194;Manno;1004;bestehend;existant;esistente;2714785.62;1099257.91;0;101272793;10132838;Via Norello;27;IT;6928;0;Manno;2714785.62;1099257.91;0;2021-08-24 00:00:00
11143251;TI;5194;Manno;1004;bestehend;existant;esistente;2714865.02;1099166.6;0;101272794;10132830;Via Cantonale;35b;IT;6928;0;Manno;2714865.02;1099166.6;0;2021-08-24 00:00:00
11143252;TI;5194;Manno;1004;bestehend;existant;esistente;2714953.67;1099138.11;0;101272795;10132830;Via Cantonale;33;IT;6928;0;Manno;2714953.67;1099138.11;0;2021-08-24 00:00:00
11143253;TI;5194;Manno;1004;bestehend;existant;esistente;2714908.88;1099061.58;0;101272796;10132830;Via Cantonale;29b;IT;6928;0;Manno;2714908.88;1099061.58;0;2021-08-24 00:00:00
11143254;TI;5194;Manno;1004;bestehend;existant;esistente;2714937.94;1099054.46;0;101272797;10132830;Via Cantonale;29a;IT;6928;0;Manno;2714937.94;1099054.46;0;2021-08-24 00:00:00
11143255;TI;5194;Manno;1004;bestehend;existant;esistente;2714988.239;1098998.966;0;101272798;10132841;Via Pobiette;2;IT;6928;0;Manno;2714988.239;1098998.966;0;2021-08-24 00:00:00
