EGID;GDEKT;GDENR;GDENAME;GSTAT;GSTATLAB_DE;GSTATLAB_FR;GSTATLAB_IT;GKODE;GKODN;EDID;EGAID;ESID;STRNAME;DEINR;STRSP;DPLZ4;DPLZZ;DPLZNAME;DKODE;DKODN;DOFFADR;DEXPDAT
11147219;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716547;1093976;1;102584920;10129479;Via Carona;38;IT;6900;9;Paradiso;2716547;1093976;0;2021-08-24 00:00:00
11147220;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716595.46;1094028.6;0;101187063;10129475;Via Alessandro Antonietti;12;IT;6900;9;Paradiso;2716595.46;1094028.6;0;2021-08-24 00:00:00
11147222;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716519.197;1093986.827;0;101187064;10129475;Via Alessandro Antonietti;15;IT;6900;9;Paradiso;2716519.197;1093986.827;0;2021-08-24 00:00:00
11147222;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716519.197;1093986.827;1;102432029;10129475;Via Alessandro Antonietti;13;IT;6900;9;Paradiso;2716519.197;1093986.827;0;2021-08-24 00:00:00
11147223;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716486.1;1093969.74;0;101187065;10129475;Via Alessandro Antonietti;17;IT;6900;9;Paradiso;2716486.1;1093969.74;0;2021-08-24 00:00:00
11147224;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716512.81;1093943.17;0;102001711;10129475;Via Alessandro Antonietti;17a;IT;6900;9;Paradiso;2716512.81;1093943.17;0;2021-08-24 00:00:00
11147225;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716938.25;1094320.76;0;101187066;10129476;Via Barzaghi;1;IT;6900;9;Paradiso;2716938.25;1094320.76;0;2021-08-24 00:00:00
11147226;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716952.25;1094261.53;0;101187067;10129476;Via Barzaghi;9;IT;6900;9;Paradiso;2716952.25;1094261.53;0;2021-08-24 00:00:00
11147227;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717133;1094263;0;101187068;10129477;Via Boggia;8;IT;6900;9;Paradiso;2717133;1094263;0;2021-08-24 00:00:00
11147227;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717133;1094263;1;102593925;10129477;Via Boggia;10;IT;6900;9;Paradiso;2717133;1094263;0;2021-08-24 00:00:00
11147229;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717264.213;1094112.833;0;101187070;10129477;Via Boggia;16;IT;6900;9;Paradiso;2717264.213;1094112.833;0;2021-08-24 00:00:00
11147230;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717497.6;1094079.65;0;101187071;10129477;Via Boggia;17;IT;6900;9;Paradiso;2717497.6;1094079.65;0;2021-08-24 00:00:00
11147231;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717388;1094054;0;101647738;10129477;Via Boggia;18;IT;6900;9;Paradiso;2717388;1094054;0;2021-08-24 00:00:00
11147232;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717519;1094070;0;101626876;10129477;Via Boggia;19;IT;6900;9;Paradiso;2717519;1094070;0;2021-08-24 00:00:00
11147233;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717456;1094060;0;102184407;10129477;Via Boggia;20;IT;6900;9;Paradiso;2717456;1094060;0;2021-08-24 00:00:00
11147234;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717485.37;1094054.447;0;101187072;10129477;Via Boggia;22;IT;6900;9;Paradiso;2717485.37;1094054.447;0;2021-08-24 00:00:00
11147235;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716894.12;1094394.56;0;101187073;10129483;Via Ernesto Bosia;4;IT;6900;9;Paradiso;2716894.12;1094394.56;0;2021-08-24 00:00:00
11147237;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716848;1094302;0;101187075;10129483;Via Ernesto Bosia;6;IT;6900;9;Paradiso;2716848;1094302;0;2021-08-24 00:00:00
11147238;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716905.41;1094364.16;0;101999661;10129483;Via Ernesto Bosia;11;IT;6900;9;Paradiso;2716905.41;1094364.16;0;2021-08-24 00:00:00
11147239;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716909.201;1094333.839;0;101187076;10129483;Via Ernesto Bosia;13;IT;6900;9;Paradiso;2716909.201;1094333.839;0;2021-08-24 00:00:00
11147240;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716913.201;1094291.837;0;101611704;10129483;Via Ernesto Bosia;15;IT;6900;9;Paradiso;2716913.201;1094291.837;0;2021-08-24 00:00:00
11147240;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716913.201;1094291.837;1;102590351;10129483;Via Ernesto Bosia;17;IT;6900;9;Paradiso;2716913.201;1094291.837;0;2021-08-24 00:00:00
11147242;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716901.201;1094276.836;0;101609070;10129483;Via Ernesto Bosia;19;IT;6900;9;Paradiso;2716901.201;1094276.836;0;2021-08-24 00:00:00
11147243;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716347.154;1094196.546;0;101187077;10129478;Via Calprino;1;IT;6900;9;Paradiso;2716347.154;1094196.546;0;2021-08-24 00:00:00
11147244;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716333.04;1094175.931;0;101187078;10129478;Via Calprino;2;IT;6900;9;Paradiso;2716333.04;1094175.931;0;2021-08-24 00:00:00
11147245;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716371.196;1094164.836;0;101187079;10129478;Via Calprino;3;IT;6900;9;Paradiso;2716371.196;1094164.836;0;2021-08-24 00:00:00
11147246;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716388.07;1094142.78;0;101187080;10129478;Via Calprino;5;IT;6900;9;Paradiso;2716388.07;1094142.78;0;2021-08-24 00:00:00
11147247;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716327.196;1094126.836;0;101187081;10129478;Via Calprino;6;IT;6900;9;Paradiso;2716327.196;1094126.836;0;2021-08-24 00:00:00
11147248;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716400.02;1094127.45;0;101187082;10129478;Via Calprino;7;IT;6900;9;Paradiso;2716400.02;1094127.45;0;2021-08-24 00:00:00
11147249;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716302.77;1094103.16;0;101187083;10129478;Via Calprino;8;IT;6900;9;Paradiso;2716302.77;1094103.16;0;2021-08-24 00:00:00
11147250;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716362;1094123;0;101187084;10129478;Via Calprino;10;IT;6900;9;Paradiso;2716362;1094123;0;2021-08-24 00:00:00
11147250;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716362;1094123;1;102592650;10129478;Via Calprino;12;IT;6900;9;Paradiso;2716362;1094123;0;2021-08-24 00:00:00
11147251;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716436.91;1094092.39;0;101187085;10129478;Via Calprino;11;IT;6900;9;Paradiso;2716436.91;1094092.39;0;2021-08-24 00:00:00
11147251;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716436.91;1094092.39;1;102687624;10129480;Via Carzo;9;IT;6900;9;Paradiso;2716436.91;1094092.39;0;2021-08-24 00:00:00
11147253;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716456.77;1094091.65;0;101187087;10129478;Via Calprino;13;IT;6900;9;Paradiso;2716456.77;1094091.65;0;2021-08-24 00:00:00
11147254;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716473.62;1094082.74;0;101187088;10129478;Via Calprino;15;IT;6900;9;Paradiso;2716473.62;1094082.74;0;2021-08-24 00:00:00
11147255;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716441;1094047;0;101187089;10129478;Via Calprino;16a;IT;6900;9;Paradiso;2716441;1094047;0;2021-08-24 00:00:00
11147256;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716432.197;1094062.832;0;101187090;10129478;Via Calprino;16;IT;6900;9;Paradiso;2716432.197;1094062.832;0;2021-08-24 00:00:00
11147257;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716504;1094081;0;101999663;10129478;Via Calprino;17;IT;6900;9;Paradiso;2716504;1094081;0;2021-08-24 00:00:00
11147257;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716504;1094081;1;102593437;10129478;Via Calprino;19;IT;6900;9;Paradiso;2716504;1094081;0;2021-08-24 00:00:00
11147258;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716453.197;1093983.829;0;102011754;10129478;Via Calprino;18a;IT;6900;9;Paradiso;2716453.197;1093983.829;0;2021-08-24 00:00:00
11147261;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716540.34;1094074.27;0;102000368;10129478;Via Calprino;21;IT;6900;9;Paradiso;2716540.34;1094074.27;0;2021-08-24 00:00:00
11147262;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716480;1094059;0;101187093;10129478;Via Calprino;22;IT;6900;9;Paradiso;2716480;1094059;0;2021-08-24 00:00:00
11147263;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716569.195;1094073.829;0;101187094;10129478;Via Calprino;23;IT;6900;9;Paradiso;2716569.195;1094073.829;0;2021-08-24 00:00:00
11147264;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716499.11;1094055.41;0;101187095;10129478;Via Calprino;24;IT;6900;9;Paradiso;2716499.11;1094055.41;0;2021-08-24 00:00:00
11147265;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716527.48;1094029.91;0;101187096;10129478;Via Calprino;26;IT;6900;9;Paradiso;2716527.48;1094029.91;0;2021-08-24 00:00:00
11147266;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716555.09;1094033.87;0;102010707;10129478;Via Calprino;28;IT;6900;9;Paradiso;2716555.09;1094033.87;0;2021-08-24 00:00:00
11147267;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716574;1094032;0;101187097;10129478;Via Calprino;30;IT;6900;9;Paradiso;2716574;1094032;0;2021-08-24 00:00:00
11147268;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716870;1094189;0;101187098;10129479;Via Carona;2;IT;6900;9;Paradiso;2716870;1094189;0;2021-08-24 00:00:00
11147269;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716855;1094156;0;101187099;10129479;Via Carona;5;IT;6900;9;Paradiso;2716855;1094156;0;2021-08-24 00:00:00
11147269;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716855;1094156;1;102592663;10129479;Via Carona;5a;IT;6900;9;Paradiso;2716855;1094156;0;2021-08-24 00:00:00
11147272;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716824;1094131;0;102004436;10129479;Via Carona;7;IT;6900;9;Paradiso;2716824;1094131;0;2021-08-24 00:00:00
11147273;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716861.872;1094126.393;0;101187102;10129479;Via Carona;7a;IT;6900;9;Paradiso;2716861.872;1094126.393;0;2021-08-24 00:00:00
11147274;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716612.195;1094100.829;0;101187103;10129492;Via Luciano Zuccoli;22;IT;6900;9;Paradiso;2716612.195;1094100.829;0;2021-08-24 00:00:00
11147275;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716804.183;1094129.541;0;101187104;10129479;Via Carona;9;IT;6900;9;Paradiso;2716804.183;1094129.541;0;2021-08-24 00:00:00
11147277;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716741.83;1094098.95;0;101998924;10129479;Via Carona;13;IT;6900;9;Paradiso;2716741.83;1094098.95;0;2021-08-24 00:00:00
11147278;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716718;1094097;0;101187106;10129479;Via Carona;15;IT;6900;9;Paradiso;2716718;1094097;0;2021-08-24 00:00:00
11147279;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716623.637;1094047.893;0;101187107;10129479;Via Carona;16;IT;6900;9;Paradiso;2716623.637;1094047.893;0;2021-08-24 00:00:00
11147280;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716661.62;1094073.83;0;101626877;10129479;Via Carona;17;IT;6900;9;Paradiso;2716661.62;1094073.83;0;2021-08-24 00:00:00
11147282;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716709;1094068;0;101187108;10129479;Via Carona;19;IT;6900;9;Paradiso;2716709;1094068;0;2021-08-24 00:00:00
11147282;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716709;1094068;1;102592661;10129479;Via Carona;21;IT;6900;9;Paradiso;2716709;1094068;0;2021-08-24 00:00:00
11147283;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716744.46;1094051.27;0;101187109;10129479;Via Carona;25;IT;6900;9;Paradiso;2716744.46;1094051.27;0;2021-08-24 00:00:00
11147284;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716816;1094073;0;102000369;10129479;Via Carona;27;IT;6900;9;Paradiso;2716816;1094073;0;2021-08-24 00:00:00
11147285;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716734.54;1094014.57;0;101187110;10129479;Via Carona;28;IT;6900;9;Paradiso;2716734.54;1094014.57;0;2021-08-24 00:00:00
11147286;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716730.82;1093948.85;0;101187111;10129479;Via Carona;29;IT;6900;9;Paradiso;2716730.82;1093948.85;0;2021-08-24 00:00:00
11147287;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716697.31;1093956.39;0;101998925;10129479;Via Carona;31;IT;6900;9;Paradiso;2716697.31;1093956.39;0;2021-08-24 00:00:00
11147288;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716713.91;1093927.51;0;102005070;10129479;Via Carona;33;IT;6900;9;Paradiso;2716713.91;1093927.51;0;2021-08-24 00:00:00
11147290;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716660.22;1093921.53;0;101185046;10129479;Via Carona;35;IT;6900;9;Paradiso;2716660.22;1093921.53;0;2021-08-24 00:00:00
11147293;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716652;1093866;1;101998220;10129479;Via Carona;41b;IT;6900;9;Paradiso;2716652;1093866;0;2021-08-24 00:00:00
11147294;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716668.92;1093857.794;0;101185050;10129479;Via Carona;41c;IT;6900;9;Paradiso;2716668.92;1093857.794;0;2021-08-24 00:00:00
11147296;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716482.195;1094159.834;0;101185051;10129480;Via Carzo;3;IT;6900;9;Paradiso;2716482.195;1094159.834;0;2021-08-24 00:00:00
11147297;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716396.95;1094242.37;0;101185052;10129480;Via Carzo;6;IT;6900;9;Paradiso;2716396.95;1094242.37;0;2021-08-24 00:00:00
11147298;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716426.58;1094208.16;0;101185053;10129480;Via Carzo;8;IT;6900;9;Paradiso;2716426.58;1094208.16;0;2021-08-24 00:00:00
11147299;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716450;1094180;0;101185054;10129480;Via Carzo;10;IT;6900;9;Paradiso;2716450;1094180;0;2021-08-24 00:00:00
11147299;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716450;1094180;1;102583325;10129480;Via Carzo;12;IT;6900;9;Paradiso;2716450;1094180;0;2021-08-24 00:00:00
11147303;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716752.51;1094585.78;0;101185058;10129481;Via Giuseppe Cattori;3;IT;6900;9;Paradiso;2716752.51;1094585.78;0;2021-08-24 00:00:00
11147304;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716704;1094561;0;101185059;10129481;Via Giuseppe Cattori;5;IT;6900;9;Paradiso;2716704;1094561;0;2021-08-24 00:00:00
11147307;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716644;1094499;0;101185060;10129481;Via Giuseppe Cattori;9;IT;6900;9;Paradiso;2716644;1094499;0;2021-08-24 00:00:00
11147307;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716644;1094499;1;102593443;10129481;Via Giuseppe Cattori;9a;IT;6900;9;Paradiso;2716644;1094499;0;2021-08-24 00:00:00
11147308;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716608.94;1094471.47;0;101626879;10129481;Via Giuseppe Cattori;15;IT;6900;9;Paradiso;2716608.94;1094471.47;0;2021-08-24 00:00:00
11147309;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717188;1094067;0;101628394;10129482;Via Collina Azzurra;2;IT;6900;9;Paradiso;2717188;1094067;0;2021-08-24 00:00:00
11147309;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717188;1094067;1;102592677;10129482;Via Collina Azzurra;4;IT;6900;9;Paradiso;2717188;1094067;0;2021-08-24 00:00:00
11147311;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717239;1094073;0;101185062;10129482;Via Collina Azzurra;6;IT;6900;9;Paradiso;2717239;1094073;0;2021-08-24 00:00:00
11147312;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717234;1094105;0;101185063;10129482;Via Collina Azzurra;8;IT;6900;9;Paradiso;2717234;1094105;0;2021-08-24 00:00:00
11147312;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717234;1094105;1;102584874;10129482;Via Collina Azzurra;10;IT;6900;9;Paradiso;2717234;1094105;0;2021-08-24 00:00:00
11147314;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717199.211;1094115.833;0;101185064;10129482;Via Collina Azzurra;12;IT;6900;9;Paradiso;2717199.211;1094115.833;0;2021-08-24 00:00:00
11147316;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716885.12;1094438.88;0;101186623;10129473;Riva Paradiso;4a;IT;6900;9;Paradiso;2716885.12;1094438.88;0;2021-08-24 00:00:00
11147317;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716854.94;1094404.49;0;101186624;10129485;Via Geretta;3;IT;6900;9;Paradiso;2716854.94;1094404.49;0;2021-08-24 00:00:00
11147318;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716826.198;1094400.841;0;101186625;10129485;Via Geretta;5;IT;6900;9;Paradiso;2716826.198;1094400.841;0;2021-08-24 00:00:00
11147318;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716826.198;1094400.841;1;102583588;10129485;Via Geretta;7;IT;6900;9;Paradiso;2716826.198;1094400.841;0;2021-08-24 00:00:00
11147319;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716818.67;1094423.32;0;101186626;10129485;Via Geretta;6;IT;6900;9;Paradiso;2716818.67;1094423.32;0;2021-08-24 00:00:00
11147322;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716713;1094396;0;101186627;10129485;Via Geretta;15;IT;6900;9;Paradiso;2716713;1094396;0;2021-08-24 00:00:00
11147324;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716667;1094409;0;102004432;10129485;Via Geretta;17;IT;6900;9;Paradiso;2716667;1094409;0;2021-08-24 00:00:00
11147324;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716667;1094409;1;102583768;10129485;Via Geretta;19;IT;6900;9;Paradiso;2716667;1094409;0;2021-08-24 00:00:00
11147328;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716608.83;1094414.57;0;101186631;10129485;Via Geretta;21;IT;6900;9;Paradiso;2716608.83;1094414.57;0;2021-08-24 00:00:00
11147329;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716856;1094235;0;101999658;10129474;Via ai Grotti;1;IT;6900;9;Paradiso;2716856;1094235;0;2021-08-24 00:00:00
11147330;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716818;1094217;0;101186632;10129474;Via ai Grotti;3;IT;6900;9;Paradiso;2716818;1094217;0;2021-08-24 00:00:00
11147331;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716841.44;1094260.28;0;101186633;10129474;Via ai Grotti;4;IT;6900;9;Paradiso;2716841.44;1094260.28;0;2021-08-24 00:00:00
11147332;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716823.74;1094255.42;0;101186634;10129474;Via ai Grotti;6;IT;6900;9;Paradiso;2716823.74;1094255.42;0;2021-08-24 00:00:00
11147333;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716730.196;1094201.832;0;101186635;10129474;Via ai Grotti;7;IT;6900;9;Paradiso;2716730.196;1094201.832;0;2021-08-24 00:00:00
11147334;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716800.01;1094261.83;0;101186636;10129474;Via ai Grotti;8;IT;6900;9;Paradiso;2716800.01;1094261.83;0;2021-08-24 00:00:00
11147335;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716765;1094258;0;101186637;10129474;Via ai Grotti;10;IT;6900;9;Paradiso;2716765;1094258;0;2021-08-24 00:00:00
11147336;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716977;1094185;0;101628395;10129486;Via Guidino;3;IT;6900;9;Paradiso;2716977;1094185;0;2021-08-24 00:00:00
11147338;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717086.78;1094174.74;0;101628396;10129486;Via Guidino;7;IT;6900;9;Paradiso;2717086.78;1094174.74;0;2021-08-24 00:00:00
11147339;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716955;1094121;0;101186638;10129486;Via Guidino;8;IT;6900;9;Paradiso;2716955;1094121;0;2021-08-24 00:00:00
11147340;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717162;1094154;0;102011403;10129486;Via Guidino;9;IT;6900;9;Paradiso;2717162;1094154;0;2021-08-24 00:00:00
11147340;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717162;1094154;1;102593911;10129486;Via Guidino;9a;IT;6900;9;Paradiso;2717162;1094154;0;2021-08-24 00:00:00
11147342;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716986.48;1094126.3;0;101267718;10129486;Via Guidino;10;IT;6900;9;Paradiso;2716986.48;1094126.3;0;2021-08-24 00:00:00
11147343;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717232.95;1094039.05;0;101267719;10129486;Via Guidino;11;IT;6900;9;Paradiso;2717232.95;1094039.05;0;2021-08-24 00:00:00
11147345;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717298;1094006;0;101267721;10129486;Via Guidino;15;IT;6900;9;Paradiso;2717298;1094006;0;2021-08-24 00:00:00
11147346;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717284.12;1094037.66;0;101267722;10129486;Via Guidino;13a;IT;6900;9;Paradiso;2717284.12;1094037.66;0;2021-08-24 00:00:00
11147348;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717311.74;1094019.24;0;101267724;10129486;Via Guidino;13;IT;6900;9;Paradiso;2717311.74;1094019.24;0;2021-08-24 00:00:00
11147349;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717119.208;1094079.83;0;102187309;10129486;Via Guidino;20;IT;6900;9;Paradiso;2717119.208;1094079.83;0;2021-08-24 00:00:00
11147350;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717112.208;1094065.83;0;101647739;10129486;Via Guidino;22;IT;6900;9;Paradiso;2717112.208;1094065.83;0;2021-08-24 00:00:00
11147351;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717224.212;1093982.828;0;101267725;10129486;Via Guidino;25;IT;6900;9;Paradiso;2717224.212;1093982.828;0;2021-08-24 00:00:00
11147353;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716751.89;1094538.97;0;101267727;10129488;Viale San Salvatore;3;IT;6900;9;Paradiso;2716751.89;1094538.97;0;2021-08-24 00:00:00
11147355;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717020.15;1094011.606;0;101997879;10129486;Via Guidino;39;IT;6900;9;Paradiso;2717020.15;1094011.606;0;2021-08-24 00:00:00
11147356;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717003.205;1094015.827;0;101267729;10129486;Via Guidino;39a;IT;6900;9;Paradiso;2717003.205;1094015.827;0;2021-08-24 00:00:00
11147357;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717010.64;1094014.67;0;101267730;10129486;Via Guidino;39b;IT;6900;9;Paradiso;2717010.64;1094014.67;0;2021-08-24 00:00:00
11147358;TI;5210;Paradiso;1004;bestehend;existant;esistente;2717013.83;1094032.54;0;101267731;10129486;Via Guidino;41;IT;6900;9;Paradiso;2717013.83;1094032.54;0;2021-08-24 00:00:00
11147359;TI;5210;Paradiso;1004;bestehend;existant;esistente;2716990.01;1094037.44;0;101267732;10129486;Via Guidino;43;IT;6900;9;Paradiso;2716990.01;1094037.44;0;2021-08-24 00:00:00
