index;geometry;length
21;LINESTRING (716452.609798191 94952.62275809415, 716454.0120031879 94945.36684122741);7.390162950187883
22;LINESTRING (716454.0120031879 94945.36684122741, 716442.9827254706 94920.79428308098);26.934282630623343
23;LINESTRING (716442.9827254706 94920.79428308098, 716433.341544991 94892.12328202969);30.248614221520334
24;LINESTRING (716771.2049167341 94903.36507651716, 716721.0326694248 94932.52192578193);58.02909838278685
25;LINESTRING (716721.0326694248 94932.52192578193, 716706.2796716546 94938.87647695986);16.0633515768273
26;LINESTRING (716706.2796716546 94938.87647695986, 716675.688420163 94938.28903770696);30.596891226009845
27;LINESTRING (716675.688420163 94938.28903770696, 716652.0192020331 94896.02805886052, 716639.7050870633 94872.62017327028, 716631.9899925309 94856.69456132228, 716629.2124816623 94849.59195460165, 716626.2015529543 94844.1526846943, 716621.9276140482 94839.51196640206, 716616.4928730351 94834.38198676446, 716607.823391529 94831.43593145665, 716611.6710060285 94823.15956936537, 716614.1770034932 94817.75946232442, 716621.259468746 94814.15947167082, 716632.2052452988 94808.33205044811, 716641.8340143614 94803.29103942034, 716646.5935375851 94800.80284273911, 716647.1062361028 94801.54652283313, 716649.1016178256 94802.56327661035, 716651.3298437775 94802.35031730644, 716653.0924270126 94800.96094944893, 716653.8226402879 94798.85128184434, 716653.2907717976 94796.68403069637, 716654.9323139929 94795.94834720166, 716660.2397351353 94793.58186641159, 716661.3401677732 94796.00464615073, 716661.6103506035 94798.07792416544, 716661.4080763876 94803.36657535918, 716662.7540555325 94805.91637574087, 716680.0756618263 94797.3761583153, 716681.1662050156 94799.90993961837, 716685.3 94826.60000000001);262.73639363112505
28;LINESTRING (716675.688420163 94938.28903770696, 716682.2 94914.89999999999);24.278545195927272
29;LINESTRING (716442.8548709521 94937.98143721938, 716440.2900395042 94931.09425271051);7.349263283854374
30;LINESTRING (716440.2900395042 94931.09425271051, 716435.5659766148 94928.10173769118);5.592129855738262
31;LINESTRING (716435.5659766148 94928.10173769118, 716428.5087479595 94927.56624452012);7.077515752701933
32;LINESTRING (716428.5087479595 94927.56624452012, 716417 94915.60000000001);16.60247835446808
33;LINESTRING (716428.5087479595 94927.56624452012, 716393.1 94919.89999999999);36.2291420972677
34;LINESTRING (716428.5087479595 94927.56624452012, 716417.4 94945.10000000001);20.756610090666413
35;LINESTRING (716721.0326694248 94932.52192578193, 716730.0511407915 94947.95011054128, 716742.5761963738 94953.4943748909, 716752.8635622512 94972.24924726393, 716752.5 94994.2);74.912758203537
36;LINESTRING (716452.609798191 94952.62275809415, 716447.5421205794 94970.39349323105);18.479187852313053
37;LINESTRING (716447.5421205794 94970.39349323105, 716444.2528524712 94968.1511852796);3.9808579021098627
38;LINESTRING (716444.2528524712 94968.1511852796, 716441.2812195288 94963.89135123788);5.193918405940936
39;LINESTRING (716441.2812195288 94963.89135123788, 716440.1115513091 94956.58615038237);7.39824866325544
40;LINESTRING (716440.1115513091 94956.58615038237, 716442.8548709521 94937.98143721938);18.8058808498984
41;LINESTRING (716447.5421205794 94970.39349323105, 716444.1887150386 94987.67449928106);17.60336612189388
42;LINESTRING (716441.2812195288 94963.89135123788, 716417.9 94974.60000000001);25.716854103123953
43;LINESTRING (716516.9984485458 94997.14236456834, 716521.8731063829 94993.4888120441, 716523.4878307462 94988.89436953051, 716522.3067493457 94980.97740024312, 716517.6790008219 94952.75819373861, 716540.6 94955.39999999999);70.63526156623098
44;LINESTRING (717063.0543768825 95519.4123594206, 717061.7498972968 95499.03986708295);20.414213456253904
45;LINESTRING (717061.7498972968 95499.03986708295, 717058.790742718 95452.73986649323);46.39446788604097
46;LINESTRING (717058.790742718 95452.73986649323, 717056.6504959806 95427.48124931224);25.34913012299101
47;LINESTRING (717056.6504959806 95427.48124931224, 717055.1417971766 95409.66214196765);17.882862148982483
48;LINESTRING (717055.1417971766 95409.66214196765, 717054.7172397643 95397.91253461204);11.75727527989931
49;LINESTRING (717054.7172397643 95397.91253461204, 717052.3530881794 95364.96652987969);33.030719649148
50;LINESTRING (717052.3530881794 95364.96652987969, 717048.7790495856 95321.21200505688);43.900252782188716
51;LINESTRING (717048.7790495856 95321.21200505688, 717042.8359687871 95302.28455496457);19.83856286060313
52;LINESTRING (717042.8359687871 95302.28455496457, 717037.098092829 95294.02397124653);10.05785582881662
53;LINESTRING (717037.098092829 95294.02397124653, 717031.8769802998 95289.5092552907);6.902367434727774
54;LINESTRING (717031.8769802998 95289.5092552907, 717025.4735771251 95283.61528326369);8.703015481610912
55;LINESTRING (717025.4735771251 95283.61528326369, 717017.4514709421 95278.07930273609);9.746859392293732
56;LINESTRING (717017.4514709421 95278.07930273609, 717012.9949676944 95274.90246255344);5.472909166350786
57;LINESTRING (717012.9949676944 95274.90246255344, 717009.7572158811 95272.01594497959);4.337628442866954
58;LINESTRING (717009.7572158811 95272.01594497959, 717002.6036371726 95265.64056349745);9.582232379876038
59;LINESTRING (717002.6036371726 95265.64056349745, 716996.8959675694 95259.02617972865);8.736564824914943
60;LINESTRING (716996.8959675694 95259.02617972865, 716995.5696701271 95253.05209760647);6.1195361023542665
61;LINESTRING (716995.5696701271 95253.05209760647, 716992.7955569322 95249.82983422191);4.251903730994041
62;LINESTRING (716992.7955569322 95249.82983422191, 716988.9074438355 95248.12051550312);4.247257224982369
63;LINESTRING (716988.9074438355 95248.12051550312, 716984.6582537718 95248.2610834204);4.251514499170407
64;LINESTRING (716984.6582537718 95248.2610834204, 716980.5464003811 95250.92826041);4.901139806258009
65;LINESTRING (716980.5464003811 95250.92826041, 716970.8126812098 95242.92438015236);12.601880339294738
66;LINESTRING (716970.8126812098 95242.92438015236, 716925.8951525264 95194.80509800989);65.82590445199213
67;LINESTRING (716925.8951525264 95194.80509800989, 716904.8257849679 95155.30610076497);44.7670529817761
68;LINESTRING (716904.8257849679 95155.30610076497, 716886.6361297524 95109.50263383295);49.28307153425548
69;LINESTRING (716886.6361297524 95109.50263383295, 716880.3065421265 95090.89036233282);19.65910297822895
70;LINESTRING (716880.3065421265 95090.89036233282, 716849.7743875284 95001.43081069409);94.52631297052707
71;LINESTRING (716849.7743875284 95001.43081069409, 716846.2548288307 94989.41045133681);12.525028243671166
72;LINESTRING (716934.7490611341 95483.28527246488, 716927.1992594905 95472.54379404488);13.129313139118695
73;LINESTRING (716927.1992594905 95472.54379404488, 716900.075749969 95423.95545795567);55.64630421401982
74;LINESTRING (716900.075749969 95423.95545795567, 716886.9146072688 95405.21175142778);22.902886533792245
75;LINESTRING (716886.9146072688 95405.21175142778, 716876.2762029942 95395.10028955399);14.677101441865496
76;LINESTRING (716876.2762029942 95395.10028955399, 716866.04490677 95388.79929637371);12.015903523442077
77;LINESTRING (716866.04490677 95388.79929637371, 716852.0337562427 95380.80228972794);16.132713794970666
78;LINESTRING (716852.0337562427 95380.80228972794, 716837.1044725034 95374.61114010676);16.16211145241916
79;LINESTRING (716837.1044725034 95374.61114010676, 716831.7301740074 95374.02969694685);5.405660040449641
80;LINESTRING (716831.7301740074 95374.02969694685, 716822.726566502 95374.40140753312);9.011277205277283
81;LINESTRING (716822.726566502 95374.40140753312, 716799.9656654578 95348.32397096755);34.61345568094619
82;LINESTRING (716799.9656654578 95348.32397096755, 716783.2046544793 95333.81426448599);22.168966399047612
83;LINESTRING (716783.2046544793 95333.81426448599, 716759.5557965104 95314.81369251966);30.33628550562873
84;LINESTRING (716759.5557965104 95314.81369251966, 716717.1639248523 95285.22390008169);51.69745254075296
85;LINESTRING (716717.1639248523 95285.22390008169, 716677.7194610857 95262.32890780858);45.60752561820123
86;LINESTRING (716677.7194610857 95262.32890780858, 716634.3339809644 95231.17511940165);53.41215608327788
87;LINESTRING (716634.3339809644 95231.17511940165, 716602.1213099451 95204.91703286248);41.55891339885665
88;LINESTRING (716602.1213099451 95204.91703286248, 716596.0622399041 95195.99470764045);10.78518507629738
89;LINESTRING (716596.0622399041 95195.99470764045, 716558.2818979204 95132.74909485814);73.67063035302395
90;LINESTRING (716558.2818979204 95132.74909485814, 716556.8090218117 95123.08087573554);9.7797661032471
91;LINESTRING (716556.8090218117 95123.08087573554, 716557.5726364218 95115.59035809812);7.529340060666119
92;LINESTRING (716557.5726364218 95115.59035809812, 716559.5956405419 95106.67855844241);9.138529355076392
93;LINESTRING (716559.5956405419 95106.67855844241, 716565.221142657 95097.8136261022);10.49920470529075
94;LINESTRING (716565.221142657 95097.8136261022, 716578.2282700966 95085.08755380515);18.197205289271842
95;LINESTRING (716578.2282700966 95085.08755380515, 716591.0454690249 95076.20495650818);15.594265712382905
96;LINESTRING (716591.0454690249 95076.20495650818, 716581.6680673667 95071.39963535541);10.536924278024754
97;LINESTRING (716581.6680673667 95071.39963535541, 716554.4030628066 95039.64400417659);41.854516903538695
98;LINESTRING (716554.4030628066 95039.64400417659, 716516.9984485458 94997.14236456834);56.617086973691364
99;LINESTRING (716516.9984485458 94997.14236456834, 716512.5832377477 94998.6588089986, 716506.361290423 94997.40540091114, 716501.7019035007 94993.46897828901, 716499.6082989858 94988.28085353099, 716499.6939229532 94967.64607245071, 716498.6063385024 94922.91667799177, 716497.0032405916 94912.75675216482, 716493.9492344786 94901.87964895174, 716488.2188550523 94895.99916078339, 716472.0622157828 94878.15518228793, 716467.7557613651 94868.33260797177, 716464.7658239442 94859.76945086835, 716465.3245529851 94833.85120528015, 716463.6710992396 94826.31435176345, 716456.9917046983 94821.82778949536, 716456.9502024449 94803.3698484904, 716455.44465126 94789.73163107126, 716451.8937327095 94772.82977712112, 716445.0415549253 94761.17943493689, 716435.2457459237 94751.48519568049, 716413.8087442868 94732.95091548395, 716401.9699891866 94719.85972999771, 716392.9964921272 94700.80819629689, 716385.1523664288 94682.26753133741, 716382.5680377351 94671.53290798989, 716378.3852140023 94669.80722649168, 716375.2474491965 94672.59354022545, 716375.5732787045 94677.83671634433, 716377.350457689 94684.58648147086, 716382.5290051325 94699.87388276716, 716384.1890058994 94725.69008090768, 716399.1073717129 94745.10008033521, 716408.7430251922 94766.7994544149, 716394.1 94771.89999999999);505.09706049194835
100;LINESTRING (716717.1639248523 95285.22390008169, 716713.7260037608 95292.75198207595);8.275948280606476
101;LINESTRING (716713.7260037608 95292.75198207595, 716713.6721415479 95297.97676766948);5.22506321840353
102;LINESTRING (716713.6721415479 95297.97676766948, 716699.4303377038 95292.68866863119);15.191871779764545
103;LINESTRING (716699.4303377038 95292.68866863119, 716684.1974824129 95284.93544397941);17.092465381379334
104;LINESTRING (716684.1974824129 95284.93544397941, 716677.3818445732 95282.7364780776);7.161589921214247
105;LINESTRING (716677.3818445732 95282.7364780776, 716675.2422801629 95286.00878721992);3.909698580305338
106;LINESTRING (716675.2422801629 95286.00878721992, 716671.0548605078 95287.37382403696);4.40429436791275
107;LINESTRING (716671.0548605078 95287.37382403696, 716665.8649487136 95287.27417654757);5.190868333372571
108;LINESTRING (716665.8649487136 95287.27417654757, 716659.6611031186 95285.49837121274);6.452998121331232
109;LINESTRING (716659.6611031186 95285.49837121274, 716638.8319160908 95277.01517079705);22.490436223653862
110;LINESTRING (716638.8319160908 95277.01517079705, 716610.94339093 95257.22220820919);34.198409373119965
111;LINESTRING (716610.94339093 95257.22220820919, 716580.7155036425 95229.70142937917);40.879315518691605
112;LINESTRING (716580.7155036425 95229.70142937917, 716559.185521439 95203.60406225098);33.83212533535235
113;LINESTRING (716559.185521439 95203.60406225098, 716549.0761527542 95188.48877492429);18.184368181804732
114;LINESTRING (716549.0761527542 95188.48877492429, 716543.4691095804 95177.407015287);12.419514073116062
115;LINESTRING (716543.4691095804 95177.407015287, 716540.2531789374 95171.75259976971);6.504969234585801
116;LINESTRING (716540.2531789374 95171.75259976971, 716536.4335256908 95165.25270063494);7.539127249625404
117;LINESTRING (716536.4335256908 95165.25270063494, 716532.5703083532 95160.61992048782);6.03217208718238
118;LINESTRING (716532.5703083532 95160.61992048782, 716528.4896953495 95156.81688103788);5.578038323971377
119;LINESTRING (716528.4896953495 95156.81688103788, 716523.5368824385 95154.85395220623);5.3276115971045686
120;LINESTRING (716523.5368824385 95154.85395220623, 716517.3328613667 95153.07829197453);6.453126894583261
121;LINESTRING (716517.3328613667 95153.07829197453, 716512.6288315865 95149.05205303879);6.191808793958758
122;LINESTRING (716512.6288315865 95149.05205303879, 716510.438929352 95144.03997786768);5.469604128031803
123;LINESTRING (716510.438929352 95144.03997786768, 716507.9695277832 95132.18450668262);12.109919121428838
124;LINESTRING (716507.9695277832 95132.18450668262, 716505.4646663364 95121.77379559675);10.707811923133699
125;LINESTRING (716505.4646663364 95121.77379559675, 716499.1758988599 95092.88899087197);29.56147053789162
126;LINESTRING (716499.1758988599 95092.88899087197, 716493.3836716862 95093.47842843097);5.8221415533796
127;LINESTRING (716493.3836716862 95093.47842843097, 716479.3972196912 95095.85657803612);14.187192638160717
128;LINESTRING (716479.3972196912 95095.85657803612, 716479.6011327838 95092.09122701846);3.7708684458008657
129;LINESTRING (716479.6011327838 95092.09122701846, 716476.5411025733 95067.3822798981);24.897707779760953
130;LINESTRING (716476.5411025733 95067.3822798981, 716476.057580206 95049.34950097802);18.03926022486077
131;LINESTRING (716476.057580206 95049.34950097802, 716475.602748235 95020.52095499006);28.83213373826973
132;LINESTRING (716475.602748235 95020.52095499006, 716473.1091347289 94999.81450099821);20.856062553472007
133;LINESTRING (716473.1091347289 94999.81450099821, 716458.3763064492 94965.10844910896);37.703663838670074
134;LINESTRING (716925.8951525264 95194.80509800989, 716917.6884235751 95192.81258920854);8.44514602619152
135;LINESTRING (716917.6884235751 95192.81258920854, 716906.2568811887 95183.63091407284);14.662309491683796
136;LINESTRING (716906.2568811887 95183.63091407284, 716871.1229207468 95142.90525046598);53.786381664448456
137;LINESTRING (716871.1229207468 95142.90525046598, 716857.2705033631 95123.80363923998);23.595783920038418
138;LINESTRING (716857.2705033631 95123.80363923998, 716856.3311758469 95121.47287048733);2.5129303932104565
139;LINESTRING (716856.3311758469 95121.47287048733, 716837.6167498148 95074.72548923174);50.35421924688523
140;LINESTRING (716837.6167498148 95074.72548923174, 716822.5031541493 95019.23020622088);57.516495115730976
141;LINESTRING (716822.5031541493 95019.23020622088, 716771.2049167341 94903.36507651716);126.71320942648114
142;LINESTRING (716444.1887150386 94987.67449928106, 716442.1168656717 95013.2968960631);25.706026076688264
143;LINESTRING (716442.1168656717 95013.2968960631, 716432.9854074854 95017.08020331086);9.884176361202647
144;LINESTRING (716432.9854074854 95017.08020331086, 716411.6501160999 95019.98483356231);21.53210476017782
145;LINESTRING (716411.6501160999 95019.98483356231, 716418.3 95004.10000000001);17.220595030023617
146;LINESTRING (716411.6501160999 95019.98483356231, 716395.2532601913 95017.92509425107, 716379.1190895947 95016.71545586217, 716374.4887837067 95015.30364704521, 716371.191084139 95013.90624288742, 716369.2559192786 95010.55579427113, 716364.6080251702 95010.46678839951, 716357.9537899843 95010.33936784827, 716350.1 94987.89999999999);80.07493364480203
147;LINESTRING (716591.0454690249 95076.20495650818, 716597.8361850111 95070.831464106, 716607.0021722061 95062.42366073697, 716619.0947858085 95044.86569801666, 716625.4672586038 95031.81226006807, 716625.8820629243 95019.88978516212, 716620.8719762303 95007.98550219681, 716614.9856408931 94998.53277393032, 716583.2 95004.5);125.26473655504256
148;LINESTRING (716634.3339809644 95231.17511940165, 716652.3788359939 95225.26164236409, 716663.1811759667 95209.5136003716, 716681.4421655447 95179.03188390953, 716679.6203930525 95174.22695169161, 716677.4369131533 95168.08082280566, 716669.4109545419 95149.40285451669, 716661.47988977 95135.0630380846, 716663.638994129 95121.89539588628, 716665.4470859164 95105.61887906729, 716653.1 95105.8);164.0650552687003
149;LINESTRING (716996.8959675694 95259.02617972865, 716995.3348297917 95262.43182337693);3.7464062540239462
150;LINESTRING (716995.3348297917 95262.43182337693, 716992.3929081811 95265.51067534233);4.258430718924318
151;LINESTRING (716992.3929081811 95265.51067534233, 716988.4040176047 95267.02386155895);4.26626072301301
152;LINESTRING (716988.4040176047 95267.02386155895, 716984.1491915568 95266.65285737543);4.270970475346602
153;LINESTRING (716984.1491915568 95266.65285737543, 716979.4934021323 95263.36101778464);5.7019806258211245
154;LINESTRING (716979.4934021323 95263.36101778464, 716968.0918392822 95272.35899769427);14.52443726548825
155;LINESTRING (716968.0918392822 95272.35899769427, 716963.3550940349 95274.48045575937);5.1901194455901045
156;LINESTRING (716963.3550940349 95274.48045575937, 716959.4739322579 95275.22853887182);3.952599787849424
157;LINESTRING (716959.4739322579 95275.22853887182, 716953.0078652033 95275.4042896929);6.468455109602545
158;LINESTRING (716953.0078652033 95275.4042896929, 716944.8592046615 95274.02439234644, 716905.9653275494 95266.04877457881, 716898.0191628508 95265.01751832307, 716817.0571834618 95254.54326144357, 716789.0547180416 95249.16832536206, 716767.6329522971 95244.90954360827, 716775.8 95222.8);211.5417683735947
159;LINESTRING (716953.0078652033 95275.4042896929, 716940.2 95337.89999999999);63.79463314304231
160;LINESTRING (717052.3530881794 95364.96652987969, 717021.2 95352.89999999999);33.40832301167058
161;LINESTRING (716272.0773012098 95521.32561975166, 716267.3718744445 95513.33014981872);9.277315370931772
162;LINESTRING (716267.3718744445 95513.33014981872, 716265.0693861287 95504.48004357585);9.144716122149775
163;LINESTRING (716265.0693861287 95504.48004357585, 716264.7827875484 95496.78038564908);7.704990002300106
164;LINESTRING (716264.7827875484 95496.78038564908, 716266.5902506596 95488.57597784173);8.401144586771148
165;LINESTRING (716266.5902506596 95488.57597784173, 716269.9241734688 95480.77881681272);8.48002130953636
166;LINESTRING (716269.9241734688 95480.77881681272, 716274.0132507333 95473.60763907791);8.255079828725455
167;LINESTRING (716274.0132507333 95473.60763907791, 716280.2143293436 95466.21003057878);9.652874568670823
168;LINESTRING (716280.2143293436 95466.21003057878, 716318.6214222128 95430.36445227072);52.53579985971233
169;LINESTRING (716318.6214222128 95430.36445227072, 716331.0973728326 95412.53532154253);21.76068120234976
170;LINESTRING (716331.0973728326 95412.53532154253, 716436.3867426363 95374.20204238383);112.0503979677316
171;LINESTRING (716436.3867426363 95374.20204238383, 716455.08439137 95366.94401261685);20.056945536751766
172;LINESTRING (716455.08439137 95366.94401261685, 716487.0095065155 95395.25277729449);42.66847940374827
173;LINESTRING (716487.0095065155 95395.25277729449, 716445.4754571721 95411.03474817176);44.431383723942815
174;LINESTRING (716445.4754571721 95411.03474817176, 716442.6838949149 95417.60802998033);7.141488190199884
175;LINESTRING (716442.6838949149 95417.60802998033, 716446.3173551323 95436.24598265535);18.988820739260994
176;LINESTRING (716446.3173551323 95436.24598265535, 716451.3849097732 95449.59665670159);14.280077294174205
177;LINESTRING (716451.3849097732 95449.59665670159, 716458.3922275743 95465.6418953895);17.508631794534438
178;LINESTRING (716458.3922275743 95465.6418953895, 716466.2435422498 95472.41915879224);10.37180993675756
179;LINESTRING (716466.2435422498 95472.41915879224, 716484.5773879359 95487.35840900066);23.649758866298516
180;LINESTRING (716484.5773879359 95487.35840900066, 716545.2838447908 95477.91519435478);61.436538043047015
181;LINESTRING (716545.2838447908 95477.91519435478, 716542.1 95455.89999999999);22.244227343981102
182;LINESTRING (716545.2838447908 95477.91519435478, 716566.1 95455.89999999999);30.298202919853296
183;LINESTRING (716545.2838447908 95477.91519435478, 716593.1919911174 95477.63346128691, 716589.1 95466.89999999999);59.39599271097142
184;LINESTRING (716545.2838447908 95477.91519435478, 716514.1 95458.89999999999);36.52409878814921
185;LINESTRING (716900.075749969 95423.95545795567, 716906.3 95414.10000000001);11.656386230944825
186;LINESTRING (719490.8651879653 95587.80878505536, 719530.6819452202 95588.80320649607);39.829173130962154
187;LINESTRING (719572.8701542745 95588.59924469353, 719581.0657032493 95584.40193898232);9.207844385714399
188;LINESTRING (719581.0657032493 95584.40193898232, 719589.5712236695 95579.81046585256);9.66568689328102
189;LINESTRING (719589.5712236695 95579.81046585256, 719616.8114507936 95582.00338364745);27.328352717141666
190;LINESTRING (719616.8114507936 95582.00338364745, 719622.7396254098 95583.16526566308);6.0409621831496985
191;LINESTRING (719622.7396254098 95583.16526566308, 719640.2154003734 95586.58927292295);17.808046953407
192;LINESTRING (719379.0607903257 95585.7222687442, 719409.7573857784 95583.55686160224);30.77287702623242
193;LINESTRING (719530.6819452202 95588.80320649607, 719547.2904583112 95589.44128772688);16.62076576908447
194;LINESTRING (719547.2904583112 95589.44128772688, 719572.8701542745 95588.59924469353);25.593551571536892
195;LINESTRING (719640.2154003734 95586.58927292295, 719679.0812372887 95594.94887140863);39.754699922921695
196;LINESTRING (719259.792742075 95591.21891421756, 719275.3435848305 95589.28927445257);15.67010593544627
197;LINESTRING (719275.3435848305 95589.28927445257, 719295.9732518769 95587.58169624717);20.70021704647991
198;LINESTRING (719295.9732518769 95587.58169624717, 719315.5205352063 95596.40472614787);21.446261729942
199;LINESTRING (719315.5205352063 95596.40472614787, 719322.0763708035 95597.56752052373);6.658158239204121
200;LINESTRING (719322.0763708035 95597.56752052373, 719338.4532743113 95596.97740839995);16.387531870923464
201;LINESTRING (719338.4532743113 95596.97740839995, 719344.5575902128 95595.48507124744);6.2840864731763
202;LINESTRING (719344.5575902128 95595.48507124744, 719379.0607903257 95585.7222687442);35.85781826536925
203;LINESTRING (719409.7573857784 95583.55686160224, 719435.5425330866 95590.00113059998);26.578232157608294
204;LINESTRING (719435.5425330866 95590.00113059998, 719453.6118514183 95597.52800695854);19.57432330089635
205;LINESTRING (715949.5563565403 95731.15510072751, 715943.786204968 95718.84773787625);13.592859504902975
206;LINESTRING (715943.786204968 95718.84773787625, 715932.7488289387 95699.54626215264);22.234447029805693
207;LINESTRING (715932.7488289387 95699.54626215264, 715916.0073505379 95676.24442736593);28.69237883951594
208;LINESTRING (715916.0073505379 95676.24442736593, 715910.2105114609 95668.17282680204);9.937508689205407
209;LINESTRING (715910.2105114609 95668.17282680204, 715898.1554476767 95646.56154366155);24.74615367729878
210;LINESTRING (715898.1554476767 95646.56154366155, 715890.5707742716 95627.00356455665);20.977173721182513
211;LINESTRING (715890.5707742716 95627.00356455665, 715886.1413079642 95627.67515602459);4.480090051345273
212;LINESTRING (715886.1413079642 95627.67515602459, 715881.4800732386 95626.68563911726);4.765107855775748
213;LINESTRING (715881.4800732386 95626.68563911726, 715877.7214458131 95624.27902276325);4.463079923028929
214;LINESTRING (715877.7214458131 95624.27902276325, 715874.3465400623 95619.22234914846);6.079468469599865
215;LINESTRING (715874.3465400623 95619.22234914846, 715844.611804622 95630.38562882631);31.761191804986435
216;LINESTRING (715844.611804622 95630.38562882631, 715823.4548701521 95635.85298575056);21.85195341159461
217;LINESTRING (715823.4548701521 95635.85298575056, 715803.8151721642 95638.14713776497);19.773236217624074
218;LINESTRING (715803.8151721642 95638.14713776497, 715795.132179189 95644.89750592201);10.998265193356712
219;LINESTRING (715795.132179189 95644.89750592201, 715788.6229593849 95648.17579130029);7.2881477399477
220;LINESTRING (715788.6229593849 95648.17579130029, 715765.9544315366 95652.8695858928);23.14938147093057
221;LINESTRING (715765.9544315366 95652.8695858928, 715758.8739294641 95655.2252823703);7.462091897874244
222;LINESTRING (715758.8739294641 95655.2252823703, 715753.7829006306 95660.12060173805);7.0627704405591905
223;LINESTRING (715753.7829006306 95660.12060173805, 715751.8118767893 95667.18792046771);7.33702453380154
224;LINESTRING (715751.8118767893 95667.18792046771, 715743.5350915026 95674.99125929062);11.375292148673362
225;LINESTRING (715743.5350915026 95674.99125929062, 715736.016539964 95673.09128297228);7.754903432574743
226;LINESTRING (715736.016539964 95673.09128297228, 715732.3489470112 95680.54880328417);8.31058645764286
227;LINESTRING (715732.3489470112 95680.54880328417, 715724.9125920078 95686.94497738904);9.808690988925512
228;LINESTRING (715724.9125920078 95686.94497738904, 715695.371006793 95703.46076177226);33.84488721794897
229;LINESTRING (715695.371006793 95703.46076177226, 715676.5123413763 95714.39832351769);21.80090636268404
230;LINESTRING (715676.5123413763 95714.39832351769, 715664.2970607968 95720.70358931206);13.74661617905033
231;LINESTRING (715664.2970607968 95720.70358931206, 715657.0048512216 95733.37354903422);14.618625101204731
232;LINESTRING (719821.3801932161 95853.44295730389, 719828.3999545405 95866.42369449667);14.757255406048408
233;LINESTRING (719828.3999545405 95866.42369449667, 719942.8897836967 95887.26242391182);116.37084524851251
234;LINESTRING (719942.8897836967 95887.26242391182, 719968.4644764161 95891.32539524298, 719954.4 95906.89999999999);46.880598155418284
235;LINESTRING (719942.8897836967 95887.26242391182, 719918.5 95902.60000000001);28.811504456286926
236;LINESTRING (719480.4241838169 95615.56739651627, 719490.8651879653 95587.80878505536);29.657293839223026
237;LINESTRING (719679.0812372887 95594.94887140863, 719697.3916275249 95596.91067431042, 719713.1150432335 95597.24268273165, 719725.3033344196 95597.66073703534, 719742.7805104762 95598.65003631562, 719741.3 95633.8);99.02384754573956
