index;origin;radius;n_buildings;length;land_area;building_area;bhd;shd;lhd_energy;lhd_power;suitable-for;p_individual;q_individual;p_network;q_network
LTDHN;Via La Santa 1, Lugano, Svizzera;2500.0;586;104576.61484206017;12659716.06999995;830545.2268836221;38.90318472544997;25.522574286529345;308.96825674738756;0.15938164034837624;IHS;1175.2941176470588;1998000.0;16667.592415607898;32310854.384294305
