index;origin;radius;n_buildings;length;land_area;building_area;bhd;shd;lhd_energy;lhd_power;suitable-for
LTDHN;Via La Santa 1, Lugano, Svizzera;500.0;49;7366.439762084968;558419.0099999686;190256.0;44.43280106803465;151.38465647866244;1147.583808872052;0.6047906530599979;LTDH/HTDH
