index;geometry;EGID;mappale;nome;indirizzo;quartiere;NPA;comune;categoria;classe;epoca_costruzione;superficie;num_piani;coord_e;coord_n;SRE;k_SH;fab_SH;k_DHW;fab_DHW;fab_tot
16;POINT (717519 94070.10000000001);11147232;409a;;Via Boggia 19;Paradiso;6900;Paradiso;1020;1110.0;8014.0;94.0;2.0;2717519.0;1094070.0;188.0;131;24628.0;14;2632.0;27260.0
17;POINT (717456 94060.10000000001);11147233;545a;;Via Boggia 20;Paradiso;6900;Paradiso;1020;1110.0;8015.0;223.0;1.0;2717456.0;1094060.0;223.0;100;22300.0;14;3122.0;25422.0
18;POINT (717485.3 94054.5);11147234;408a;;Via Boggia 22;Paradiso;6900;Paradiso;1020;1110.0;8013.0;83.0;1.0;2717485.37;1094054.447;83.0;141;11703.0;14;1162.0;12865.0
19;POINT (716894.1 94394.60000000001);11147235;134a;;Via Ernesto Bosia 4;Paradiso;6900;Paradiso;1030;1122.0;8012.0;262.0;5.0;2716894.12;1094394.56;1310.0;149;195190.0;21;27510.0;222700.0
20;POINT (716848 94302.10000000001);11147237;100;Scuole elementari;Via Ernesto Bosia 6;Paradiso;6900;Paradiso;1040;1263.0;8011.0;807.0;3.0;2716848.0;1094302.0;2421.0;131;317151.0;7;16947.0;334098.0
21;POINT (716905.4 94364.2);11147238;143a;;Via Ernesto Bosia 11;Paradiso;6900;Paradiso;1030;1122.0;8013.0;241.0;5.0;2716905.41;1094364.16;1205.0;141;169905.0;21;25305.0;195210.0
22;POINT (716909.2 94333.89999999999);11147239;148a;;Via Ernesto Bosia 13;Paradiso;6900;Paradiso;1030;1122.0;8016.0;270.0;5.0;2716909.201;1094333.839;1350.0;76;102600.0;21;28350.0;130950.0
23;POINT (716901.2 94276.89999999999);11147242;151l;;Via Ernesto Bosia 19;Paradiso;6900;Paradiso;1030;1122.0;8015.0;150.0;1.0;2716901.201;1094276.836;150.0;100;15000.0;21;3150.0;18150.0
24;POINT (716347.1 94196.60000000001);11147243;399g;;Via Calprino 1;Paradiso;6900;Paradiso;1030;1122.0;8013.0;38.0;5.0;2716347.154;1094196.546;190.0;141;26790.0;21;3990.0;30780.0
25;POINT (716333 94176);11147244;166e;;Via Calprino 2;Paradiso;6900;Paradiso;1020;1122.0;8017.0;92.0;5.0;2716333.04;1094175.931;460.0;76;34960.0;21;9660.0;44620.0
26;POINT (716371.2 94164.89999999999);11147245;384d;;Via Calprino 3;Paradiso;6900;Paradiso;1020;1122.0;8013.0;281.0;5.0;2716371.196;1094164.836;1405.0;141;198105.0;21;29505.0;227610.0
27;POINT (716388 94142.8);11147246;353a;;Via Calprino 5;Paradiso;6900;Paradiso;1020;1122.0;8013.0;191.0;4.0;2716388.07;1094142.78;764.0;141;107724.0;21;16044.0;123768.0
28;POINT (716327.2 94126.89999999999);11147247;413c;;Via Calprino 6;Paradiso;6900;Paradiso;1020;1110.0;8014.0;85.0;2.0;2716327.196;1094126.836;170.0;131;22270.0;14;2380.0;24650.0
29;POINT (716400 94127.5);11147248;458a;;Via Calprino 7;Paradiso;6900;Paradiso;1030;1122.0;8014.0;238.0;5.0;2716400.02;1094127.45;1190.0;131;155890.0;21;24990.0;180880.0
30;POINT (716302.7 94103.2);11147249;493a;;Via Calprino 8;Paradiso;6900;Paradiso;1040;1263.0;8015.0;409.0;4.0;2716302.77;1094103.16;1636.0;123;201228.0;7;11452.0;212680.0
31;POINT (716456.7 94091.7);11147253;403a;;Via Calprino 13;Paradiso;6900;Paradiso;1020;1122.0;8015.0;176.0;4.0;2716456.77;1094091.65;704.0;100;70400.0;21;14784.0;85184.0
32;POINT (716473.6 94082.8);11147254;396a;;Via Calprino 15;Paradiso;6900;Paradiso;1020;1121.0;8013.0;77.0;3.0;2716473.62;1094082.74;231.0;141;32571.0;21;4851.0;37422.0
33;POINT (716441 94047.10000000001);11147255;203a;Abitazione da 11 o piu' appartamenti (0);Via Calprino 16a;Paradiso;6900;Paradiso;1020;1122.0;8015.0;333.0;6.0;2716441.0;1094047.0;1998.0;100;199800.0;21;41958.0;241758.0
34;POINT (716432.2 94062.89999999999);11147256;203b;;Via Calprino 16;Paradiso;6900;Paradiso;1030;1122.0;8015.0;99.0;6.0;2716432.197;1094062.832;594.0;100;59400.0;21;12474.0;71874.0
35;POINT (716453.2 93983.89999999999);11147258;204e;;Via Calprino 18a;Paradiso;6900;Paradiso;1020;1122.0;8019.0;230.0;5.0;2716453.197;1093983.829;1150.0;60;69000.0;21;24150.0;93150.0
36;POINT (716540.3 94074.3);11147261;292c;;Via Calprino 21;Paradiso;6900;Paradiso;1020;1110.0;8012.0;107.0;3.0;2716540.34;1094074.27;321.0;149;47829.0;14;4494.0;52323.0
37;POINT (716480 94059.10000000001);11147262;435a;;Via Calprino 22;Paradiso;6900;Paradiso;1020;1121.0;8013.0;124.0;3.0;2716480.0;1094059.0;372.0;141;52452.0;21;7812.0;60264.0
38;POINT (716569.2 94073.89999999999);11147263;595f;;Via Calprino 23;Paradiso;6900;Paradiso;1030;1122.0;8017.0;173.0;5.0;2716569.195;1094073.829;865.0;76;65740.0;21;18165.0;83905.0
39;POINT (716499.1 94055.5);11147264;480;;Via Calprino 24;Paradiso;6900;Paradiso;1020;1121.0;8014.0;120.0;4.0;2716499.11;1094055.41;480.0;131;62880.0;21;10080.0;72960.0
40;POINT (716527.4 94030);11147265;498a;;Via Calprino 26;Paradiso;6900;Paradiso;1020;1122.0;8016.0;313.0;7.0;2716527.48;1094029.91;2191.0;76;166516.0;21;46011.0;212527.0
41;POINT (716555 94033.89999999999);11147266;440c;;Via Calprino 28;Paradiso;6900;Paradiso;1020;1122.0;8013.0;124.0;3.0;2716555.09;1094033.87;372.0;141;52452.0;21;7812.0;60264.0
42;POINT (716574 94032.10000000001);11147267;447c;;Via Calprino 30;Paradiso;6900;Paradiso;1020;1122.0;8014.0;225.0;3.0;2716574.0;1094032.0;675.0;131;88425.0;21;14175.0;102600.0
43;POINT (716870 94189.10000000001);11147268;231a;;Via Carona 2;Paradiso;6900;Paradiso;1020;1122.0;8012.0;148.0;4.0;2716870.0;1094189.0;592.0;149;88208.0;21;12432.0;100640.0
44;POINT (716824 94131.10000000001);11147272;347g;;Via Carona 7;Paradiso;6900;Paradiso;1020;1122.0;8014.0;355.0;6.0;2716824.0;1094131.0;2130.0;131;279030.0;21;44730.0;323760.0
45;POINT (716861.8 94126.39999999999);11147273;366a;;Via Carona 7a;Paradiso;6900;Paradiso;1020;1110.0;8013.0;92.0;3.0;2716861.872;1094126.393;276.0;141;38916.0;14;3864.0;42780.0
46;POINT (716612.2 94100.89999999999);11147274;312a;;Via Luciano Zuccoli 22;Paradiso;6900;Paradiso;1020;1110.0;8014.0;108.0;4.0;2716612.195;1094100.829;432.0;131;56592.0;14;6048.0;62640.0
47;POINT (716804.1 94129.60000000001);11147275;318a;;Via Carona 9;Paradiso;6900;Paradiso;1020;1110.0;8013.0;106.0;3.0;2716804.183;1094129.541;318.0;141;44838.0;14;4452.0;49290.0
48;POINT (716741.8 94099);11147277;386a;;Via Carona 13;Paradiso;6900;Paradiso;1020;1110.0;8013.0;111.0;2.0;2716741.83;1094098.95;222.0;141;31302.0;14;3108.0;34410.0
49;POINT (716718 94097.10000000001);11147278;406a;;Via Carona 15;Paradiso;6900;Paradiso;1020;1121.0;8013.0;147.0;2.0;2716718.0;1094097.0;294.0;141;41454.0;21;6174.0;47628.0
50;POINT (716623.6 94047.89999999999);11147279;453a;;Via Carona 16;Paradiso;6900;Paradiso;1020;1110.0;8013.0;118.0;2.0;2716623.637;1094047.893;236.0;141;33276.0;14;3304.0;36580.0
51;POINT (716661.6 94073.89999999999);11147280;179e;;Via Carona 17;Paradiso;6900;Paradiso;1020;1122.0;8014.0;598.0;5.0;2716661.62;1094073.83;2990.0;131;391690.0;21;62790.0;454480.0
52;POINT (716744.4 94051.3);11147283;183a;;Via Carona 25;Paradiso;6900;Paradiso;1020;1122.0;8013.0;222.0;5.0;2716744.46;1094051.27;1110.0;141;156510.0;21;23310.0;179820.0
53;POINT (716816 94073.10000000001);11147284;235g;albergo Parco Paradiso;Via Carona 27;Paradiso;6900;Paradiso;1040;1211.0;8018.0;2041.0;5.0;2716816.0;1094073.0;10205.0;60;612300.0;21;214305.0;826605.0
54;POINT (716734.5 94014.60000000001);11147285;212A;;Via Carona 28;Paradiso;6900;Paradiso;1030;1122.0;8011.0;167.0;3.0;2716734.54;1094014.57;501.0;154;77154.0;21;10521.0;87675.0
55;POINT (716730.8 93948.89999999999);11147286;454c;;Via Carona 29;Paradiso;6900;Paradiso;1020;1121.0;8014.0;108.0;2.0;2716730.82;1093948.85;216.0;131;28296.0;21;4536.0;32832.0
56;POINT (716697.3 93956.39999999999);11147287;405a;;Via Carona 31;Paradiso;6900;Paradiso;1020;1110.0;8013.0;104.0;2.0;2716697.31;1093956.39;208.0;141;29328.0;14;2912.0;32240.0
57;POINT (716713.9 93927.60000000001);11147288;554c;;Via Carona 33;Paradiso;6900;Paradiso;1020;1110.0;8015.0;142.0;3.0;2716713.91;1093927.51;426.0;100;42600.0;14;5964.0;48564.0
58;POINT (716660.2 93921.60000000001);11147290;560a;;Via Carona 35;Paradiso;6900;Paradiso;1020;1110.0;8015.0;151.0;2.0;2716660.22;1093921.53;302.0;100;30200.0;14;4228.0;34428.0
59;POINT (716668.9 93857.8);11147294;219a;;Via Carona 41c;Paradiso;6900;Paradiso;1020;1110.0;8011.0;95.0;2.0;2716668.92;1093857.794;190.0;154;29260.0;14;2660.0;31920.0
60;POINT (716482.2 94159.89999999999);11147296;355a;;Via Carzo 3;Paradiso;6900;Paradiso;1020;1122.0;8012.0;86.0;3.0;2716482.195;1094159.834;258.0;149;38442.0;21;5418.0;43860.0
61;POINT (716396.9 94242.39999999999);11147297;388a;;Via Carzo 6;Paradiso;6900;Paradiso;1020;1122.0;8013.0;152.0;2.0;2716396.95;1094242.37;304.0;141;42864.0;21;6384.0;49248.0
62;POINT (716426.5 94208.2);11147298;163a;;Via Carzo 8;Paradiso;6900;Paradiso;1030;1122.0;8013.0;176.0;4.0;2716426.58;1094208.16;704.0;141;99264.0;21;14784.0;114048.0
63;POINT (716752.5 94585.8);11147303;16a;;Via Giuseppe Cattori 3;Paradiso;6900;Paradiso;1030;1122.0;8015.0;621.0;7.0;2716752.51;1094585.78;4347.0;100;434700.0;21;91287.0;525987.0
64;POINT (716704 94561.10000000001);11147304;5f;;Via Giuseppe Cattori 5;Paradiso;6900;Paradiso;1030;1122.0;8017.0;413.0;6.0;2716704.0;1094561.0;2478.0;76;188328.0;21;52038.0;240366.0
65;POINT (716608.9 94471.5);11147308;2b;;Via Giuseppe Cattori 15;Paradiso;6900;Paradiso;1020;1122.0;8013.0;171.0;4.0;2716608.94;1094471.47;684.0;141;96444.0;21;14364.0;110808.0
66;POINT (717239 94073.10000000001);11147311;501a;Abitazione da 11 o piu' appartamenti (0);Via Collina Azzurra 6;Paradiso;6900;Paradiso;1030;1122.0;8014.0;819.0;6.0;2717239.0;1094073.0;4914.0;131;643734.0;21;103194.0;746928.0
67;POINT (717199.2 94115.89999999999);11147314;483d;;Via Collina Azzurra 12;Paradiso;6900;Paradiso;1020;1122.0;8014.0;256.0;8.0;2717199.211;1094115.833;2048.0;131;268288.0;21;43008.0;311296.0
68;POINT (716885.1 94438.89999999999);11147316;37a;;Riva Paradiso 4a;Paradiso;6900;Paradiso;1030;1122.0;8016.0;682.0;8.0;2716885.12;1094438.88;5456.0;76;414656.0;21;114576.0;529232.0
69;POINT (716854.9 94404.5);11147317;88a;;Via Geretta 3;Paradiso;6900;Paradiso;1030;1122.0;8013.0;299.0;6.0;2716854.94;1094404.49;1794.0;141;252954.0;21;37674.0;290628.0
70;POINT (716818.6 94423.39999999999);11147319;25a;;Via Geretta 6;Paradiso;6900;Paradiso;1030;1122.0;8013.0;182.0;5.0;2716818.67;1094423.32;910.0;141;128310.0;21;19110.0;147420.0
71;POINT (716713 94396.10000000001);11147322;77c;Holiday Inn Lugano Center;Via Geretta 15;Paradiso;6900;Paradiso;1040;1211.0;8015.0;643.0;7.0;2716713.0;1094396.0;4501.0;100;450100.0;21;94521.0;544621.0
72;POINT (716608.8 94414.60000000001);11147328;431e;;Via Geretta 21;Paradiso;6900;Paradiso;1020;1122.0;8014.0;614.0;8.0;2716608.83;1094414.57;4912.0;131;643472.0;21;103152.0;746624.0
73;POINT (716856 94235.10000000001);11147329;596i;"Palazzo ""Galileo""";Via ai Grotti 1;Paradiso;6900;Paradiso;1020;1122.0;8015.0;595.0;7.0;2716856.0;1094235.0;4165.0;100;416500.0;21;87465.0;503965.0
74;POINT (716818 94217.10000000001);11147330;104a;Bar - ristorante (0);Via ai Grotti 3;Paradiso;6900;Paradiso;1030;1122.0;8011.0;335.0;3.0;2716818.0;1094217.0;1005.0;154;154770.0;21;21105.0;175875.0
75;POINT (716841.4 94260.3);11147331;102a;;Via ai Grotti 4;Paradiso;6900;Paradiso;1020;1110.0;8012.0;141.0;3.0;2716841.44;1094260.28;423.0;149;63027.0;14;5922.0;68949.0
76;POINT (716823.7 94255.5);11147332;310;;Via ai Grotti 6;Paradiso;6900;Paradiso;1030;1122.0;8013.0;123.0;5.0;2716823.74;1094255.42;615.0;141;86715.0;21;12915.0;99630.0
77;POINT (716730.2 94201.89999999999);11147333;68a;;Via ai Grotti 7;Paradiso;6900;Paradiso;1020;1122.0;8017.0;398.0;9.0;2716730.196;1094201.832;3582.0;76;272232.0;21;75222.0;347454.0
78;POINT (716800 94261.89999999999);11147334;383a;;Via ai Grotti 8;Paradiso;6900;Paradiso;1030;1122.0;8013.0;385.0;8.0;2716800.01;1094261.83;3080.0;141;434280.0;21;64680.0;498960.0
79;POINT (716765 94258.10000000001);11147335;475a;;Via ai Grotti 10;Paradiso;6900;Paradiso;1020;1122.0;8014.0;450.0;7.0;2716765.0;1094258.0;3150.0;131;412650.0;21;66150.0;478800.0
80;POINT (716977 94185.10000000001);11147336;398a;;Via Guidino 3;Paradiso;6900;Paradiso;1030;1122.0;8016.0;1206.0;5.0;2716977.0;1094185.0;6030.0;76;458280.0;21;126630.0;584910.0
81;POINT (717086.7 94174.8);11147338;552c;;Via Guidino 7;Paradiso;6900;Paradiso;1020;1122.0;8017.0;305.0;6.0;2717086.78;1094174.74;1830.0;76;139080.0;21;38430.0;177510.0
82;POINT (716955 94121.10000000001);11147339;426a;;Via Guidino 8;Paradiso;6900;Paradiso;1020;1110.0;8018.0;186.0;2.0;2716955.0;1094121.0;372.0;60;22320.0;14;5208.0;27528.0
83;POINT (716986.4 94126.39999999999);11147342;239e;;Via Guidino 10;Paradiso;6900;Paradiso;1020;1122.0;8013.0;254.0;6.0;2716986.48;1094126.3;1524.0;141;214884.0;21;32004.0;246888.0
84;POINT (717232.9 94039.10000000001);11147343;433a;;Via Guidino 11;Paradiso;6900;Paradiso;1020;1122.0;8018.0;297.0;2.0;2717232.95;1094039.05;594.0;60;35640.0;21;12474.0;48114.0
85;POINT (717298 94006.10000000001);11147345;502c;Abitazione da 3 a 10 appartamenti (0);Via Guidino 15;Paradiso;6900;Paradiso;1020;1122.0;8017.0;724.0;7.0;2717298.0;1094006.0;5068.0;76;385168.0;21;106428.0;491596.0
86;POINT (717284.1 94037.7);11147346;502a;;Via Guidino 13a;Paradiso;6900;Paradiso;1020;1122.0;8017.0;437.0;4.0;2717284.12;1094037.66;1748.0;76;132848.0;21;36708.0;169556.0
87;POINT (717311.7 94019.3);11147348;502b;;Via Guidino 13;Paradiso;6900;Paradiso;1020;1122.0;8017.0;396.0;5.0;2717311.74;1094019.24;1980.0;76;150480.0;21;41580.0;192060.0
88;POINT (717119.2 94079.89999999999);11147349;512a;Abitazione da 3 a 10 appartamenti (0);Via Guidino 20;Paradiso;6900;Paradiso;1020;1122.0;8014.0;137.0;6.0;2717119.208;1094079.83;822.0;131;107682.0;21;17262.0;124944.0
89;POINT (717112.2 94065.89999999999);11147350;478a;Abitazione da 3 a 10 appartamenti (0);Via Guidino 22;Paradiso;6900;Paradiso;1020;1122.0;8014.0;157.0;6.0;2717112.208;1094065.83;942.0;131;123402.0;21;19782.0;143184.0
90;POINT (717224.2 93982.89999999999);11147351;259e;;Via Guidino 25;Paradiso;6900;Paradiso;1020;1122.0;8011.0;186.0;2.0;2717224.212;1093982.828;372.0;154;57288.0;21;7812.0;65100.0
91;POINT (716751.8 94539);11147353;19a;;Viale San Salvatore 3;Paradiso;6900;Paradiso;1060;1220.0;8018.0;385.0;5.0;2716751.89;1094538.97;1925.0;87;167475.0;7;13475.0;180950.0
92;POINT (717020.1 94011.7);11147355;570a;;Via Guidino 39;Paradiso;6900;Paradiso;1020;1110.0;8016.0;93.0;2.0;2717020.15;1094011.606;186.0;76;14136.0;14;2604.0;16740.0
93;POINT (717003.2 94015.89999999999);11147356;444c;;Via Guidino 39a;Paradiso;6900;Paradiso;1020;1110.0;8017.0;72.0;2.0;2717003.205;1094015.827;144.0;76;10944.0;14;2016.0;12960.0
94;POINT (717010.6 94014.7);11147357;569a;;Via Guidino 39b;Paradiso;6900;Paradiso;1020;1110.0;8015.0;72.0;2.0;2717010.64;1094014.67;144.0;100;14400.0;14;2016.0;16416.0
95;POINT (717013.8 94032.60000000001);11147358;530c;;Via Guidino 41;Paradiso;6900;Paradiso;1020;1122.0;8014.0;135.0;3.0;2717013.83;1094032.54;405.0;131;53055.0;21;8505.0;61560.0
96;POINT (716990 94037.5);11147359;528c;;Via Guidino 43;Paradiso;6900;Paradiso;1020;1110.0;8014.0;123.0;2.0;2716990.01;1094037.44;246.0;131;32226.0;14;3444.0;35670.0
97;POINT (717028.2 94047.89999999999);11147360;248a;;Via Guidino 44;Paradiso;6900;Paradiso;1020;1110.0;8011.0;70.0;2.0;2717028.206;1094047.829;140.0;154;21560.0;14;1960.0;23520.0
98;POINT (716943.6 93908.3);11147362;254a;;Via Guidino 50;Paradiso;6900;Paradiso;1020;1110.0;8013.0;166.0;3.0;2716943.64;1093908.21;498.0;141;70218.0;14;6972.0;77190.0
99;POINT (716851.2 94514.89999999999);11147363;34a;albergo Vittoria;Via Generale Guisan 3;Paradiso;6900;Paradiso;1040;1211.0;8012.0;480.0;6.0;2716851.198;1094514.845;2880.0;149;429120.0;21;60480.0;489600.0
100;POINT (716785.2 94515.89999999999);11147364;492a;;Via Generale Guisan 6;Paradiso;6900;Paradiso;1030;1122.0;8018.0;952.0;7.0;2716785.196;1094515.845;6664.0;60;399840.0;21;139944.0;539784.0
101;POINT (716880.5 94389.5);11147369;138a;;Via Generale Guisan 13;Paradiso;6900;Paradiso;1030;1110.0;8012.0;126.0;4.0;2716880.54;1094389.42;504.0;149;75096.0;14;7056.0;82152.0
102;POINT (716859.7 94389.5);11147370;91a;;Via Generale Guisan 14;Paradiso;6900;Paradiso;1030;1122.0;8013.0;251.0;6.0;2716859.74;1094389.4;1506.0;141;212346.0;21;31626.0;243972.0
103;POINT (716864.5 94372.10000000001);11147371;92g;;Via Generale Guisan 16;Paradiso;6900;Paradiso;1030;1122.0;8015.0;392.0;6.0;2716864.54;1094372.01;2352.0;100;235200.0;21;49392.0;284592.0
104;POINT (716866.8 94355);11147372;343a;;Via Generale Guisan 18;Paradiso;6900;Paradiso;1030;1122.0;8015.0;257.0;7.0;2716866.88;1094354.91;1799.0;100;179900.0;21;37779.0;217679.0
105;POINT (716867.2 93881.89999999999);11147373;534c;;Via Carona 43;Paradiso;6900;Paradiso;1020;1110.0;8015.0;326.0;2.0;2716867.202;1093881.821;652.0;100;65200.0;14;9128.0;74328.0
106;POINT (716548.8 94418.60000000001);11147374;54a;;Via San Pietro Pambio 1;Paradiso;6900;Paradiso;1060;1220.0;8013.0;233.0;4.0;2716548.84;1094418.53;932.0;123;114636.0;7;6524.0;121160.0
107;POINT (716529 94398.10000000001);11147375;53a;;Via San Pietro Pambio 3;Paradiso;6900;Paradiso;1030;1122.0;8013.0;166.0;3.0;2716529.0;1094398.0;498.0;141;70218.0;21;10458.0;80676.0
108;POINT (716476 94344.10000000001);11147378;48a;;Via San Pietro Pambio 9;Paradiso;6900;Paradiso;1030;1122.0;8013.0;302.0;8.0;2716476.0;1094344.0;2416.0;141;340656.0;21;50736.0;391392.0
109;POINT (716458.6 94328);11147379;47a;;Via San Pietro Pambio 11;Paradiso;6900;Paradiso;1030;1122.0;8013.0;353.0;7.0;2716458.69;1094327.92;2471.0;141;348411.0;21;51891.0;400302.0
110;POINT (716351.2 94221.89999999999);11147381;294m;Abitazione da 3 a 10 appartamenti (0);Via San Pietro Pambio 15;Paradiso;6900;Paradiso;1020;1122.0;8012.0;129.0;4.0;2716351.195;1094221.839;516.0;149;76884.0;21;10836.0;87720.0
111;POINT (716311 94165.10000000001);11147382;401a;;Via San Pietro Pambio 21;Paradiso;6900;Paradiso;1020;1122.0;8013.0;134.0;3.0;2716311.0;1094165.0;402.0;141;56682.0;21;8442.0;65124.0
112;POINT (716304 94150.10000000001);11147383;168a;;Via San Pietro Pambio 23;Paradiso;6900;Paradiso;1020;1122.0;8013.0;114.0;4.0;2716304.0;1094150.0;456.0;141;64296.0;21;9576.0;73872.0
113;POINT (716871.2 94487.5);11147384;35a;;Riva Paradiso 4;Paradiso;6900;Paradiso;1030;1122.0;8013.0;913.0;8.0;2716871.24;1094487.44;7304.0;141;1029864.0;21;153384.0;1183248.0
114;POINT (716979 94393.10000000001);11147388;520g;;Riva Paradiso 12;Paradiso;6900;Paradiso;1030;1122.0;8017.0;173.0;7.0;2716979.0;1094393.0;1211.0;76;92036.0;21;25431.0;117467.0
115;POINT (717583.2 94060.89999999999);11147390;299a;;Riva Paradiso 17;Paradiso;6900;Paradiso;1020;1122.0;8012.0;189.0;4.0;2717583.222;1094060.833;756.0;149;112644.0;21;15876.0;128520.0
116;POINT (717085.8 94350.60000000001);11147391;126a;;Riva Paradiso 20;Paradiso;6900;Paradiso;1030;1122.0;8013.0;208.0;3.0;2717085.8;1094350.57;624.0;141;87984.0;21;13104.0;101088.0
117;POINT (717135 94331.10000000001);11147392;449c;;Riva Paradiso 24;Paradiso;6900;Paradiso;1030;1122.0;8014.0;478.0;9.0;2717135.0;1094331.0;4302.0;131;563562.0;21;90342.0;653904.0
118;POINT (717125.3 94300.60000000001);11147393;511a;;Riva Paradiso 24a;Paradiso;6900;Paradiso;1020;1122.0;8014.0;283.0;8.0;2717125.33;1094300.58;2264.0;131;296584.0;21;47544.0;344128.0
119;POINT (717157.6 94324.10000000001);11147394;402c;;Riva Paradiso 26;Paradiso;6900;Paradiso;1030;1122.0;8013.0;1146.0;2.0;2717160.21;1094303.93;2292.0;141;323172.0;21;48132.0;371304.0
120;POINT (717186.2 94292);11147395;129a;;Riva Paradiso 28;Paradiso;6900;Paradiso;1020;1122.0;8015.0;391.0;10.0;2717186.25;1094291.9;3910.0;100;391000.0;21;82110.0;473110.0
121;POINT (717227.2 94273.89999999999);11147396;513f;Palazzo Lindorama I;Riva Paradiso 30;Paradiso;6900;Paradiso;1030;1122.0;8014.0;1236.0;9.0;2717227.211;1094273.839;11124.0;131;1457244.0;21;233604.0;1690848.0
122;POINT (717237.2 94215.89999999999);11147397;265l;Palazzo Lindorama Park;Riva Paradiso 32;Paradiso;6900;Paradiso;1030;1122.0;8015.0;1014.0;10.0;2717237.211;1094215.837;10140.0;100;1014000.0;21;212940.0;1226940.0
123;POINT (717261.2 94167.89999999999);11147398;265q;Palazzo Lindorama Park;Riva Paradiso 32a;Paradiso;6900;Paradiso;1030;1122.0;8015.0;1038.0;9.0;2717261.212;1094167.835;9342.0;100;934200.0;21;196182.0;1130382.0
124;POINT (717335.5 94181.3);11147399;359l;Abitazione da 11 o piu' appartamenti (0);Riva Paradiso 36;Paradiso;6900;Paradiso;1030;1122.0;8014.0;1356.0;9.0;2717335.56;1094181.24;12204.0;131;1598724.0;21;256284.0;1855008.0
