index;geometry;EGID;mappale;nome;indirizzo;quartiere;NPA;comune;categoria;classe;epoca_costruzione;superficie;num_piani;coord_e;coord_n;SRE;k_SH;fab_SH;k_DHW;fab_DHW;fab_tot
125;POINT (717367 94164.10000000001);11147400;391e;;Riva Paradiso 38;Paradiso;6900;Paradiso;1020;1122.0;8017.0;838.0;8.0;2717367.0;1094164.0;6704.0;76;509504.0;21;140784.0;650288.0
126;POINT (717392.1 94143.7);11147401;539g;;Riva Paradiso 42;Paradiso;6900;Paradiso;1030;1122.0;8017.0;280.0;7.0;2717392.18;1094143.6;1960.0;76;148960.0;21;41160.0;190120.0
127;POINT (716706 94539.10000000001);11147403;5i;;Viale San Salvatore 2;Paradiso;6900;Paradiso;1030;1122.0;8017.0;413.0;6.0;2716706.0;1094539.0;2478.0;76;188328.0;21;52038.0;240366.0
128;POINT (716688 94516.10000000001);11147404;5c;;Viale San Salvatore 4;Paradiso;6900;Paradiso;1030;1122.0;8017.0;276.0;8.0;2716688.0;1094516.0;2208.0;76;167808.0;21;46368.0;214176.0
129;POINT (716713.1 94495);11147405;9a;;Viale San Salvatore 6;Paradiso;6900;Paradiso;1030;1121.0;8013.0;215.0;4.0;2716713.11;1094494.93;860.0;141;121260.0;21;18060.0;139320.0
130;POINT (716754 94499.10000000001);11147406;21g;;Viale San Salvatore 7;Paradiso;6900;Paradiso;1030;1122.0;8014.0;648.0;8.0;2716754.0;1094499.0;5184.0;131;679104.0;21;108864.0;787968.0
131;POINT (716697 94473.10000000001);11147407;10a;;Viale San Salvatore 8;Paradiso;6900;Paradiso;1020;1122.0;8013.0;127.0;3.0;2716697.0;1094473.0;381.0;141;53721.0;21;8001.0;61722.0
132;POINT (716722.5 94371.2);11147410;78a;;Viale San Salvatore 16;Paradiso;6900;Paradiso;1030;1122.0;8013.0;218.0;5.0;2716722.58;1094371.18;1090.0;141;153690.0;21;22890.0;176580.0
133;POINT (716827.5 94305.8);11147411;319a;Laboratorio, officina (0);Via delle Scuole 1;Paradiso;6900;Paradiso;1030;1121.0;8013.0;379.0;2.0;2716827.53;1094305.72;758.0;141;106878.0;21;15918.0;122796.0
134;POINT (716846.2 94364.89999999999);11147412;86c;;Via delle Scuole 4;Paradiso;6900;Paradiso;1030;1122.0;8013.0;567.0;7.0;2716846.199;1094364.839;3969.0;141;559629.0;21;83349.0;642978.0
135;POINT (716826.9 94357.8);11147413;85a;;Via delle Scuole 6;Paradiso;6900;Paradiso;1030;1122.0;8013.0;216.0;5.0;2716826.96;1094357.77;1080.0;141;152280.0;21;22680.0;174960.0
136;POINT (716751.2 94317.89999999999);11147414;94a;;Via delle Scuole 7;Paradiso;6900;Paradiso;1040;1122.0;8013.0;172.0;2.0;2716751.196;1094317.837;344.0;141;48504.0;21;7224.0;55728.0
137;POINT (716681.2 94372.89999999999);11147420;430a;;Via delle Scuole 16;Paradiso;6900;Paradiso;1020;1122.0;8013.0;303.0;9.0;2716681.194;1094372.839;2727.0;141;384507.0;21;57267.0;441774.0
138;POINT (716371.9 94094.10000000001);11147421;171a;;Via alla Sguancia 2;Paradiso;6900;Paradiso;1020;1110.0;8013.0;53.0;3.0;2716371.949;1094094.029;159.0;141;22419.0;14;2226.0;24645.0
139;POINT (716356.7 94097.3);11147422;185a;;Via alla Sguancia 4;Paradiso;6900;Paradiso;1020;1122.0;8013.0;87.0;3.0;2716356.79;1094097.22;261.0;141;36801.0;21;5481.0;42282.0
140;POINT (716339.9 94086.10000000001);11147423;380a;;Via alla Sguancia 6;Paradiso;6900;Paradiso;1020;1121.0;8012.0;108.0;3.0;2716339.93;1094086.03;324.0;149;48276.0;21;6804.0;55080.0
141;POINT (716678.2 94483.89999999999);11147424;8a;;Vicolo Geretta 4;Paradiso;6900;Paradiso;1020;1122.0;8013.0;121.0;3.0;2716678.193;1094483.843;363.0;141;51183.0;21;7623.0;58806.0
142;POINT (716583.2 94386.89999999999);11147427;420a;;Via Franco Zorzi 6;Paradiso;6900;Paradiso;1030;1122.0;8013.0;290.0;8.0;2716583.191;1094386.838;2320.0;141;327120.0;21;48720.0;375840.0
143;POINT (716641.5 94296.3);11147428;344f;;Via Franco Zorzi 7;Paradiso;6900;Paradiso;1020;1122.0;8013.0;279.0;7.0;2716641.587;1094296.256;1953.0;141;275373.0;21;41013.0;316386.0
144;POINT (716585 94349.10000000001);11147429;580a;;Via Franco Zorzi 10;Paradiso;6900;Paradiso;1030;1122.0;8017.0;527.0;6.0;2716585.0;1094349.0;3162.0;76;240312.0;21;66402.0;306714.0
145;POINT (716736 94253.10000000001);11147432;69a;;Via Franco Zorzi 13;Paradiso;6900;Paradiso;1020;1122.0;8013.0;132.0;4.0;2716736.0;1094253.0;528.0;141;74448.0;21;11088.0;85536.0
146;POINT (716610.2 94275.89999999999);11147433;59a;"Casa anziani ""Residenza Paradiso""";Via Franco Zorzi 14;Paradiso;6900;Paradiso;1040;1130.0;8018.0;1361.0;7.0;2716610.192;1094275.834;9527.0;60;571620.0;21;200067.0;771687.0
147;POINT (716693.4 94255.39999999999);11147434;60a;;Via Franco Zorzi 16;Paradiso;6900;Paradiso;1020;1121.0;8013.0;253.0;4.0;2716693.47;1094255.39;1012.0;141;142692.0;21;21252.0;163944.0
148;POINT (716665.8 94216.60000000001);11147435;338a;;Via Franco Zorzi 17;Paradiso;6900;Paradiso;1020;1122.0;8015.0;373.0;7.0;2716665.89;1094216.53;2611.0;100;261100.0;21;54831.0;315931.0
149;POINT (716634.5 94221.89999999999);11147437;311a;;Via Franco Zorzi 19;Paradiso;6900;Paradiso;1030;1122.0;8015.0;306.0;8.0;2716634.58;1094221.81;2448.0;100;244800.0;21;51408.0;296208.0
150;POINT (716629.2 94183.89999999999);11147438;349a;;Via Franco Zorzi 19a;Paradiso;6900;Paradiso;1020;1122.0;8015.0;566.0;8.0;2716629.194;1094183.831;4528.0;100;452800.0;21;95088.0;547888.0
151;POINT (716565.9 94274);11147440;507a;;Via Franco Zorzi 22;Paradiso;6900;Paradiso;1020;1122.0;8014.0;187.0;7.0;2716565.96;1094273.96;1309.0;131;171479.0;21;27489.0;198968.0
152;POINT (716565.2 94286.89999999999);11147441;506a;;Via Franco Zorzi 22a;Paradiso;6900;Paradiso;1020;1122.0;8014.0;197.0;7.0;2716565.193;1094286.836;1379.0;131;180649.0;21;28959.0;209608.0
153;POINT (716602 94224.10000000001);11147442;463c;;Via Franco Zorzi 23;Paradiso;6900;Paradiso;1030;1122.0;8013.0;300.0;7.0;2716602.0;1094224.0;2100.0;141;296100.0;21;44100.0;340200.0
154;POINT (716535.1 94297.10000000001);11147443;505a;;Via Franco Zorzi 24;Paradiso;6900;Paradiso;1020;1122.0;8014.0;190.0;7.0;2716535.13;1094297.09;1330.0;131;174230.0;21;27930.0;202160.0
155;POINT (716522.8 94296.7);11147444;504a;;Via Franco Zorzi 24a;Paradiso;6900;Paradiso;1020;1122.0;8014.0;190.0;7.0;2716522.8;1094296.62;1330.0;131;174230.0;21;27930.0;202160.0
156;POINT (716607.2 94189.89999999999);11147445;67d;;Via Franco Zorzi 25;Paradiso;6900;Paradiso;1020;1122.0;8013.0;129.0;4.0;2716607.194;1094189.832;516.0;141;72756.0;21;10836.0;83592.0
157;POINT (716509 94325.10000000001);11147446;50a;;Via Franco Zorzi 26;Paradiso;6900;Paradiso;1030;1122.0;8013.0;139.0;3.0;2716509.0;1094325.0;417.0;141;58797.0;21;8757.0;67554.0
158;POINT (716499.2 94271.89999999999);11147452;354a;;Via Franco Zorzi 37;Paradiso;6900;Paradiso;1030;1121.0;8013.0;128.0;3.0;2716499.193;1094271.837;384.0;141;54144.0;21;8064.0;62208.0
159;POINT (716467.4 94258.3);11147453;367a;;Via Franco Zorzi 39a;Paradiso;6900;Paradiso;1030;1122.0;8014.0;205.0;7.0;2716467.49;1094258.28;1435.0;131;187985.0;21;30135.0;218120.0
160;POINT (716451.7 94287.7);11147454;64a;;Via Franco Zorzi 41;Paradiso;6900;Paradiso;1020;1122.0;8016.0;221.0;7.0;2716451.75;1094287.68;1547.0;76;117572.0;21;32487.0;150059.0
161;POINT (716353 94183.10000000001);11147456;400a;;Via Luciano Zuccoli 1;Paradiso;6900;Paradiso;1030;1121.0;8013.0;83.0;3.0;2716353.0;1094183.0;249.0;141;35109.0;21;5229.0;40338.0
162;POINT (716390.7 94174.39999999999);11147457;358c;;Via Luciano Zuccoli 4;Paradiso;6900;Paradiso;1020;1121.0;8013.0;108.0;3.0;2716390.79;1094174.39;324.0;141;45684.0;21;6804.0;52488.0
163;POINT (716387 94217.10000000001);11147458;350f;;Via Luciano Zuccoli 5;Paradiso;6900;Paradiso;1040;1122.0;8013.0;484.0;2.0;2716387.0;1094217.0;968.0;141;136488.0;21;20328.0;156816.0
164;POINT (716368 94202.10000000001);11147459;397a;Deposito (un solo piano);Via Luciano Zuccoli 3;Paradiso;6900;Paradiso;1040;1251.0;8012.0;224.0;1.0;2716368.0;1094202.0;224.0;128;28672.0;1;224.0;28896.0
165;POINT (716406.3 94192.39999999999);11147460;332e;;Via Luciano Zuccoli 7;Paradiso;6900;Paradiso;1030;1122.0;8015.0;159.0;4.0;2716406.33;1094192.37;636.0;100;63600.0;21;13356.0;76956.0
166;POINT (716415 94144.60000000001);11147461;333b;;Via Luciano Zuccoli 8;Paradiso;6900;Paradiso;1020;1122.0;8015.0;154.0;4.0;2716415.03;1094144.55;616.0;100;61600.0;21;12936.0;74536.0
167;POINT (716425 94169.5);11147462;331a;;Via Luciano Zuccoli 11;Paradiso;6900;Paradiso;1020;1110.0;8013.0;89.0;2.0;2716425.05;1094169.41;178.0;141;25098.0;14;2492.0;27590.0
168;POINT (716478 94107.10000000001);11147463;314a;;Via Luciano Zuccoli 12;Paradiso;6900;Paradiso;1020;1121.0;8012.0;149.0;3.0;2716478.0;1094107.0;447.0;149;66603.0;21;9387.0;75990.0
169;POINT (716505.1 94106.7);11147464;370c;;Via Luciano Zuccoli 14;Paradiso;6900;Paradiso;1020;1122.0;8013.0;103.0;3.0;2716505.18;1094106.61;309.0;141;43569.0;21;6489.0;50058.0
170;POINT (716523 94103.10000000001);11147466;389e;;Via Luciano Zuccoli 16;Paradiso;6900;Paradiso;1020;1121.0;8014.0;154.0;2.0;2716523.0;1094103.0;308.0;131;40348.0;21;6468.0;46816.0
171;POINT (716499 94138.10000000001);11147467;382k;;Via Luciano Zuccoli 17;Paradiso;6900;Paradiso;1030;1122.0;8015.0;288.0;4.0;2716499.0;1094138.0;1152.0;100;115200.0;21;24192.0;139392.0
172;POINT (716558.5 94100.7);11147468;176d;;Via Luciano Zuccoli 18;Paradiso;6900;Paradiso;1020;1122.0;8014.0;370.0;5.0;2716558.5;1094100.68;1850.0;131;242350.0;21;38850.0;281200.0
173;POINT (716665.2 94178.89999999999);11147472;529a;;Via Franco Zorzi 17a;Paradiso;6900;Paradiso;1020;1122.0;8015.0;370.0;6.0;2716665.194;1094178.831;2220.0;100;222000.0;21;46620.0;268620.0
174;POINT (716451.1 94111.7);11206117;175a;;Via Carzo 7;Paradiso;6900;Paradiso;1060;1220.0;8013.0;101.0;3.0;2716451.14;1094111.61;303.0;123;37269.0;7;2121.0;39390.0
175;POINT (716943.9 94212.60000000001);11206125;244a;;Via Carona 1;Paradiso;6900;Paradiso;1030;1122.0;8017.0;316.0;5.0;2716943.99;1094212.51;1580.0;76;120080.0;21;33180.0;153260.0
176;POINT (717532.7 94105.60000000001);11206133;307a;;Riva Paradiso 13;Paradiso;6900;Paradiso;1030;1110.0;8013.0;183.0;3.0;2717532.79;1094105.5;549.0;141;77409.0;14;7686.0;85095.0
177;POINT (717527 93931.5);11206136;322a;;Riva Paradiso 44;Paradiso;6900;Paradiso;1020;1110.0;8013.0;98.0;3.0;2717527.09;1093931.42;294.0;141;41454.0;14;4116.0;45570.0
178;POINT (717042.2 94182.60000000001);11206163;555a;;Via Guidino 5;Paradiso;6900;Paradiso;1020;1110.0;8013.0;338.0;2.0;2717042.27;1094182.58;676.0;141;95316.0;14;9464.0;104780.0
179;POINT (716930.2 94152.2);190069574;241a;;Via Guidino 1;Paradiso;6900;Paradiso;1020;1122.0;8021.0;317.0;6.0;2716930.253;1094152.103;1902.0;16;30432.0;21;39942.0;70374.0
180;POINT (716483 94278.10000000001);190092376;326a;;Via Franco Zorzi 39;Paradiso;6900;Paradiso;1020;1122.0;8013.0;247.0;4.0;2716483.0;1094278.0;988.0;141;139308.0;21;20748.0;160056.0
181;POINT (717397 94208.89999999999);190092398;362a;;Riva Paradiso 5;Paradiso;6900;Paradiso;1020;1110.0;8020.0;110.0;2.0;2717397.06;1094208.83;220.0;16;3520.0;14;3080.0;6600.0
182;POINT (716569 94133.10000000001);190104433;482c;;Via Luciano Zuccoli 19;Paradiso;6900;Paradiso;1030;1122.0;8019.0;941.0;4.0;2716569.0;1094133.0;3764.0;60;225840.0;21;79044.0;304884.0
183;POINT (717185.4 94022.8);190107194;416c;;Via Guidino 30;Paradiso;6900;Paradiso;1020;1122.0;8021.0;1148.0;4.0;2717185.48;1094022.7;4592.0;16;73472.0;21;96432.0;169904.0
184;POINT (717127 94107.10000000001);190116877;442a;Abitazione da 3 a 10 appartamenti (585);Via Guidino 18;Paradiso;6900;Paradiso;1020;1122.0;8021.0;312.0;5.0;2717127.0;1094107.0;1560.0;16;24960.0;21;32760.0;57720.0
185;POINT (716338.2 94151.89999999999);190117117;167a;;Via Calprino 4;Paradiso;6900;Paradiso;1020;1122.0;8021.0;204.0;5.0;2716338.196;1094151.837;1020.0;16;16320.0;21;21420.0;37740.0
186;POINT (717570.4 94024.2);190118296;320d;;Riva Paradiso 17a;Paradiso;6900;Paradiso;1030;1121.0;8012.0;376.0;2.0;2717570.49;1094024.15;752.0;149;112048.0;21;15792.0;127840.0
187;POINT (716541.8 94372.3);190135815;418a;Ex Albergo Cristina;Via Franco Zorzi 30;Paradiso;6900;Paradiso;1020;1122.0;8013.0;275.0;8.0;2716541.83;1094372.25;2200.0;141;310200.0;21;46200.0;356400.0
188;POINT (717201.2 93986.89999999999);190135820;609c;;Via Guidino 25a;Paradiso;6900;Paradiso;1020;1122.0;8022.0;141.0;4.0;2717201.211;1093986.828;564.0;14;7896.0;21;11844.0;19740.0
189;POINT (717120.3 94118.89999999999);190142509;477a;Abitazione da 3 a 10 appartamenti (0);Via Guidino 16;Paradiso;6900;Paradiso;1020;1122.0;8021.0;343.0;5.0;2717120.34;1094118.87;1715.0;16;27440.0;21;36015.0;63455.0
190;POINT (717252.9 93975);190143510;610a;;Via Guidino 23;Paradiso;6900;Paradiso;1020;1122.0;8022.0;219.0;5.0;2717252.94;1093974.94;1095.0;14;15330.0;21;22995.0;38325.0
191;POINT (716574.1 94413.8);190166133;377a;;Via Franco Zorzi 4;Paradiso;6900;Paradiso;1030;1122.0;8022.0;271.0;9.0;2716574.14;1094413.76;2439.0;14;34146.0;21;51219.0;85365.0
192;POINT (716541.6 94339.60000000001);190168843;57a;;Via Franco Zorzi 28;Paradiso;6900;Paradiso;1030;1122.0;8022.0;981.0;8.0;2716541.6;1094339.53;7848.0;14;109872.0;21;164808.0;274680.0
193;POINT (716669.6 94258.3);190180256;604a;;Via Franco Zorzi 18;Paradiso;6900;Paradiso;1030;1122.0;8021.0;233.0;8.0;2716669.64;1094258.24;1864.0;16;29824.0;21;39144.0;68968.0
194;POINT (716484.7 94316.3);190209328;49a;;Via Franco Zorzi 32;Paradiso;6900;Paradiso;1030;1122.0;8022.0;339.0;6.0;2716484.71;1094316.25;2034.0;14;28476.0;21;42714.0;71190.0
195;POINT (716780 94097.7);190286229;445a;;Via Carona 11;Paradiso;6900;Paradiso;1020;1122.0;8023.0;584.0;6.0;2716780.03;1094097.66;3504.0;14;49056.0;21;73584.0;122640.0
196;POINT (716729.2 94298.89999999999);190324710;70;;Via delle Scuole ;Paradiso;6900;Paradiso;1030;1122.0;8014.0;572.0;5.0;2716729.196;1094298.836;2860.0;131;374660.0;21;60060.0;434720.0
197;POINT (716695.9 94202.10000000001);190324869;379a;;Via Franco Zorzi 15;Paradiso;6900;Paradiso;1030;1122.0;8021.0;840.0;8.0;2716695.95;1094202.09;6720.0;16;107520.0;21;141120.0;248640.0
198;POINT (716798.2 94586.89999999999);190331468;20a;Palazzo Mantegazza;Riva Paradiso 2;Paradiso;6900;Paradiso;1030;1122.0;8022.0;1985.0;11.0;2716798.196;1094586.848;21835.0;14;305690.0;21;458535.0;764225.0
199;POINT (716662.2 94023.89999999999);190529888;439a;;Via Alessandro Antonietti 8;Paradiso;6900;Paradiso;1020;1121.0;8022.0;227.0;2.0;2716662.195;1094023.825;454.0;14;6356.0;21;9534.0;15890.0
200;POINT (717374 93997.5);190602599;578a;;Via Guidino 17;Paradiso;6900;Paradiso;1020;1122.0;8022.0;2604.0;7.0;2717374.09;1093997.45;18228.0;14;255192.0;21;382788.0;637980.0
201;POINT (717038 94003.10000000001);190795290;526a;;Via Guidino 37;Paradiso;6900;Paradiso;1020;1122.0;8022.0;290.0;5.0;2717038.0;1094003.0;1450.0;14;20300.0;21;30450.0;50750.0
202;POINT (716475.5 94015.2);190861149;441a;;Via Calprino 16b;Paradiso;6900;Paradiso;1020;1122.0;8022.0;541.0;7.0;2716475.57;1094015.11;3787.0;14;53018.0;21;79527.0;132545.0
203;POINT (716772.3 94404.60000000001);190865729;621a;;Via Geretta 11;Paradiso;6900;Paradiso;1020;1122.0;8013.0;250.0;8.0;2716772.31;1094404.58;2000.0;141;282000.0;21;42000.0;324000.0
204;POINT (716789.6 94365.3);191118933;83a;;Via delle Scuole 8;Paradiso;6900;Paradiso;1030;1122.0;8023.0;645.0;9.0;2716789.63;1094365.28;5805.0;14;81270.0;21;121905.0;203175.0
205;POINT (716634 94455.7);191120753;6a;;Via Geretta 18;Paradiso;6900;Paradiso;1030;1122.0;8023.0;532.0;10.0;2716634.06;1094455.67;5320.0;14;74480.0;21;111720.0;186200.0
206;POINT (716547.6 94402.3);191120992;627a;;Via San Pietro Pambio 1a;Paradiso;6900;Paradiso;1030;1122.0;8023.0;89.0;6.0;2716547.644;1094402.214;534.0;14;7476.0;21;11214.0;18690.0
207;POINT (716600.2 94098.89999999999);191245570;345a;;Via Luciano Zuccoli 20;Paradiso;6900;Paradiso;1020;1122.0;8023.0;240.0;6.0;2716600.195;1094098.829;1440.0;14;20160.0;21;30240.0;50400.0
208;POINT (716789.2 94338.89999999999);191279210;96a;;Via delle Scuole 5;Paradiso;6900;Paradiso;1020;1122.0;8023.0;422.0;9.0;2716789.197;1094338.838;3798.0;14;53172.0;21;79758.0;132930.0
209;POINT (716720.2 94436.89999999999);191282253;13;;Viale San Salvatore ;Paradiso;6900;Paradiso;1030;1122.0;8014.0;431.0;9.0;2716720.195;1094436.841;3879.0;131;508149.0;21;81459.0;589608.0
210;POINT (716951.2 94056.89999999999);191285690;255a;;Via Guidino 4;Paradiso;6900;Paradiso;1020;1122.0;8023.0;1214.0;9.0;2716951.204;1094056.828;10926.0;14;152964.0;21;229446.0;382410.0
211;POINT (716730.2 94283.89999999999);191300530;70;Residenza 2;Via delle Scuole 9;Paradiso;6900;Paradiso;1030;1122.0;8014.0;570.0;9.0;2716730.196;1094283.835;5130.0;131;672030.0;21;107730.0;779760.0
212;POINT (717174.2 93982.89999999999);191342870;608;;Via Guidino ;Paradiso;6900;Paradiso;1020;1122.0;8014.0;326.59029649595686;4.0;2717174.211;1093982.827;1306.3611859838275;131;171133.3153638814;21;27433.584905660377;198566.90026954177
213;POINT (716752.5 94403.2);191376856;80b;;Viale San Salvatore 11a;Paradiso;6900;Paradiso;1030;1122.0;8023.0;228.0;9.0;2716752.54;1094403.19;2052.0;14;28728.0;21;43092.0;71820.0
214;POINT (716658.2 94109.89999999999);191462930;177;;Via Carona 6;Paradiso;6900;Paradiso;1020;1122.0;8023.0;490.0;6.0;2716658.195;1094109.828;2940.0;14;41160.0;21;61740.0;102900.0
215;POINT (717143.8 93894);191468257;524a;Blocco A + Hotel The View;Via Guidino 29;Paradiso;6900;Paradiso;1030;1122.0;8022.0;1933.0;5.0;2717143.82;1093893.92;9665.0;14;135310.0;21;202965.0;338275.0
216;POINT (717187.9 93932.89999999999);191468410;527b;Blocco B;Via Guidino 29a;Paradiso;6900;Paradiso;1020;1122.0;8022.0;1484.0;6.0;2717187.91;1093932.81;8904.0;14;124656.0;21;186984.0;311640.0
217;POINT (716400.8 94159.3);191483451;334a;;Via Luciano Zuccoli 6;Paradiso;6900;Paradiso;1020;1122.0;8023.0;100.0;6.0;2716400.88;1094159.28;600.0;14;8400.0;21;12600.0;21000.0
218;POINT (716668.2 94445.89999999999);191544773;12a;Flora;Via Geretta 16;Paradiso;6900;Paradiso;1030;1122.0;8023.0;911.0;10.0;2716668.193;1094445.841;9110.0;14;127540.0;21;191310.0;318850.0
219;POINT (716462 94054.10000000001);191555532;327a;;Via Calprino 20;Paradiso;6900;Paradiso;1020;1122.0;8023.0;116.0;6.0;2716462.0;1094054.0;696.0;14;9744.0;21;14616.0;24360.0
220;POINT (716371.2 94243.89999999999);191614013;330a;;Via San Pietro Pambio 13;Paradiso;6900;Paradiso;1020;1122.0;8023.0;237.0;6.0;2716371.195;1094243.839;1422.0;14;19908.0;21;29862.0;49770.0
221;POINT (716797.2 94428.89999999999);191626774;24a;;Via Geretta 8;Paradiso;6900;Paradiso;1030;1122.0;8023.0;279.0;10.0;2716797.197;1094428.842;2790.0;14;39060.0;21;58590.0;97650.0
222;POINT (716977.2 94461.89999999999);191645204;106a;EDEN PARC RESORT;Riva Paradiso ;Paradiso;6900;Paradiso;1040;1211.0;8014.0;1689.0;6.0;2716977.202;1094461.844;10134.0;131;1327554.0;21;212814.0;1540368.0
223;POINT (717171.2 94222.89999999999);191687268;159;;Via Boggia ;Paradiso;6900;Paradiso;1020;1122.0;8014.0;326.59029649595686;8.0;2717171.209;1094222.837;2612.722371967655;131;342266.6307277628;21;54867.16981132075;397133.80053908355
224;POINT (716816.2 94438.89999999999);191691591;;Ristorante;Via Alessandro Antonietti ;Paradiso;6900;Paradiso;1060;1211.0;8014.0;326.59029649595686;1.0;2716816.198;1094438.842;326.59029649595686;131;42783.32884097035;21;6858.396226415094;49641.72506738544
225;POINT (717596.9 93862.5);191705689;286;;Riva Paradiso ;Paradiso;6900;Paradiso;1060;1274.0;8015.0;249.0;1.0;2717596.9;1093862.47;249.0;0;0.0;0;0.0;0.0
226;POINT (716805.2 94291.89999999999);191707051;;;Via delle Scuole 3a;Paradiso;6900;Paradiso;1020;1122.0;8014.0;410.0;9.0;2716805.198;1094291.836;3690.0;131;483390.0;21;77490.0;560880.0
227;POINT (716614.2 94460.89999999999);191714634;;Residenza Papillon;Via Giuseppe Cattori ;Paradiso;6900;Paradiso;1020;1122.0;8014.0;442.0;9.0;2716614.192;1094460.841;3978.0;131;521118.0;21;83538.0;604656.0
228;POINT (717088.2 94395.89999999999);191740663;110a;Edificio a lago;Riva Paradiso ;Paradiso;6900;Paradiso;1030;1122.0;8014.0;394.0;7.0;2717088.206;1094395.843;2758.0;131;361298.0;21;57918.0;419216.0
229;POINT (717100.2 94341.89999999999);191740676;;Edificio a monte;Riva Paradiso ;Paradiso;6900;Paradiso;1030;1122.0;8014.0;1230.0;7.0;2717100.207;1094341.841;8610.0;131;1127910.0;21;180810.0;1308720.0
230;POINT (717088.2 94262.89999999999);191761874;;Residenza Via Boggia;Via Boggia ;Paradiso;6900;Paradiso;1020;1122.0;8014.0;1544.0;10.0;2717088.207;1094262.837;15440.0;131;2022640.0;21;324240.0;2346880.0
231;POINT (716435.2 94304.89999999999);191769571;;Aparthotel;Via Franco Zorzi ;Paradiso;6900;Paradiso;1040;1211.0;8014.0;189.0;6.0;2716435.193;1094304.839;1134.0;131;148554.0;21;23814.0;172368.0
232;POINT (716422.2 94118.89999999999);191777671;;308-297;Via Carzo 16;Paradiso;6900;Paradiso;1020;1122.0;8014.0;326.59029649595686;4.0;2716422.196;1094118.834;1306.3611859838275;131;171133.3153638814;21;27433.584905660377;198566.90026954177
233;POINT (716755.2 94292.89999999999);191814256;;;Via delle Scuole ;Paradiso;6900;Paradiso;1020;1122.0;8014.0;401.0;9.0;2716755.197;1094292.836;3609.0;131;472779.0;21;75789.0;548568.0
234;POINT (716745.2 93955.89999999999);191854893;454d;Autorimessa;Via Carona ;Paradiso;6900;Paradiso;1060;1242.0;8015.0;21.0;1.0;2716745.198;1093955.823;21.0;0;0.0;0;0.0;0.0
235;POINT (717403 94091);191855051;269b;Autorimessa;Via Boggia ;Paradiso;6900;Paradiso;1060;1242.0;8022.0;38.0;1.0;2717403.081;1094090.937;38.0;0;0.0;0;0.0;0.0
236;POINT (716333.8 94109.10000000001);191855052;185f;Autorimessa;Via alla Sguancia ;Paradiso;6900;Paradiso;1060;1242.0;8016.0;47.0;1.0;2716333.802;1094109.01;47.0;0;0.0;0;0.0;0.0
237;POINT (716749.1 93950.3);191855053;454h;Autorimessa;Via Carona ;Paradiso;6900;Paradiso;1060;1242.0;8015.0;24.0;1.0;2716749.182;1093950.295;24.0;0;0.0;0;0.0;0.0
238;POINT (717414.7 94203.5);191855054;261g;;Riva Paradiso ;Paradiso;6900;Paradiso;1060;1274.0;8021.0;40.0;1.0;2717414.743;1094203.415;40.0;0;0.0;0;0.0;0.0
239;POINT (716682.6 93999.2);191855055;450d;Autorimessa;Via Alessandro Antonietti ;Paradiso;6900;Paradiso;1060;1242.0;8014.0;38.0;1.0;2716682.62;1093999.147;38.0;0;0.0;0;0.0;0.0
240;POINT (716418.1 94227.60000000001);191855056;388c;Autorimessa;Via Carzo ;Paradiso;6900;Paradiso;1060;1242.0;8015.0;62.0;1.0;2716418.107;1094227.58;62.0;0;0.0;0;0.0;0.0
241;POINT (716434.5 94175.2);191855057;331g;;Via Luciano Zuccoli ;Paradiso;6900;Paradiso;1060;1252.0;8012.0;43.0;1.0;2716434.492;1094175.114;43.0;0;0.0;0;0.0;0.0
242;POINT (716689.8 93929.8);191855058;560c;Autorimessa;Via Carona ;Paradiso;6900;Paradiso;1060;1242.0;8015.0;51.0;1.0;2716689.856;1093929.696;51.0;0;0.0;0;0.0;0.0
243;POINT (716357.7 94189.5);191855059;400e;Autorimessa;Via Luciano Zuccoli ;Paradiso;6900;Paradiso;1060;1242.0;8019.0;41.0;1.0;2716357.702;1094189.434;41.0;0;0.0;0;0.0;0.0
244;POINT (716592 94195.39999999999);191855060;464d;Autorimessa;Via Franco Zorzi ;Paradiso;6900;Paradiso;1060;1242.0;8017.0;71.0;1.0;2716592.072;1094195.351;71.0;0;0.0;0;0.0;0.0
245;POINT (716436.7 94159.8);191855061;313e;;Via Carzo ;Paradiso;6900;Paradiso;1060;1271.0;8012.0;59.0;1.0;2716436.729;1094159.792;59.0;0;0.0;0;0.0;0.0
246;POINT (716385 94101.10000000001);191855062;172a;Autorimessa;Via Calprino ;Paradiso;6900;Paradiso;1060;1242.0;8015.0;226.0;1.0;2716385.0;1094101.0;226.0;0;0.0;0;0.0;0.0
247;POINT (716445.7 94164.10000000001);191855063;313c;;Via Carzo ;Paradiso;6900;Paradiso;1060;1271.0;8012.0;68.0;1.0;2716445.724;1094164.017;68.0;0;0.0;0;0.0;0.0
248;POINT (717257.5 93994.2);191855064;419d;Autorimessa;Via Guidino ;Paradiso;6900;Paradiso;1060;1242.0;8015.0;47.0;1.0;2717257.497;1093994.185;47.0;0;0.0;0;0.0;0.0
249;POINT (717054 94053.89999999999);191855065;252a;Fabbricato rurale;Via Guidino ;Paradiso;6900;Paradiso;1060;1271.0;8014.0;89.0;2.0;2717054.075;1094053.822;178.0;0;0.0;0;0.0;0.0
