index;geometry;EGID;mappale;nome;indirizzo;quartiere;NPA;comune;categoria;classe;epoca_costruzione;superficie;num_piani;coord_e;coord_n;SRE;k_SH;fab_SH;k_DHW;fab_DHW;fab_tot
124;POINT (718765.2 87949.3);11204166;359a;;Quartiere Prà Comun 20;Maroggia;6817;Maroggia;1020;1110.0;8013.0;154.0;1.0;2718765.255;1087949.278;154.0;141;21714.0;14;2156.0;23870.0
125;POINT (718784.7 88260.5);11204169;407a;;Via Tommaso e Giacomo Rodari 6;Maroggia;6817;Maroggia;1020;1110.0;8012.0;41.0;3.0;2718784.704;1088260.467;123.0;149;18327.0;14;1722.0;20049.0
126;POINT (718790.4 87975.8);11204171;432a;;Quartiere Prà Comun 10;Maroggia;6817;Maroggia;1020;1110.0;8013.0;92.0;1.0;2718790.451;1087975.721;92.0;141;12972.0;14;1288.0;14260.0
127;POINT (718725.9 88270.8);11228584;232a;Parrocchia;Via Tommaso e Giacomo Rodari 17;Maroggia;6817;Maroggia;1030;1110.0;8012.0;38.0;1.0;2718725.94;1088270.79;38.0;149;5662.0;14;532.0;6194.0
128;POINT (718801.9 88014);11228586;269a;senza # civico - propr. identico al 358;Quartiere Prà Comun ;Maroggia;6817;Maroggia;1020;1110.0;8011.0;72.0;1.0;2718801.951;1088013.961;72.0;154;11088.0;14;1008.0;12096.0
129;POINT (718780.1 88284);11228588;291a;Corte;Via Tommaso e Giacomo Rodari 14;Maroggia;6817;Maroggia;1020;1110.0;8012.0;35.0;1.0;2718780.156;1088283.911;35.0;149;5215.0;14;490.0;5705.0
130;POINT (718727.8 88303.8);11228590;402a;;Viale Baldassarre Longhena 24;Maroggia;6817;Maroggia;1030;1122.0;8011.0;1222.0;3.0;2718727.83;1088303.78;3666.0;154;564564.0;21;76986.0;641550.0
131;POINT (718773.1 88289.8);190073615;210a;Rustico;Vicolo Francesco Somaini 2;Maroggia;6817;Maroggia;1020;1110.0;8011.0;31.0;4.0;2718773.186;1088289.747;124.0;154;19096.0;14;1736.0;20832.0
132;POINT (718560.1 88623.8);190098004;335a;;Viale Baldassarre Longhena 12;Maroggia;6817;Maroggia;1030;1110.0;8013.0;70.0;3.0;2718560.185;1088623.753;210.0;141;29610.0;14;2940.0;32550.0
133;POINT (719373.6 88719);190112767;70a;AIL;Via Val Mara 11;Maroggia;6817;Maroggia;1060;1251.0;8011.0;517.0;2.0;2719373.6;1088718.96;1034.0;128;132352.0;1;1034.0;133386.0
134;POINT (718751.1 88023.8);190132838;349a;;Quartiere Prà Comun 13;Maroggia;6817;Maroggia;1020;1110.0;8014.0;102.0;2.0;2718751.184;1088023.739;204.0;131;26724.0;14;2856.0;29580.0
135;POINT (718778.1 88247.8);190155292;221a;;Via Tommaso e Giacomo Rodari 2;Maroggia;6817;Maroggia;1020;1110.0;8013.0;111.0;3.0;2718778.186;1088247.746;333.0;141;46953.0;14;4662.0;51615.0
136;POINT (718730.6 88093.2);190166152;260b;;Via al Lido 7;Maroggia;6817;Maroggia;1020;1122.0;8022.0;317.0;3.0;2718730.65;1088093.17;951.0;14;13314.0;21;19971.0;33285.0
137;POINT (718695.1 88108.5);190166154;260a;;Via al Lido 8;Maroggia;6817;Maroggia;1020;1122.0;8022.0;719.0;3.0;2718695.1;1088108.41;2157.0;14;30198.0;21;45297.0;75495.0
138;POINT (718731.1 88031.8);190166419;352a;Blocco 1;Quartiere Prà Comun 14;Maroggia;6817;Maroggia;1020;1121.0;8011.0;267.0;3.0;2718731.183;1088031.739;801.0;154;123354.0;21;16821.0;140175.0
139;POINT (719030.1 88044.5);190193485;124b;;Via Monte Generoso 3;Maroggia;6817;Maroggia;1030;1110.0;8012.0;152.45210727969348;3.0;2719030.16;1088044.4;457.35632183908046;149;68146.091954023;14;6402.9885057471265;74549.08045977012
140;POINT (718846.1 88373.5);190201343;474a;garage;Vicolo ai Ronchetti 2;Maroggia;6817;Maroggia;1060;1122.0;8013.0;214.0;1.0;2718846.17;1088373.46;214.0;141;30174.0;21;4494.0;34668.0
141;POINT (718706.1 88014.8);190211581;343a;;Quartiere Prà Comun 16;Maroggia;6817;Maroggia;1020;1110.0;8022.0;295.0;2.0;2718706.183;1088014.738;590.0;14;8260.0;14;8260.0;16520.0
142;POINT (718966.7 88528.3);190902629;46a;;Piazzo frazione 2;Maroggia;6817;Maroggia;1020;1110.0;8011.0;70.0;1.0;2718966.77;1088528.25;70.0;154;10780.0;14;980.0;11760.0
143;POINT (718767.1 88296.8);191182990;204a;;Vicolo Francesco Somaini 1;Maroggia;6817;Maroggia;1060;1122.0;8011.0;15.0;2.0;2718767.186;1088296.747;30.0;154;4620.0;21;630.0;5250.0
144;POINT (719015.5 88571.39999999999);191183030;58a;rustico;Piazzo frazione 4;Maroggia;6817;Maroggia;1060;1122.0;8013.0;48.0;2.0;2719015.54;1088571.38;96.0;141;13536.0;21;2016.0;15552.0
145;POINT (719219.1 88269.10000000001);191183050;79b;Grotto;Via Val Mara 7;Maroggia;6817;Maroggia;1060;1122.0;8013.0;50.0;2.0;2719219.16;1088269.05;100.0;141;14100.0;21;2100.0;16200.0
146;POINT (719254.3 88304.3);191183053;83a;Magazzino;Via Val Mara 8;Maroggia;6817;Maroggia;1060;1252.0;8013.0;104.0;2.0;2719254.33;1088304.22;208.0;0;0.0;0;0.0;0.0
147;POINT (718889.4 88300);191184110;156a;;Via ai Molini 23;Maroggia;6817;Maroggia;1060;1122.0;8014.0;240.0;1.0;2718889.45;1088299.99;240.0;131;31440.0;21;5040.0;36480.0
148;POINT (719038.3 87910.2);191193032;286a;Ristorante Stazione;Viale Stazione 28;Maroggia;6817;Maroggia;1040;1212.0;8013.0;256.0;2.0;2719038.34;1087910.15;512.0;141;72192.0;21;10752.0;82944.0
149;POINT (719200.4 88055.60000000001);191283972;460a;sub a e b;Via alle Cantine 3;Maroggia;6817;Maroggia;1020;1110.0;8013.0;99.0;2.0;2719200.452;1088055.566;198.0;141;27918.0;14;2772.0;30690.0
150;POINT (718846 88390.60000000001);191292835;301a;;Vicolo ai Ronchetti 4;Maroggia;6817;Maroggia;1020;1110.0;8023.0;115.0;2.0;2718846.09;1088390.55;230.0;14;3220.0;14;3220.0;6440.0
151;POINT (718807.6 88417.2);191511872;440a;;Vicolo ai Ronchetti 5;Maroggia;6817;Maroggia;1020;1110.0;8017.0;27.0;2.0;2718807.69;1088417.195;54.0;76;4104.0;14;756.0;4860.0
152;POINT (718934.9 87971.8);191655896;276b;Stabile B;Viale Stazione 16;Maroggia;6817;Maroggia;1060;1220.0;8013.0;145.0;2.0;2718934.95;1087971.77;290.0;123;35670.0;7;2030.0;37700.0
153;POINT (719086.6 88600.3);191658131;311a;Edificio nuovo 311;Piazzo frazione 5;Maroggia;6817;Maroggia;1020;1121.0;8022.0;83.0;2.0;2719086.68;1088600.22;166.0;14;2324.0;21;3486.0;5810.0
154;POINT (718785.6 88179.5);191753871;354b;Autorimessa;Viale Baldassarre Longhena 44;Maroggia;6817;Maroggia;1060;1242.0;8014.0;44.0;1.0;2718785.63;1088179.49;44.0;0;0.0;0;0.0;0.0
155;POINT (718859.8 87892.5);191841760;336b;Autorimessa;Via al Parco ;Maroggia;6817;Maroggia;1060;1242.0;8018.0;48.0;1.0;2718859.825;1087892.471;48.0;0;0.0;0;0.0;0.0
156;POINT (719096.6 88107.60000000001);191841761;112b;Grottino;Vicolo del Tiglio ;Maroggia;6817;Maroggia;1060;1274.0;8013.0;62.0;1.0;2719096.648;1088107.553;62.0;0;0.0;0;0.0;0.0
157;POINT (718705.2 87981.10000000001);191841762;342b;Darsena coperta;Quartiere Prà Comun ;Maroggia;6817;Maroggia;1060;1242.0;8014.0;45.0;1.0;2718705.259;1087981.082;45.0;0;0.0;0;0.0;0.0
158;POINT (718736.2 88164.89999999999);191841763;257b;Autorimessa;Via al Lido ;Maroggia;6817;Maroggia;1060;1242.0;8014.0;139.0;1.0;2718736.277;1088164.883;139.0;0;0.0;0;0.0;0.0
159;POINT (718758.5 88222.2);191841764;444a;Deposito;Via al Lido ;Maroggia;6817;Maroggia;1060;1252.0;8018.0;66.0;1.0;2718758.513;1088222.098;66.0;0;0.0;0;0.0;0.0
160;POINT (718877.7 88318.10000000001);191841765;155a;Deposito;Via ai Molini ;Maroggia;6817;Maroggia;1060;1252.0;8012.0;209.0;2.0;2718877.738;1088318.088;418.0;0;0.0;0;0.0;0.0
161;POINT (719005.9 88034.5);191841766;124c;Deposito;Via Monte Generoso ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;156.0;1.0;2719005.916;1088034.455;156.0;0;0.0;0;0.0;0.0
162;POINT (718893.4 88000.10000000001);191841767;278b;Autorimessa;Via Dr. Willy Fröhlich ;Maroggia;6817;Maroggia;1060;1242.0;8014.0;61.0;1.0;2718893.408;1088000.003;61.0;0;0.0;0;0.0;0.0
163;POINT (718875.2 87984.89999999999);191841768;480a;;Via al Parco ;Maroggia;6817;Maroggia;1060;1274.0;8012.0;342.0;3.0;2718875.231;1087984.882;1026.0;0;0.0;0;0.0;0.0
164;POINT (718672.1 88423.39999999999);191841770;472b;;Viale Baldassarre Longhena ;Maroggia;6817;Maroggia;1060;1274.0;8013.0;43.0;2.0;2718672.152;1088423.31;86.0;0;0.0;0;0.0;0.0
165;POINT (718865.3 88328.60000000001);191841771;155c;Autorimessa;Via ai Molini ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;50.0;1.0;2718865.32;1088328.572;50.0;0;0.0;0;0.0;0.0
166;POINT (719040.8 87959);191841772;263b;Erogatore acqua potabile;Viale Stazione 5;Maroggia;6817;Maroggia;1060;1251.0;8013.0;122.0;2.0;2719040.856;1087958.968;244.0;128;31232.0;1;244.0;31476.0
167;POINT (718898.1 88231.60000000001);191841773;143g;Autorimessa;Via ai Molini ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;97.0;1.0;2718898.091;1088231.585;97.0;0;0.0;0;0.0;0.0
168;POINT (719419.1 88760.60000000001);191841774;83b;Deposito stand di tiro;Via Val Mara ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;48.0;1.0;2719419.163;1088760.536;48.0;0;0.0;0;0.0;0.0
169;POINT (718825.4 87986);191841775;283d;Autorimessa;Via Dr. Willy Fröhlich ;Maroggia;6817;Maroggia;1060;1242.0;8014.0;93.0;1.0;2718825.409;1087985.911;93.0;0;0.0;0;0.0;0.0
170;POINT (719102.3 88008.5);191841776;117b;Osteria;Via Ressiga ;Maroggia;6817;Maroggia;1060;1211.0;8017.0;124.0;1.0;2719102.311;1088008.469;124.0;76;9424.0;21;2604.0;12028.0
171;POINT (719035.2 88280.10000000001);191841777;146c;Autorimessa;Via ai Molini ;Maroggia;6817;Maroggia;1060;1242.0;8018.0;66.0;1.0;2719035.219;1088280.003;66.0;0;0.0;0;0.0;0.0
172;POINT (718909.4 87963.3);191841778;276c;Capanno attrezzi;Viale Stazione ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;69.0;1.0;2718909.479;1087963.222;69.0;0;0.0;0;0.0;0.0
173;POINT (718570.3 88680.7);191841779;7a;;Viale Baldassarre Longhena ;Maroggia;6817;Maroggia;1060;1272.0;8011.0;130.0;1.0;2718570.346;1088680.653;130.0;157;20410.0;7;910.0;21320.0
174;POINT (719208.3 88265.39999999999);191841780;79a;;Via Val Mara ;Maroggia;6817;Maroggia;1060;1274.0;8018.0;78.0;1.0;2719208.352;1088265.386;78.0;0;0.0;0;0.0;0.0
175;POINT (719066.2 88106.7);191841781;110b;Magazzino;Via Val Mara ;Maroggia;6817;Maroggia;1060;1252.0;8019.0;100.0;1.0;2719066.23;1088106.62;100.0;0;0.0;0;0.0;0.0
176;POINT (718966.7 88076.60000000001);191841782;125a;Deposito;Via Monte Generoso 1;Maroggia;6817;Maroggia;1060;1252.0;8013.0;102.0;1.0;2718966.783;1088076.519;102.0;0;0.0;0;0.0;0.0
177;POINT (719071.8 88560.2);191841783;59a;;Piazzo frazione ;Maroggia;6817;Maroggia;1060;1274.0;8020.0;36.0;1.0;2719071.85;1088560.103;36.0;0;0.0;0;0.0;0.0
178;POINT (718904.8 88146.39999999999);191841784;143d;Autorimessa;Via ai Molini ;Maroggia;6817;Maroggia;1060;1242.0;8019.0;141.0;1.0;2718904.81;1088146.393;141.0;0;0.0;0;0.0;0.0
179;POINT (718973.1 88109.2);191841785;127a;Carpenteria;Via Val Mara ;Maroggia;6817;Maroggia;1060;1251.0;8022.0;325.0;1.0;2718973.139;1088109.141;325.0;56;18200.0;1;325.0;18525.0
180;POINT (718669.4 88068.60000000001);191841786;261a;Bar e servizi lido comunale;Via al Lido ;Maroggia;6817;Maroggia;1060;1274.0;8014.0;74.0;1.0;2718669.442;1088068.564;74.0;0;0.0;0;0.0;0.0
181;POINT (718671 88429.60000000001);191841787;472c;Ripostiglio;Viale Baldassarre Longhena ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;36.0;1.0;2718671.004;1088429.595;36.0;0;0.0;0;0.0;0.0
182;POINT (718755.3 88121.10000000001);191841788;304b;Autorimessa;Via al Lido ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;47.0;1.0;2718755.332;1088121.085;47.0;0;0.0;0;0.0;0.0
183;POINT (719008.2 88119.39999999999);191841789;110a;Magazzino;Via Val Mara 3;Maroggia;6817;Maroggia;1060;1252.0;8019.0;136.0;1.0;2719008.258;1088119.388;136.0;0;0.0;0;0.0;0.0
184;POINT (719113.1 88236.89999999999);191931224;97c;Autorimessa;Via Val Mara ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;14.0;1.0;2719113.115;1088236.814;14.0;0;0.0;0;0.0;0.0
185;POINT (719032.8 88567.60000000001);191931225;58b;Ripostiglio;Piazzo frazione ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;12.0;1.0;2719032.792;1088567.498;12.0;0;0.0;0;0.0;0.0
186;POINT (719189.9 88572);191931227;60b;;Piazzo frazione ;Maroggia;6817;Maroggia;1060;1252.0;8018.0;25.0;2.0;2719189.971;1088571.948;50.0;0;0.0;0;0.0;0.0
187;POINT (719116.7 88232.8);191931228;97a;Autorimessa;Via Val Mara ;Maroggia;6817;Maroggia;1060;1242.0;8012.0;35.0;1.0;2719116.747;1088232.714;35.0;0;0.0;0;0.0;0.0
188;POINT (719023.2 88422.60000000001);191931229;48b;;Via al Vallone ;Maroggia;6817;Maroggia;1060;1122.0;8013.0;14.0;2.0;2719023.24;1088422.559;28.0;141;3948.0;21;588.0;4536.0
189;POINT (718846.4 87886.2);191931231;284b;;Via al Parco ;Maroggia;6817;Maroggia;1060;1274.0;8013.0;23.0;1.0;2718846.448;1087886.178;23.0;0;0.0;0;0.0;0.0
190;POINT (718986.7 88593.3);191931232;31b;;Piazzo frazione ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;28.0;1.0;2718986.712;1088593.269;28.0;0;0.0;0;0.0;0.0
191;POINT (718717.2 88454.10000000001);191931233;472f;;Viale Baldassarre Longhena ;Maroggia;6817;Maroggia;1060;1241.0;8013.0;8.0;2.0;2718717.221;1088454.075;16.0;0;0.0;0;0.0;0.0
192;POINT (718828.4 88242.2);191931234;185b;;Viale Baldassarre Longhena ;Maroggia;6817;Maroggia;1060;1122.0;8013.0;18.0;2.0;2718828.417;1088242.172;36.0;141;5076.0;21;756.0;5832.0
193;POINT (718989.7 88460.10000000001);191931235;45b;;Via al Vallone ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;18.0;1.0;2718989.781;1088460.024;18.0;0;0.0;0;0.0;0.0
194;POINT (718856.7 88041.60000000001);191931236;351b;Autorimessa;Viale Stazione ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;27.0;1.0;2718856.778;1088041.56;27.0;0;0.0;0;0.0;0.0
195;POINT (718780.6 88470.7);191931237;16a;;Via ai Molini ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;10.0;1.0;2718780.605;1088470.624;10.0;0;0.0;0;0.0;0.0
196;POINT (718910.7 88333);191931238;380c;Ripostiglio;Via ai Molini ;Maroggia;6817;Maroggia;1060;1252.0;8015.0;8.0;1.0;2718910.72;1088332.896;8.0;0;0.0;0;0.0;0.0
197;POINT (719063.3 88012.10000000001);191931239;406b;;Via Monte Generoso ;Maroggia;6817;Maroggia;1060;1242.0;8012.0;31.0;1.0;2719063.315;1088012.082;31.0;0;0.0;0;0.0;0.0
198;POINT (719056.6 88154.8);191931240;375b;Autorimessa;Via Ressiga ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;29.0;1.0;2719056.607;1088154.717;29.0;0;0.0;0;0.0;0.0
199;POINT (719156.8 88994.8);191931241;62a;;Piazzo frazione ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;24.0;1.0;2719156.792;1088994.795;24.0;0;0.0;0;0.0;0.0
200;POINT (718480.5 88694.39999999999);191931242;365a;;Viale Baldassarre Longhena ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;35.0;1.0;2718480.575;1088694.34;35.0;0;0.0;0;0.0;0.0
201;POINT (718873.8 88135.10000000001);191931243;191b;;Viale Baldassarre Longhena ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;14.0;1.0;2718873.795;1088135.061;14.0;0;0.0;0;0.0;0.0
202;POINT (718885.5 88314.5);191931244;380b;Autorimessa;Via ai Molini ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;25.0;1.0;2718885.499;1088314.437;25.0;0;0.0;0;0.0;0.0
203;POINT (719075 87997.10000000001);191931245;373b;;Via Monte Generoso ;Maroggia;6817;Maroggia;1060;1122.0;8013.0;11.0;2.0;2719075.034;1087997.064;22.0;141;3102.0;21;462.0;3564.0
204;POINT (719107.9 88240.39999999999);191931246;97b;Cabina di trasformazione;Via Val Mara ;Maroggia;6817;Maroggia;1060;1274.0;8012.0;35.0;1.0;2719107.918;1088240.352;35.0;0;0.0;0;0.0;0.0
205;POINT (719167.8 88027.5);191931247;395a;Cabina trasformazione;Via Ressiga ;Maroggia;6817;Maroggia;1060;1274.0;8012.0;8.0;1.0;2719167.843;1088027.447;8.0;0;0.0;0;0.0;0.0
206;POINT (718923.1 87908.60000000001);191931249;390b;;Via al Parco ;Maroggia;6817;Maroggia;1060;1122.0;8013.0;32.0;2.0;2718923.127;1087908.534;64.0;141;9024.0;21;1344.0;10368.0
207;POINT (718669.1 88451.89999999999);191931250;174b;;Viale Baldassarre Longhena ;Maroggia;6817;Maroggia;1060;1122.0;8013.0;21.0;2.0;2718669.125;1088451.863;42.0;141;5922.0;21;882.0;6804.0
208;POINT (718820.2 88384.5);191931251;170a;;Via ai Molini ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;24.0;1.0;2718820.272;1088384.41;24.0;0;0.0;0;0.0;0.0
209;POINT (718664.2 88127);191931252;485a;;Via al Lido ;Maroggia;6817;Maroggia;1060;1241.0;8013.0;32.0;1.0;2718664.267;1088126.994;32.0;0;0.0;0;0.0;0.0
210;POINT (718994.4 88622.8);191931253;31c;;Piazzo frazione ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;21.0;2.0;2718994.48;1088622.749;42.0;0;0.0;0;0.0;0.0
211;POINT (719014.8 87980.60000000001);191931254;263d;Autorimessa;Viale Stazione ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;14.0;1.0;2719014.794;1087980.544;14.0;0;0.0;0;0.0;0.0
212;POINT (718865.9 88335.89999999999);191931255;159b;Autorimessa;Via ai Molini ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;31.0;1.0;2718865.948;1088335.895;31.0;0;0.0;0;0.0;0.0
213;POINT (718818.3 88017);191931256;347b;;Quartiere Prà Comun ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;20.0;1.0;2718818.378;1088016.916;20.0;0;0.0;0;0.0;0.0
214;POINT (718817.6 87996.89999999999);191931257;358b;;Quartiere Prà Comun ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;24.0;1.0;2718817.619;1087996.821;24.0;0;0.0;0;0.0;0.0
215;POINT (719157.4 88210.5);191931259;97d;Edificio cimiteriale;Via Val Mara ;Maroggia;6817;Maroggia;1060;1272.0;8013.0;12.0;1.0;2719157.413;1088210.493;12.0;123;1476.0;7;84.0;1560.0
216;POINT (718680.4 87998.2);191931260;343b;;Quartiere Prà Comun ;Maroggia;6817;Maroggia;1060;1122.0;8013.0;20.0;2.0;2718680.403;1087998.128;40.0;141;5640.0;21;840.0;6480.0
217;POINT (718992.1 88114.3);191931261;125c;;Via Monte Generoso ;Maroggia;6817;Maroggia;1060;1252.0;8017.0;8.0;1.0;2718992.128;1088114.23;8.0;0;0.0;0;0.0;0.0
218;POINT (718990.6 88570.7);191931262;57a;;Piazzo frazione ;Maroggia;6817;Maroggia;1060;1271.0;8013.0;7.0;1.0;2718990.658;1088570.613;7.0;0;0.0;0;0.0;0.0
219;POINT (719060.8 88093.60000000001);191931263;110c;;Via Val Mara ;Maroggia;6817;Maroggia;1060;1252.0;8019.0;35.0;1.0;2719060.834;1088093.5;35.0;0;0.0;0;0.0;0.0
220;POINT (718994 88599.2);191931264;431b;Autorimessa;Piazzo frazione ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;28.0;1.0;2718994.018;1088599.149;28.0;0;0.0;0;0.0;0.0
221;POINT (718833.3 87905.2);191931265;284c;;Via al Parco ;Maroggia;6817;Maroggia;1060;1122.0;8013.0;20.0;2.0;2718833.309;1087905.131;40.0;141;5640.0;21;840.0;6480.0
222;POINT (718781 88350.7);191931266;472d;;Viale Baldassarre Longhena ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;32.0;1.0;2718780.993;1088350.627;32.0;0;0.0;0;0.0;0.0
223;POINT (719280.5 88420.89999999999);191931267;71a;;Via Val Mara ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;17.0;1.0;2719280.526;1088420.802;17.0;0;0.0;0;0.0;0.0
224;POINT (719012.6 87982.5);191931268;263c;Autorimessa;Viale Stazione ;Maroggia;6817;Maroggia;1060;1242.0;8013.0;14.0;1.0;2719012.603;1087982.433;14.0;0;0.0;0;0.0;0.0
225;POINT (718961.4 88542.60000000001);191931269;46b;;Piazzo frazione ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;25.0;1.0;2718961.427;1088542.526;25.0;0;0.0;0;0.0;0.0
226;POINT (719110.6 88682.8);191931270;35a;;Piazzo frazione ;Maroggia;6817;Maroggia;1060;1271.0;8013.0;18.0;1.0;2719110.64;1088682.74;18.0;0;0.0;0;0.0;0.0
227;POINT (718926.7 88301.3);191931271;382b;Ripostiglio;Via ai Molini ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;21.0;1.0;2718926.744;1088301.227;21.0;0;0.0;0;0.0;0.0
228;POINT (719015.1 87930.8);191952680;;;Viale Stazione ;Maroggia;6817;Maroggia;1020;1110.0;8013.0;124.0;2.0;2719015.187;1087930.736;248.0;141;34968.0;14;3472.0;38440.0
229;POINT (718658.1 88420.8);191954700;472a;Darsena coperta (0);Viale Baldassarre Longhena ;Maroggia;6817;Maroggia;1060;1274.0;8013.0;93.0;1.0;2718658.185;1088420.749;93.0;0;0.0;0;0.0;0.0
230;POINT (718890.1 87811.8);191954717;396b;Darsena coperta;Via al Parco ;Maroggia;6817;Maroggia;1060;1274.0;8015.0;128.0;1.0;2718890.184;1087811.735;128.0;0;0.0;0;0.0;0.0
231;POINT (718980.1 88243.8);191954721;300b;Deposito;Via ai Molini ;Maroggia;6817;Maroggia;1060;1252.0;8021.0;53.0;1.0;2718980.189;1088243.735;53.0;0;0.0;0;0.0;0.0
232;POINT (718806.1 87932.8);191954723;283b;Ripostiglio;Via Dr. Willy Fröhlich ;Maroggia;6817;Maroggia;1060;1252.0;8018.0;42.0;1.0;2718806.184;1087932.737;42.0;0;0.0;0;0.0;0.0
233;POINT (718892.1 88206.8);191954727;143f;Deposito (0);Via ai Molini ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;119.0;1.0;2718892.187;1088206.741;119.0;0;0.0;0;0.0;0.0
234;POINT (718886.1 88219.8);191954728;143e;Deposito (0);Via ai Molini ;Maroggia;6817;Maroggia;1060;1252.0;8013.0;128.0;1.0;2718886.187;1088219.741;128.0;0;0.0;0;0.0;0.0
235;POINT (718881.1 88241.8);274002620;143a;Mulino di Maroggia;Via ai Molini 2;Maroggia;6817;Maroggia;1060;1251.0;8011.0;1375.0;3.0;2718881.187;1088241.741;4125.0;128;528000.0;1;4125.0;532125.0
236;POINT (719019.1 87894.8);274002629;286b;;Viale Stazione 26;Maroggia;6817;Maroggia;1020;1121.0;8011.0;256.0;2.0;2719019.187;1087894.737;512.0;154;78848.0;21;10752.0;89600.0
237;POINT (719083.2 88005.10000000001);274002631;122a;;Via Ressiga 32;Maroggia;6817;Maroggia;1060;1230.0;8013.0;380.0;1.0;2719083.27;1088005.06;380.0;73;27740.0;7;2660.0;30400.0
238;POINT (719136.4 87983.2);274002634;446a;;Via Ressiga 3;Maroggia;6817;Maroggia;1030;1110.0;8014.0;273.0;2.0;2719136.47;1087983.19;546.0;131;71526.0;14;7644.0;79170.0
239;POINT (719076 88101.10000000001);274002636;111a;;Via Ressiga 22;Maroggia;6817;Maroggia;1060;1122.0;8011.0;115.0;1.0;2719076.02;1088101.07;115.0;154;17710.0;21;2415.0;20125.0
240;POINT (718935.1 88111.39999999999);274002640;127b;;Via Val Mara 1;Maroggia;6817;Maroggia;1060;1251.0;8020.0;127.0;1.0;2718935.13;1088111.37;127.0;56;7112.0;1;127.0;7239.0
241;POINT (718421.1 88692.8);274002643;374a;;Viale Baldassarre Longhena 2;Maroggia;6817;Maroggia;1020;1110.0;8011.0;66.0;2.0;2718421.183;1088692.752;132.0;154;20328.0;14;1848.0;22176.0
242;POINT (718883.6 88048.2);274002665;270a;Casa Comunale;Viale Stazione 6;Maroggia;6817;Maroggia;1060;1220.0;8011.0;358.0;2.0;2718883.62;1088048.19;716.0;157;112412.0;7;5012.0;117424.0
243;POINT (718671.1 88527.8);274004756;174a;;Viale Baldassarre Longhena 18;Maroggia;6817;Maroggia;1020;1122.0;8020.0;1292.0;3.0;2718671.186;1088527.75;3876.0;16;62016.0;21;81396.0;143412.0
244;POINT (718572.1 88619.8);274004759;363a;;Viale Baldassarre Longhena 14;Maroggia;6817;Maroggia;1020;1110.0;8020.0;80.0;3.0;2718572.12;1088619.78;240.0;16;3840.0;14;3360.0;7200.0
245;POINT (718835.3 88197.5);274004761;424a;Macelleria;Viale Baldassarre Longhena 9;Maroggia;6817;Maroggia;1060;1122.0;8020.0;302.0;2.0;2718835.37;1088197.41;604.0;16;9664.0;21;12684.0;22348.0
246;POINT (718814.9 88254.10000000001);274004766;184a;;Viale Baldassarre Longhena 3;Maroggia;6817;Maroggia;1030;1122.0;8013.0;115.0;4.0;2718814.99;1088254.01;460.0;141;64860.0;21;9660.0;74520.0
247;POINT (718883.7 88096.8);11100594;267a;;Viale Stazione 3;Maroggia;6817;Maroggia;1060;1251.0;8011.0;191.0;2.0;2718883.78;1088096.75;382.0;128;48896.0;1;382.0;49278.0
249;POINT (719088.3 87974.89999999999);11143440;123a;;Via Monte Generoso 14;Maroggia;6817;Maroggia;1020;1121.0;8013.0;120.0;2.0;2719088.33;1087974.85;240.0;141;33840.0;21;5040.0;38880.0
251;POINT (718990.1 88069.8);11143441;124a;;Via Monte Generoso 6;Maroggia;6817;Maroggia;1040;1122.0;8013.0;172.0;2.0;2718990.188;1088069.736;344.0;141;48504.0;21;7224.0;55728.0
253;POINT (718757.1 88274.8);11143467;224a;;Via Tommaso e Giacomo Rodari 9;Maroggia;6817;Maroggia;1030;1122.0;8012.0;279.0;3.0;2718757.186;1088274.747;837.0;149;124713.0;21;17577.0;142290.0
