index;geometry;EGID;mappale;nome;indirizzo;quartiere;NPA;comune;categoria;classe;epoca_costruzione;superficie;num_piani;coord_e;coord_n;SRE;k_SH;fab_SH;k_DHW;fab_DHW;fab_tot
15;POINT (719055.1 88044.8);11143439;118a;;Via Monte Generoso 8;Maroggia;6817;Maroggia;1020;1121.0;8012.0;118.0;2.0;2719055.189;1088044.733;236.0;149;35164.0;21;4956.0;40120.0
16;POINT (719014.8 88247);11143443;131a;;Via ai Molini 16;Maroggia;6817;Maroggia;1020;1122.0;8014.0;181.0;4.0;2719014.86;1088246.91;724.0;131;94844.0;21;15204.0;110048.0
17;POINT (718914.4 88242.89999999999);11143444;139a;;Via ai Molini 6;Maroggia;6817;Maroggia;1020;1110.0;8012.0;102.0;2.0;2718914.419;1088242.871;204.0;149;30396.0;14;2856.0;33252.0
18;POINT (719001.1 88316.8);11143445;146a;;Via ai Molini 73;Maroggia;6817;Maroggia;1030;1122.0;8014.0;242.0;4.0;2719001.19;1088316.733;968.0;131;126808.0;21;20328.0;147136.0
19;POINT (718982.1 88309.8);11143446;147a;;Via ai Molini 67;Maroggia;6817;Maroggia;1020;1121.0;8014.0;190.0;2.0;2718982.19;1088309.734;380.0;131;49780.0;21;7980.0;57760.0
20;POINT (718961.1 88274.8);11143447;473a;;Via Siegfried Bieber 65;Maroggia;6817;Maroggia;1020;1110.0;8013.0;96.0;2.0;2718961.189;1088274.736;192.0;141;27072.0;14;2688.0;29760.0
21;POINT (718857.4 88317.2);11143448;155b;;Via ai Molini 15;Maroggia;6817;Maroggia;1020;1110.0;8013.0;130.0;2.0;2718857.42;1088317.14;260.0;141;36660.0;14;3640.0;40300.0
22;POINT (718867.1 88298.8);11143449;158a;;Via ai Molini 17;Maroggia;6817;Maroggia;1020;1110.0;8012.0;102.0;2.0;2718867.188;1088298.741;204.0;149;30396.0;14;2856.0;33252.0
23;POINT (718828.1 88405.8);11143451;169a;;Vicolo ai Ronchetti 3;Maroggia;6817;Maroggia;1020;1110.0;8015.0;100.0;2.0;2718828.188;1088405.743;200.0;100;20000.0;14;2800.0;22800.0
24;POINT (718818.5 88243.7);11143452;185a;;Viale Baldassarre Longhena 5;Maroggia;6817;Maroggia;1020;1122.0;8011.0;93.0;4.0;2718818.54;1088243.64;372.0;154;57288.0;21;7812.0;65100.0
25;POINT (718822.9 88224.5);11143453;188a;;Viale Baldassarre Longhena 7;Maroggia;6817;Maroggia;1040;1122.0;8012.0;262.0;2.0;2718822.92;1088224.45;524.0;149;78076.0;21;11004.0;89080.0
26;POINT (718850.4 88160.39999999999);11143454;190a;;Viale Baldassarre Longhena 13;Maroggia;6817;Maroggia;1040;1230.0;8011.0;199.0;3.0;2718850.42;1088160.36;597.0;73;43581.0;7;4179.0;47760.0
27;POINT (718771.1 88319.8);11143455;192a;lato Cantonale;Viale Baldassarre Longhena 24;Maroggia;6817;Maroggia;1060;1220.0;8012.0;364.0;3.0;2718771.186;1088319.747;1092.0;157;171444.0;7;7644.0;179088.0
28;POINT (718792.5 88312.2);11143456;193a;;Viale Baldassarre Longhena 28;Maroggia;6817;Maroggia;1020;1110.0;8012.0;138.0;3.0;2718792.565;1088312.11;414.0;149;61686.0;14;5796.0;67482.0
29;POINT (718798.2 88301.89999999999);11143457;194a;;Vicolo Francesco Somaini 3;Maroggia;6817;Maroggia;1020;1121.0;8012.0;78.0;3.0;2718798.27;1088301.82;234.0;149;34866.0;21;4914.0;39780.0
30;POINT (718791.8 88300.60000000001);11143458;196a;;Piazzetta Francesco Somaini 3;Maroggia;6817;Maroggia;1020;1110.0;8012.0;74.0;2.0;2718791.83;1088300.57;148.0;149;22052.0;14;2072.0;24124.0
31;POINT (718778.1 88307.8);11143459;199a;;Piazzetta Francesco Somaini 2;Maroggia;6817;Maroggia;1020;1122.0;8012.0;76.0;3.0;2718778.186;1088307.746;228.0;149;33972.0;21;4788.0;38760.0
32;POINT (718774.1 88298.8);11143460;203a;Casa Larghi;Piazzetta Francesco Somaini 1;Maroggia;6817;Maroggia;1020;1122.0;8011.0;43.0;3.0;2718774.186;1088298.747;129.0;154;19866.0;21;2709.0;22575.0
33;POINT (718795.5 88276.60000000001);11143461;208bc;;Viale Baldassarre Longhena 34;Maroggia;6817;Maroggia;1020;1110.0;8012.0;87.0;2.0;2718795.573;1088276.565;174.0;149;25926.0;14;2436.0;28362.0
34;POINT (718779.1 88289.8);11143462;209a;;Vicolo Francesco Somaini 4;Maroggia;6817;Maroggia;1020;1110.0;8012.0;61.0;2.0;2718779.186;1088289.747;122.0;149;18178.0;14;1708.0;19886.0
35;POINT (718769.1 88277.8);11143463;214a;;Via Tommaso e Giacomo Rodari 12;Maroggia;6817;Maroggia;1020;1110.0;8012.0;36.0;3.0;2718769.186;1088277.747;108.0;149;16092.0;14;1512.0;17604.0
36;POINT (718777.1 88273.8);11143464;215a;;Via Tommaso e Giacomo Rodari 10;Maroggia;6817;Maroggia;1030;1122.0;8011.0;148.0;4.0;2718777.186;1088273.747;592.0;154;91168.0;21;12432.0;103600.0
37;POINT (718791.5 88265.7);11143465;216a;;Viale Baldassarre Longhena 36;Maroggia;6817;Maroggia;1040;1211.0;8012.0;196.0;3.0;2718791.57;1088265.69;588.0;149;87612.0;21;12348.0;99960.0
38;POINT (718778.1 88264.8);11143466;217a;;Via Tommaso e Giacomo Rodari 8;Maroggia;6817;Maroggia;1020;1122.0;8012.0;96.0;3.0;2718778.186;1088264.747;288.0;149;42912.0;21;6048.0;48960.0
39;POINT (718741.5 88272.7);11143468;228a;;Via Tommaso e Giacomo Rodari 13;Maroggia;6817;Maroggia;1020;1121.0;8012.0;57.0;3.0;2718741.529;1088272.604;171.0;149;25479.0;21;3591.0;29070.0
40;POINT (718738.5 88265.89999999999);11143469;229a;;Via Tommaso e Giacomo Rodari 15;Maroggia;6817;Maroggia;1020;1110.0;8011.0;140.0;2.0;2718738.565;1088265.859;280.0;154;43120.0;14;3920.0;47040.0
41;POINT (718741.6 88250.10000000001);11143470;230a;;Via Tommaso e Giacomo Rodari 5;Maroggia;6817;Maroggia;1020;1110.0;8012.0;40.0;3.0;2718741.6;1088250.022;120.0;149;17880.0;14;1680.0;19560.0
42;POINT (718713.1 88288.5);11143471;234a;;Via Tommaso e Giacomo Rodari 22;Maroggia;6817;Maroggia;1020;1121.0;8013.0;117.0;2.0;2718713.11;1088288.4;234.0;141;32994.0;21;4914.0;37908.0
43;POINT (718727.5 88288.5);11143472;236a;236-235-234a;Via Tommaso e Giacomo Rodari 18;Maroggia;6817;Maroggia;1020;1121.0;8013.0;114.0;3.0;2718727.512;1088288.47;342.0;141;48222.0;21;7182.0;55404.0
44;POINT (718729.1 88284.8);11143473;237a;;Via Tommaso e Giacomo Rodari 16;Maroggia;6817;Maroggia;1020;1110.0;8012.0;36.0;3.0;2718729.185;1088284.746;108.0;149;16092.0;14;1512.0;17604.0
45;POINT (718793.1 88223.8);11143475;251a;;Viale Baldassarre Longhena 40;Maroggia;6817;Maroggia;1030;1121.0;8011.0;105.0;3.0;2718793.186;1088223.746;315.0;154;48510.0;21;6615.0;55125.0
46;POINT (718778.3 88227.3);11143476;252a;;Via Tommaso e Giacomo Rodari 1;Maroggia;6817;Maroggia;1020;1110.0;8012.0;139.0;2.0;2718778.296;1088227.257;278.0;149;41422.0;14;3892.0;45314.0
47;POINT (718793.9 88210);11143477;253a;;Viale Baldassarre Longhena 42;Maroggia;6817;Maroggia;1020;1122.0;8011.0;146.0;4.0;2718793.9;1088209.968;584.0;154;89936.0;21;12264.0;102200.0
48;POINT (718805.1 88176.8);11143478;254a;;Viale Baldassarre Longhena 46;Maroggia;6817;Maroggia;1020;1121.0;8013.0;151.0;2.0;2718805.186;1088176.745;302.0;141;42582.0;21;6342.0;48924.0
49;POINT (718818.4 88128.2);11143479;255a;;Viale Baldassarre Longhena 48;Maroggia;6817;Maroggia;1020;1122.0;8012.0;298.0;2.0;2718818.49;1088128.16;596.0;149;88804.0;21;12516.0;101320.0
50;POINT (718783.1 88117.8);11143480;256a;;Via al Lido 4;Maroggia;6817;Maroggia;1020;1122.0;8015.0;322.0;3.0;2718783.185;1088117.742;966.0;100;96600.0;21;20286.0;116886.0
51;POINT (718748.2 88143);11143481;257a;;Via al Lido 6;Maroggia;6817;Maroggia;1020;1122.0;8014.0;276.0;4.0;2718748.25;1088142.96;1104.0;131;144624.0;21;23184.0;167808.0
52;POINT (718688.8 88195.8);11143482;259a;Abitazione da 11 o piu' appartamenti (0);Via al Lido 9;Maroggia;6817;Maroggia;1020;1122.0;8018.0;1900.0;5.0;2718688.81;1088195.79;9500.0;60;570000.0;21;199500.0;769500.0
53;POINT (718842.4 88075.7);11143483;268a;;Quartiere Prà Comun 1;Maroggia;6817;Maroggia;1030;1122.0;8017.0;342.0;3.0;2718842.47;1088075.64;1026.0;76;77976.0;21;21546.0;99522.0
54;POINT (718915.4 88020.5);11143485;274a;Posta;Viale Stazione 10;Maroggia;6817;Maroggia;1040;1122.0;8013.0;438.0;3.0;2718915.49;1088020.45;1314.0;141;185274.0;21;27594.0;212868.0
55;POINT (718953.3 87984.2);11143486;276a;;Viale Stazione 16;Maroggia;6817;Maroggia;1030;1110.0;8013.0;156.0;3.0;2718953.36;1087984.11;468.0;141;65988.0;14;6552.0;72540.0
56;POINT (719060.4 87875.2);11143491;289a;;Viale Stazione 34;Maroggia;6817;Maroggia;1030;1121.0;8014.0;75.0;2.0;2719060.455;1087875.171;150.0;131;19650.0;21;3150.0;22800.0
57;POINT (718990.6 88247);11143492;300a;;Via ai Molini 14;Maroggia;6817;Maroggia;1020;1121.0;8012.0;91.0;2.0;2718990.68;1088246.97;182.0;149;27118.0;21;3822.0;30940.0
58;POINT (718767.5 88099.39999999999);11143493;304a;;Via al Lido 5;Maroggia;6817;Maroggia;1020;1121.0;8012.0;134.0;2.0;2718767.53;1088099.31;268.0;149;39932.0;21;5628.0;45560.0
59;POINT (719095.2 88605.8);11143494;312a;Caa dal piazz;Piazzo frazione 5;Maroggia;6817;Maroggia;1020;1121.0;8011.0;150.0;3.0;2719095.194;1088605.725;450.0;154;69300.0;21;9450.0;78750.0
60;POINT (719033.5 87876.60000000001);11143496;316a;;Viale Stazione 32;Maroggia;6817;Maroggia;1020;1122.0;8016.0;168.0;3.0;2719033.57;1087876.53;504.0;76;38304.0;21;10584.0;48888.0
61;POINT (718842.1 88179);11143497;317a;Abitazione da 3 a 10 appartamenti (656);Viale Baldassarre Longhena 11;Maroggia;6817;Maroggia;1030;1122.0;8013.0;443.0;3.0;2718842.13;1088178.92;1329.0;141;187389.0;21;27909.0;215298.0
62;POINT (718769.9 88045.5);11143498;328a;;Quartiere Prà Comun 6;Maroggia;6817;Maroggia;1020;1110.0;8012.0;162.0;2.0;2718769.978;1088045.417;324.0;149;48276.0;14;4536.0;52812.0
63;POINT (718772.1 88164.8);11143499;331a;;Via al Lido 3;Maroggia;6817;Maroggia;1020;1122.0;8017.0;345.0;3.0;2718772.185;1088164.744;1035.0;76;78660.0;21;21735.0;100395.0
64;POINT (718550.1 88627.8);11143501;334a;;Viale Baldassarre Longhena 10;Maroggia;6817;Maroggia;1020;1110.0;8013.0;46.0;3.0;2718550.185;1088627.753;138.0;141;19458.0;14;1932.0;21390.0
65;POINT (718838.1 88023.3);11143502;348a;;Via Dr. Willy Fröhlich 2;Maroggia;6817;Maroggia;1020;1110.0;8013.0;95.0;1.0;2718838.112;1088023.21;95.0;141;13395.0;14;1330.0;14725.0
66;POINT (718862.6 88064.2);11143503;351a;;Viale Stazione 4;Maroggia;6817;Maroggia;1020;1121.0;8013.0;167.0;3.0;2718862.63;1088064.19;501.0;141;70641.0;21;10521.0;81162.0
67;POINT (718801.1 88202.8);11143504;354a;Abitazione da 3 a 10 appartamenti (420);Viale Baldassarre Longhena 44;Maroggia;6817;Maroggia;1030;1122.0;8012.0;242.0;3.0;2718801.186;1088202.745;726.0;149;108174.0;21;15246.0;123420.0
68;POINT (719041.9 88169.5);11143505;357a;;Via Val Mara 6;Maroggia;6817;Maroggia;1020;1110.0;8013.0;104.0;2.0;2719041.98;1088169.45;208.0;141;29328.0;14;2912.0;32240.0
69;POINT (718818 88066.8);11143506;360a;;Quartiere Prà Comun 2;Maroggia;6817;Maroggia;1020;1121.0;8013.0;126.0;2.0;2718818.02;1088066.75;252.0;141;35532.0;21;5292.0;40824.0
70;POINT (719056.5 88190.5);11143507;371a;;Via Ressiga 2;Maroggia;6817;Maroggia;1020;1122.0;8013.0;142.0;3.0;2719056.57;1088190.479;426.0;141;60066.0;21;8946.0;69012.0
71;POINT (719076.1 87985.5);11143508;373a;;Via Monte Generoso 12;Maroggia;6817;Maroggia;1020;1122.0;8013.0;116.0;3.0;2719076.11;1087985.43;348.0;141;49068.0;21;7308.0;56376.0
72;POINT (719072.5 88158.3);11143509;375a;;Via Ressiga 4;Maroggia;6817;Maroggia;1020;1121.0;8014.0;119.0;2.0;2719072.51;1088158.21;238.0;131;31178.0;21;4998.0;36176.0
73;POINT (718907.1 88323.8);11143510;380a;;Via ai Molini 29;Maroggia;6817;Maroggia;1020;1121.0;8014.0;113.0;2.0;2718907.189;1088323.739;226.0;131;29606.0;21;4746.0;34352.0
74;POINT (718901.8 87908.3);11143511;391a;;Via al Parco 17;Maroggia;6817;Maroggia;1020;1122.0;8015.0;385.0;6.0;2718901.82;1087908.23;2310.0;100;231000.0;21;48510.0;279510.0
75;POINT (718837.5 88435.60000000001);11143512;393a;;Vicolo ai Ronchetti 9;Maroggia;6817;Maroggia;1020;1121.0;8012.0;89.0;2.0;2718837.58;1088435.57;178.0;149;26522.0;21;3738.0;30260.0
76;POINT (718774.1 88309.8);11143514;422a;;Piazzetta Francesco Somaini 1;Maroggia;6817;Maroggia;1020;1110.0;8011.0;14.0;3.0;2718774.186;1088309.747;42.0;154;6468.0;14;588.0;7056.0
77;POINT (719104.5 88059.5);11143515;433a;;Vicolo del Tiglio 3;Maroggia;6817;Maroggia;1020;1110.0;8018.0;91.0;3.0;2719104.51;1088059.44;273.0;60;16380.0;14;3822.0;20202.0
78;POINT (718952.1 88307.2);11143516;436af;;Via Siegfried Bieber 39;Maroggia;6817;Maroggia;1030;1121.0;8013.0;375.0;2.0;2718952.14;1088307.17;750.0;141;105750.0;21;15750.0;121500.0
79;POINT (718840.3 88422.89999999999);11143518;441a;;Vicolo ai Ronchetti 7;Maroggia;6817;Maroggia;1020;1110.0;8018.0;85.0;2.0;2718840.37;1088422.81;170.0;60;10200.0;14;2380.0;12580.0
80;POINT (718836.8 88448.3);11143519;443a;;Via ai Molini 3;Maroggia;6817;Maroggia;1020;1122.0;8018.0;61.0;3.0;2718836.85;1088448.206;183.0;60;10980.0;21;3843.0;14823.0
81;POINT (719002.1 88275.8);11143520;427a;;Via ai Molini 69;Maroggia;6817;Maroggia;1020;1110.0;8014.0;103.0;2.0;2719002.19;1088275.734;206.0;131;26986.0;14;2884.0;29870.0
82;POINT (719002 88605.60000000001);11143521;431a;;Piazzo frazione 3;Maroggia;6817;Maroggia;1020;1110.0;8017.0;113.0;3.0;2719002.01;1088605.52;339.0;76;25764.0;14;4746.0;30510.0
83;POINT (718767.2 88288.89999999999);11143522;211a;;Vicolo Francesco Somaini 2;Maroggia;6817;Maroggia;1020;1110.0;8016.0;47.0;3.0;2718767.29;1088288.86;141.0;76;10716.0;14;1974.0;12690.0
84;POINT (719041.3 88148.60000000001);11143523;362a;;Via Val Mara 5;Maroggia;6817;Maroggia;1020;1110.0;8012.0;68.0;2.0;2719041.346;1088148.501;136.0;149;20264.0;14;1904.0;22168.0
85;POINT (718863.7 88147.60000000001);11143524;191a;;Viale Baldassarre Longhena 15;Maroggia;6817;Maroggia;1020;1110.0;8012.0;123.0;2.0;2718863.73;1088147.59;246.0;149;36654.0;14;3444.0;40098.0
86;POINT (719052.9 88547.10000000001);11143525;55a;;Piazzo frazione 6;Maroggia;6817;Maroggia;1020;1110.0;8013.0;139.0;3.0;2719052.94;1088547.07;417.0;141;58797.0;14;5838.0;64635.0
87;POINT (719031.7 88614.3);11143526;399a;;Piazzo frazione 11;Maroggia;6817;Maroggia;1020;1121.0;8014.0;171.0;2.0;2719031.717;1088614.279;342.0;131;44802.0;21;7182.0;51984.0
88;POINT (719052.9 88150.2);11143527;103a;;Via Ressiga 16;Maroggia;6817;Maroggia;1020;1110.0;8013.0;27.0;2.0;2719052.933;1088150.125;54.0;141;7614.0;14;756.0;8370.0
89;POINT (719080.1 88180.10000000001);11143528;377a;;Via Ressiga 6;Maroggia;6817;Maroggia;1020;1121.0;8017.0;150.0;2.0;2719080.15;1088180.07;300.0;76;22800.0;21;6300.0;29100.0
90;POINT (719039.7 88138.3);11143530;107a;;Via Val Mara 4;Maroggia;6817;Maroggia;1020;1110.0;8012.0;73.0;3.0;2719039.77;1088138.23;219.0;149;32631.0;14;3066.0;35697.0
91;POINT (718747.8 88249.39999999999);11143531;231a;;Via Tommaso e Giacomo Rodari 3;Maroggia;6817;Maroggia;1020;1110.0;8012.0;44.0;3.0;2718747.801;1088249.373;132.0;149;19668.0;14;1848.0;21516.0
92;POINT (719136.4 88651.89999999999);11143532;401a;;Piazzo frazione 13;Maroggia;6817;Maroggia;1020;1110.0;8014.0;142.0;2.0;2719136.41;1088651.87;284.0;131;37204.0;14;3976.0;41180.0
93;POINT (718848.4 88341.39999999999);11143533;159a;;Via ai Molini 13;Maroggia;6817;Maroggia;1020;1110.0;8014.0;161.0;2.0;2718848.43;1088341.38;322.0;131;42182.0;14;4508.0;46690.0
94;POINT (718836.6 88359.89999999999);11143534;315a;;Via ai Molini 9;Maroggia;6817;Maroggia;1020;1110.0;8012.0;99.0;2.0;2718836.63;1088359.81;198.0;149;29502.0;14;2772.0;32274.0
95;POINT (719014.5 88436.5);11143536;48a;;Via al Vallone 2;Maroggia;6817;Maroggia;1020;1110.0;8013.0;100.0;3.0;2719014.56;1088436.48;300.0;141;42300.0;14;4200.0;46500.0
96;POINT (719063.8 88000.89999999999);11143537;406a;;Via Monte Generoso 11;Maroggia;6817;Maroggia;1020;1110.0;8012.0;90.0;2.0;2719063.858;1088000.839;180.0;149;26820.0;14;2520.0;29340.0
97;POINT (718886 88023.7);11143538;277a;;Via Dr. Willy Fröhlich 3;Maroggia;6817;Maroggia;1020;1110.0;8012.0;81.0;2.0;2718886.042;1088023.599;162.0;149;24138.0;14;2268.0;26406.0
98;POINT (719051.4 88020.3);11143539;302a;;Via Monte Generoso 10;Maroggia;6817;Maroggia;1020;1110.0;8015.0;135.0;2.0;2719051.42;1088020.21;270.0;100;27000.0;14;3780.0;30780.0
99;POINT (718918.6 88295.89999999999);11143540;382a;;Via ai Molini 33;Maroggia;6817;Maroggia;1020;1110.0;8014.0;97.0;2.0;2718918.62;1088295.8;194.0;131;25414.0;14;2716.0;28130.0
100;POINT (718812.7 88447.3);11143542;166a;Casa monofamigliare o bifamigliare (267);Via ai Molini 1;Maroggia;6817;Maroggia;1030;1122.0;8014.0;155.0;4.0;2718812.77;1088447.29;620.0;131;81220.0;21;13020.0;94240.0
101;POINT (718792.9 88288.8);11143544;207a;;Viale Baldassarre Longhena 32;Maroggia;6817;Maroggia;1030;1122.0;8011.0;151.0;3.0;2718792.94;1088288.7;453.0;154;69762.0;21;9513.0;79275.0
102;POINT (719078.8 87923.8);11143545;263a;;Viale Stazione 7;Maroggia;6817;Maroggia;1030;1122.0;8013.0;196.0;3.0;2719078.85;1087923.74;588.0;141;82908.0;21;12348.0;95256.0
103;POINT (718760.1 88253.8);11143546;223a;Abitazione da 3 a 10 appartamenti (488);Via Tommaso e Giacomo Rodari 7;Maroggia;6817;Maroggia;1020;1122.0;8011.0;399.0;3.0;2718760.186;1088253.746;1197.0;154;184338.0;21;25137.0;209475.0
104;POINT (718920.7 88248.3);11143547;138a;;Via ai Molini 8;Maroggia;6817;Maroggia;1020;1110.0;8012.0;96.0;2.0;2718920.74;1088248.22;192.0;149;28608.0;14;2688.0;31296.0
105;POINT (718819.5 88432.39999999999);11143550;167a;;Via ai Molini 5;Maroggia;6817;Maroggia;1020;1110.0;8019.0;53.0;2.0;2718819.53;1088432.38;106.0;60;6360.0;14;1484.0;7844.0
106;POINT (718938 87906.89999999999);11143551;390a;;Via al Parco 11;Maroggia;6817;Maroggia;1020;1122.0;8012.0;372.0;5.0;2718938.03;1087906.8;1860.0;149;277140.0;21;39060.0;316200.0
107;POINT (719100.1 88549.10000000001);11169138;383a;;Piazzo frazione 12;Maroggia;6817;Maroggia;1020;1110.0;8014.0;180.0;2.0;2719100.12;1088549.0;360.0;131;47160.0;14;5040.0;52200.0
108;POINT (718678.6 88274.39999999999);11169973;248ab;chiesa;Via Tommaso e Giacomo Rodari 17;Maroggia;6817;Maroggia;1060;1272.0;8012.0;272.0;1.0;2718678.68;1088274.35;272.0;157;42704.0;7;1904.0;44608.0
109;POINT (718438.1 88681.8);11204116;2a;;Viale Baldassarre Longhena 4;Maroggia;6817;Maroggia;1020;1110.0;8013.0;82.0;2.0;2718438.183;1088681.752;164.0;141;23124.0;14;2296.0;25420.0
110;POINT (718766.1 88283.8);11204130;212a;;Via Tommaso e Giacomo Rodari 14;Maroggia;6817;Maroggia;1020;1110.0;8013.0;22.0;2.0;2718766.186;1088283.747;44.0;141;6204.0;14;616.0;6820.0
111;POINT (718804.9 88421.7);11204135;168a;(e 440);Vicolo ai Ronchetti 5;Maroggia;6817;Maroggia;1020;1110.0;8013.0;67.0;3.0;2718804.96;1088421.69;201.0;141;28341.0;14;2814.0;31155.0
112;POINT (718457.6 88673.3);11204146;308a;;Viale Baldassarre Longhena 6;Maroggia;6817;Maroggia;1020;1110.0;8012.0;53.0;3.0;2718457.654;1088673.271;159.0;149;23691.0;14;2226.0;25917.0
113;POINT (718538.1 88629.8);11204148;327a;;Viale Baldassarre Longhena 8;Maroggia;6817;Maroggia;1020;1110.0;8013.0;81.0;2.0;2718538.185;1088629.753;162.0;141;22842.0;14;2268.0;25110.0
114;POINT (718849.9 87871.3);11204152;336a;;Via al Parco 19;Maroggia;6817;Maroggia;1020;1110.0;8013.0;55.0;3.0;2718849.96;1087871.21;165.0;141;23265.0;14;2310.0;25575.0
115;POINT (718815.4 88049.10000000001);11204153;337a;;Quartiere Prà Comun 4;Maroggia;6817;Maroggia;1020;1110.0;8013.0;100.0;1.0;2718815.4;1088049.07;100.0;141;14100.0;14;1400.0;15500.0
116;POINT (718789.1 88025.60000000001);11204154;339a;;Quartiere Prà Comun 7;Maroggia;6817;Maroggia;1020;1110.0;8013.0;139.0;2.0;2718789.15;1088025.54;278.0;141;39198.0;14;3892.0;43090.0
117;POINT (718721.7 87992.39999999999);11204155;342a;;Quartiere Prà Comun 17;Maroggia;6817;Maroggia;1020;1110.0;8014.0;191.0;1.0;2718721.74;1087992.32;191.0;131;25021.0;14;2674.0;27695.0
118;POINT (718754.1 87958.8);11204157;344a;;Quartiere Prà Comun 19;Maroggia;6817;Maroggia;1020;1110.0;8013.0;168.0;1.0;2718754.15;1087958.75;168.0;141;23688.0;14;2352.0;26040.0
119;POINT (718828.3 88034.10000000001);11204158;347a;;Quartiere Prà Comun 5;Maroggia;6817;Maroggia;1020;1110.0;8013.0;105.0;1.0;2718828.37;1088034.01;105.0;141;14805.0;14;1470.0;16275.0
120;POINT (718776.8 87991.5);11204160;350a;;Quartiere Prà Comun 11;Maroggia;6817;Maroggia;1020;1110.0;8012.0;92.0;1.0;2718776.8;1087991.485;92.0;149;13708.0;14;1288.0;14996.0
121;POINT (718801.1 88061.8);11204163;353a;;Quartiere Prà Comun 3;Maroggia;6817;Maroggia;1020;1110.0;8013.0;119.0;1.0;2718801.185;1088061.741;119.0;141;16779.0;14;1666.0;18445.0
122;POINT (718766.1 88005.8);11204164;356a;;Quartiere Prà Comun 12;Maroggia;6817;Maroggia;1020;1110.0;8013.0;102.0;1.0;2718766.184;1088005.739;102.0;141;14382.0;14;1428.0;15810.0
123;POINT (718808.2 87998.10000000001);11204165;358a;;Quartiere Prà Comun 9;Maroggia;6817;Maroggia;1020;1110.0;8013.0;117.0;1.0;2718808.25;1087998.05;117.0;141;16497.0;14;1638.0;18135.0
