index;geometry;EGID;mappale;nome;indirizzo;quartiere;NPA;comune;categoria;classe;epoca_costruzione;superficie;num_piani;coord_e;coord_n;SRE;k_SH;fab_SH;k_DHW;fab_DHW;fab_tot
0;POINT (714683.7 98412.60000000001);11100538;433d;DPSSP 820;Via Cantonale 8;Manno;6928;Manno;1060;1110.0;8011.0;3652.0;3.0;2714683.76;1098412.59;10956.0;154;1687224.0;14;153384.0;1840608.0
1;POINT (715169.9 99417.5);11100541;760a;Pangas;Via Violino 7;Manno;6928;Manno;1060;1230.0;8016.0;372.0;2.0;2715169.92;1099417.46;744.0;73;54312.0;7;5208.0;59520.0
2;POINT (715079.6 99486.7);11100543;687a;Garage Canonica SAGL;Via Vedeggio 3;Manno;6928;Manno;1060;1110.0;8011.0;359.0;1.0;2715079.68;1099486.66;359.0;154;55286.0;14;5026.0;60312.0
3;POINT (714743 98679.8);11100544;472a;;Via Cantonale 16e;Manno;6928;Manno;1060;1220.0;8015.0;856.0;5.0;2714743.04;1098679.76;4280.0;123;526440.0;7;29960.0;556400.0
4;POINT (714933.4 98800.60000000001);11100545;468a;Geberit SA;Via Gerre 4;Manno;6928;Manno;1060;1110.0;8011.0;576.0;2.0;2714933.46;1098800.58;1152.0;154;177408.0;14;16128.0;193536.0
5;POINT (714702.2 99415.39999999999);11100547;277a;Scuola dell'infanzia;Via Asilo 3;Manno;6928;Manno;1060;1263.0;8015.0;512.0;1.0;2714702.21;1099415.38;512.0;123;62976.0;7;3584.0;66560.0
6;POINT (714723.7 99609);11100548;216bc;scuola dell'infanzia;Via Grumo 19;Manno;6928;Manno;1060;1263.0;8011.0;286.00354609929076;2.0;2714723.74;1099608.9;572.0070921985815;131;74932.92907801417;7;4004.0496453900705;78936.97872340425
7;POINT (714895.2 99110.2);11100558;776a;;Via Cantonale 35a;Manno;6928;Manno;1060;1110.0;8011.0;342.0;4.0;2714895.22;1099110.14;1368.0;154;210672.0;14;19152.0;229824.0
8;POINT (714877.2 98977);11100560;416a;;Via Norello 1;Manno;6928;Manno;1060;1251.0;8016.0;721.0;2.0;2714877.237;1098976.967;1442.0;128;184576.0;1;1442.0;186018.0
9;POINT (714937.9 99091.7);11100561;407a;;Via Cantonale 31;Manno;6928;Manno;1060;1251.0;8017.0;654.0;3.0;2714937.91;1099091.61;1962.0;128;251136.0;1;1962.0;253098.0
10;POINT (714914.7 99014.2);11100562;415a;;Via Cantonale 27;Manno;6928;Manno;1060;1220.0;8017.0;610.0;2.0;2714914.78;1099014.16;1220.0;123;150060.0;7;8540.0;158600.0
11;POINT (714905.7 98979.2);11100568;690a;;Via Cantonale 25;Manno;6928;Manno;1060;1230.0;8011.0;205.0;1.0;2714905.74;1098979.13;205.0;73;14965.0;7;1435.0;16400.0
12;POINT (714965.4 99205.39999999999);11100569;387a;;Via Cantonale 39;Manno;6928;Manno;1060;1230.0;8011.0;388.0;1.0;2714965.43;1099205.39;388.0;73;28324.0;7;2716.0;31040.0
13;POINT (715018.3 99096.89999999999);11100570;695a;;Via Cantonale 34a;Manno;6928;Manno;1060;1230.0;8011.0;1297.0;3.0;2715018.37;1099096.85;3891.0;73;284043.0;7;27237.0;311280.0
14;POINT (714704.6 98943.3);11100573;298a;;Via Orti 3;Manno;6928;Manno;1060;1230.0;8017.0;610.0;2.0;2714704.67;1098943.24;1220.0;73;89060.0;7;8540.0;97600.0
15;POINT (714727.7 98950.3);11100574;298d;;Via Orti 1a;Manno;6928;Manno;1060;1230.0;8017.0;743.0;2.0;2714727.73;1098950.28;1486.0;73;108478.0;7;10402.0;118880.0
16;POINT (714584.2 99248);11143136;4a;Grotto Ortiga e abitazioni;Strada Regina 35;Manno;6928;Manno;1030;1121.0;8011.0;143.0;4.0;2714584.238;1099247.957;572.0;154;88088.0;21;12012.0;100100.0
17;POINT (714565.5 99231.7);11143137;6a;;Via Pinca 6;Manno;6928;Manno;1020;1110.0;8017.0;123.0;3.0;2714565.531;1099231.694;369.0;76;28044.0;14;5166.0;33210.0
18;POINT (714566.6 99218.60000000001);11143138;7a;;Via Pinca 4;Manno;6928;Manno;1020;1110.0;8012.0;138.0;3.0;2714566.667;1099218.544;414.0;149;61686.0;14;5796.0;67482.0
19;POINT (714578.2 99238.5);11143139;9a;;Strada Regina 33;Manno;6928;Manno;1020;1110.0;8012.0;90.0;3.0;2714578.22;1099238.44;270.0;149;40230.0;14;3780.0;44010.0
20;POINT (714593.2 99274);11143140;10ab;;Strada Regina 47;Manno;6928;Manno;1020;1122.0;8017.0;183.0;3.0;2714593.239;1099273.957;549.0;76;41724.0;21;11529.0;53253.0
21;POINT (714604.2 99224);11143141;19a;;Strada Regina 32;Manno;6928;Manno;1020;1122.0;8011.0;116.0;3.0;2714604.238;1099223.958;348.0;154;53592.0;21;7308.0;60900.0
22;POINT (714632.4 99240.2);11143142;29a;Casa monofamigliare o bifamigliare (105);Piazza Bironico 10;Manno;6928;Manno;1020;1110.0;8011.0;55.0;3.0;2714632.42;1099240.11;165.0;154;25410.0;14;2310.0;27720.0
23;POINT (714641.6 99265.3);11143143;30a;;Piazza Bironico 12;Manno;6928;Manno;1020;1110.0;8012.0;169.0;2.0;2714641.64;1099265.26;338.0;149;50362.0;14;4732.0;55094.0
24;POINT (714650.9 99264.3);11143144;31a;;Piazza Bironico 16;Manno;6928;Manno;1020;1110.0;8013.0;48.0;3.0;2714650.918;1099264.243;144.0;141;20304.0;14;2016.0;22320.0
25;POINT (714655.2 99262);11143145;32a;;Piazza Bironico 17;Manno;6928;Manno;1020;1110.0;8013.0;45.0;3.0;2714655.239;1099261.958;135.0;141;19035.0;14;1890.0;20925.0
26;POINT (714660.9 99288.39999999999);11143146;34a;;Via Carà 26;Manno;6928;Manno;1020;1122.0;8018.0;354.0;3.0;2714660.98;1099288.36;1062.0;60;63720.0;21;22302.0;86022.0
27;POINT (714660.2 99262.3);11143147;35a;;Piazza Bironico 18;Manno;6928;Manno;1020;1110.0;8012.0;60.0;2.0;2714660.263;1099262.292;120.0;149;17880.0;14;1680.0;19560.0
28;POINT (714628.2 99201);11143149;42ab;;Via San Rocco 2;Manno;6928;Manno;1020;1121.0;8012.0;81.0;2.0;2714628.238;1099200.959;162.0;149;24138.0;21;3402.0;27540.0
29;POINT (714618.1 99218.5);11143150;45a;;Piazza Bironico 5;Manno;6928;Manno;1020;1110.0;8013.0;93.0;2.0;2714618.16;1099218.45;186.0;141;26226.0;14;2604.0;28830.0
30;POINT (714613.2 99205);11143151;47a;;Piazza Bironico 4;Manno;6928;Manno;1020;1110.0;8012.0;52.0;2.0;2714613.238;1099204.959;104.0;149;15496.0;14;1456.0;16952.0
31;POINT (714591.2 99214);11143152;49a;;Via Pinca 3;Manno;6928;Manno;1020;1110.0;8012.0;70.0;2.0;2714591.238;1099213.958;140.0;149;20860.0;14;1960.0;22820.0
32;POINT (714627 99184.39999999999);11143153;62a;;Via Scuola Vecchia 8;Manno;6928;Manno;1020;1110.0;8012.0;81.0;2.0;2714627.082;1099184.305;162.0;149;24138.0;14;2268.0;26406.0
33;POINT (714625.2 99164);11143155;68a;;Strada Bassa 7;Manno;6928;Manno;1020;1110.0;8011.0;286.00354609929076;4.0;2714625.237;1099163.96;1144.014184397163;154;176178.1843971631;14;16016.198581560282;192194.38297872338
34;POINT (714570.2 99152);11143156;76a;;Via Lavatoio 10;Manno;6928;Manno;1020;1110.0;8012.0;29.0;3.0;2714570.236;1099151.96;87.0;149;12963.0;14;1218.0;14181.0
35;POINT (714580.2 99142);11143157;77a;;Strada Regina 25;Manno;6928;Manno;1020;1122.0;8013.0;116.0;3.0;2714580.236;1099141.96;348.0;141;49068.0;21;7308.0;56376.0
36;POINT (714560.2 99115);11143158;80a;;Via Lavatoio 4;Manno;6928;Manno;1020;1110.0;8012.0;69.0;2.0;2714560.235;1099114.96;138.0;149;20562.0;14;1932.0;22494.0
37;POINT (714573.6 99110.7);11143159;81a;;Strada Regina 19;Manno;6928;Manno;1020;1110.0;8012.0;158.0;3.0;2714573.62;1099110.67;474.0;149;70626.0;14;6636.0;77262.0
38;POINT (714595.2 99133);11143160;82a;;Strada Bassa 1;Manno;6928;Manno;1020;1121.0;8012.0;76.0;3.0;2714595.236;1099132.96;228.0;149;33972.0;21;4788.0;38760.0
39;POINT (714600.8 99141.60000000001);11143161;83a;;Strada Regina 26;Manno;6928;Manno;1020;1110.0;8012.0;84.0;3.0;2714600.81;1099141.52;252.0;149;37548.0;14;3528.0;41076.0
40;POINT (714656.5 99189.39999999999);11143163;91a;;Strada Bassa 14;Manno;6928;Manno;1020;1110.0;8012.0;64.0;3.0;2714656.58;1099189.36;192.0;149;28608.0;14;2688.0;31296.0
41;POINT (714716.2 99154.7);11143164;97a;;Via Norello 24;Manno;6928;Manno;1020;1110.0;8014.0;106.0;2.0;2714716.283;1099154.684;212.0;131;27772.0;14;2968.0;30740.0
42;POINT (714720.2 99110);11143165;100a;;Via Orti 4;Manno;6928;Manno;1020;1121.0;8014.0;102.0;2.0;2714720.237;1099109.963;204.0;131;26724.0;21;4284.0;31008.0
43;POINT (714599.4 99113);11143167;106a;;Strada Bassa 2;Manno;6928;Manno;1020;1121.0;8012.0;162.0;4.0;2714599.41;1099112.98;648.0;149;96552.0;21;13608.0;110160.0
44;POINT (714590.3 99108.8);11143168;107a;;Strada Regina 22;Manno;6928;Manno;1020;1122.0;8011.0;94.0;4.0;2714590.32;1099108.74;376.0;154;57904.0;21;7896.0;65800.0
45;POINT (714223.3 99685.89999999999);11143169;112a;;Via ai Boschetti 60;Manno;6928;Manno;1020;1110.0;8014.0;72.0;2.0;2714223.31;1099685.89;144.0;131;18864.0;14;2016.0;20880.0
46;POINT (714241.5 99670.5);11143170;115a;;Via ai Boschetti 58a;Manno;6928;Manno;1020;1121.0;8014.0;147.0;2.0;2714241.52;1099670.44;294.0;131;38514.0;21;6174.0;44688.0
47;POINT (714221.5 99641);11143171;127a;;Via ai Boschetti 57;Manno;6928;Manno;1020;1122.0;8013.0;257.0;4.0;2714221.519;1099640.947;1028.0;141;144948.0;21;21588.0;166536.0
48;POINT (714239.4 99628.5);11143172;128a;;Via ai Boschetti 55;Manno;6928;Manno;1020;1121.0;8017.0;142.0;2.0;2714239.48;1099628.47;284.0;76;21584.0;21;5964.0;27548.0
49;POINT (714261.2 99584);11143173;132c;;Via ai Boschetti 51;Manno;6928;Manno;1020;1121.0;8017.0;157.0;2.0;2714261.24;1099583.943;314.0;76;23864.0;21;6594.0;30458.0
50;POINT (714263.4 99635.8);11143174;137a;;Via ai Boschetti 52;Manno;6928;Manno;1020;1121.0;8012.0;137.0;3.0;2714263.47;1099635.73;411.0;149;61239.0;21;8631.0;69870.0
51;POINT (714291.4 99596);11143175;149a;;Via Vecchio Castagno 3;Manno;6928;Manno;1020;1110.0;8013.0;28.0;2.0;2714291.42;1099595.94;56.0;141;7896.0;14;784.0;8680.0
52;POINT (714366.1 99605.2);11143176;156a;;Via ai Boschetti 34;Manno;6928;Manno;1020;1110.0;8015.0;115.0;2.0;2714366.12;1099605.13;230.0;100;23000.0;14;3220.0;26220.0
53;POINT (714357.2 99578.39999999999);11143177;159a;;Via ai Boschetti 36;Manno;6928;Manno;1020;1110.0;8014.0;141.0;1.0;2714357.2;1099578.35;141.0;131;18471.0;14;1974.0;20445.0
54;POINT (714351.8 99553.7);11143178;161a;;Via ai Boschetti 38;Manno;6928;Manno;1020;1110.0;8015.0;47.0;2.0;2714351.815;1099553.645;94.0;100;9400.0;14;1316.0;10716.0
55;POINT (714321.2 99539);11143179;163a;;Via ai Boschetti 42;Manno;6928;Manno;1020;1110.0;8015.0;107.0;2.0;2714321.24;1099538.946;214.0;100;21400.0;14;2996.0;24396.0
56;POINT (714293.2 99551);11143180;164a;;Via ai Boschetti 48;Manno;6928;Manno;1020;1121.0;8012.0;204.0;3.0;2714293.24;1099550.945;612.0;149;91188.0;21;12852.0;104040.0
57;POINT (714264.2 99526);11143181;166a;;Via ai Boschetti 47;Manno;6928;Manno;1020;1110.0;8013.0;286.0;2.0;2714264.239;1099525.945;572.0;141;80652.0;14;8008.0;88660.0
58;POINT (714387.5 99562.60000000001);11143182;172a;;Via ai Boschetti 35;Manno;6928;Manno;1020;1110.0;8014.0;124.0;2.0;2714387.51;1099562.59;248.0;131;32488.0;14;3472.0;35960.0
59;POINT (714421 99657.89999999999);11143183;175a;;Via ai Boschetti 23;Manno;6928;Manno;1020;1122.0;8015.0;123.0;2.0;2714421.06;1099657.81;246.0;100;24600.0;21;5166.0;29766.0
60;POINT (714421.7 99701.10000000001);11143184;176a;;Via ai Boschetti 24;Manno;6928;Manno;1020;1110.0;8015.0;175.0;2.0;2714421.71;1099701.02;350.0;100;35000.0;14;4900.0;39900.0
61;POINT (714451.9 99696.3);11143185;178a;;Via ai Boschetti 22b;Manno;6928;Manno;1020;1110.0;8015.0;286.00354609929076;2.0;2714451.93;1099696.22;572.0070921985815;100;57200.70921985815;14;8008.099290780141;65208.80851063829
62;POINT (714477.1 99691.10000000001);11143186;182a;;Via ai Boschetti 20a;Manno;6928;Manno;1020;1110.0;8015.0;104.0;2.0;2714477.16;1099691.0;208.0;100;20800.0;14;2912.0;23712.0
63;POINT (714487.4 99692.5);11143187;186a;;Via ai Boschetti 20b;Manno;6928;Manno;1020;1110.0;8015.0;110.0;2.0;2714487.42;1099692.44;220.0;100;22000.0;14;3080.0;25080.0
64;POINT (714440.2 99625);11143188;188a;;Via Cassinelle 2;Manno;6928;Manno;1020;1110.0;8014.0;119.0;2.0;2714440.243;1099624.946;238.0;131;31178.0;14;3332.0;34510.0
65;POINT (714429.2 99602);11143189;189a;;Via Cassinelle 4;Manno;6928;Manno;1020;1110.0;8012.0;144.0;2.0;2714429.243;1099601.946;288.0;149;42912.0;14;4032.0;46944.0
66;POINT (714424.8 99578.39999999999);11143190;190a;;Via Cassinelle 6;Manno;6928;Manno;1020;1121.0;8014.0;167.0;2.0;2714424.87;1099578.37;334.0;131;43754.0;21;7014.0;50768.0
67;POINT (714415.9 99558.5);11143191;191a;;Via Cassinelle 8;Manno;6928;Manno;1020;1110.0;8015.0;103.0;2.0;2714415.93;1099558.47;206.0;100;20600.0;14;2884.0;23484.0
68;POINT (714557.2 99660);11143192;197a;;Strada Regina 91;Manno;6928;Manno;1020;1121.0;8015.0;186.0;2.0;2714557.246;1099659.947;372.0;100;37200.0;21;7812.0;45012.0
69;POINT (714555.2 99625);11143193;199a;;Strada Regina 89;Manno;6928;Manno;1020;1110.0;8015.0;87.0;2.0;2714555.245;1099624.948;174.0;100;17400.0;14;2436.0;19836.0
70;POINT (714520.2 99599);11143194;200a;;Via Masma 1;Manno;6928;Manno;1020;1110.0;8015.0;110.0;2.0;2714520.244;1099598.948;220.0;100;22000.0;14;3080.0;25080.0
71;POINT (714491 99504.8);11143196;204a;;Via Masma 9;Manno;6928;Manno;1020;1110.0;8015.0;116.0;2.0;2714491.06;1099504.74;232.0;100;23200.0;14;3248.0;26448.0
72;POINT (714481.2 99473);11143197;205c;;Via Masma 11;Manno;6928;Manno;1020;1121.0;8017.0;218.0;2.0;2714481.241;1099472.95;436.0;76;33136.0;21;9156.0;42292.0
73;POINT (714472.2 99451);11143198;206a;map. 206;Via Masma 15;Manno;6928;Manno;1020;1121.0;8014.0;143.0;2.0;2714472.241;1099450.95;286.0;131;37466.0;21;6006.0;43472.0
74;POINT (714637.2 99613);11143199;210a;;Via ai Boschetti 10b;Manno;6928;Manno;1020;1122.0;8015.0;108.0;2.0;2714637.246;1099612.949;216.0;100;21600.0;21;4536.0;26136.0
75;POINT (714591.5 99486.8);11143201;220a;;Strada Regina 75;Manno;6928;Manno;1020;1110.0;8015.0;141.0;1.0;2714591.53;1099486.72;141.0;100;14100.0;14;1974.0;16074.0
76;POINT (714561.6 99378.3);11143202;240a;;Strada Regina 63;Manno;6928;Manno;1020;1121.0;8014.0;131.0;2.0;2714561.61;1099378.25;262.0;131;34322.0;21;5502.0;39824.0
77;POINT (714300.6 99316.2);11143203;249ac;;Via ai Boschetti 45;Manno;6928;Manno;1020;1110.0;8013.0;67.0;1.0;2714300.69;1099316.19;67.0;141;9447.0;14;938.0;10385.0
78;POINT (714541.2 99333);11143204;260a;;Strada Regina 59;Manno;6928;Manno;1020;1121.0;8012.0;95.0;2.0;2714541.239;1099332.955;190.0;149;28310.0;21;3990.0;32300.0
79;POINT (714582.4 99303.8);11143205;263a;;Strada Regina 55;Manno;6928;Manno;1020;1121.0;8012.0;128.0;3.0;2714582.48;1099303.77;384.0;149;57216.0;21;8064.0;65280.0
80;POINT (714585.2 99357);11143206;265a;;Strada Regina 60;Manno;6928;Manno;1030;1110.0;8018.0;286.00354609929076;2.0;2714585.24;1099356.955;572.0070921985815;60;34320.425531914894;14;8008.099290780141;42328.524822695035
81;POINT (714634.9 99538.8);11143207;269a;;Strada Regina 78;Manno;6928;Manno;1020;1122.0;8015.0;144.0;2.0;2714634.99;1099538.76;288.0;100;28800.0;21;6048.0;34848.0
82;POINT (714701.7 99543.10000000001);11143208;270a;;Via ai Boschetti 5;Manno;6928;Manno;1020;1110.0;8014.0;95.0;2.0;2714701.72;1099543.04;190.0;131;24890.0;14;2660.0;27550.0
83;POINT (714700.1 99511.8);11143209;271a;;Via Campagnola 1;Manno;6928;Manno;1020;1110.0;8017.0;164.0;2.0;2714700.19;1099511.74;328.0;76;24928.0;14;4592.0;29520.0
84;POINT (714689.9 99482.89999999999);11143210;272a;;Via Campagnola 3;Manno;6928;Manno;1020;1110.0;8015.0;129.0;2.0;2714689.98;1099482.8;258.0;100;25800.0;14;3612.0;29412.0
85;POINT (714685 99462.39999999999);11143211;273a;;Via Campagnola 5;Manno;6928;Manno;1020;1110.0;8015.0;95.0;2.0;2714685.05;1099462.35;190.0;100;19000.0;14;2660.0;21660.0
86;POINT (714675.8 99440.60000000001);11143212;274a;;Via Campagnola 7;Manno;6928;Manno;1020;1121.0;8015.0;130.0;3.0;2714675.887;1099440.546;390.0;100;39000.0;21;8190.0;47190.0
87;POINT (714662.7 99389.10000000001);11143213;276a;;Via Campagnola 11;Manno;6928;Manno;1020;1110.0;8017.0;145.0;2.0;2714662.73;1099389.0;290.0;76;22040.0;14;4060.0;26100.0
88;POINT (714750.9 99488.5);11143214;278a;;Via Grumo 9;Manno;6928;Manno;1020;1110.0;8014.0;171.0;2.0;2714750.98;1099488.42;342.0;131;44802.0;14;4788.0;49590.0
89;POINT (714747.8 99388.60000000001);11143215;281a;;Via Grumo 3;Manno;6928;Manno;1020;1121.0;8015.0;172.0;2.0;2714747.88;1099388.51;344.0;100;34400.0;21;7224.0;41624.0
90;POINT (714555.2 98957);11143216;293a;;Strada Regina 10;Manno;6928;Manno;1020;1121.0;8018.0;174.0;2.0;2714555.232;1098956.964;348.0;60;20880.0;21;7308.0;28188.0
91;POINT (714589.1 98946.39999999999);11143217;300a;;Strada Regina 10b;Manno;6928;Manno;1020;1121.0;8014.0;103.0;2.0;2714589.11;1098946.38;206.0;131;26986.0;21;4326.0;31312.0
92;POINT (714789.2 99661);11143218;306a;;Via Grumo 22;Manno;6928;Manno;1020;1121.0;8014.0;137.0;2.0;2714789.249;1099660.951;274.0;131;35894.0;21;5754.0;41648.0
93;POINT (714821.2 99648.39999999999);11143219;307a;;Via Dragoni 22;Manno;6928;Manno;1020;1122.0;8013.0;135.0;3.0;2714821.23;1099648.32;405.0;141;57105.0;21;8505.0;65610.0
94;POINT (714779.7 99618.3);11143220;312a;;Via Grumo 20;Manno;6928;Manno;1020;1121.0;8014.0;132.0;2.0;2714779.79;1099618.2;264.0;131;34584.0;21;5544.0;40128.0
95;POINT (714783.9 99466.60000000001);11143221;316a;;Via Grumo 8;Manno;6928;Manno;1020;1121.0;8014.0;117.0;2.0;2714783.92;1099466.55;234.0;131;30654.0;21;4914.0;35568.0
96;POINT (714773.7 99383.39999999999);11143222;318a;;Via Grumo 4;Manno;6928;Manno;1020;1110.0;8013.0;97.0;2.0;2714773.76;1099383.31;194.0;141;27354.0;14;2716.0;30070.0
97;POINT (714817.7 99453.5);11143223;322a;;Via Vignole 14;Manno;6928;Manno;1020;1110.0;8017.0;150.0;2.0;2714817.74;1099453.44;300.0;76;22800.0;14;4200.0;27000.0
98;POINT (714826.2 99479);11143224;323a;;Via Vignole 12;Manno;6928;Manno;1020;1110.0;8015.0;232.0;2.0;2714826.246;1099478.956;464.0;100;46400.0;14;6496.0;52896.0
99;POINT (714828.7 99523.5);11143225;325a;;Via Vignole 8;Manno;6928;Manno;1020;1110.0;8017.0;131.0;2.0;2714828.76;1099523.47;262.0;76;19912.0;14;3668.0;23580.0
100;POINT (714835.3 99572.10000000001);11143226;327a;;Via Vignole 4;Manno;6928;Manno;1020;1110.0;8015.0;208.0;2.0;2714835.39;1099572.05;416.0;100;41600.0;14;5824.0;47424.0
101;POINT (714842.1 99600.39999999999);11143227;328a;;Via Vignole 2;Manno;6928;Manno;1020;1110.0;8015.0;131.0;2.0;2714842.13;1099600.34;262.0;100;26200.0;14;3668.0;29868.0
102;POINT (714854 99376.3);11143228;339a;;Via Carà 10;Manno;6928;Manno;1020;1122.0;8014.0;230.0;3.0;2714854.06;1099376.23;690.0;131;90390.0;21;14490.0;104880.0
103;POINT (714869.6 99354.3);11143229;340a;;Via Sialunga 5;Manno;6928;Manno;1020;1110.0;8015.0;154.0;1.0;2714869.67;1099354.26;154.0;100;15400.0;14;2156.0;17556.0
104;POINT (714875.4 99393.89999999999);11143230;341a;;Via Sialunga 7;Manno;6928;Manno;1020;1121.0;8014.0;110.0;2.0;2714875.45;1099393.86;220.0;131;28820.0;21;4620.0;33440.0
105;POINT (714882.9 99412.8);11143231;342a;;Via Sialunga 9;Manno;6928;Manno;1020;1121.0;8014.0;123.0;2.0;2714882.92;1099412.76;246.0;131;32226.0;21;5166.0;37392.0
106;POINT (714888.5 99431);11143232;343a;;Via Sialunga 11;Manno;6928;Manno;1020;1121.0;8014.0;130.0;2.0;2714888.58;1099430.928;260.0;131;34060.0;21;5460.0;39520.0
107;POINT (714883.6 99453.3);11143233;344a;;Via Sialunga 15;Manno;6928;Manno;1020;1110.0;8014.0;110.0;2.0;2714883.69;1099453.27;220.0;131;28820.0;14;3080.0;31900.0
108;POINT (714890.3 99491.5);11143234;345a;;Via Sialunga 19;Manno;6928;Manno;1020;1110.0;8015.0;100.0;2.0;2714890.38;1099491.4;200.0;100;20000.0;14;2800.0;22800.0
109;POINT (714895.6 99513.3);11143235;346a;;Via Sialunga 21;Manno;6928;Manno;1020;1121.0;8017.0;210.0;2.0;2714895.67;1099513.29;420.0;76;31920.0;21;8820.0;40740.0
110;POINT (714899.5 99542.10000000001);11143236;347a;;Via Sialunga 23;Manno;6928;Manno;1020;1121.0;8015.0;157.0;2.0;2714899.576;1099542.04;314.0;100;31400.0;21;6594.0;37994.0
111;POINT (714943.9 99570.2);11143237;349a;;Via Mondadiscio 7;Manno;6928;Manno;1020;1110.0;8014.0;106.0;2.0;2714943.92;1099570.18;212.0;131;27772.0;14;2968.0;30740.0
112;POINT (714927.2 99477);11143238;351a;;Via Sialunga 18;Manno;6928;Manno;1020;1110.0;8015.0;158.0;2.0;2714927.247;1099476.958;316.0;100;31600.0;14;4424.0;36024.0
113;POINT (714913.9 99428);11143239;353a;;Via Sialunga 10;Manno;6928;Manno;1020;1110.0;8017.0;116.0;2.0;2714913.95;1099427.95;232.0;76;17632.0;14;3248.0;20880.0
114;POINT (714899.9 99364.2);11143240;356a;;Via Sialunga 4;Manno;6928;Manno;1020;1110.0;8015.0;124.0;2.0;2714899.927;1099364.125;248.0;100;24800.0;14;3472.0;28272.0
115;POINT (714888.5 99333.5);11143241;357c;;Via Sialunga 2;Manno;6928;Manno;1020;1110.0;8017.0;214.0;2.0;2714888.57;1099333.4;428.0;76;32528.0;14;5992.0;38520.0
116;POINT (714896 99317);11143242;358a;;Via Quadrella 1;Manno;6928;Manno;1020;1110.0;8017.0;135.0;2.0;2714896.09;1099316.92;270.0;76;20520.0;14;3780.0;24300.0
