index;geometry;EGID;mappale;nome;indirizzo;quartiere;NPA;comune;categoria;classe;epoca_costruzione;superficie;num_piani;coord_e;coord_n;SRE;k_SH;fab_SH;k_DHW;fab_DHW;fab_tot
431;POINT (714791.5 98921.10000000001);191855575;425f;Autorimessa;Via Orti ;Manno;6928;Manno;1060;1242.0;8016.0;432.0;1.0;2714791.532;1098921.089;432.0;0;0.0;0;0.0;0.0
432;POINT (715293.1 97712.3);191855576;498c;;Via Ca' del Caccia ;Manno;6928;Manno;1060;1252.0;8013.0;36.0;1.0;2715293.106;1097712.272;36.0;0;0.0;0;0.0;0.0
433;POINT (714501.4 99687.3);191855577;194b;;Via ai Boschetti ;Manno;6928;Manno;1060;1274.0;8021.0;36.0;1.0;2714501.433;1099687.209;36.0;0;0.0;0;0.0;0.0
434;POINT (714571 99163.3);191855578;59b;;Via Lavatoio ;Manno;6928;Manno;1060;1274.0;8021.0;36.0;1.0;2714571.025;1099163.247;36.0;0;0.0;0;0.0;0.0
435;POINT (714953.5 99117.10000000001);191855579;406b;Autorimessa;Via Cantonale ;Manno;6928;Manno;1060;1242.0;8017.0;236.0;1.0;2714953.529;1099116.997;236.0;0;0.0;0;0.0;0.0
436;POINT (714811.5 99663);191855580;307b;Autorimessa;Via Dragoni ;Manno;6928;Manno;1060;1242.0;8013.0;56.0;1.0;2714811.562;1099662.898;56.0;0;0.0;0;0.0;0.0
437;POINT (715100 99296.3);191855581;386c;Magazzino + uffici;Via Violino ;Manno;6928;Manno;1060;1252.0;8013.0;505.0;2.0;2715100.083;1099296.196;1010.0;0;0.0;0;0.0;0.0
438;POINT (714387.7 98233.7);191855582;504a;;Strada Regina ;Manno;6928;Manno;1060;1110.0;8013.0;45.0;1.0;2714387.774;1098233.645;45.0;141;6345.0;14;630.0;6975.0
439;POINT (714649.5 99207.89999999999);191855583;39a;Fabbricato rurale;Piazza Bironico ;Manno;6928;Manno;1060;1271.0;8013.0;51.0;2.0;2714649.529;1099207.855;102.0;0;0.0;0;0.0;0.0
440;POINT (714685 99645.2);191855584;216b;Palestra;Via ai Boschetti ;Manno;6928;Manno;1060;1265.0;8017.0;685.0;2.0;2714684.998;1099645.163;1370.0;117;160290.0;83;113710.0;274000.0
441;POINT (715156.9 98884.39999999999);191855585;441o;Deposito;Via Violino ;Manno;6928;Manno;1060;1252.0;8014.0;85.0;1.0;2715156.967;1098884.319;85.0;0;0.0;0;0.0;0.0
442;POINT (714512.6 97823);191855586;433s;;Via Cantonale ;Manno;6928;Manno;1060;1274.0;8015.0;77.0;1.0;2714512.608;1097822.949;77.0;0;0.0;0;0.0;0.0
443;POINT (714661 99009.39999999999);191855587;299a;;Streccia di Caminada ;Manno;6928;Manno;1060;1271.0;8013.0;59.0;2.0;2714661.053;1099009.346;118.0;0;0.0;0;0.0;0.0
444;POINT (714805.6 98935.3);191855588;425d;Autorimessa;Via Orti ;Manno;6928;Manno;1060;1242.0;8016.0;234.0;1.0;2714805.679;1098935.241;234.0;0;0.0;0;0.0;0.0
445;POINT (715352.7 98288.2);191855589;492a;Stalla per bovini;Via Ca' del Caccia ;Manno;6928;Manno;1060;1271.0;8012.0;180.0;2.0;2715352.782;1098288.186;360.0;0;0.0;0;0.0;0.0
446;POINT (714533.4 97892.39999999999);191855590;433p;Terminal ferroviario / Officina;Via Cantonale ;Manno;6928;Manno;1060;1241.0;8015.0;1363.0;1.0;2714533.421;1097892.341;1363.0;0;0.0;0;0.0;0.0
447;POINT (714787.9 97998.39999999999);191855591;517a;Camera di raccolta (acquedotto);Via Pianoni ;Manno;6928;Manno;1060;1252.0;8012.0;96.0;1.0;2714787.891;1097998.318;96.0;0;0.0;0;0.0;0.0
448;POINT (714571.8 98634.39999999999);191855592;459d;;Strada Costa ;Manno;6928;Manno;1060;1271.0;8013.0;40.0;1.0;2714571.879;1098634.319;40.0;0;0.0;0;0.0;0.0
449;POINT (714514.5 98617.5);191855593;459c;Autorimessa;Strada Costa ;Manno;6928;Manno;1060;1242.0;8014.0;134.0;1.0;2714514.514;1098617.46;134.0;0;0.0;0;0.0;0.0
450;POINT (714769.5 98974.2);191855594;425l;Autorimessa;Via Orti ;Manno;6928;Manno;1060;1242.0;8021.0;37.0;1.0;2714769.534;1098974.151;37.0;0;0.0;0;0.0;0.0
451;POINT (714586.9 99024.60000000001);191855595;758b;Autorimessa;Streccia di Caminada ;Manno;6928;Manno;1060;1242.0;8017.0;38.0;1.0;2714586.9;1099024.574;38.0;0;0.0;0;0.0;0.0
452;POINT (714938.4 99119);191855596;406c;Autorimessa;Via Cantonale ;Manno;6928;Manno;1060;1242.0;8017.0;107.0;1.0;2714938.443;1099118.98;107.0;0;0.0;0;0.0;0.0
453;POINT (714719.6 98396);191855597;433g;Produzione di alimenti;Via Cantonale ;Manno;6928;Manno;1060;1251.0;8019.0;945.0;2.0;2714719.658;1098395.99;1890.0;128;241920.0;1;1890.0;243810.0
454;POINT (714549 99143.7);191855598;58a;;Via Lavatoio ;Manno;6928;Manno;1060;1263.0;8012.0;87.0;2.0;2714549.037;1099143.628;174.0;131;22794.0;7;1218.0;24012.0
455;POINT (714461.4 99426.10000000001);191855599;1023b;Autorimessa;Via Masma ;Manno;6928;Manno;1060;1242.0;8016.0;63.0;1.0;2714461.414;1099426.055;63.0;0;0.0;0;0.0;0.0
456;POINT (714638.5 97782.10000000001);191855600;918a;Deposito;Via Pianoni ;Manno;6928;Manno;1060;1252.0;8020.0;528.0;1.0;2714638.522;1097782.092;528.0;0;0.0;0;0.0;0.0
457;POINT (714272.6 99618.7);191855601;137b;;Via ai Boschetti ;Manno;6928;Manno;1060;1252.0;8013.0;45.0;1.0;2714272.592;1099618.617;45.0;0;0.0;0;0.0;0.0
458;POINT (714659.9 98330.39999999999);191855602;433i;Stabile amministrativo;Via Cantonale ;Manno;6928;Manno;1060;1220.0;8017.0;314.0;2.0;2714659.916;1098330.377;628.0;123;77244.0;7;4396.0;81640.0
459;POINT (714350.2 99534);191858513;162c;;Via ai Boschetti ;Manno;6928;Manno;1060;1110.0;8017.0;40.0;1.0;2714350.241;1099533.946;40.0;76;3040.0;14;560.0;3600.0
460;POINT (714585.2 99601);191858521;211f;;Via ai Boschetti ;Manno;6928;Manno;1020;1110.0;8017.0;57.0;2.0;2714585.245;1099600.949;114.0;76;8664.0;14;1596.0;10260.0
461;POINT (714559.2 98391);191858523;460e;;Via Cantonale ;Manno;6928;Manno;1060;1251.0;8013.0;132.0;1.0;2714559.222;1098390.966;132.0;128;16896.0;1;132.0;17028.0
462;POINT (714388.2 99464);191876194;;Edificio A;Via Cassinelle ;Manno;6928;Manno;1020;1122.0;8015.0;286.00354609929076;2.0;2714388.24;1099463.949;572.0070921985815;100;57200.70921985815;21;12012.148936170212;69212.85815602836
463;POINT (714381.2 99445);191876195;;;Via Cassinelle ;Manno;6928;Manno;1020;1122.0;8015.0;286.00354609929076;2.0;2714381.239;1099444.949;572.0070921985815;100;57200.70921985815;21;12012.148936170212;69212.85815602836
464;POINT (714546.2 99066);191884360;;"Centro ""Bellavista""";Strada Regina ;Manno;6928;Manno;1060;1274.0;8015.0;286.00354609929076;3.0;2714546.234;1099065.961;858.0106382978722;0;0.0;0;0.0;0.0
465;POINT (715020.2 99539);191886344;;;Via Mondadiscio ;Manno;6928;Manno;1020;1121.0;8015.0;196.0;2.0;2715020.249;1099538.958;392.0;100;39200.0;21;8232.0;47432.0
466;POINT (714860.2 99069);191893698;;;Via Norello ;Manno;6928;Manno;1020;1122.0;8015.0;821.0;4.0;2714860.238;1099068.967;3284.0;100;328400.0;21;68964.0;397364.0
467;POINT (714903.2 99382);191903523;;;Via Sialunga ;Manno;6928;Manno;1060;1242.0;8015.0;286.00354609929076;1.0;2714903.245;1099381.96;286.00354609929076;0;0.0;0;0.0;0.0
468;POINT (714117 99057.89999999999);191931171;650a;;Via ai Boschetti ;Manno;6928;Manno;1060;1110.0;8015.0;30.0;2.0;2714117.011;1099057.886;60.0;100;6000.0;14;840.0;6840.0
469;POINT (714393.1 97911.10000000001);191931172;513a;;Via Cantonale ;Manno;6928;Manno;1060;1110.0;8015.0;29.0;2.0;2714393.16;1097911.038;58.0;100;5800.0;14;812.0;6612.0
470;POINT (714797.8 99441.39999999999);191931173;321b;;Via Carà ;Manno;6928;Manno;1060;1242.0;8013.0;34.0;1.0;2714797.801;1099441.356;34.0;0;0.0;0;0.0;0.0
471;POINT (714640.1 99172.2);191931175;63b;;Strada Bassa ;Manno;6928;Manno;1060;1110.0;8015.0;11.0;2.0;2714640.102;1099172.144;22.0;100;2200.0;14;308.0;2508.0
472;POINT (714554.2 99483);191931176;848c;;Via Vignascia ;Manno;6928;Manno;1060;1242.0;8019.0;17.0;1.0;2714554.209;1099482.918;17.0;0;0.0;0;0.0;0.0
473;POINT (714650.1 99168);191931177;94a;;Strada Bassa ;Manno;6928;Manno;1060;1242.0;8013.0;18.0;1.0;2714650.168;1099167.967;18.0;0;0.0;0;0.0;0.0
474;POINT (714688.4 99027.8);191931178;735c;Ripostiglio;Via Orti ;Manno;6928;Manno;1060;1252.0;8012.0;13.0;1.0;2714688.484;1099027.702;13.0;0;0.0;0;0.0;0.0
475;POINT (714821.3 98952);191931179;425g;;Via Orti ;Manno;6928;Manno;1060;1252.0;8016.0;35.0;1.0;2714821.344;1098951.915;35.0;0;0.0;0;0.0;0.0
476;POINT (714707.9 99188.39999999999);191931180;96b;;Via Norello ;Manno;6928;Manno;1060;1271.0;8016.0;13.0;1.0;2714707.922;1099188.355;13.0;0;0.0;0;0.0;0.0
477;POINT (714745.1 99404.89999999999);191931181;281c;;Via Grumo ;Manno;6928;Manno;1060;1271.0;8015.0;7.0;2.0;2714745.189;1099404.844;14.0;0;0.0;0;0.0;0.0
478;POINT (714836.8 98917.10000000001);191931182;425i;;Via Orti ;Manno;6928;Manno;1060;1252.0;8016.0;15.0;1.0;2714836.82;1098917.08;15.0;0;0.0;0;0.0;0.0
479;POINT (714440.2 99588.89999999999);191931183;189d;;Via Cassinelle ;Manno;6928;Manno;1060;1242.0;8016.0;34.0;1.0;2714440.251;1099588.797;34.0;0;0.0;0;0.0;0.0
480;POINT (714591.3 98930.10000000001);191931184;300b;;Strada Regina ;Manno;6928;Manno;1060;1110.0;8015.0;17.0;2.0;2714591.323;1098930.045;34.0;100;3400.0;14;476.0;3876.0
481;POINT (714303.4 99493.8);191931185;167e;;Via ai Boschetti ;Manno;6928;Manno;1060;1110.0;8015.0;28.0;2.0;2714303.475;1099493.791;56.0;100;5600.0;14;784.0;6384.0
482;POINT (714592.8 99072.3);191931186;107b;;Strada Regina ;Manno;6928;Manno;1060;1110.0;8012.0;30.0;2.0;2714592.855;1099072.205;60.0;149;8940.0;14;840.0;9780.0
483;POINT (714718.8 99333.2);191931187;395a;;Via Carà ;Manno;6928;Manno;1060;1242.0;8013.0;15.0;1.0;2714718.849;1099333.132;15.0;0;0.0;0;0.0;0.0
484;POINT (715063.5 99476.2);191931188;374b;;Via Vedeggio ;Manno;6928;Manno;1060;1110.0;8015.0;20.0;2.0;2715063.589;1099476.176;40.0;100;4000.0;14;560.0;4560.0
485;POINT (714804.9 99085.8);191931189;423a;;Via Norello ;Manno;6928;Manno;1060;1110.0;8015.0;27.0;2.0;2714804.972;1099085.739;54.0;100;5400.0;14;756.0;6156.0
486;POINT (715171.6 98988.10000000001);191931190;441d;;Via Violino ;Manno;6928;Manno;1060;1252.0;8014.0;26.0;1.0;2715171.672;1098988.083;26.0;0;0.0;0;0.0;0.0
487;POINT (714538.4 99410.60000000001);191931191;222e;;Strada Regina ;Manno;6928;Manno;1060;1271.0;8015.0;21.0;1.0;2714538.423;1099410.561;21.0;0;0.0;0;0.0;0.0
488;POINT (714632.1 99251.60000000001);191931192;30d;;Piazza Bironico ;Manno;6928;Manno;1060;1252.0;8013.0;8.0;1.0;2714632.107;1099251.511;8.0;0;0.0;0;0.0;0.0
489;POINT (714600.3 99311.7);191931193;267b;;Via Carà ;Manno;6928;Manno;1060;1271.0;8018.0;11.0;2.0;2714600.325;1099311.688;22.0;0;0.0;0;0.0;0.0
490;POINT (714910.2 99555.3);191931194;348c;;Via Mondadiscio ;Manno;6928;Manno;1060;1252.0;8014.0;8.0;2.0;2714910.265;1099555.264;16.0;0;0.0;0;0.0;0.0
491;POINT (714425.7 99640.39999999999);191931196;174c;;Via ai Boschetti ;Manno;6928;Manno;1060;1252.0;8014.0;15.0;1.0;2714425.698;1099640.387;15.0;0;0.0;0;0.0;0.0
492;POINT (714756.1 99281.10000000001);191931197;1084a;;Via Norello ;Manno;6928;Manno;1060;1110.0;8015.0;15.0;2.0;2714756.093;1099280.998;30.0;100;3000.0;14;420.0;3420.0
493;POINT (714282.7 99466.8);191931198;626a;;Via ai Boschetti ;Manno;6928;Manno;1060;1252.0;8016.0;26.0;1.0;2714282.789;1099466.747;26.0;0;0.0;0;0.0;0.0
494;POINT (714715.8 99118.60000000001);191931199;100b;;Via Orti ;Manno;6928;Manno;1060;1271.0;8013.0;9.0;1.0;2714715.877;1099118.509;9.0;0;0.0;0;0.0;0.0
495;POINT (714513.5 99371.5);191931200;948b;;Strada Regina ;Manno;6928;Manno;1060;1252.0;8021.0;10.0;1.0;2714513.519;1099371.417;10.0;0;0.0;0;0.0;0.0
496;POINT (714530.3 98780.5);191931201;446b;;Strada Costa ;Manno;6928;Manno;1060;1242.0;8015.0;12.0;2.0;2714530.348;1098780.485;24.0;0;0.0;0;0.0;0.0
497;POINT (714733.6 99193);191931202;96c;;Via Norello ;Manno;6928;Manno;1060;1242.0;8016.0;16.0;1.0;2714733.687;1099192.941;16.0;0;0.0;0;0.0;0.0
498;POINT (714734.1 97784.7);191931203;518l;;Via Pianoni ;Manno;6928;Manno;1060;1110.0;8015.0;12.0;2.0;2714734.16;1097784.655;24.0;100;2400.0;14;336.0;2736.0
499;POINT (714632.8 99157.60000000001);191931204;68b;;Strada Bassa ;Manno;6928;Manno;1060;1274.0;8012.0;18.0;2.0;2714632.855;1099157.536;36.0;0;0.0;0;0.0;0.0
500;POINT (715345.3 98259.5);191931205;494b;;Via Ca' del Caccia ;Manno;6928;Manno;1060;1252.0;8015.0;24.0;1.0;2715345.373;1098259.426;24.0;0;0.0;0;0.0;0.0
501;POINT (714890 98998.89999999999);191931206;416b;;Via Norello ;Manno;6928;Manno;1060;1110.0;8015.0;19.0;2.0;2714890.083;1098998.801;38.0;100;3800.0;14;532.0;4332.0
502;POINT (713822.3 99499.60000000001);191931207;598a;;Via ai Boschetti ;Manno;6928;Manno;1060;1252.0;8012.0;14.0;2.0;2713822.33;1099499.557;28.0;0;0.0;0;0.0;0.0
503;POINT (714184.1 99703.60000000001);191931208;994b;;Via ai Boschetti ;Manno;6928;Manno;1060;1242.0;8022.0;30.0;1.0;2714184.131;1099703.552;30.0;0;0.0;0;0.0;0.0
504;POINT (714867.2 99374.2);191931209;340b;;Via Sialunga ;Manno;6928;Manno;1060;1242.0;8015.0;27.0;1.0;2714867.266;1099374.111;27.0;0;0.0;0;0.0;0.0
505;POINT (714789.6 99452.2);191931210;316c;;Via Grumo ;Manno;6928;Manno;1060;1252.0;8014.0;19.0;1.0;2714789.637;1099452.18;19.0;0;0.0;0;0.0;0.0
506;POINT (714426.8 98454.89999999999);191931211;461e;;Strada Regina ;Manno;6928;Manno;1060;1252.0;8017.0;33.0;1.0;2714426.844;1098454.815;33.0;0;0.0;0;0.0;0.0
507;POINT (714127.5 99023.39999999999);191931212;650b;;Via ai Boschetti ;Manno;6928;Manno;1060;1110.0;8015.0;26.0;2.0;2714127.507;1099023.369;52.0;100;5200.0;14;728.0;5928.0
508;POINT (714454.1 99241.2);191931213;665a;;Via Pinca ;Manno;6928;Manno;1060;1271.0;8013.0;20.0;1.0;2714454.185;1099241.112;20.0;0;0.0;0;0.0;0.0
509;POINT (714280.9 99518.2);191931214;164c;;Via ai Boschetti ;Manno;6928;Manno;1060;1252.0;8017.0;7.0;1.0;2714280.966;1099518.195;7.0;0;0.0;0;0.0;0.0
510;POINT (714535 98770.3);191931215;447a;;Strada Costa ;Manno;6928;Manno;1060;1252.0;8015.0;14.0;2.0;2714535.085;1098770.221;28.0;0;0.0;0;0.0;0.0
511;POINT (714827 98931.89999999999);191931216;425h;;Via Orti ;Manno;6928;Manno;1060;1252.0;8016.0;14.0;1.0;2714827.014;1098931.862;14.0;0;0.0;0;0.0;0.0
512;POINT (713940 99090);191931217;521a;;Via ai Boschetti ;Manno;6928;Manno;1060;1110.0;8015.0;11.0;2.0;2713940.024;1099089.995;22.0;100;2200.0;14;308.0;2508.0
513;POINT (714869 99381.2);191931218;341b;;Via Sialunga ;Manno;6928;Manno;1060;1242.0;8015.0;25.0;1.0;2714869.088;1099381.174;25.0;0;0.0;0;0.0;0.0
514;POINT (714309 99303.39999999999);191931219;249d;;Via ai Boschetti ;Manno;6928;Manno;1060;1271.0;8015.0;18.0;1.0;2714309.044;1099303.348;18.0;0;0.0;0;0.0;0.0
515;POINT (715209.2 99378.3);191931220;384b;;Via Violino ;Manno;6928;Manno;1060;1110.0;8015.0;28.0;2.0;2715209.236;1099378.235;56.0;100;5600.0;14;784.0;6384.0
516;POINT (714700.8 97803.10000000001);191931221;518h;;Via Pianoni ;Manno;6928;Manno;1060;1110.0;8015.0;20.0;2.0;2714700.799;1097803.057;40.0;100;4000.0;14;560.0;4560.0
517;POINT (714470.2 98144);191951692;929a;Rustico trasformato (51);Via Cantonale ;Manno;6928;Manno;1020;1110.0;8012.0;30.0;2.0;2714470.216;1098143.964;60.0;149;8940.0;14;840.0;9780.0
518;POINT (714962.2 98891);191953552;;;Via Gerre ;Manno;6928;Manno;1060;1220.0;8015.0;286.00354609929076;5.0;2714962.236;1098890.966;1430.0177304964539;123;175892.18085106384;7;10010.124113475176;185902.304964539
519;POINT (714587.2 97876);191954551;;;Via Industria ;Manno;6928;Manno;1060;1252.0;8015.0;286.00354609929076;1.0;2714587.215;1097875.96;286.00354609929076;0;0.0;0;0.0;0.0
520;POINT (714760.2 98454);191954677;478b;Capannone industriale (415);Via Cantonale ;Manno;6928;Manno;1060;1251.0;8015.0;691.0;1.0;2714760.226;1098453.964;691.0;128;88448.0;1;691.0;89139.0
521;POINT (715166.2 99145);191954678;386d;Deposito (0);Via Violino ;Manno;6928;Manno;1060;1252.0;8014.0;233.0;1.0;2715166.244;1099144.966;233.0;0;0.0;0;0.0;0.0
522;POINT (714612.8 99262);274000339;14a;;Strada Regina 40;Manno;6928;Manno;1020;1110.0;8012.0;286.00354609929076;2.0;2714612.854;1099261.929;572.0070921985815;149;85229.05673758865;14;8008.099290780141;93237.15602836879
523;POINT (715037.2 98862.3);274000577;698a;;Via Pobiette 11;Manno;6928;Manno;1040;1220.0;8020.0;3371.0;3.0;2715037.2;1098862.21;10113.0;54;546102.0;7;70791.0;616893.0
524;POINT (714939.2 99428);274000998;864a;;Via Quadrella 7;Manno;6928;Manno;1020;1110.0;8020.0;179.0;2.0;2714939.246;1099427.959;358.0;16;5728.0;14;5012.0;10740.0
525;POINT (714854.6 98995.5);274001049;689a;;Via Norello 7;Manno;6928;Manno;1020;1110.0;8011.0;121.0;3.0;2714854.64;1098995.49;363.0;154;55902.0;14;5082.0;60984.0
526;POINT (714640.9 99446.89999999999);274001300;704a;;Via Campagnola 10;Manno;6928;Manno;1020;1110.0;8020.0;92.0;2.0;2714640.96;1099446.89;184.0;16;2944.0;14;2576.0;5520.0
527;POINT (714637.2 99432.89999999999);274001301;888a;;Via Campagnola 12;Manno;6928;Manno;1020;1110.0;8020.0;92.0;2.0;2714637.24;1099432.86;184.0;16;2944.0;14;2576.0;5520.0
528;POINT (714524.1 99518);274001356;846a;;Via Vignascia 8;Manno;6928;Manno;1020;1121.0;8020.0;223.0;2.0;2714524.132;1099517.987;446.0;16;7136.0;21;9366.0;16502.0
529;POINT (714862.3 99502.60000000001);274001654;333a;;Via Vignole 7;Manno;6928;Manno;1020;1110.0;8020.0;226.0;2.0;2714862.33;1099502.58;452.0;16;7232.0;14;6328.0;13560.0
530;POINT (714421.9 99481.10000000001);274001700;881a;;Via Cassinelle 11;Manno;6928;Manno;1020;1110.0;8020.0;160.0;2.0;2714421.944;1099481.093;320.0;16;5120.0;14;4480.0;9600.0
531;POINT (714620.2 99479);274001823;703a;;Strada Regina 74;Manno;6928;Manno;1020;1110.0;8020.0;120.0;2.0;2714620.243;1099478.952;240.0;16;3840.0;14;3360.0;7200.0
532;POINT (714629.6 99404.60000000001);274001941;889a;;Via Campagnola 16;Manno;6928;Manno;1020;1110.0;8020.0;91.0;2.0;2714629.68;1099404.59;182.0;16;2912.0;14;2548.0;5460.0
533;POINT (714633.2 99419);274001942;899a;;Via Campagnola 14;Manno;6928;Manno;1020;1110.0;8020.0;92.0;2.0;2714633.242;1099418.954;184.0;16;2944.0;14;2576.0;5520.0
534;POINT (714493 97955.10000000001);274002724;433a;DPSSP 818, 819, 822;Via Cantonale 2c;Manno;6928;Manno;1060;1263.0;8011.0;6884.0;3.0;2714493.07;1097955.05;20652.0;131;2705412.0;7;144564.0;2849976.0
535;POINT (714775.2 98856);274002725;426a;magazzno;Via Norello 6;Manno;6928;Manno;1060;1110.0;8011.0;6481.0;4.0;2714775.233;1098855.967;25924.0;154;3992296.0;14;362936.0;4355232.0
536;POINT (715041.2 99432);274002726;374a;;Via Vedeggio 1;Manno;6928;Manno;1060;1220.0;8017.0;1623.0;3.0;2715041.248;1099431.961;4869.0;123;598887.0;7;34083.0;632970.0
537;POINT (714614.2 99462);274002731;861a;;Strada Regina 72;Manno;6928;Manno;1020;1110.0;8020.0;141.0;2.0;2714614.243;1099461.953;282.0;16;4512.0;14;3948.0;8460.0
538;POINT (715129.5 99456.5);274002735;380a;;Via Vedeggio 4;Manno;6928;Manno;1060;1220.0;8018.0;1491.0;3.0;2715129.54;1099456.48;4473.0;87;389151.0;7;31311.0;420462.0
539;POINT (715146.6 99518);274002736;372a;;Via Vedeggio 5;Manno;6928;Manno;1060;1110.0;8011.0;190.0;1.0;2715146.68;1099517.91;190.0;154;29260.0;14;2660.0;31920.0
540;POINT (715108 99349.7);274002738;378a;;Via Violino 3;Manno;6928;Manno;1060;1230.0;8016.0;1301.0;2.0;2715108.07;1099349.67;2602.0;73;189946.0;7;18214.0;208160.0
541;POINT (714840.7 98603.7);274002740;732a;;Via Cantonale 16f;Manno;6928;Manno;1060;1110.0;8017.0;450.0;4.0;2714840.77;1098603.61;1800.0;76;136800.0;14;25200.0;162000.0
542;POINT (714516.2 99581);274004747;201a;;Via Masma 3a;Manno;6928;Manno;1020;1110.0;8020.0;77.0;2.0;2714516.244;1099580.948;154.0;16;2464.0;14;2156.0;4620.0
543;POINT (714513.2 99569);274004748;910a;;Via Masma 3b;Manno;6928;Manno;1020;1110.0;8020.0;77.0;2.0;2714513.243;1099568.948;154.0;16;2464.0;14;2156.0;4620.0
544;POINT (714584.2 99524);274004749;218a;;Strada Regina 77;Manno;6928;Manno;1020;1110.0;8020.0;221.0;2.0;2714584.243;1099523.951;442.0;16;7072.0;14;6188.0;13260.0
545;POINT (714551.8 99501.10000000001);274004750;905a;;Via Vignascia 7;Manno;6928;Manno;1020;1110.0;8020.0;93.0;3.0;2714551.88;1099501.02;279.0;16;4464.0;14;3906.0;8370.0
546;POINT (714560.7 99534);274004751;904a;;Via Vignascia 3;Manno;6928;Manno;1020;1110.0;8020.0;93.0;3.0;2714560.79;1099533.97;279.0;16;4464.0;14;3906.0;8370.0
547;POINT (714630.2 99387);274004752;890a;;Via Campagnola 18;Manno;6928;Manno;1020;1121.0;8020.0;209.0;2.0;2714630.241;1099386.955;418.0;16;6688.0;21;8778.0;15466.0
548;POINT (714808.5 99169.5);274004753;893a;;Via Norello 19;Manno;6928;Manno;1020;1110.0;8020.0;131.0;2.0;2714808.55;1099169.47;262.0;16;4192.0;14;3668.0;7860.0
549;POINT (714493.2 99440);274004754;897a;;Via Vignascia 14;Manno;6928;Manno;1020;1110.0;8020.0;101.0;2.0;2714493.241;1099439.951;202.0;16;3232.0;14;2828.0;6060.0
550;POINT (714610.7 99444);274004755;906a;;Strada Regina 70;Manno;6928;Manno;1020;1110.0;8020.0;92.0;2.0;2714610.72;1099443.95;184.0;16;2944.0;14;2576.0;5520.0
551;POINT (714618.2 99248.39999999999);400006786;22a;;Strada Regina 38;Manno;6928;Manno;1020;1110.0;8011.0;286.00354609929076;2.0;2714618.21;1099248.34;572.0070921985815;154;88089.09219858155;14;8008.099290780141;96097.19148936169
552;POINT (714856.4 99631);400006787;308a;;Via Dragoni 24;Manno;6928;Manno;1020;1110.0;8011.0;259.0;2.0;2714856.41;1099630.9;518.0;154;79772.0;14;7252.0;87024.0
553;POINT (714790.2 99527);400006788;314a;;Via Grumo 12;Manno;6928;Manno;1020;1110.0;8017.0;269.0;1.0;2714790.246;1099526.954;269.0;76;20444.0;14;3766.0;24210.0
554;POINT (714672.2 99212);400006789;88a;;Strada Bassa 20;Manno;6928;Manno;1020;1110.0;8011.0;286.00354609929076;2.0;2714672.239;1099211.96;572.0070921985815;154;88089.09219858155;14;8008.099290780141;96097.19148936169
555;POINT (714575.2 99495);400006790;221a;;Strada Regina 71f;Manno;6928;Manno;1020;1110.0;8011.0;83.0;2.0;2714575.243;1099494.951;166.0;154;25564.0;14;2324.0;27888.0
556;POINT (714920.2 99189);400006791;403a;;Via Cantonale 35d;Manno;6928;Manno;1030;1122.0;8011.0;579.0;5.0;2714920.241;1099188.965;2895.0;154;445830.0;21;60795.0;506625.0
557;POINT (714900.2 99199);400006792;403a;;Via Cantonale 35e;Manno;6928;Manno;1020;1122.0;8011.0;579.0;5.0;2714900.241;1099198.964;2895.0;154;445830.0;21;60795.0;506625.0
558;POINT (714499.2 99529);400006793;203a;;Via Masma 7;Manno;6928;Manno;1020;1110.0;8011.0;144.0;2.0;2714499.242;1099528.949;288.0;154;44352.0;14;4032.0;48384.0
559;POINT (714563.6 98676.89999999999);400006797;459a;agriturismo;Strada Costa 3;Manno;6928;Manno;1040;1110.0;8011.0;116.0;2.0;2714563.65;1098676.88;232.0;154;35728.0;14;3248.0;38976.0
560;POINT (714595.9 99161.8);400006799;72a;;Via Scuola Vecchia 1;Manno;6928;Manno;1020;1110.0;8011.0;286.00354609929076;2.0;2714595.97;1099161.76;572.0070921985815;154;88089.09219858155;14;8008.099290780141;96097.19148936169
561;POINT (714860.5 99128.39999999999);400006800;408a;;Via Norello 17a;Manno;6928;Manno;1020;1122.0;8021.0;614.0;5.0;2714860.56;1099128.37;3070.0;16;49120.0;21;64470.0;113590.0
562;POINT (714671.2 99045);400006801;920a;;Via Orti 7b;Manno;6928;Manno;1020;1110.0;8011.0;80.0;2.0;2714671.236;1099044.964;160.0;154;24640.0;14;2240.0;26880.0
563;POINT (714597.2 99257);400006803;10c;;Strada Regina 45;Manno;6928;Manno;1020;1122.0;8011.0;169.0;3.0;2714597.239;1099256.957;507.0;154;78078.0;21;10647.0;88725.0
564;POINT (714523.6 98342.10000000001);400006804;744a;;Via Cantonale 7b;Manno;6928;Manno;1020;1110.0;8011.0;195.0;2.0;2714523.63;1098342.03;390.0;154;60060.0;14;5460.0;65520.0
565;POINT (714201.2 99691);400006805;994a;;Via ai Boschetti 62;Manno;6928;Manno;1020;1110.0;8011.0;81.0;2.0;2714201.242;1099690.94;162.0;154;24948.0;14;2268.0;27216.0
566;POINT (714511.7 99491.5);400006806;870a;;Via Vignascia 10;Manno;6928;Manno;1020;1110.0;8011.0;159.0;2.0;2714511.73;1099491.45;318.0;154;48972.0;14;4452.0;53424.0
